area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_solar_mw,hour_of_day,month_of_year
0.004542657,0.009155881,0.07376163,0.008334561,0.0039805165,0.010660963,0.010666589,0.0038229346,0.15863153,0.06288175,0.20703158,0.2839113,0.0076781497,0.15766072,0.00427042,0.0051924638,0.29420525,0.019250644,0.038484428,0.026773699,0.04413538,0.25080708,0.025897859,0.0022544705,0.018738333,0.014893396,0.32949555,0.10228426,0.02428119,0.029912796,0.075108826,0.033951487,0.021640593,0.009746404,0.24156061,0.4497279,0.04450163,0.37191564,0.15549304,0.0053867404
0.0019885395,0.0045894394,0.059273448,0.004061239,0.0017347088,0.0054717404,0.0056444844,0.0016225622,0.12680224,0.054375473,0.19618846,0.2675891,0.0036392477,0.13314322,0.0018240256,0.0022995528,0.279134,0.010591501,0.024870468,0.018073944,0.03466004,0.22581518,0.015752584,0.0008605059,0.010548437,0.010842144,0.303222,0.08193706,0.014791537,0.018350895,0.061763503,0.027025279,0.014061209,0.004915119,0.21171631,0.42402983,0.03837345,0.3549866,0.14034869,0.0024478133
0.0007926443,0.0021138974,0.047065996,0.0018202437,0.0006968363,0.0026020429,0.002809157,0.0006324961,0.10958907,0.049168188,0.18711646,0.25394997,0.001600887,0.11227205,0.00071159785,0.0009379262,0.26706424,0.005398102,0.015399475,0.012016136,0.02626355,0.20210697,0.009021887,0.0002997737,0.0056088,0.007055064,0.2722392,0.06481503,0.008392539,0.010801,0.05194474,0.020448806,0.00887451,0.002295896,0.18699269,0.4011769,0.03744132,0.33813205,0.1351831,0.0010102045
0.0002879243,0.000893254,0.03616041,0.0007539725,0.00025699308,0.001145487,0.0013067803,0.00022622134,0.09016006,0.046198346,0.1795666,0.23889725,0.0006460726,0.0966811,0.00025293164,0.00035150204,0.25006652,0.0025784962,0.009218318,0.0080235945,0.01981944,0.18251066,0.004960456,9.490293e-05,0.0028662062,0.0046830513,0.24569899,0.05175073,0.0044730715,0.005928437,0.045345064,0.015558659,0.005079109,0.0009925176,0.16397628,0.38562223,0.03571589,0.3291267,0.12515178,0.0003797073
9.49306e-05,0.00034293023,0.027745819,0.00028661097,8.641898e-05,0.00046249916,0.00057072897,7.373829e-05,0.078126274,0.041506004,0.17006809,0.22713895,0.0002403765,0.09021582,8.160351e-05,0.00012031058,0.2370459,0.0011441195,0.005270333,0.004887768,0.015146881,0.16220503,0.0026061144,2.7094731e-05,0.0013383157,0.00270377,0.22959578,0.03958081,0.0022060524,0.003040182,0.039670285,0.012036347,0.0027492025,0.00039405943,0.1443111,0.36901766,0.03561056,0.31513584,0.11589275,0.00013014281
2.828371e-05,0.00012012304,0.02081737,9.970603e-05,2.637384e-05,0.00017148622,0.00023191285,2.1772144e-05,0.06660338,0.039080538,0.16331139,0.21646565,8.221393e-05,0.078301504,2.3766297e-05,3.7462076e-05,0.22764696,0.00046842877,0.0028715918,0.0029586512,0.01034784,0.14378494,0.001280767,6.9302782e-06,0.0005862247,0.0014310582,0.211273,0.030114157,0.0009907328,0.0014224262,0.03371137,0.008245094,0.0013839178,0.0001437025,0.13105804,0.35376754,0.03540914,0.302365,0.111273915,4.022813e-05
7.580796e-06,3.8211572e-05,0.015391198,3.160745e-05,7.263035e-06,5.812556e-05,8.7352266e-05,5.787383e-06,0.059445687,0.036796927,0.15385857,0.2053191,2.5602456e-05,0.068518505,6.2167283e-06,1.0546161e-05,0.21929562,0.00017601954,0.0014822619,0.0016401621,0.0068322876,0.12845683,0.00058860757,1.5760661e-06,0.00023452853,0.000647707,0.20027915,0.023023305,0.0004052676,0.0006137987,0.028922852,0.005676346,0.0006329449,4.786625e-05,0.115639366,0.3393413,0.036486965,0.2929592,0.10657385,1.1207872e-05
1.816847e-06,1.1022529e-05,0.010953723,9.092195e-06,1.79289e-06,1.7969613e-05,3.031354e-05,1.3753679e-06,0.054123335,0.035083454,0.15570799,0.19255559,7.2243924e-06,0.06352084,1.4507498e-06,2.6675386e-06,0.20692658,6.0899296e-05,0.0007269189,0.00085960596,0.0041175247,0.11598544,0.00025253685,3.1602733e-07,8.6244756e-05,0.000259695,0.18490934,0.01744336,0.00015225781,0.00024496726,0.027626976,0.003652336,0.00026789578,1.4526503e-05,0.10311185,0.328091,0.03630735,0.28557912,0.101018734,2.7974743e-06
3.8626303e-07,2.8614215e-06,0.0076767895,2.3559874e-06,3.937344e-07,5.031338e-06,9.643278e-06,2.8983723e-07,0.04658493,0.03493793,0.14239182,0.18729335,1.8353259e-06,0.059430517,2.9964204e-07,6.014998e-07,0.20089531,1.9219755e-05,0.0003355672,0.00040882235,0.0021728857,0.10161589,0.0001003819,5.5366222e-08,2.8833318e-05,9.263819e-05,0.17303745,0.012453972,5.215287e-05,8.942639e-05,0.024777511,0.0020472803,0.0001054144,3.9869865e-06,0.092173785,0.3199466,0.036829647,0.27448538,0.09360224,6.2163946e-07
7.222814e-08,6.643351e-07,0.0052070552,5.461403e-07,7.6267504e-08,1.2682874e-06,2.7935926e-06,5.368937e-08,0.040658295,0.03303128,0.13851292,0.18201487,4.1684123e-07,0.053519845,5.430269e-08,1.1992802e-07,0.19280405,5.514276e-06,0.0001454355,0.00018050814,0.0010083449,0.08990794,3.7011196e-05,8.390942e-09,8.7857425e-06,2.975122e-05,0.16601604,0.00879581,1.6238084e-05,2.9912246e-05,0.023257112,0.0010286032,3.803194e-05,9.837495e-07,0.08197995,0.3055108,0.03587567,0.268865,0.091343805,1.2195756e-07
1.1768516e-08,1.3687875e-07,0.0034164349,1.1235898e-07,1.2911759e-08,2.857379e-07,7.3194093e-07,8.65922e-09,0.03856667,0.03320446,0.13331667,0.1711276,8.388953e-08,0.050433114,8.551867e-09,2.0951273e-08,0.18432662,1.4291409e-06,5.8994774e-05,7.3452145e-05,0.0004104311,0.08055517,1.2580159e-05,1.0881618e-09,2.4243539e-06,8.641353e-06,0.15621275,0.0060779895,4.588253e-06,9.134551e-06,0.020014582,0.00044759587,1.2629965e-05,2.1656565e-07,0.074027695,0.29112396,0.036701165,0.265543,0.08920807,2.0934262e-08
1.6535534e-09,2.4808315e-08,0.0021759355,2.0333808e-08,1.8912174e-09,5.7059555e-08,1.721738e-07,1.203318e-09,0.03571526,0.033114955,0.12840062,0.16685505,1.4824537e-08,0.04807957,1.1580269e-09,3.175297e-09,0.1771065,3.3209986e-07,2.2274446e-05,2.7652562e-05,0.00014978465,0.069990516,3.9211277e-06,1.193201e-10,6.025578e-07,2.2614356e-06,0.1497153,0.003930886,1.1683275e-06,2.5311817e-06,0.017524982,0.00017628825,3.8354283e-06,4.2176463e-08,0.06860093,0.2844937,0.036141027,0.2562369,0.08812002,3.1126708e-09
1.980928e-10,3.9175077e-09,0.0013405153,3.2058007e-09,2.3702693e-10,1.00090425e-08,3.6068297e-08,1.4243827e-10,0.033366803,0.032513384,0.122085005,0.1612939,2.2778375e-09,0.04378252,1.3327607e-10,4.1297826e-10,0.17188817,6.8651765e-08,7.787996e-06,9.583645e-06,4.90381e-05,0.061155166,1.1134034e-06,1.0919261e-11,1.3390436e-07,5.308887e-07,0.1403344,0.0024618283,2.6656235e-07,6.3265605e-07,0.016249346,6.256599e-05,1.0584419e-06,7.2001765e-09,0.06418723,0.27763593,0.03561816,0.2492589,0.08318524,3.965212e-10
1.9983367e-11,5.333086e-10,0.00079329056,4.3567788e-10,2.5112192e-11,1.5270916e-09,6.6702723e-09,1.418332e-11,0.029316863,0.032504577,0.120866925,0.15732516,3.0104425e-10,0.042304955,1.2871809e-11,4.5548947e-11,0.16532554,1.2513416e-08,2.5070556e-06,3.0480708e-06,1.4515863e-05,0.05308504,2.8618425e-07,8.2205553e-13,2.6392312e-08,1.11020775e-07,0.13444448,0.0014730239,5.4034583e-08,1.4153733e-07,0.014458136,2.0173982e-05,2.6373473e-07,1.0666855e-09,0.058199428,0.2667493,0.033749517,0.24450877,0.083156295,4.2760035e-11
1.6745492e-12,6.187189e-11,0.00045142774,5.045202e-11,2.2193868e-12,2.0047573e-10,1.0786437e-09,1.1718473e-12,0.027314877,0.032978687,0.11832366,0.15070926,3.382198e-11,0.04074225,1.028782e-12,4.205235e-12,0.15802464,1.9920057e-09,7.3854295e-07,8.849682e-07,3.884877e-06,0.04595538,6.6083935e-08,5.011725e-14,4.5721364e-09,2.050646e-08,0.1298847,0.00084111135,9.650356e-09,2.8124784e-08,0.01318574,5.9212384e-06,5.8884638e-08,1.3563686e-10,0.055049554,0.26179016,0.03344018,0.23908821,0.07785397,3.8523915e-12
1.1483068e-13,6.0403713e-12,0.00024620257,4.9156434e-12,1.6125527e-13,2.2379964e-11,1.5094082e-10,7.913403e-14,0.0254785,0.03396815,0.11720679,0.14273013,3.1889007e-12,0.038851567,6.701249e-14,3.2038207e-13,0.15566356,2.7404906e-10,1.9777222e-07,2.3322265e-07,9.357407e-07,0.039052345,1.3599732e-08,2.4317147e-15,6.8934497e-10,3.3140466e-09,0.12528825,0.00045492593,1.5037014e-09,4.918903e-09,0.0121497195,1.5745115e-06,1.16842624e-08,1.4626895e-11,0.050643824,0.25344798,0.03447175,0.2306636,0.075803235,2.8580805e-13
6.3388376e-15,4.8941444e-13,0.00012808645,3.974216e-13,9.479265e-15,2.097285e-12,1.8071667e-11,4.2959965e-15,0.024007328,0.033605024,0.10993088,0.14176285,2.4878935e-13,0.037714988,3.4980508e-15,1.9829748e-14,0.15027846,3.2211376e-11,4.7794327e-08,5.537534e-08,2.014739e-07,0.033173848,2.472244e-09,9.2122106e-17,8.947695e-11,4.6375975e-10,0.11895505,0.0002324372,2.0226229e-10,7.4979e-10,0.011183158,3.7740458e-07,2.0418194e-09,1.3202356e-12,0.04767213,0.24332248,0.03491467,0.22667861,0.07367207,1.718653e-14
2.7662563e-16,3.241458e-14,6.3414314e-05,2.6259809e-14,4.4296747e-16,1.626744e-13,1.8283723e-12,1.8410121e-16,0.022974202,0.035848573,0.10532024,0.13652837,1.5814625e-14,0.038310062,1.436426e-16,9.800866e-16,0.14533651,3.1944113e-12,1.0341907e-08,1.1754634e-08,3.8464577e-08,0.02797942,3.9318096e-10,2.6678076e-18,9.88101e-12,5.556096e-11,0.116153285,0.00011204832,2.3215353e-11,9.8544756e-11,0.010085048,8.0916024e-08,3.1114306e-10,9.831559e-14,0.044828612,0.23779185,0.033854518,0.22356668,0.07420936,8.231912e-16
9.354867e-18,1.725881e-15,2.9766594e-05,1.3946e-15,1.6138917e-17,1.0282922e-14,1.5420922e-13,6.1038944e-18,0.021548029,0.037182637,0.10254142,0.13227992,8.0527126e-16,0.03530938,4.5461193e-18,3.795579e-17,0.14130777,2.6364298e-13,1.9866935e-09,2.2116875e-09,6.4526695e-09,0.023383811,5.4134402e-11,5.7690374e-20,9.163887e-13,5.6286703e-12,0.113417044,5.0930925e-05,2.245081e-12,1.10367765e-11,0.009286974,1.5388743e-08,4.0902667e-11,5.945734e-15,0.04320683,0.23374149,0.033839572,0.21816587,0.07422598,3.0808593e-17
2.398056e-19,7.2530505e-17,1.3192532e-05,5.844512e-17,4.487166e-19,5.207865e-16,1.068261e-14,1.5312859e-19,0.02118777,0.037497386,0.10016504,0.13062567,3.223742e-17,0.03459607,1.0840911e-19,1.1278895e-18,0.13628803,1.7838566e-14,3.3568864e-10,3.654051e-10,9.416288e-10,0.019291466,6.3791602e-12,9.076015e-22,7.036999e-14,4.7567966e-13,0.10838625,2.1729906e-05,1.8040848e-13,1.0398878e-12,0.008133607,2.5720692e-09,4.58443e-12,2.8698752e-16,0.040313397,0.22501497,0.034196183,0.21334793,0.07336925,8.820385e-19
4.547014e-21,2.3576554e-18,5.497673e-06,1.8940383e-18,9.29713e-21,2.074011e-17,5.979724e-16,2.835889e-21,0.019076725,0.038623746,0.10002886,0.12594804,9.939166e-19,0.03339076,1.8995175e-21,2.5128613e-20,0.13280901,9.733303e-16,4.9389517e-11,5.247087e-11,1.1821938e-10,0.015493987,6.3538123e-13,1.009035e-23,4.405254e-15,3.304066e-14,0.10611253,8.669201e-06,1.1864328e-14,8.127554e-14,0.0073127,3.7399486e-10,4.3249814e-13,1.0846547e-17,0.03816473,0.22155552,0.031817123,0.208787,0.06988422,1.8868702e-20
6.205968e-23,5.79658e-20,2.1439425e-06,4.6413262e-20,1.3980943e-22,6.3620467e-19,2.6566499e-17,3.7720643e-23,0.017801907,0.03936311,0.097862035,0.1226649,2.3067195e-20,0.03466702,2.3780198e-23,4.090794e-22,0.12987013,4.2057317e-17,6.2582023e-12,6.4760792e-12,1.2616306e-11,0.012387677,5.2765914e-14,7.673449e-26,2.2101239e-16,1.855819e-15,0.10068545,3.2231658e-06,6.2797016e-16,5.1888463e-15,0.0063563986,4.6789052e-11,3.3864828e-14,3.1428864e-19,0.03643589,0.21629344,0.03378432,0.20349768,0.06902364,2.9383148e-22
5.9141494e-25,1.0515204e-21,7.7852513e-07,8.389131e-22,1.4816282e-24,1.4692262e-20,9.184482e-19,3.494581e-25,0.016786607,0.041501995,0.09207221,0.12376855,3.929067e-22,0.03323921,2.0615092e-25,4.7285415e-24,0.12779832,1.4106655e-18,6.747976e-13,6.7868806e-13,1.1295107e-12,0.0097784735,3.599356e-15,3.8478104e-28,8.721043e-18,8.279458e-17,0.09911574,1.1111874e-06,2.6264536e-17,2.6605556e-16,0.005133786,4.9759216e-12,2.1671721e-15,6.820709e-21,0.03561901,0.211606,0.031966586,0.19905105,0.06876166,3.2352708e-24
3.8031154e-27,1.3690572e-23,2.6180928e-07,1.0879376e-23,1.070574e-26,2.490399e-22,2.4174878e-20,2.1785573e-27,0.016549,0.042524233,0.0907919,0.11882139,4.7750587e-24,0.032612,1.1947254e-27,3.7582116e-26,0.12374577,3.592681e-20,6.111086e-14,5.95962e-14,8.36191e-14,0.0076093553,1.9839179e-16,1.2204449e-30,2.6511035e-19,2.8766442e-18,0.0949259,3.5322105e-07,8.5063945e-19,1.0754414e-17,0.0041057714,4.439397e-13,1.1145154e-16,1.0802656e-22,0.03322956,0.20674516,0.031872988,0.1961484,0.0680065,2.437871e-26
1.5878293e-29,1.2404498e-25,8.1061e-08,9.8147374e-26,5.081672e-29,3.012084e-24,4.7289275e-22,8.790177e-30,0.015398131,0.043933615,0.090745874,0.116496466,4.0118886e-26,0.03189083,4.448194e-30,1.9809737e-28,0.12178842,6.7795e-22,4.5820963e-15,4.3215646e-15,5.038712e-15,0.005816864,8.677972e-18,2.335005e-33,6.067923e-21,7.616091e-20,0.09345422,1.0290266e-07,2.0861771e-20,3.3574237e-19,0.0030614657,3.275144e-14,4.521272e-18,1.2130333e-24,0.032306492,0.20085447,0.031037219,0.19210756,0.06579182,1.2118453e-28
4.1196302e-32,7.5550077e-28,2.2961068e-08,5.949339e-28,1.5190945e-31,2.5185904e-26,6.692312e-24,2.1961516e-32,0.014530237,0.045159806,0.08919639,0.11584859,2.248989e-28,0.032057773,1.0168536e-32,6.647442e-31,0.11676511,9.224466e-24,2.800244e-16,2.5469227e-16,2.4288744e-16,0.0043262485,2.95314e-19,2.5513515e-36,1.0194505e-22,1.4999182e-21,0.09106189,2.7292312e-08,3.7793447e-22,7.913759e-21,0.0020183078,1.9666428e-15,1.4175078e-19,9.349687e-27,0.030415425,0.19781946,0.030453239,0.18790008,0.06382351,3.8119048e-31
6.3169287e-35,2.9743345e-30,5.9093686e-09,2.3299481e-30,2.7252875e-34,1.4051191e-28,6.6493443e-26,3.2294796e-35,0.014235919,0.04654078,0.087475576,0.1158324,8.080958e-31,0.03152759,1.3548999e-35,1.3553476e-33,0.11304692,8.77911e-26,1.37099e-17,1.1987874e-17,9.189191e-18,0.0031348462,7.648893e-21,1.4938e-39,1.2221079e-24,2.1392014e-23,0.08822109,6.542748e-09,4.9199397e-24,1.3733952e-22,0.0012882557,9.446506e-17,3.3577771e-21,4.769598e-29,0.030534336,0.19706035,0.030700328,0.18094322,0.063708216,7.2353565e-34
5.4017556e-38,7.239503e-33,1.3715862e-09,5.6383222e-33,2.775518e-37,5.024418e-31,4.4850195e-28,2.6357494e-38,0.012980773,0.048221514,0.084891066,0.11421925,1.7779716e-33,0.03152115,9.906711e-39,1.5913275e-36,0.11098593,5.6483144e-28,5.2766027e-19,4.420369e-19,2.6717942e-19,0.002246346,1.4716744e-22,4.34e-43,1.0127852e-26,2.144356e-25,0.08579188,1.4066032e-09,4.462672e-26,1.706427e-24,0.00077943,3.5610336e-18,5.86061e-23,1.5452802e-31,0.028290823,0.18942499,0.029584669,0.18089505,0.06181429,7.845608e-37
2.4067e-41,1.03519755e-35,2.8479347e-10,8.010801e-36,1.50387e-40,1.10003285e-33,1.9772618e-30,1.1145e-41,0.013285876,0.050416324,0.084406786,0.1110727,2.2728365e-36,0.030849896,3.702e-42,1.010835e-39,0.10776109,2.3639522e-30,1.5634476e-20,1.2500802e-20,5.8327873e-21,0.0015606122,2.047373e-24,0.0,5.5993055e-29,1.460981e-27,0.085023075,2.688818e-10,2.7245512e-28,1.4712051e-26,0.00041311106,1.03155646e-19,7.329434e-25,3.033432e-34,0.027169429,0.18507768,0.028631264,0.1749393,0.061894864,4.55984e-40
6e-45,8.19714e-39,5.243927e-11,6.298046e-39,4e-44,1.39910455e-36,5.4574276e-33,3e-45,0.012191086,0.052482482,0.08494608,0.11072722,1.588267e-39,0.029108455,0.0,3.22e-43,0.105134174,6.1607758e-33,3.4848941e-22,2.648341e-22,9.3171434e-23,0.0010574873,1.9983295e-26,0.0,1.9837135e-31,6.51449e-30,0.08270584,4.5279443e-11,1.0766943e-30,8.497463e-29,0.00020087586,2.2433926e-21,6.3662204e-27,3.4177042e-37,0.02659549,0.1804364,0.028865285,0.17217463,0.06163489,1.32e-43
0.0,3.353e-42,8.481404e-12,2.556e-42,0.0,9.7258e-40,8.977588e-36,0.0,0.011944989,0.05388708,0.08174789,0.11050939,5.65e-43,0.029314399,0.0,0.0,0.10395696,9.5100614e-36,5.695689e-24,4.0948223e-24,1.0581112e-24,0.0006955976,1.3229629e-28,0.0,4.301754e-34,1.8213177e-32,0.07937917,6.6497827e-12,2.634518e-33,3.1600255e-31,8.9908695e-05,3.56934e-23,3.708108e-29,2.07504e-40,0.0248945,0.17628455,0.029601939,0.1675127,0.061947927,0.0
0.0,0.0,1.192522e-12,0.0,0.0,3.43e-43,8.315622e-39,0.0,0.011932149,0.05503726,0.083006084,0.10957415,0.0,0.027877508,0.0,0.0,0.100633055,8.206576e-39,6.633751e-26,4.4884343e-26,8.272664e-27,0.00044355157,5.7186564e-31,0.0,5.4170992e-37,3.0399704e-35,0.07813113,8.4238497e-13,3.7932677e-36,7.2319163e-34,3.7611837e-05,4.0367723e-25,1.3921475e-31,6.3e-44,0.02367922,0.17340824,0.028544938,0.16492872,0.06123258,0.0
0.0,0.0,1.4413076e-13,0.0,0.0,0.0,4.058e-42,0.0,0.011256382,0.05532879,0.0842837,0.10718176,0.0,0.027857687,0.0,0.0,0.097443804,3.7e-42,5.332967e-28,3.376125e-28,4.2944133e-29,0.0002735254,1.5457033e-33,0.0,3.72646e-40,2.8625386e-38,0.077410534,9.095173e-14,3.029941e-39,9.6707315e-37,1.4585981e-05,3.1423242e-27,3.2204548e-34,0.0,0.023356942,0.16837841,0.029799094,0.16182537,0.060228355,0.0
0.0,0.0,1.4791179e-14,0.0,0.0,0.0,1e-45,0.0,0.011065939,0.058462724,0.07922438,0.107462876,0.0,0.027810266,0.0,0.0,0.09495811,1e-45,2.8549077e-30,1.6799586e-30,1.4207467e-31,0.00016265475,2.4863444e-36,0.0,1.3e-43,1.4234e-41,0.0743399,8.261036e-15,1.253e-42,7.11537e-40,5.242627e-06,1.6236799e-29,4.359147e-37,0.0,0.023043908,0.167062,0.028452963,0.15757118,0.05906422,0.0
0.0,0.0,1.2716765e-15,0.0,0.0,0.0,0.0,0.0,0.010162282,0.059483215,0.07883241,0.10601654,0.0,0.026326656,0.0,0.0,0.092568904,0.0,9.772464e-33,5.305505e-33,2.858935e-34,9.3070674e-05,2.247915e-39,0.0,0.0,3e-45,0.071881786,6.2227397e-16,0.0,2.69e-43,1.7427527e-06,5.345294e-32,3.2518e-40,0.0,0.022184176,0.16276611,0.029950028,0.15476574,0.057668842,0.0
0.0,0.0,9.026275e-17,0.0,0.0,0.0,0.0,0.0,0.010021355,0.060871925,0.07866112,0.10509114,0.0,0.025859904,0.0,0.0,0.09087196,0.0,2.0423389e-35,1.0142695e-35,3.3162168e-37,5.1076448e-05,1.069e-42,0.0,0.0,0.0,0.07086335,3.827036e-17,0.0,0.0,5.32896e-07,1.0699405e-34,1.25e-43,0.0,0.02149732,0.15962842,0.030180095,0.15099737,0.056663245,0.0
0.0,0.0,5.204973e-18,0.0,0.0,0.0,0.0,0.0,0.009826706,0.0631724,0.07969602,0.10396119,0.0,0.02515574,0.0,0.0,0.08899088,0.0,2.4710674e-38,1.1115443e-38,2.08311e-40,2.6824111e-05,0.0,0.0,0.0,0.0,0.06942423,1.8889937e-18,0.0,0.0,1.4900459e-07,1.2339868e-37,0.0,0.0,0.020645902,0.15703824,0.02809576,0.14649469,0.056382675,0.0
