area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_solar_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.7231603,0.7068623,0.6593567,0.70627934,0.7313509,0.8894829,0.71785897,0.7346873,0.92024326,0.67069787,0.7392588,0.7253822,0.6845696,0.7083051,0.84208435,0.6656797,1.0255558,0.77531874,1.005099,1.0377303
0.49960437,0.5327407,0.43986976,0.53578836,0.5421329,0.8306682,0.54409844,0.567783,0.7432604,0.43889555,0.5211345,0.53778815,0.45306203,0.48711845,0.7384133,0.44339964,0.85701615,0.59199125,0.9041732,0.95063716
0.34187907,0.42714256,0.28232515,0.41305247,0.40823206,0.7839208,0.4179895,0.441801,0.6131654,0.27716675,0.363119,0.403842,0.29248324,0.3246064,0.67020285,0.29366434,0.7199164,0.44366562,0.8088418,0.8674816
0.22992735,0.344667,0.17802753,0.31993407,0.30359617,0.74249005,0.31760728,0.3509008,0.50422806,0.1739017,0.24819992,0.30215165,0.19081247,0.21255927,0.612113,0.19599234,0.606789,0.33096907,0.7264754,0.79085183
0.14920451,0.27612728,0.10841652,0.24378484,0.22133555,0.7031533,0.23708414,0.27746254,0.40554264,0.10478373,0.17101811,0.2312942,0.12231173,0.13470623,0.5592606,0.12963408,0.50508505,0.24969323,0.67550576,0.7199349
0.0931794,0.2223629,0.06311962,0.18230487,0.15780309,0.6676178,0.17556521,0.21720041,0.32152328,0.06131418,0.11659214,0.17747878,0.0747197,0.08201939,0.51639575,0.082434505,0.41714856,0.19266061,0.6311487,0.6655588
0.055202115,0.17890267,0.035872977,0.13379706,0.110369995,0.6397814,0.12573497,0.16971347,0.24907212,0.034077317,0.07621124,0.12968317,0.043632608,0.048148062,0.4827081,0.05223875,0.34333032,0.14894243,0.5930044,0.62893003
0.030933961,0.14333561,0.019304685,0.096962355,0.07471726,0.61683184,0.08826039,0.13239925,0.1885789,0.017914638,0.049360164,0.09578874,0.024024043,0.026836757,0.45504767,0.031944524,0.2823396,0.120186746,0.5587226,0.58807725
0.016483856,0.113743395,0.009897803,0.06906021,0.049009047,0.5964164,0.060840018,0.102675654,0.14032753,0.0089279115,0.03054011,0.070361406,0.012202439,0.014217747,0.42964578,0.018969707,0.23035713,0.09668803,0.52725124,0.5552725
0.008275328,0.08887878,0.004769406,0.048291497,0.03104248,0.5766133,0.041408394,0.07901257,0.10194394,0.004195402,0.018324347,0.05323737,0.005752427,0.007111434,0.4071702,0.0108331535,0.1879782,0.07852628,0.5041543,0.5205572
0.0039102943,0.06872808,0.0021329748,0.03301142,0.01883529,0.5645179,0.027593073,0.060410984,0.073449,0.001827682,0.010526419,0.040248647,0.0024781488,0.0033341644,0.39161342,0.005872569,0.15200494,0.06250395,0.47296885,0.49452212
0.0017311103,0.051662665,0.0008795876,0.021793367,0.010952585,0.54843813,0.018178465,0.045238867,0.051103905,0.00072751706,0.005433664,0.029709194,0.0009840975,0.0014636935,0.3719211,0.0029948242,0.120999,0.05462705,0.44900677,0.47224033
0.0007137209,0.038155694,0.00033150194,0.013884941,0.0060792803,0.53901625,0.011608797,0.03334036,0.035150647,0.00026621408,0.002696908,0.023337752,0.000357796,0.0005978055,0.35743353,0.0014240711,0.09951561,0.04553585,0.422566,0.44880128
0.00027245912,0.027169721,0.00011344531,0.008399002,0.0032073127,0.52214175,0.0069308872,0.02366115,0.023312176,8.823362e-05,0.0011885263,0.017828608,0.00011865091,0.00022597151,0.33823794,0.00062417175,0.07880364,0.039649457,0.40763807,0.4323767
9.580842e-05,0.018840905,3.5259374e-05,0.0048680557,0.0016043944,0.50843877,0.003957047,0.016373083,0.015128409,2.6455506e-05,0.0004727455,0.013239939,3.5739795e-05,7.861046e-05,0.32127878,0.00025335958,0.06364673,0.0334689,0.39415205,0.40707022
3.084577e-05,0.012668711,9.874869e-06,0.002675445,0.00075803534,0.49463573,0.0020686863,0.010889838,0.009412273,7.1400796e-06,0.00017041314,0.010214061,9.710408e-06,2.5001524e-05,0.30505392,9.437164e-05,0.051455464,0.028742902,0.37534115,0.39144096
9.032944e-06,0.008263107,2.4814851e-06,0.0013985944,0.00033677072,0.4867198,0.0010175526,0.007030307,0.005720586,1.7224173e-06,5.5575827e-05,0.0074913367,2.3632526e-06,7.223372e-06,0.29300964,3.230064e-05,0.04114134,0.025264315,0.35390976,0.3778006
2.3890689e-06,0.0051903087,5.5511254e-07,0.0006888448,0.00014002937,0.47608852,0.000460908,0.004330137,0.0033050086,3.687532e-07,1.6326576e-05,0.0052052676,5.1111846e-07,1.8828093e-06,0.2785925,1.0088131e-05,0.03374187,0.021661896,0.34143505,0.36130226
5.6641437e-07,0.0031389194,1.0967563e-07,0.00031917467,5.4250526e-05,0.46318343,0.0001921991,0.0025338144,0.0017927547,6.948103e-08,4.314734e-06,0.0034536528,9.738042e-08,4.3942913e-07,0.26366478,2.8605657e-06,0.027506087,0.017962476,0.32996014,0.34375054
1.1942345e-07,0.0018267245,1.8968624e-08,0.00013890504,1.9482139e-05,0.45581815,7.395747e-05,0.0014165236,0.00092356064,1.1414359e-08,1.0206811e-06,0.0020477157,1.6192894e-08,9.1077716e-08,0.25232375,7.3191893e-07,0.021484334,0.015705314,0.3158123,0.33664435
2.2195763e-08,0.001018433,2.8434637e-09,5.6530185e-05,6.448222e-06,0.44714293,2.6233212e-05,0.00075296266,0.00044656396,1.618186e-09,2.1465641e-07,0.0010965127,2.3260762e-09,1.6616546e-08,0.24038441,1.6775816e-07,0.016865995,0.013550258,0.30694467,0.31815922
3.6019603e-09,0.0005425745,3.6543593e-10,2.1418375e-05,1.9551458e-06,0.43972325,8.544202e-06,0.0003796857,0.00020340348,1.9574468e-10,3.9810814e-08,0.00052059,2.8542824e-10,2.642887e-09,0.2291439,3.4165744e-08,0.012917055,0.011237945,0.29239234,0.31112683
5.05102e-10,0.00027530862,3.978662e-11,7.517845e-06,5.395402e-07,0.43110442,2.5432641e-06,0.0001810851,8.635239e-05,1.9955555e-11,6.4506867e-09,0.00022385221,2.9553852e-11,3.6261738e-10,0.21762034,6.128065e-09,0.009656351,0.00917507,0.28379098,0.29906946
6.0513906e-11,0.00013260449,3.6219246e-12,2.4313283e-06,1.3455634e-07,0.42225936,6.8785533e-07,8.146261e-05,3.41697e-05,1.6914578e-12,9.038632e-10,8.6701875e-05,2.5476123e-12,4.2428158e-11,0.20655484,9.586499e-10,0.006710366,0.0075992704,0.27376854,0.28975964
6.117492e-12,6.0394836e-05,2.7175826e-13,7.201016e-07,3.0094068e-08,0.41694725,1.6788998e-07,3.4438388e-05,1.2558846e-05,1.1744089e-13,1.0828661e-10,3.068814e-05,1.8015614e-13,4.180519e-12,0.1968839,1.2941609e-10,0.0043470743,0.0059741,0.26486582,0.27959034
5.147872e-13,2.5898842e-05,1.6543279e-14,1.9403274e-07,5.9859846e-09,0.408819,3.669753e-08,1.3620217e-05,4.268661e-06,6.5711296e-15,1.09556635e-11,9.924989e-06,1.0283011e-14,3.4213024e-13,0.18604873,1.4902964e-11,0.0026368028,0.004562474,0.2571637,0.2658157
3.5525887e-14,1.0410356e-05,8.030199e-16,4.7224958e-08,1.0493705e-09,0.40301052,7.1236856e-09,5.0156373e-06,1.3343913e-06,2.9101109e-16,9.234146e-13,2.928377e-06,4.653742e-16,2.2907464e-14,0.17672831,1.4454686e-12,0.001476706,0.0032917145,0.24801856,0.2642284
1.9779636e-15,3.9032875e-06,3.0493153e-17,1.0301364e-08,1.605377e-10,0.39521214,1.216848e-09,1.7107702e-06,3.8125577e-07,1.0000261e-17,6.38831e-14,7.8448994e-07,1.6374012e-17,1.2341849e-15,0.16673341,1.1645845e-13,0.00076502305,0.002199801,0.2379341,0.25325397
8.726312e-17,1.3579486e-06,8.869285e-19,1.9969384e-09,2.120375e-11,0.39009157,1.8108469e-10,5.3738574e-07,9.8910526e-08,2.6086635e-19,3.568732e-15,1.896955e-07,4.382653e-19,5.2537907e-17,0.15772884,7.676395e-15,0.00036454416,0.0014460175,0.2304531,0.24628454
2.9906548e-18,4.3586275e-07,1.9303781e-20,3.4086137e-10,2.3897158e-12,0.38446015,2.322197e-11,1.5448434e-07,2.3129886e-08,5.04159e-21,1.581173e-16,4.110277e-08,8.711366e-21,1.731851e-18,0.14898837,4.0711765e-16,0.00016181241,0.0008313173,0.22790556,0.23975596
7.7893685e-20,1.2827925e-07,3.0633198e-22,5.0720164e-11,2.2689149e-13,0.37789473,2.5357923e-12,4.0368146e-08,4.8363358e-09,7.025983e-23,5.4473665e-18,7.914212e-09,1.2518897e-22,4.3234262e-20,0.1399226,1.7056367e-17,6.679165e-05,0.00045122742,0.22322203,0.23251136
1.5048213e-21,3.4388336e-08,3.4432907e-24,6.50779e-12,1.7895834e-14,0.3737196,2.3274218e-13,9.518131e-09,8.963661e-10,6.8503606e-25,1.4277061e-19,1.3417517e-09,1.2623649e-24,7.974552e-22,0.13225262,5.531812e-19,2.5511858e-05,0.00022831999,0.21695507,0.23049542
