area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_solar_mw
2.0988378e-23,8.336453e-09,2.6540877e-26,7.114863e-13,1.1547524e-15,0.37171313,1.7701157e-14,2.0088815e-09,1.4586783e-10,4.517068e-27,2.7785237e-21,1.9829281e-10,8.637152e-27,1.0573544e-23,0.125173,1.3581532e-20,9.040143e-06,0.00010691213,0.20661247,0.22498918
2.0505997e-25,1.8133077e-09,1.35261e-28,6.5423524e-14,5.994133e-17,0.36624494,1.0983056e-15,3.7625314e-10,2.0627933e-11,1.9387383e-29,3.9085205e-23,2.526718e-11,3.8609238e-29,9.773383e-26,0.11723343,2.462407e-22,2.954143e-06,4.6560523e-05,0.2012225,0.21796016
1.3567224e-27,3.509126e-10,4.3732443e-31,4.988447e-15,2.4571594e-18,0.36069158,5.465231e-17,6.1949806e-11,2.5066342e-12,5.18592e-32,3.856338e-25,2.743055e-12,1.0801769e-31,6.0844354e-28,0.10925837,3.2071306e-24,8.855469e-07,1.8915585e-05,0.19840029,0.21109849
5.850978e-30,5.986357e-11,8.5572435e-34,3.1052905e-16,7.7939646e-20,0.35274583,2.140343e-18,8.875306e-12,2.5854657e-13,8.225578e-35,2.580218e-27,2.5042574e-13,1.8007186e-34,2.4538967e-30,0.10098241,2.9095776e-26,2.421191e-07,7.1623713e-06,0.1944462,0.20907217
1.5749525e-32,8.912804e-12,9.598201e-37,1.5514188e-17,1.8703331e-21,0.35291058,6.46156e-20,1.0941196e-12,2.2334822e-14,7.303988e-38,1.1270408e-29,1.8953943e-14,1.6900578e-37,6.1341538e-33,0.095149636,1.7760934e-28,5.996361e-08,2.516962e-06,0.18945657,0.1999873
2.518027e-35,1.1455644e-12,5.79335e-40,6.105066e-19,3.3118662e-23,0.34883213,1.4696288e-21,1.1465793e-13,1.5924345e-15,3.3945e-41,3.078066e-32,1.1708919e-15,8.3573e-41,9.034702e-36,0.08819005,7.0153856e-31,1.3352329e-08,8.168211e-07,0.18442245,0.19701277
2.2579156e-38,1.256091e-13,1.75e-43,1.8535168e-20,4.20878e-25,0.34551585,2.4549476e-23,1.0079392e-14,9.221596e-17,7e-45,5.0029074e-35,5.803517e-17,2e-44,7.393789e-39,0.08160656,1.7150955e-33,2.6512053e-09,2.4338107e-07,0.18249036,0.19201422
1.0619e-41,1.1598182e-14,0.0,4.243353e-22,3.721255e-27,0.34161845,2.9277776e-25,7.325734e-16,4.261517e-18,0.0,4.5708324e-38,2.2648786e-18,0.0,3.139e-42,0.07524708,2.4663631e-36,4.6518914e-10,6.6164446e-08,0.17786099,0.19163804
3e-45,8.891472e-16,0.0,7.141822e-24,2.2107447e-29,0.3396701,2.4151125e-27,4.332594e-17,1.541402e-19,0.0,2.196e-41,6.816503e-20,0.0,0.0,0.06944406,1.966735e-39,7.142451e-11,1.6296012e-08,0.17117597,0.18722112
0.0,5.5723525e-17,0.0,8.5906835e-26,8.484199e-32,0.3352474,1.3297737e-29,2.0490238e-18,4.2714173e-21,0.0,6e-45,1.54623e-21,0.0,0.0,0.06329662,8.11e-43,9.494139e-12,3.6083736e-09,0.17186211,0.18461391
0.0,2.8067076e-18,0.0,7.1556974e-28,2.0112768e-34,0.3327195,4.6943916e-32,7.601655e-20,8.856384e-23,0.0,0.0,2.5770961e-23,0.0,0.0,0.057716172,0.0,1.0799345e-12,7.12337e-10,0.16414435,0.18421626
0.0,1.1151452e-19,0.0,3.983574e-30,2.7979155e-37,0.33041054,1.0149296e-34,2.1659062e-21,1.3383174e-24,0.0,0.0,3.0678022e-25,0.0,0.0,0.05238065,0.0,1.03789915e-13,1.2424034e-10,0.16071063,0.18126966
0.0,3.4236755e-21,0.0,1.4238828e-32,2.1522e-40,0.3295,1.2749263e-37,4.629899e-23,1.43141e-26,0.0,0.0,2.5270106e-27,0.0,0.0,0.0474832,0.0,8.311968e-15,1.8956493e-11,0.15998726,0.17198113
0.0,7.939516e-23,0.0,3.1219465e-35,8.5e-44,0.32613236,8.7536e-41,7.2346705e-25,1.0486577e-28,0.0,0.0,1.3899892e-29,0.0,0.0,0.042484075,0.0,5.463231e-16,2.5032938e-12,0.16023184,0.1680691
0.0,1.3560454e-24,0.0,3.984385e-38,0.0,0.32245815,3.1e-44,8.028045e-27,5.0715834e-31,0.0,0.0,4.9041792e-32,0.0,0.0,0.03761787,0.0,2.898442e-17,2.8278004e-13,0.15381129,0.16764702
0.0,1.658578e-26,0.0,2.7852e-41,0.0,0.3204037,0.0,6.1246095e-29,1.552896e-33,0.0,0.0,1.0601693e-34,0.0,0.0,0.033254,0.0,1.2187309e-18,2.69793e-14,0.1513309,0.16403775
0.0,1.4078288e-28,0.0,1e-44,0.0,0.31756058,0.0,3.0974224e-31,2.8701936e-36,0.0,0.0,1.3322521e-37,0.0,0.0,0.029115573,0.0,3.980485e-20,2.143936e-15,0.14922483,0.16151994
0.0,8.005835e-31,0.0,0.0,0.0,0.31384385,0.0,9.964744e-34,3.031006e-39,0.0,0.0,9.1554e-41,0.0,0.0,0.025153637,0.0,9.87628e-22,1.3975726e-16,0.14797434,0.1594179
0.0,2.9309648e-33,0.0,0.0,0.0,0.31091273,0.0,1.9455866e-36,1.715e-42,0.0,0.0,3.2e-44,0.0,0.0,0.02156289,0.0,1.8162946e-23,7.349617e-18,0.14827469,0.15566856
0.0,6.602105e-36,0.0,0.0,0.0,0.30707034,0.0,2.184e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.018255964,0.0,2.4089396e-25,3.0613642e-19,0.14429393,0.15513813
0.0,8.686379e-39,0.0,0.0,0.0,0.30739528,0.0,1.324e-42,0.0,0.0,0.0,0.0,0.0,0.0,0.015397159,0.0,2.2348156e-27,9.898007e-21,0.13874742,0.15315448
0.0,6.285e-42,0.0,0.0,0.0,0.30332726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012687032,0.0,1.4013519e-29,2.4292506e-22,0.13938655,0.15146357
0.0,3e-45,0.0,0.0,0.0,0.30311242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010389747,0.0,5.714137e-32,4.415236e-24,0.13482536,0.15119722
0.0,0.0,0.0,0.0,0.0,0.29881844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008319934,0.0,1.4500422e-34,5.7817317e-26,0.13636306,0.14881754
0.0,0.0,0.0,0.0,0.0,0.2962333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006578634,0.0,2.1777028e-37,5.2900394e-28,0.13668023,0.14664002
0.0,0.0,0.0,0.0,0.0,0.29238272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051008165,0.0,1.82621e-40,3.267449e-30,0.13255966,0.14508554
0.0,0.0,0.0,0.0,0.0,0.29249632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039002164,0.0,8e-44,1.3105088e-32,0.13003919,0.14335969
0.0,0.0,0.0,0.0,0.0,0.2909741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029142513,0.0,0.0,3.265811e-35,0.13002267,0.13889281
0.0,0.0,0.0,0.0,0.0,0.28834823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021284784,0.0,0.0,4.8074716e-38,0.12731838,0.13863991
0.0,0.0,0.0,0.0,0.0,0.28423837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015181263,0.0,0.0,3.943e-41,0.12643763,0.1372086
0.0,0.0,0.0,0.0,0.0,0.28355303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010576325,0.0,0.0,1.7e-44,0.123748966,0.134004
0.0,0.0,0.0,0.0,0.0,0.28125322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007163879,0.0,0.0,0.0,0.122185975,0.13545398
0.0,0.0,0.0,0.0,0.0,0.28094682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004718847,0.0,0.0,0.0,0.12471798,0.13287567
0.0,0.0,0.0,0.0,0.0,0.2784633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030119796,0.0,0.0,0.0,0.12096985,0.13448332
0.0,0.0,0.0,0.0,0.0,0.27548426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018595273,0.0,0.0,0.0,0.11933379,0.13113773
0.0,0.0,0.0,0.0,0.0,0.27522942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011082149,0.0,0.0,0.0,0.11720112,0.13119443
0.0,0.0,0.0,0.0,0.0,0.27239096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.354598e-05,0.0,0.0,0.0,0.11724658,0.12767754
0.0,0.0,0.0,0.0,0.0,0.2674982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4966797e-05,0.0,0.0,0.0,0.118442945,0.12937523
0.0,0.0,0.0,0.0,0.0,0.2681962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8410676e-05,0.0,0.0,0.0,0.11402669,0.12785736
0.0,0.0,0.0,0.0,0.0,0.2649905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.24273e-06,0.0,0.0,0.0,0.113978975,0.12764658
0.0,0.0,0.0,0.0,0.0,0.26362228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4087574e-06,0.0,0.0,0.0,0.11612292,0.12611777
0.0,0.0,0.0,0.0,0.0,0.26384172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9902827e-06,0.0,0.0,0.0,0.1113434,0.1251627
0.0,0.0,0.0,0.0,0.0,0.26133424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4679687e-07,0.0,0.0,0.0,0.11254176,0.12599505
0.0,0.0,0.0,0.0,0.0,0.2592585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.380254e-07,0.0,0.0,0.0,0.11330063,0.12278351
0.0,0.0,0.0,0.0,0.0,0.25750318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2598088e-07,0.0,0.0,0.0,0.11282055,0.12173182
0.0,0.0,0.0,0.0,0.0,0.25636086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3607326e-08,0.0,0.0,0.0,0.110024646,0.12379466
0.0,0.0,0.0,0.0,0.0,0.25669935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3939358e-08,0.0,0.0,0.0,0.10979167,0.11910238
0.0,0.0,0.0,0.0,0.0,0.25482157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0896007e-09,0.0,0.0,0.0,0.108027235,0.121055886
0.0,0.0,0.0,0.0,0.0,0.2535383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09391e-09,0.0,0.0,0.0,0.107636206,0.120051205
0.0,0.0,0.0,0.0,0.0,0.2514895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6486e-10,0.0,0.0,0.0,0.10725916,0.12009011
0.0,0.0,0.0,0.0,0.0,0.24918696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.759598e-11,0.0,0.0,0.0,0.10765372,0.11742321
0.0,0.0,0.0,0.0,0.0,0.24928936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1153992e-11,0.0,0.0,0.0,0.10766293,0.11647405
0.0,0.0,0.0,0.0,0.0,0.24756642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9060686e-12,0.0,0.0,0.0,0.104230285,0.11779426
0.0,0.0,0.0,0.0,0.0,0.24690579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.845611e-13,0.0,0.0,0.0,0.10238062,0.11552884
0.0,0.0,0.0,0.0,0.0,0.24475273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6713088e-14,0.0,0.0,0.0,0.105785094,0.11358
0.0,0.0,0.0,0.0,0.0,0.24224606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.045138e-15,0.0,0.0,0.0,0.102902524,0.11519604
0.0,0.0,0.0,0.0,0.0,0.24289519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7575244e-16,0.0,0.0,0.0,0.101439126,0.112293586
0.0,0.0,0.0,0.0,0.0,0.2384371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9013502e-17,0.0,0.0,0.0,0.103968665,0.11442364
0.0,0.0,0.0,0.0,0.0,0.23938039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8336712e-18,0.0,0.0,0.0,0.1001774,0.11133196
0.0,0.0,0.0,0.0,0.0,0.23676857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.326365e-20,0.0,0.0,0.0,0.10082817,0.110290796
0.0,0.0,0.0,0.0,0.0,0.23535784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7470712e-21,0.0,0.0,0.0,0.10041805,0.11087721
0.0,0.0,0.0,0.0,0.0,0.23525186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1650856e-22,0.0,0.0,0.0,0.098238245,0.10845219
0.0,0.0,0.0,0.0,0.0,0.2333816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7408051e-24,0.0,0.0,0.0,0.09730076,0.10715079
0.0,0.0,0.0,0.0,0.0,0.23085983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7572084e-26,0.0,0.0,0.0,0.09824439,0.10685972
0.0,0.0,0.0,0.0,0.0,0.23087835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.92459e-28,0.0,0.0,0.0,0.09775525,0.10621056
0.0,0.0,0.0,0.0,0.0,0.22746083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.131596e-30,0.0,0.0,0.0,0.09696541,0.10721775
0.0,0.0,0.0,0.0,0.0,0.22855812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9849058e-32,0.0,0.0,0.0,0.09490613,0.1052919
0.0,0.0,0.0,0.0,0.0,0.22659665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1207789e-34,0.0,0.0,0.0,0.09524972,0.106001474
0.0,0.0,0.0,0.0,0.0,0.2270813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5971356e-37,0.0,0.0,0.0,0.093828574,0.10606907
0.0,0.0,0.0,0.0,0.0,0.22435008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52742e-40,0.0,0.0,0.0,0.09581453,0.10650908
0.0,0.0,0.0,0.0,0.0,0.22358096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65e-43,0.0,0.0,0.0,0.093789436,0.10563851
0.0,0.0,0.0,0.0,0.0,0.22346891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09422915,0.10518576
0.0,0.0,0.0,0.0,0.0,0.22110438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09397343,0.1039738
0.0,0.0,0.0,0.0,0.0,0.22121903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09268826,0.10410517
0.0,0.0,0.0,0.0,0.0,0.21938139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094023906,0.10247566
0.0,0.0,0.0,0.0,0.0,0.22036345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09411286,0.10461526
0.0,0.0,0.0,0.0,0.0,0.22076346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09292692,0.101828344
0.0,0.0,0.0,0.0,0.0,0.21720597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09094193,0.10489671
0.0,0.0,0.0,0.0,0.0,0.21761045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09276014,0.10263686
0.0,0.0,0.0,0.0,0.0,0.21665846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09112596,0.10153445
0.0,0.0,0.0,0.0,0.0,0.21610704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09028781,0.10344
0.0,0.0,0.0,0.0,0.0,0.21658804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090257995,0.10163154
0.0,0.0,0.0,0.0,0.0,0.21699663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089838676,0.10177516
0.0,0.0,0.0,0.0,0.0,0.21427578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091280155,0.09949832
0.0,0.0,0.0,0.0,0.0,0.21333477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08993653,0.10236286
0.0,0.0,0.0,0.0,0.0,0.21231128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091750175,0.10293902
0.0,0.0,0.0,0.0,0.0,0.21366921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091867484,0.09649836
0.0,0.0,0.0,0.0,0.0,0.2100894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09279539,0.10034213
0.0,0.0,0.0,0.0,0.0,0.2114254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0902512,0.09825734
