目标,中文名,达标水平,预算n,先达标的方法,方法,测试R2,全量R2,候选数,选中字段
gen_317_wind_1_pg_mw,机组317风电出力,95%,6,Lasso,DGatingDNN,0.919251876982131,0.9537373511900484,42,area_1_net_export_mw|area_3_net_export_mw|area_2_net_export_mw|area_3_fuel_natural_gas_mw|area_3_fuel_solar_mw|area_3_load_actual_mw
gen_317_wind_1_pg_mw,机组317风电出力,95%,6,Lasso,STG,0.8630520550339305,0.9537373511900484,42,area_1_fuel_wind_mw|area_3_fuel_natural_gas_mw|system_losses_mw|area_3_fuel_solar_mw|area_2_fuel_hydro_mw|area_2_net_export_mw
gen_317_wind_1_pg_mw,机组317风电出力,95%,6,Lasso,LassoNet,0.8416225697464343,0.9537373511900484,42,area_1_fuel_wind_mw|area_3_fuel_natural_gas_mw|area_3_fuel_solar_mw|area_3_fuel_coal_mw|gen_fuel_solar_mw|reserve_reg_down_mw
gen_317_wind_1_pg_mw,机组317风电出力,95%,6,Lasso,XGBoost,0.8142282805028009,0.9537373511900484,42,area_1_fuel_wind_mw|area_3_fuel_coal_mw|area_3_fuel_solar_mw|area_1_fuel_solar_mw|area_3_fuel_natural_gas_mw|gen_fuel_solar_mw
gen_317_wind_1_pg_mw,机组317风电出力,95%,6,Lasso,Lasso,0.9201992684327712,0.9537373511900484,42,area_1_net_export_mw|area_3_net_export_mw|area_2_net_export_mw|area_3_fuel_solar_mw|area_3_fuel_natural_gas_mw|area_3_load_actual_mw
gen_317_wind_1_pg_mw,机组317风电出力,95%,6,Lasso,Pearson,0.8092429363367079,0.9537373511900484,42,area_1_fuel_wind_mw|area_2_net_export_mw|area_1_net_export_mw|area_1_fuel_coal_mw|area_3_fuel_natural_gas_mw|area_3_fuel_coal_mw
gen_317_wind_1_pg_mw,机组317风电出力,97%,8,DGatingDNN,DGatingDNN,0.9355404468184687,0.9537373511900484,42,area_1_net_export_mw|area_3_net_export_mw|area_2_net_export_mw|area_3_fuel_natural_gas_mw|area_3_fuel_solar_mw|area_3_load_actual_mw|area_1_fuel_wind_mw|area_2_fuel_hydro_mw
gen_317_wind_1_pg_mw,机组317风电出力,97%,8,DGatingDNN,STG,0.8968511384237294,0.9537373511900484,42,area_1_fuel_wind_mw|area_3_fuel_natural_gas_mw|system_losses_mw|area_3_fuel_solar_mw|area_2_fuel_hydro_mw|area_2_net_export_mw|area_3_net_export_mw|reserve_reg_down_mw
gen_317_wind_1_pg_mw,机组317风电出力,97%,8,DGatingDNN,LassoNet,0.8450198885567135,0.9537373511900484,42,area_1_fuel_wind_mw|area_3_fuel_natural_gas_mw|area_3_fuel_solar_mw|area_3_fuel_coal_mw|gen_fuel_solar_mw|reserve_reg_down_mw|reserve_reg_up_mw|area_1_fuel_solar_mw
gen_317_wind_1_pg_mw,机组317风电出力,97%,8,DGatingDNN,XGBoost,0.8531714003296685,0.9537373511900484,42,area_1_fuel_wind_mw|area_3_fuel_coal_mw|area_3_fuel_solar_mw|area_1_fuel_solar_mw|area_3_fuel_natural_gas_mw|gen_fuel_solar_mw|hour_of_day|reserve_reg_down_mw
gen_317_wind_1_pg_mw,机组317风电出力,97%,8,DGatingDNN,Lasso,0.9205798778260791,0.9537373511900484,42,area_1_net_export_mw|area_3_net_export_mw|area_2_net_export_mw|area_3_fuel_solar_mw|area_3_fuel_natural_gas_mw|area_3_load_actual_mw|area_1_fuel_wind_mw|area_3_fuel_coal_mw
gen_317_wind_1_pg_mw,机组317风电出力,97%,8,DGatingDNN,Pearson,0.834564679790958,0.9537373511900484,42,area_1_fuel_wind_mw|area_2_net_export_mw|area_1_net_export_mw|area_1_fuel_coal_mw|area_3_fuel_natural_gas_mw|area_3_fuel_coal_mw|gen_fuel_coal_mw|area_1_fuel_nuclear_mw
