solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt
0.0060876105,2.0148988e-34,0.07262685,0.075049244,0.14142428,0.24135418,2.1011712e-25,0.10484655,0.14079233,2.0235255e-07,0.18340372,0.17034279,0.12553635,0.06519408,0.15868196,0.13493401,0.0,2.5322187e-08,1.0358269e-10,3.1409776e-26,0.0,0.0,0.113346174,0.030678803,0.0,0.07981995,0.0,0.10998506,5.47e-43,1.9165946e-20,0.0,0.11282108,0.07474973,0.21037084,0.0,0.0,0.034533806
0.005040623,3.6764814e-37,0.0689031,0.07491587,0.14104544,0.24028248,2.5128411e-27,0.10584918,0.1390209,6.079908e-08,0.18437734,0.1710838,0.12642579,0.06494447,0.16079551,0.135658,0.0,7.446069e-09,2.0304782e-11,3.0754277e-28,0.0,0.0,0.112786956,0.03111412,0.0,0.0780509,0.0,0.11198092,0.0,5.777241e-22,0.0,0.11180697,0.078161806,0.20042548,0.0,0.0,0.034291502
0.0041600005,3.82861e-40,0.066002436,0.07378517,0.14425424,0.23914683,2.0816633e-29,0.104537904,0.1371618,1.6681701e-08,0.18189026,0.16807288,0.12745234,0.06411221,0.15725747,0.13469733,0.0,1.9965378e-09,3.5154043e-12,2.0461473e-30,0.0,0.0,0.108827904,0.030810233,0.0,0.078321375,0.0,0.1115848,0.0,1.3137314e-23,0.0,0.11321292,0.075963184,0.19875796,0.0,0.0,0.037014663
0.0034212102,2.13e-43,0.063607246,0.07202428,0.14174409,0.24083677,1.1528608e-31,0.10388985,0.13865237,4.1509565e-09,0.18254828,0.16845144,0.12432697,0.061983734,0.15713008,0.13691552,0.0,4.84647e-10,5.322471e-13,8.905619e-33,0.0,0.0,0.11051628,0.032425728,0.0,0.07374698,0.0,0.11215509,0.0,2.1971314e-25,0.0,0.109237514,0.07741589,0.20155926,0.0,0.0,0.037712663
0.002746882,0.0,0.060847096,0.06865952,0.13951167,0.24207503,4.100496e-34,0.10518361,0.13834725,9.2962044e-10,0.18096267,0.17329454,0.12066347,0.061059054,0.15881212,0.1307722,0.0,1.05678605e-10,6.971606e-14,2.428708e-35,0.0,0.0,0.1107138,0.03203432,0.0,0.07426318,0.0,0.11361696,0.0,2.6271786e-27,0.0,0.10970599,0.07999505,0.19982544,0.0,0.0,0.036445826
0.0021540686,0.0,0.05872337,0.06890466,0.13993803,0.23829405,8.948515e-37,0.10583549,0.13729648,1.8582971e-10,0.17364126,0.16871244,0.12414019,0.060916737,0.15714277,0.13313001,0.0,2.0525344e-11,7.807905e-15,3.950691e-38,0.0,0.0,0.110500716,0.03475531,0.0,0.073071584,0.0,0.1122738,0.0,2.1761213e-29,0.0,0.11246281,0.078868225,0.19640687,0.0,0.0,0.036131117
0.0016507137,0.0,0.056947522,0.0660089,0.14124161,0.23544946,1.136953e-39,0.106497996,0.13370228,3.2860603e-11,0.17540373,0.1715533,0.12162667,0.060203675,0.15760916,0.13273765,0.0,3.5184394e-12,7.381714e-16,3.6212e-41,0.0,0.0,0.10745886,0.03724245,0.0,0.07470917,0.0,0.115225315,0.0,1.205077e-31,0.0,0.1111261,0.0789476,0.19746701,0.0,0.0,0.03264515
0.0012722865,0.0,0.053130325,0.06593227,0.14032353,0.23734252,7.92e-43,0.10691101,0.13670552,5.0902863e-12,0.17177992,0.16965073,0.12483183,0.058507826,0.1572483,0.12892832,0.0,5.270298e-13,5.8093556e-17,1.7e-44,0.0,0.0,0.10958173,0.03647875,0.0,0.068772085,0.0,0.11220136,0.0,4.2860714e-34,0.0,0.10881813,0.07875299,0.1987989,0.0,0.0,0.030253563
0.00093786576,0.0,0.051093902,0.06402384,0.13804027,0.23357488,0.0,0.110879935,0.13341251,6.834376e-13,0.17422591,0.17314498,0.12217499,0.055525467,0.15642165,0.13343528,0.0,6.82392e-14,3.7480046e-18,0.0,0.0,0.0,0.10979258,0.036345106,0.0,0.0712204,0.0,0.115315884,0.0,9.353592e-37,0.0,0.1073563,0.07713722,0.19205435,0.0,0.0,0.031832136
0.00068384764,0.0,0.047815613,0.062705405,0.13940002,0.23212975,0.0,0.10740695,0.13411498,7.861762e-14,0.17597783,0.16991341,0.12132103,0.05518212,0.15554139,0.13298064,0.0,7.547695e-15,1.9493381e-19,0.0,0.0,0.0,0.10617456,0.037531745,0.0,0.06950242,0.0,0.11653943,0.0,1.188492e-39,0.0,0.11040954,0.07887682,0.19556299,0.0,0.0,0.030049289
0.00048742097,0.0,0.047479127,0.06160742,0.14676239,0.2326282,0.0,0.10818074,0.13530305,7.651102e-15,0.17365797,0.17472333,0.121782884,0.058216415,0.15885676,0.13428569,0.0,7.0400995e-16,8.023875e-21,0.0,0.0,0.0,0.10666139,0.037795343,0.0,0.07250942,0.0,0.112888955,0.0,8.27e-43,0.0,0.11470223,0.0801307,0.189983,0.0,0.0,0.030072022
0.00033578248,0.0,0.044566557,0.060217034,0.14260705,0.23492634,0.0,0.10733925,0.13125806,6.213362e-16,0.17157747,0.17496285,0.122551724,0.05480663,0.16060174,0.13510874,0.0,5.46024e-17,2.5613877e-22,0.0,0.0,0.0,0.10322853,0.039120615,0.0,0.0707476,0.0,0.11459641,0.0,0.0,0.0,0.11042835,0.077678725,0.19171014,0.0,0.0,0.029046291
0.00022637431,0.0,0.04228975,0.058378737,0.13985905,0.23327032,0.0,0.108647995,0.13034096,4.147439e-17,0.170972,0.17532687,0.12056156,0.052467864,0.15570424,0.1350355,0.0,3.4675362e-18,6.2004558e-24,0.0,0.0,0.0,0.10191686,0.037724517,0.0,0.06940624,0.0,0.11583153,0.0,0.0,0.0,0.11597506,0.07842556,0.18818596,0.0,0.0,0.030604335
0.00014835437,0.0,0.039553788,0.05864061,0.14511384,0.23007764,0.0,0.109509386,0.13227305,2.2382595e-18,0.17142579,0.16967036,0.12473119,0.052450374,0.15907526,0.13472906,0.0,1.7728388e-19,1.1103057e-25,0.0,0.0,0.0,0.10466686,0.038763788,0.0,0.06906185,0.0,0.11755954,0.0,0.0,0.0,0.112894714,0.07617621,0.18738824,0.0,0.0,0.028495155
9.41066e-05,0.0,0.037628107,0.05667652,0.14246428,0.23421557,0.0,0.11105206,0.13036665,9.5904005e-20,0.17112562,0.17619556,0.12383056,0.052435834,0.15769601,0.1321061,0.0,7.162963e-21,1.4306632e-27,0.0,0.0,0.0,0.10157682,0.039803836,0.0,0.068421476,0.0,0.1210512,0.0,0.0,0.0,0.113828376,0.07906535,0.18654703,0.0,0.0,0.029621014
5.7758025e-05,0.0,0.034913484,0.0562931,0.14065862,0.23018797,0.0,0.11014847,0.1310879,3.1980509e-21,0.16908698,0.17361468,0.12524599,0.049691107,0.1602083,0.13260542,0.0,2.2408335e-22,1.2862188e-29,0.0,0.0,0.0,0.10204094,0.04020695,0.0,0.066480376,0.0,0.11912044,0.0,0.0,0.0,0.11262727,0.07710099,0.18607037,0.0,0.0,0.028844729
3.412555e-05,0.0,0.03338303,0.054401234,0.14356646,0.23085694,0.0,0.11413395,0.12827155,8.118604e-23,0.17017174,0.17077455,0.12384457,0.049433433,0.16077217,0.13229343,0.0,5.3065036e-24,7.7937115e-32,0.0,0.0,0.0,0.10394002,0.039587837,0.0,0.06749774,0.0,0.114873454,0.0,0.0,0.0,0.113136925,0.07781393,0.18482177,0.0,0.0,0.027624777
1.9407165e-05,0.0,0.031655565,0.052977704,0.14861849,0.2268962,0.0,0.11123671,0.12990339,1.5311634e-24,0.16351889,0.17644854,0.12112247,0.049522143,0.1568692,0.13381928,0.0,9.277192e-26,3.0610112e-34,0.0,0.0,0.0,0.104084745,0.041200817,0.0,0.06700678,0.0,0.11440696,0.0,0.0,0.0,0.112747565,0.079565264,0.18863487,0.0,0.0,0.025362331
1.0581566e-05,0.0,0.029872613,0.05095262,0.1412727,0.22929157,0.0,0.113690205,0.12909594,2.0879692e-26,0.1710838,0.17208056,0.120726705,0.044334676,0.15721428,0.13504575,0.0,1.1645012e-27,7.4541724e-37,0.0,0.0,0.0,0.103584915,0.04191919,0.0,0.068875074,0.0,0.117852665,0.0,0.0,0.0,0.11278856,0.07938604,0.1820028,0.0,0.0,0.026755212
5.5150435e-06,0.0,0.026247313,0.050425705,0.14207543,0.2259839,0.0,0.11412587,0.1282479,1.9972941e-28,0.16693148,0.17279696,0.12251134,0.0433471,0.15644787,0.1344164,0.0,1.0173486e-29,1.069702e-39,0.0,0.0,0.0,0.103698604,0.04117953,0.0,0.0659477,0.0,0.116972,0.0,0.0,0.0,0.11144637,0.07248944,0.18294437,0.0,0.0,0.026824012
2.7384299e-06,0.0,0.025799256,0.049281012,0.14270447,0.22611575,0.0,0.11414602,0.12656417,1.2954989e-30,0.16620566,0.17790027,0.12456895,0.041490324,0.1607159,0.13339859,0.0,5.97371e-32,8.53e-43,0.0,0.0,0.0,0.10303276,0.0444161,0.0,0.066210054,0.0,0.11860992,0.0,0.0,0.0,0.11248891,0.077453114,0.18092409,0.0,0.0,0.026984379
1.2908066e-06,0.0,0.023215855,0.04789431,0.144351,0.22747548,0.0,0.11429257,0.12762128,5.483923e-33,0.16594753,0.17271772,0.12443642,0.041865952,0.15828313,0.13123216,0.0,2.26641e-34,0.0,0.0,0.0,0.0,0.10101328,0.04650122,0.0,0.06275652,0.0,0.117994025,0.0,0.0,0.0,0.10942833,0.07527778,0.18317036,0.0,0.0,0.028433826
5.7529274e-07,0.0,0.021204567,0.04720707,0.14602228,0.22738162,0.0,0.11435965,0.1273158,1.450592e-35,0.16178809,0.17539415,0.123861395,0.041276366,0.15776497,0.13569677,0.0,5.3123045e-37,0.0,0.0,0.0,0.0,0.1029764,0.046600744,0.0,0.06323999,0.0,0.11792145,0.0,0.0,0.0,0.11458695,0.078624375,0.17877153,0.0,0.0,0.027779952
2.4139752e-07,0.0,0.01934856,0.045951825,0.15039459,0.22427198,0.0,0.11826673,0.12711409,2.2814905e-38,0.16553073,0.17199263,0.12506464,0.04069131,0.15866947,0.13279276,0.0,7.30721e-40,0.0,0.0,0.0,0.0,0.10044072,0.045659367,0.0,0.06357294,0.0,0.1180489,0.0,0.0,0.0,0.11241229,0.07682165,0.17628038,0.0,0.0,0.028483355
9.493356e-08,0.0,0.017349461,0.04469884,0.14578669,0.22343421,0.0,0.11529613,0.12708017,2.0145e-41,0.16361307,0.17669165,0.124250725,0.03759995,0.15603389,0.13519199,0.0,5.56e-43,0.0,0.0,0.0,0.0,0.103521824,0.046714775,0.0,0.06048354,0.0,0.12152967,0.0,0.0,0.0,0.1137577,0.072923,0.17440607,0.0,0.0,0.030764284
3.481701e-08,0.0,0.015033748,0.045187533,0.14702518,0.22236317,0.0,0.11399759,0.12522526,1e-44,0.16602615,0.17023359,0.1311943,0.037935104,0.15651807,0.13157912,0.0,0.0,0.0,0.0,0.0,0.0,0.101441704,0.04478653,0.0,0.06161318,0.0,0.12043544,0.0,0.0,0.0,0.11168954,0.07457392,0.1749606,0.0,0.0,0.02963805
1.1844669e-08,0.0,0.013842137,0.041902255,0.14781572,0.22502112,0.0,0.11831763,0.12479908,0.0,0.16269758,0.18014711,0.12383576,0.035531662,0.15650022,0.13307823,0.0,0.0,0.0,0.0,0.0,0.0,0.09984614,0.04933031,0.0,0.059887484,0.0,0.11756929,0.0,0.0,0.0,0.11194843,0.07619244,0.17386253,0.0,0.0,0.032053124
3.716204e-09,0.0,0.012534517,0.04072875,0.15094997,0.21950655,0.0,0.115937956,0.12527186,0.0,0.16270946,0.1792895,0.12486933,0.03479271,0.15946479,0.12914638,0.0,0.0,0.0,0.0,0.0,0.0,0.101546206,0.050027307,0.0,0.061402634,0.0,0.12133147,0.0,0.0,0.0,0.11358957,0.07475524,0.17127788,0.0,0.0,0.02978552
1.0685665e-09,0.0,0.0107134925,0.04012009,0.14442502,0.22091627,0.0,0.11636744,0.12661546,0.0,0.16611005,0.17423429,0.12718584,0.032095935,0.15898477,0.13249525,0.0,0.0,0.0,0.0,0.0,0.0,0.10244371,0.048560828,0.0,0.06194852,0.0,0.120540604,0.0,0.0,0.0,0.11316526,0.07453096,0.1737177,0.0,0.0,0.031061841
2.7969643e-10,0.0,0.009260644,0.03796912,0.14856046,0.21532437,0.0,0.116386846,0.12649721,0.0,0.16172157,0.17646934,0.1268146,0.031362593,0.15479729,0.13451754,0.0,0.0,0.0,0.0,0.0,0.0,0.1008436,0.050165314,0.0,0.061677955,0.0,0.11886054,0.0,0.0,0.0,0.117565356,0.0736762,0.17220153,0.0,0.0,0.031051286
6.6155977e-11,0.0,0.007889775,0.03612551,0.14998177,0.21812029,0.0,0.12020985,0.12493184,0.0,0.159914,0.1775261,0.12535703,0.029903663,0.15636799,0.13062893,0.0,0.0,0.0,0.0,0.0,0.0,0.10092789,0.049912453,0.0,0.06335517,0.0,0.12467931,0.0,0.0,0.0,0.114892505,0.07249767,0.17180742,0.0,0.0,0.030316532
1.4027925e-11,0.0,0.0068705273,0.034954347,0.14483666,0.21995936,0.0,0.11860794,0.12573233,0.0,0.16114515,0.18052909,0.12730345,0.026616108,0.15680763,0.12903495,0.0,0.0,0.0,0.0,0.0,0.0,0.10026679,0.049307074,0.0,0.06273713,0.0,0.122898206,0.0,0.0,0.0,0.11052719,0.072017215,0.16928159,0.0,0.0,0.028818365
2.6437088e-12,0.0,0.005676569,0.035034668,0.14506023,0.22230673,0.0,0.118282415,0.12532303,0.0,0.16142447,0.17971285,0.12829043,0.02557762,0.15231036,0.13246709,0.0,0.0,0.0,0.0,0.0,0.0,0.09755443,0.05011606,0.0,0.06040321,0.0,0.12204134,0.0,0.0,0.0,0.115821235,0.07819032,0.16650231,0.0,0.0,0.028145952
4.3869422e-13,0.0,0.0047154594,0.033134386,0.14731713,0.22080539,0.0,0.117664635,0.12429377,0.0,0.16367908,0.17754807,0.130028,0.02352315,0.15721752,0.13234742,0.0,0.0,0.0,0.0,0.0,0.0,0.09699993,0.049920302,0.0,0.058395244,0.0,0.123015754,0.0,0.0,0.0,0.11110479,0.073929235,0.16723035,0.0,0.0,0.02805851
6.344774e-14,0.0,0.0038724195,0.031148512,0.14903556,0.2193881,0.0,0.121356465,0.12506366,0.0,0.16356145,0.17654255,0.12788513,0.022633644,0.15923433,0.13034809,0.0,0.0,0.0,0.0,0.0,0.0,0.10072885,0.048339892,0.0,0.059572548,0.0,0.12286309,0.0,0.0,0.0,0.115498185,0.0712717,0.16836059,0.0,0.0,0.028102096
7.909789e-15,0.0,0.0031268382,0.030272117,0.1517947,0.21757552,0.0,0.11630714,0.12564182,0.0,0.16191629,0.17798667,0.13048577,0.021330208,0.15527917,0.13209543,0.0,0.0,0.0,0.0,0.0,0.0,0.099118024,0.05266211,0.0,0.061554637,0.0,0.12255734,0.0,0.0,0.0,0.11368414,0.075074114,0.16583371,0.0,0.0,0.027987076
8.397798e-16,0.0,0.0024944523,0.02860564,0.15166529,0.21956207,0.0,0.1171141,0.12731463,0.0,0.16360113,0.17722128,0.12866695,0.019650022,0.16151896,0.13126184,0.0,0.0,0.0,0.0,0.0,0.0,0.09746765,0.05202552,0.0,0.060350854,0.0,0.12114849,0.0,0.0,0.0,0.11292439,0.07060231,0.16055796,0.0,0.0,0.02812578
7.4936906e-17,0.0,0.0019175531,0.027579222,0.15351248,0.2175768,0.0,0.12027143,0.12389922,0.0,0.16023083,0.17520718,0.13037692,0.018001057,0.1586839,0.12900724,0.0,0.0,0.0,0.0,0.0,0.0,0.10103886,0.051906634,0.0,0.06154725,0.0,0.122779444,0.0,0.0,0.0,0.111534,0.0741199,0.16084251,0.0,0.0,0.02802469
5.5399383e-18,0.0,0.0014681676,0.025460547,0.14962749,0.21234247,0.0,0.123568416,0.12587087,0.0,0.16384795,0.18437748,0.13124442,0.01559603,0.15561086,0.13211657,0.0,0.0,0.0,0.0,0.0,0.0,0.098982915,0.052803673,0.0,0.05735705,0.0,0.12354331,0.0,0.0,0.0,0.11517772,0.07336571,0.16399042,0.0,0.0,0.029956609
3.3400124e-19,0.0,0.0011034966,0.024124073,0.15070993,0.21735965,0.0,0.1198826,0.12413153,0.0,0.16561688,0.18318273,0.12848821,0.014216904,0.15912119,0.13068202,0.0,0.0,0.0,0.0,0.0,0.0,0.09696627,0.053054158,0.0,0.05320815,0.0,0.1264367,0.0,0.0,0.0,0.11032197,0.074119925,0.16276179,0.0,0.0,0.029941924
1.6140425e-20,0.0,0.0008048931,0.023571532,0.15278754,0.21649678,0.0,0.120109774,0.12456561,0.0,0.16158484,0.18199156,0.13419226,0.012776713,0.1567859,0.1300473,0.0,0.0,0.0,0.0,0.0,0.0,0.097635664,0.054384265,0.0,0.057159714,0.0,0.12436923,0.0,0.0,0.0,0.113487214,0.07273111,0.160322,0.0,0.0,0.02721881
6.134098e-22,0.0,0.0005721142,0.022044064,0.15087324,0.21495579,0.0,0.12030903,0.12456081,0.0,0.16372034,0.18160982,0.13279839,0.011007553,0.15704605,0.13016273,0.0,0.0,0.0,0.0,0.0,0.0,0.093965,0.054669596,0.0,0.05738798,0.0,0.12377055,0.0,0.0,0.0,0.11403378,0.07164098,0.16227598,0.0,0.0,0.027899792
1.7953737e-23,0.0,0.00039707855,0.020240739,0.15224896,0.21411805,0.0,0.1234042,0.1246901,0.0,0.15975405,0.17979316,0.13118824,0.009570237,0.15668048,0.12712589,0.0,0.0,0.0,0.0,0.0,0.0,0.09835425,0.05412349,0.0,0.057418246,0.0,0.12894492,0.0,0.0,0.0,0.11334225,0.07589782,0.16273919,0.0,0.0,0.028962329
3.95428e-25,0.0,0.00026972205,0.01862394,0.14938381,0.21832511,0.0,0.122257344,0.12183232,0.0,0.15797545,0.18517336,0.1303771,0.007974941,0.15816747,0.12950842,0.0,0.0,0.0,0.0,0.0,0.0,0.093285866,0.054008428,0.0,0.058040485,0.0,0.13099304,0.0,0.0,0.0,0.114160076,0.07425763,0.15850046,0.0,0.0,0.027190115
6.3874795e-27,0.0,0.0001768724,0.017816432,0.15191913,0.2165694,0.0,0.12601648,0.12326022,0.0,0.16127364,0.18135768,0.13641205,0.0068340194,0.15374103,0.13254777,0.0,0.0,0.0,0.0,0.0,0.0,0.0958478,0.052424792,0.0,0.059684955,0.0,0.12563026,0.0,0.0,0.0,0.11557334,0.076285064,0.15954593,0.0,0.0,0.026863096
7.3539203e-29,0.0,0.00011225429,0.016376397,0.15190682,0.21523175,0.0,0.12769388,0.12304724,0.0,0.16340245,0.17993645,0.13420106,0.0055131284,0.15591937,0.12992632,0.0,0.0,0.0,0.0,0.0,0.0,0.09507498,0.05320064,0.0,0.05928404,0.0,0.12733762,0.0,0.0,0.0,0.11567881,0.07391374,0.16116437,0.0,0.0,0.02801745
5.8444587e-31,0.0,6.933168e-05,0.015013266,0.15574834,0.2165917,0.0,0.124737725,0.123318896,0.0,0.15677139,0.18335623,0.13399658,0.004542196,0.15775776,0.12644146,0.0,0.0,0.0,0.0,0.0,0.0,0.094194025,0.055001426,0.0,0.059209876,0.0,0.12682484,0.0,0.0,0.0,0.11147232,0.074354336,0.16596895,0.0,0.0,0.027753545
3.0930515e-33,0.0,4.111081e-05,0.014150984,0.15851398,0.21435197,0.0,0.123529404,0.12112932,0.0,0.16098757,0.18346994,0.13796888,0.0035737415,0.1589985,0.12801988,0.0,0.0,0.0,0.0,0.0,0.0,0.094022326,0.054744218,0.0,0.06208046,0.0,0.12640813,0.0,0.0,0.0,0.11626242,0.071559,0.16062245,0.0,0.0,0.025849648
1.04661435e-35,0.0,2.3395904e-05,0.012111501,0.15495585,0.21451578,0.0,0.122857094,0.123149365,0.0,0.16362089,0.18470117,0.1335783,0.0027233772,0.15798649,0.13158688,0.0,0.0,0.0,0.0,0.0,0.0,0.09431306,0.057085548,0.0,0.05950052,0.0,0.12887017,0.0,0.0,0.0,0.11329465,0.07608098,0.1597878,0.0,0.0,0.026722705
2.1618337e-38,0.0,1.2752462e-05,0.010895236,0.15212211,0.21465781,0.0,0.121317066,0.12532133,0.0,0.16064164,0.18249626,0.13563566,0.0019744474,0.15733254,0.12617889,0.0,0.0,0.0,0.0,0.0,0.0,0.091883294,0.057663724,0.0,0.058813702,0.0,0.13001513,0.0,0.0,0.0,0.114880435,0.074044384,0.16050693,0.0,0.0,0.03007018
2.5844e-41,0.0,6.653836e-06,0.009842547,0.15367602,0.21776813,0.0,0.12216229,0.123400494,0.0,0.16077045,0.17855471,0.13588941,0.0014313844,0.15858476,0.12710649,0.0,0.0,0.0,0.0,0.0,0.0,0.09427829,0.055891387,0.0,0.058398627,0.0,0.12806618,0.0,0.0,0.0,0.115455344,0.073485695,0.16029756,0.0,0.0,0.029435638
1.7e-44,0.0,3.307604e-06,0.009113173,0.14980088,0.21294664,0.0,0.12288025,0.12165295,0.0,0.1612726,0.18164521,0.14116912,0.0009905315,0.15652095,0.12814806,0.0,0.0,0.0,0.0,0.0,0.0,0.09047976,0.055241648,0.0,0.057584114,0.0,0.12815447,0.0,0.0,0.0,0.115743496,0.075416066,0.15978834,0.0,0.0,0.028507728
0.0,0.0,1.5614676e-06,0.007804341,0.15208328,0.2149638,0.0,0.12393107,0.12202334,0.0,0.16472107,0.18324289,0.13802552,0.00067467167,0.15827826,0.13443902,0.0,0.0,0.0,0.0,0.0,0.0,0.08830392,0.055982586,0.0,0.058988236,0.0,0.12493497,0.0,0.0,0.0,0.11622005,0.07190265,0.16078672,0.0,0.0,0.027960885
0.0,0.0,6.9638554e-07,0.006695012,0.15286048,0.21542145,0.0,0.121171415,0.1218259,0.0,0.16227512,0.18087074,0.1359953,0.0004441743,0.15776408,0.13179614,0.0,0.0,0.0,0.0,0.0,0.0,0.089382544,0.057936914,0.0,0.058043834,0.0,0.12689553,0.0,0.0,0.0,0.11534477,0.073605835,0.1606651,0.0,0.0,0.027078662
0.0,0.0,2.9239376e-07,0.0057334374,0.15014477,0.21291845,0.0,0.122539304,0.12196431,0.0,0.16177303,0.1842101,0.13711959,0.00027915786,0.15528898,0.1320482,0.0,0.0,0.0,0.0,0.0,0.0,0.08620709,0.05617226,0.0,0.058058847,0.0,0.1261731,0.0,0.0,0.0,0.11499526,0.074071966,0.16029355,0.0,0.0,0.028696379
0.0,0.0,1.1509696e-07,0.004820332,0.15373194,0.21332218,0.0,0.12528624,0.12061492,0.0,0.16218561,0.18423842,0.13569954,0.00016949518,0.15903273,0.12966192,0.0,0.0,0.0,0.0,0.0,0.0,0.089010544,0.055922214,0.0,0.05950456,0.0,0.12634528,0.0,0.0,0.0,0.11599779,0.07161011,0.16049187,0.0,0.0,0.028701307
0.0,0.0,4.224473e-08,0.0040334812,0.15442163,0.21151674,0.0,0.12544449,0.12014137,0.0,0.1636035,0.18383367,0.13791928,9.896909e-05,0.15650058,0.1291982,0.0,0.0,0.0,0.0,0.0,0.0,0.09037664,0.053674478,0.0,0.059437584,0.0,0.1268778,0.0,0.0,0.0,0.114857085,0.07298334,0.16170269,0.0,0.0,0.027131852
0.0,0.0,1.4384218e-08,0.0032696354,0.15002654,0.21474071,0.0,0.1217688,0.12048456,0.0,0.16383746,0.18455635,0.13480608,5.5293673e-05,0.1557589,0.13362364,0.0,0.0,0.0,0.0,0.0,0.0,0.09064273,0.057952434,0.0,0.057863884,0.0,0.12534802,0.0,0.0,0.0,0.11220266,0.07543798,0.1598728,0.0,0.0,0.027559197
0.0,0.0,4.517297e-09,0.0027210373,0.15055937,0.21300212,0.0,0.12064729,0.12077102,0.0,0.16291639,0.18136932,0.13726823,2.9489507e-05,0.16168252,0.13091806,0.0,0.0,0.0,0.0,0.0,0.0,0.08794578,0.058483463,0.0,0.059119288,0.0,0.12739407,0.0,0.0,0.0,0.11746665,0.072688565,0.15730196,0.0,0.0,0.026618313
0.0,0.0,1.3001954e-09,0.0021542385,0.14771745,0.21559827,0.0,0.11959266,0.11923079,0.0,0.16411462,0.18513142,0.13610727,1.49696325e-05,0.15885471,0.13157675,0.0,0.0,0.0,0.0,0.0,0.0,0.08802608,0.05710402,0.0,0.057019852,0.0,0.12472373,0.0,0.0,0.0,0.11457342,0.07707563,0.15763427,0.0,0.0,0.02638655
0.0,0.0,3.4068817e-10,0.0016972468,0.14974625,0.21001281,0.0,0.12311482,0.1197769,0.0,0.1662555,0.18144335,0.13842557,7.225578e-06,0.15734324,0.1290769,0.0,0.0,0.0,0.0,0.0,0.0,0.09056791,0.056349207,0.0,0.05713931,0.0,0.1263654,0.0,0.0,0.0,0.11262634,0.0755457,0.15833817,0.0,0.0,0.026561223
0.0,0.0,8.067504e-11,0.0013083043,0.14808688,0.21391803,0.0,0.122170195,0.1205551,0.0,0.16313918,0.1799433,0.13606137,3.2957146e-06,0.1561501,0.12783216,0.0,0.0,0.0,0.0,0.0,0.0,0.08868264,0.05613819,0.0,0.056564298,0.0,0.12772347,0.0,0.0,0.0,0.11595344,0.072583824,0.15798333,0.0,0.0,0.025077796
0.0,0.0,1.7127874e-11,0.0009792848,0.14964215,0.21179807,0.0,0.121239565,0.12209991,0.0,0.16099885,0.180831,0.1361482,1.4178232e-06,0.15639809,0.13065928,0.0,0.0,0.0,0.0,0.0,0.0,0.088126555,0.05669108,0.0,0.05660627,0.0,0.12582925,0.0,0.0,0.0,0.116718195,0.071003646,0.15434,0.0,0.0,0.027018417
0.0,0.0,3.2322654e-12,0.0007216011,0.14793408,0.21326767,0.0,0.120600864,0.11864187,0.0,0.16399823,0.18109055,0.13582963,5.721073e-07,0.15551278,0.1298451,0.0,0.0,0.0,0.0,0.0,0.0,0.08840081,0.057214208,0.0,0.0580528,0.0,0.12941319,0.0,0.0,0.0,0.11739366,0.07100436,0.15351517,0.0,0.0,0.026828371
0.0,0.0,5.37137e-13,0.00051630655,0.15163605,0.21185324,0.0,0.12021325,0.119448416,0.0,0.1611799,0.17994398,0.13577685,2.1566976e-07,0.15558489,0.12966987,0.0,0.0,0.0,0.0,0.0,0.0,0.086882815,0.05549125,0.0,0.057014875,0.0,0.12782387,0.0,0.0,0.0,0.1152596,0.07395097,0.15402898,0.0,0.0,0.025820777
0.0,0.0,7.7807044e-14,0.00036122382,0.14848351,0.21055882,0.0,0.12326855,0.12086565,0.0,0.1608146,0.17889024,0.1371281,7.5553146e-08,0.15532263,0.1266062,0.0,0.0,0.0,0.0,0.0,0.0,0.08794225,0.05863423,0.0,0.056623235,0.0,0.12693532,0.0,0.0,0.0,0.11240396,0.07374858,0.15381071,0.0,0.0,0.025495373
0.0,0.0,9.71634e-15,0.00024529663,0.14876042,0.20893149,0.0,0.123830825,0.12133935,0.0,0.15789871,0.17853865,0.13788114,2.4462265e-08,0.15405746,0.12977555,0.0,0.0,0.0,0.0,0.0,0.0,0.088927455,0.059467018,0.0,0.056839857,0.0,0.12713315,0.0,0.0,0.0,0.11687897,0.07320419,0.15364149,0.0,0.0,0.025677647
