n,test_r2
2,0.19752293320671754
4,0.4127831010415517
6,0.9172835073827944
8,0.9457139204975076
10,0.9559554506700095
12,0.961027138294977
14,0.9635811600604861
16,0.9653402563101753
17,0.9677501088335015
