目标,中文名,达标水平,预算n,先达标的方法,方法,测试R2,全量R2,候选数,选中字段
gross_actual_interchange_mw,总实际交换功率,95%,7,DGatingDNN,DGatingDNN,0.847003109090518,0.8660128621665223,49,gross_inadv_interchange_mw|gen_fuel_gas_mw|gen_fuel_nuclear_mw|gen_fuel_coal_pct|gross_sched_interchange_mw|gen_fuel_other_renewables_mw|gen_fuel_multiple_fuels_pct
gross_actual_interchange_mw,总实际交换功率,95%,7,DGatingDNN,STG,0.7978368913265858,0.8660128621665223,49,gross_inadv_interchange_mw|total_pjm_rt_load_mwh|gross_sched_interchange_mw|total_pjm_rmpcp_cr|gen_fuel_hydro_pct|gen_fuel_nuclear_mw|gen_fuel_gas_pct
gross_actual_interchange_mw,总实际交换功率,95%,7,DGatingDNN,LassoNet,0.7907781725287866,0.8660128621665223,49,gross_inadv_interchange_mw|gross_sched_interchange_mw|total_pjm_reg_purchases|gen_fuel_nuclear_mw|gen_fuel_multiple_fuels_pct|gen_fuel_solar_mw|gen_fuel_oil_mw
gross_actual_interchange_mw,总实际交换功率,95%,7,DGatingDNN,XGBoost,0.7782769869598273,0.8660128621665223,49,gross_inadv_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_hydro_pct|gross_sched_interchange_mw|total_pjm_reg_purchases|da_as_as_req_mw_primary_reserve|gen_fuel_gas_mw
gross_actual_interchange_mw,总实际交换功率,95%,7,DGatingDNN,Lasso,0.8166109060972306,0.8660128621665223,49,gross_inadv_interchange_mw|gen_fuel_nuclear_mw|gen_fuel_multiple_fuels_pct|total_pjm_reg_purchases|gen_fuel_oil_mw|gen_fuel_gas_mw|gen_fuel_coal_mw
gross_actual_interchange_mw,总实际交换功率,95%,7,DGatingDNN,Pearson,0.8119494969599501,0.8660128621665223,49,gross_inadv_interchange_mw|gross_sched_interchange_mw|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_coal_pct|total_pjm_reg_purchases|prelim_load_avg_hourly
gross_actual_interchange_mw,总实际交换功率,97%,8,DGatingDNN,DGatingDNN,0.8644941516625799,0.8660128621665223,49,gross_inadv_interchange_mw|gen_fuel_gas_mw|gen_fuel_nuclear_mw|gen_fuel_coal_pct|gross_sched_interchange_mw|gen_fuel_other_renewables_mw|gen_fuel_multiple_fuels_pct|gen_fuel_wind_mw
gross_actual_interchange_mw,总实际交换功率,97%,8,DGatingDNN,STG,0.8024442663149312,0.8660128621665223,49,gross_inadv_interchange_mw|total_pjm_rt_load_mwh|gross_sched_interchange_mw|total_pjm_rmpcp_cr|gen_fuel_hydro_pct|gen_fuel_nuclear_mw|gen_fuel_gas_pct|total_pjm_reg_purchases
gross_actual_interchange_mw,总实际交换功率,97%,8,DGatingDNN,LassoNet,0.7789451148575626,0.8660128621665223,49,gross_inadv_interchange_mw|gross_sched_interchange_mw|total_pjm_reg_purchases|gen_fuel_nuclear_mw|gen_fuel_multiple_fuels_pct|gen_fuel_solar_mw|gen_fuel_oil_mw|total_pjm_loc_credit
gross_actual_interchange_mw,总实际交换功率,97%,8,DGatingDNN,XGBoost,0.7987432800762193,0.8660128621665223,49,gross_inadv_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_hydro_pct|gross_sched_interchange_mw|total_pjm_reg_purchases|da_as_as_req_mw_primary_reserve|gen_fuel_gas_mw|prelim_load_avg_hourly
gross_actual_interchange_mw,总实际交换功率,97%,8,DGatingDNN,Lasso,0.8238976768547377,0.8660128621665223,49,gross_inadv_interchange_mw|gen_fuel_nuclear_mw|gen_fuel_multiple_fuels_pct|total_pjm_reg_purchases|gen_fuel_oil_mw|gen_fuel_gas_mw|gen_fuel_coal_mw|gen_fuel_hydro_mw
gross_actual_interchange_mw,总实际交换功率,97%,8,DGatingDNN,Pearson,0.8116931744977367,0.8660128621665223,49,gross_inadv_interchange_mw|gross_sched_interchange_mw|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_coal_pct|total_pjm_reg_purchases|prelim_load_avg_hourly|forecast_load_mw_latest_available
