feature,gate_abs,effective_norm,gate_score,mask_sensitivity,mask_sensitivity_score,combined_score
gen_fuel_other_renewables_mw,1.1104991,1.9190193,0.7930853,0.033072710037231445,0.9999999999697636,0.8965426385251498
total_losses,0.98900414,1.6512483,0.68242186,0.03164172172546387,0.956732051558116,0.8195769573185936
congestion_price_da,1.3806201,2.4196885,1.0,0.02041780948638916,0.6173612462597273,0.8086806231298637
total_pjm_rt_load_mwh,0.7669034,1.0311328,0.4261428,0.019323348999023438,0.5842686909142312,0.5052057513447193
marginal_loss_price_da,1.0546366,1.7192417,0.71052194,0.009802579879760742,0.2963948182180759,0.5034583773173509
gen_fuel_multiple_fuels_mw,0.8549739,1.2272831,0.5072071,0.01551121473312378,0.4690034386414993,0.4881052671322578
total_pjm_loc_credit,0.95238066,1.5380743,0.6356497,0.011164188385009766,0.33756497039716943,0.48660732574423904
gen_fuel_coal_pct,0.8980529,1.3918895,0.575235,0.012662351131439209,0.38286403251507856,0.47904952085424946
gen_fuel_multiple_fuels_pct,0.8042597,1.1886176,0.49122754,0.01481097936630249,0.4478308354284022,0.46952918641098607
total_lmp_da,1.0465709,1.5582036,0.6439687,0.007913947105407715,0.23928934448550898,0.4416290229240594
da_as_as_mw_thirty_minutes_reserve,0.77694577,1.0947076,0.45241675,0.013684570789337158,0.4137722845668845,0.4330945161876705
rmccp,0.9942795,1.7731345,0.7327945,0.0027564167976379395,0.08334414671345566,0.4080693349762957
total_pjm_rmccp_cr,0.9788688,1.7976799,0.7429386,0.0023068785667419434,0.06975172473242242,0.40634515143061856
total_pjm_self_sched_reg,0.93721235,1.4937497,0.61733145,0.006336987018585205,0.1916077337254723,0.4044695894713024
da_as_total_mw_thirty_minutes_reserve,0.81098783,1.2523481,0.51756585,0.008810162544250488,0.26638768138643926,0.39197676391480774
marginal_loss_price_rt,1.0066254,1.7434016,0.72050667,0.0012341141700744629,0.03731518126720942,0.3789109246790149
system_energy_price_da,0.9927872,1.5018373,0.62067384,0.003763258457183838,0.11378742331165424,0.3672306292946058
metered_load_mw,0.60476786,0.6852143,0.28318286,0.014898836612701416,0.4504873230974612,0.3668350912591188
rmpcp,0.9269306,1.5353127,0.6345084,0.0030363798141479492,0.09180922309172578,0.3631587972224376
forecast_load_mw_latest_available,0.68367815,0.84109575,0.34760496,0.01248401403427124,0.3774717590375857,0.3625383596203782
total_pjm_rmpcp_cr,0.8218878,1.180646,0.48793304,0.007571399211883545,0.2289319261448834,0.3584324829050528
congestion_price_rt,1.0031276,1.6198809,0.66945845,-0.004302978515625,0.0,0.33472922444343567
net_inadv_interchange_mw,0.81244874,1.2711356,0.52533025,0.0035965442657470703,0.10874658477002735,0.3170384151324349
forecast_load_mw_day_ahead,0.60875773,0.7053631,0.29150987,0.01131373643875122,0.34208676657197884,0.3167983166432282
gross_actual_interchange_mw,0.96063256,1.5328146,0.633476,-0.004661500453948975,0.0,0.3167380094528198
gross_inadv_interchange_mw,0.9653921,1.4393233,0.59483826,0.0003516674041748047,0.010633159597997372,0.30273571060115323
total_lmp_rt,0.7336174,1.1302832,0.46711934,0.004318594932556152,0.1305788043242884,0.2988490702262616
da_as_mcp_primary_reserve,0.86711806,1.3212688,0.5460491,-0.005604267120361328,0.0,0.2730245590209961
gen_fuel_gas_pct,0.6705606,1.0241369,0.42325154,0.0037057995796203613,0.11205007316716789,0.26765080631796656
total_pjm_reg_purchases,0.619169,0.96330786,0.39811236,0.0037246346473693848,0.11261957798631488,0.25536596732453254
da_as_ss_mw_primary_reserve,0.76590854,1.0143483,0.41920614,0.0022185444831848145,0.0670808192198407,0.2431434808226889
system_energy_price_rt,0.7392632,0.95384455,0.3942014,0.0029988884925842285,0.09067562014475283,0.2424385090202829
total_pjm_assigned_reg,0.7251127,0.99964625,0.41313013,0.0008608102798461914,0.02602781201936916,0.21957897318173505
da_as_ss_mw_synchronized_reserve,0.6774906,1.0336045,0.4271643,0.00033777952194213867,0.010213239905398491,0.21868876314022212
da_as_as_req_mw_synchronized_reserve,0.6045663,0.7142344,0.29517618,0.004422485828399658,0.13372009198179846,0.21444813509936633
da_as_mcp_synchronized_reserve,0.702533,1.0074999,0.41637588,-0.004326045513153076,0.0,0.20818793773651123
da_as_ss_mw_thirty_minutes_reserve,0.6439969,0.93572956,0.3867149,-0.00491786003112793,0.0,0.193357452750206
da_as_total_mw_synchronized_reserve,0.61252415,0.9000597,0.3719734,-0.003066837787628174,0.0,0.1859866976737976
da_as_as_req_mw_thirty_minutes_reserve,0.59731966,0.8869289,0.36654675,-0.0020321011543273926,0.0,0.18327337503433228
da_as_nsr_mw_primary_reserve,0.5914921,0.8609732,0.35581985,-0.0023363828659057617,0.0,0.17790992558002472
da_as_as_mw_primary_reserve,0.45280102,0.6570957,0.2715621,0.0024224519729614258,0.07324624955623885,0.17240417450651296
da_as_as_mw_synchronized_reserve,0.65603423,0.82959133,0.34285048,-0.0022377967834472656,0.0,0.1714252382516861
da_as_total_mw_primary_reserve,0.44056723,0.64235467,0.26547,0.0025002360343933105,0.07559816028088064,0.1705340792010711
da_as_as_req_mw_primary_reserve,0.602026,0.76645267,0.31675676,0.0005651712417602539,0.017088749035290014,0.16692275207444585
gen_fuel_wind_pct,0.4995792,0.67434925,0.2786926,-0.001664876937866211,0.0,0.13934630155563354
wind_generation_mw,0.4282199,0.5974959,0.24693093,-0.003172636032104492,0.0,0.12346546351909637
