epoch,train_mse,val_mse,val_r2,max_effective_norm,median_effective_norm
1,0.9863004052277767,0.9831603765487671,0.03495980125347331,1.6129701137542725,1.4202351570129395
2,0.9488426790092931,0.9488831758499146,0.06860523572109589,1.7107142210006714,1.442568302154541
3,0.9191576504346096,0.9117717146873474,0.10503272368559602,1.7819008827209473,1.45157790184021
4,0.901200357260126,0.8911634683609009,0.12526112121111999,1.7966434955596924,1.4617365598678589
5,0.8728089842832449,0.8775984048843384,0.13857617353483143,1.80122971534729,1.4786086082458496
6,0.8587542347835772,0.8724638819694519,0.14361606587017295,1.7751556634902954,1.4781087636947632
7,0.8469459531885205,0.8699705600738525,0.14606346804640113,1.7631579637527466,1.4762260913848877
8,0.840866539514426,0.8559975624084473,0.159778912896561,1.8171337842941284,1.4648690223693848
9,0.8295859947349086,0.843414306640625,0.1721302563095265,1.857174038887024,1.4593812227249146
10,0.8140017837285995,0.8519538640975952,0.16374808107136896,1.8854317665100098,1.4846525192260742
11,0.804181050622102,0.8409509062767029,0.17454827502507597,1.88233482837677,1.4645168781280518
12,0.8053969253193248,0.8376489281654358,0.1777893736372277,1.889397144317627,1.4450395107269287
13,0.7789324540080447,0.8315362930297852,0.1837893734085626,1.8920414447784424,1.456435203552246
14,0.7799456119537354,0.8347252607345581,0.18065917735228032,1.9051309823989868,1.4459807872772217
15,0.7727438992623127,0.8154792785644531,0.19955039875185465,1.9669559001922607,1.4337377548217773
16,0.7768527608026158,0.815931499004364,0.19910655986331316,1.9900646209716797,1.427769660949707
17,0.7442353015596216,0.8090705275535583,0.20584108898535247,2.0837550163269043,1.436805009841919
18,0.7484555971441846,0.8143771290779114,0.20063227033424091,2.1042654514312744,1.4450401067733765
19,0.7519135330662583,0.7950108647346497,0.21964159723918952,2.141059637069702,1.4400668144226074
20,0.7326724393801256,0.8019827008247375,0.21279828071311946,2.158132791519165,1.4344240427017212
21,0.7177475943709865,0.7969518303871155,0.21773641709513736,2.196251392364502,1.4296672344207764
22,0.7121575899196394,0.7989739775657654,0.21575154717640377,2.230924606323242,1.4379608631134033
23,0.7118852039178213,0.7910036444664001,0.22357497933153658,2.290466070175171,1.4484953880310059
24,0.6988489162741285,0.7933082580566406,0.22131279585686348,2.3267710208892822,1.4620224237442017
25,0.7050647667863152,0.7724806070327759,0.2417565958723441,2.3395066261291504,1.4446485042572021
26,0.6959316287979935,0.766842246055603,0.247291033574091,2.369053840637207,1.4158165454864502
27,0.687927223516233,0.7906109690666199,0.22396039429631587,2.425865411758423,1.4171578884124756
28,0.6898310202540774,0.7851967215538025,0.22927485620683308,2.4711294174194336,1.4220833778381348
29,0.6748251228621511,0.7792485356330872,0.2351134184432322,2.49929141998291,1.4260432720184326
30,0.6674599390138279,0.8115739822387695,0.2033837398788555,2.462891101837158,1.4134405851364136
31,0.6682370860468257,0.7846828699111938,0.22977923417097534,2.426077127456665,1.412283182144165
32,0.678182965426734,0.7698104977607727,0.24437749766561556,2.397444725036621,1.410217523574829
33,0.6706416710759654,0.7683743834495544,0.24578716061674166,2.4122087955474854,1.415872573852539
34,0.6672333402164055,0.7744620442390442,0.23981168517348306,2.359560251235962,1.4108545780181885
35,0.6548194803974845,0.7826104760169983,0.23181343857719106,2.3553977012634277,1.3969366550445557
36,0.6436985956900048,0.7632776498794556,0.25078995204550614,2.3998682498931885,1.3898354768753052
37,0.6404229465759161,0.7527385950088501,0.26113475952495746,2.4035162925720215,1.395784854888916
38,0.6357629384958383,0.7588285207748413,0.2551570545973283,2.364309549331665,1.3889888525009155
39,0.6080462544253378,0.7627465724945068,0.2513112512243585,2.3758091926574707,1.3883451223373413
40,0.6351586336439307,0.7759539484977722,0.23834731410587906,2.3765108585357666,1.387451410293579
41,0.6388106323552855,0.7748542428016663,0.2394267275388311,2.3588101863861084,1.3869597911834717
42,0.617862956090407,0.7816107869148254,0.23279469753157211,2.3979239463806152,1.3891057968139648
43,0.6202612668275833,0.7529618144035339,0.2609156412277165,2.4337494373321533,1.3795433044433594
44,0.6108382786765243,0.7454606294631958,0.26827859911092733,2.4565792083740234,1.3702903985977173
45,0.5808717021436403,0.7501208782196045,0.263704211678908,2.432413339614868,1.3674907684326172
46,0.6082084029912949,0.7507593631744385,0.2630774979057139,2.421701669692993,1.3701025247573853
47,0.5897065802957072,0.7616356015205383,0.2524017549128975,2.421860933303833,1.3663949966430664
48,0.5897362268332279,0.7622995376586914,0.25175005948149964,2.4502484798431396,1.3609546422958374
49,0.5891377253062797,0.7547686696052551,0.2591421149940598,2.4890999794006348,1.3632991313934326
50,0.5909151087204615,0.7459728121757507,0.2677758789684964,2.4837629795074463,1.3583072423934937
51,0.5811259552384868,0.7474471926689148,0.26632865778066606,2.5011000633239746,1.3592549562454224
52,0.60298073878794,0.7559439539909363,0.2579884997479539,2.4703497886657715,1.351135015487671
53,0.5753488125223102,0.7823204398155212,0.23209812658143325,2.4750120639801025,1.3551194667816162
54,0.5752683074185343,0.7383461594581604,0.27526191582221615,2.531407117843628,1.3550448417663574
55,0.5563827143474058,0.7407578229904175,0.27289471791706255,2.5039596557617188,1.3573315143585205
56,0.5603233955123208,0.7534679770469666,0.2604188092106745,2.4843246936798096,1.346125602722168
57,0.5824861431663687,0.7545711994171143,0.25933596580176776,2.46815824508667,1.3455246686935425
58,0.565978877472155,0.7317003607749939,0.28178527275797616,2.450282096862793,1.3523950576782227
59,0.5553506179289385,0.7462547421455383,0.2674991370752161,2.483022928237915,1.338916301727295
60,0.5641655149784955,0.7530715465545654,0.2608079399827381,2.4684762954711914,1.3190345764160156
61,0.5587154121109934,0.7476660013198853,0.2661138841196343,2.458439826965332,1.323584794998169
62,0.5674019541704294,0.7566860318183899,0.2572600871877021,2.475909948348999,1.311708688735962
63,0.5465134635116115,0.7331348657608032,0.2803772104622956,2.469876527786255,1.3149046897888184
64,0.5441103351838661,0.740407407283783,0.27323868733905554,2.4685137271881104,1.308736801147461
65,0.5449879959677205,0.7485560178756714,0.2652402692439658,2.471379280090332,1.2840183973312378
66,0.5302057979684888,0.7438179850578308,0.2698909736409778,2.4837048053741455,1.2905848026275635
67,0.5487004428198843,0.7418245077133179,0.27184771775688266,2.5143561363220215,1.271064043045044
68,0.5498008538376201,0.7414803504943848,0.2721855132221571,2.502190351486206,1.2797452211380005
69,0.5322762208454537,0.7282713651657104,0.2851510509960822,2.4756035804748535,1.2907898426055908
70,0.5415522550994699,0.7192847728729248,0.2939720344913809,2.505202054977417,1.2885608673095703
71,0.5312587831056479,0.7511837482452393,0.26266098449227837,2.470134735107422,1.2763721942901611
72,0.522714199441852,0.7469454407691956,0.2668211451614987,2.479248046875,1.2578849792480469
73,0.5284199728207155,0.7271302342414856,0.2862711668103636,2.452540636062622,1.2588638067245483
74,0.5160917034654906,0.7324987649917603,0.28100158041858736,2.4643354415893555,1.2584822177886963
75,0.5343785159515612,0.7417812943458557,0.2718901351261894,2.4442524909973145,1.2346622943878174
76,0.5026568282734264,0.7450528740882874,0.2686788201385779,2.4497249126434326,1.2205250263214111
77,0.5096008967269551,0.7349755167961121,0.2785704706281441,2.503126859664917,1.2285284996032715
78,0.5057669038122351,0.7291409969329834,0.2842974443134829,2.49696683883667,1.2100138664245605
79,0.5057153927557396,0.7443832755088806,0.2693361178640351,2.4937877655029297,1.2064545154571533
80,0.5159240825609728,0.7443450689315796,0.2693736189344734,2.4859118461608887,1.2221357822418213
81,0.5216638102675929,0.73869788646698,0.27491668874237307,2.517516613006592,1.2043691873550415
82,0.5208277503649393,0.7530561089515686,0.2608230890432047,2.5313260555267334,1.2119324207305908
83,0.5036921681779803,0.7260313034057617,0.2873498370818588,2.5201048851013184,1.2260067462921143
84,0.5038231146154981,0.7132590413093567,0.2998866850277091,2.5098941326141357,1.21561861038208
85,0.4868269580783266,0.7377526760101318,0.2758444972381262,2.498194694519043,1.204162836074829
86,0.5078865510947776,0.737759530544281,0.2758377516187486,2.493597984313965,1.1871628761291504
87,0.4782384652079958,0.7264609336853027,0.28692812153822533,2.510349750518799,1.1821801662445068
88,0.48307288550969324,0.7179701328277588,0.2952624486118144,2.5059194564819336,1.1890660524368286
89,0.4817829502351356,0.7060470581054688,0.3069657552344005,2.5088000297546387,1.2072433233261108
90,0.48644031990658154,0.7428761124610901,0.270815466493308,2.5013768672943115,1.1888277530670166
91,0.47638911279765045,0.7168601751327515,0.296351923307567,2.5005218982696533,1.1937041282653809
92,0.4687277918512171,0.743911862373352,0.26979882162032753,2.4959282875061035,1.1878591775894165
93,0.47830603881315753,0.7397046089172363,0.27392851266981666,2.493605613708496,1.2030367851257324
94,0.47547698562795465,0.7410891056060791,0.27256955619655454,2.463449478149414,1.183799147605896
95,0.47926173517198273,0.7262083292007446,0.28717605163348603,2.477355718612671,1.177811622619629
96,0.46156546563813183,0.7197721600532532,0.2934936100119626,2.5168309211730957,1.1674609184265137
97,0.46465143132390396,0.7100110054016113,0.30307484767762616,2.5012686252593994,1.172396183013916
98,0.4754558259790594,0.7389954924583435,0.27462456912356226,2.5162861347198486,1.1722681522369385
99,0.45598948859807215,0.7152584195137024,0.2979241671189471,2.5096399784088135,1.1615750789642334
100,0.45803161597613135,0.7488157153129578,0.26498536486426383,2.473723888397217,1.1552910804748535
101,0.4528602519721696,0.7197022438049316,0.293562266697323,2.510631561279297,1.1493442058563232
102,0.46314002257404907,0.7478222846984863,0.26596044986192635,2.5199294090270996,1.1467313766479492
103,0.456911155220234,0.7342079877853394,0.27932386484659943,2.4594268798828125,1.1541686058044434
104,0.45673719003345026,0.7295315861701965,0.2839140873342765,2.473728656768799,1.1472804546356201
105,0.45966290930906933,0.7131680846214294,0.29997597873506376,2.5029566287994385,1.1349337100982666
106,0.45250265887289337,0.721548318862915,0.2917502104004417,2.491990804672241,1.1278588771820068
107,0.45213958124319714,0.7292940020561218,0.2841472685329318,2.477348566055298,1.1240830421447754
108,0.4635819282495614,0.7354456782341003,0.2781089673634358,2.4536139965057373,1.121600866317749
109,0.4575240056623112,0.7283732295036316,0.2850510671970019,2.4211833477020264,1.1180063486099243
110,0.4488251597592325,0.7035109996795654,0.3094550602835424,2.4196884632110596,1.1124954223632812
111,0.44240571784250665,0.713641345500946,0.29951144565826215,2.441103219985962,1.104722499847412
