数据集,target,中文名,候选数,选中数,全量R2,选中R2,处置方式,处置后_选中R2,处置后_全量R2,选中降幅,全量降幅
pjm_2025_v2,net_actual_interchange_mw,净实际交换功率,48,11,0.967309487565886,0.9605444581825898,加噪 20%,0.7214013620613412,0.9226212340847616,0.23914309612124862,0.044688253481124374
pjm_2025_v2,net_actual_interchange_mw,净实际交换功率,48,11,0.967309487565886,0.9605444581825898,降精度 10 档,0.7738328307947534,0.9393126060378565,0.18671162738783642,0.027996881528029482
pjm_2025_v2,net_actual_interchange_mw,净实际交换功率,48,11,0.967309487565886,0.9605444581825898,时间聚合 6 小时,0.9153213765136398,0.9584177102645786,0.04522308166895006,0.008891777301307413
pjm_2025_v2,net_actual_interchange_mw,净实际交换功率,48,11,0.967309487565886,0.9605444581825898,综合处置,0.898850843912459,0.9417798440672822,0.06169361427013087,0.02552964349860376
pjm_2025_v2,gross_actual_interchange_mw,总实际交换功率,47,21,0.6506452242087606,0.6653093439278059,加噪 20%,0.536127728045159,0.5831619218794333,0.12918161588264698,0.06748330232932731
pjm_2025_v2,gross_actual_interchange_mw,总实际交换功率,47,21,0.6506452242087606,0.6653093439278059,降精度 10 档,0.5796768903701012,0.6051418045486536,0.08563245355770477,0.04550341966010696
pjm_2025_v2,gross_actual_interchange_mw,总实际交换功率,47,21,0.6506452242087606,0.6653093439278059,时间聚合 6 小时,0.7645868613670317,0.7897609388985154,-0.09927751743922575,-0.1391157146897548
pjm_2025_v2,gross_actual_interchange_mw,总实际交换功率,47,21,0.6506452242087606,0.6653093439278059,综合处置,0.7663569945692054,0.8092222149530562,-0.10104765064139942,-0.15857699074429565
pjm_2025_v2,net_sched_interchange_mw,净计划交换功率,48,11,0.9671473855846195,0.9592446694134812,加噪 20%,0.7161491156612321,0.9240791286846497,0.24309555375224912,0.04306825689996985
pjm_2025_v2,net_sched_interchange_mw,净计划交换功率,48,11,0.9671473855846195,0.9592446694134812,降精度 10 档,0.7728283608663292,0.9396008318856506,0.18641630854715197,0.027546553698968967
pjm_2025_v2,net_sched_interchange_mw,净计划交换功率,48,11,0.9671473855846195,0.9592446694134812,时间聚合 6 小时,0.9116041554506998,0.9575700048902583,0.04764051396278135,0.009577380694361204
pjm_2025_v2,net_sched_interchange_mw,净计划交换功率,48,11,0.9671473855846195,0.9592446694134812,综合处置,0.8952175970200573,0.9410410081286782,0.06402707239342387,0.026106377455941354
pjm_2025_v2,total_gen,总发电量,34,3,0.9964371832410336,0.9877539279920832,加噪 20%,0.9641986373110882,0.9930585542231476,0.023555290680994934,0.0033786290178859923
pjm_2025_v2,total_gen,总发电量,34,3,0.9964371832410336,0.9877539279920832,降精度 10 档,0.9707719422769598,0.993160010152043,0.016981985715123327,0.0032771730889905593
pjm_2025_v2,total_gen,总发电量,34,3,0.9964371832410336,0.9877539279920832,时间聚合 6 小时,0.9034558739849159,0.9958891760177043,0.08429805400716728,0.000548007223329261
pjm_2025_v2,total_gen,总发电量,34,3,0.9964371832410336,0.9877539279920832,综合处置,0.898353276348655,0.9942731771646831,0.08940065164342814,0.0021640060763504776
pjm_2025_v2,metered_load_mw,计量负荷,43,3,0.9960679285387208,0.9863926337254236,加噪 20%,0.9561908811731913,0.9949757738901759,0.03020175255223234,0.0010921546485449518
pjm_2025_v2,metered_load_mw,计量负荷,43,3,0.9960679285387208,0.9863926337254236,降精度 10 档,0.9577712115437763,0.9953151887421027,0.028621422181647316,0.0007527397966181626
pjm_2025_v2,metered_load_mw,计量负荷,43,3,0.9960679285387208,0.9863926337254236,时间聚合 6 小时,0.8902223004526655,0.9957841982763634,0.09617033327275815,0.0002837302623573956
pjm_2025_v2,metered_load_mw,计量负荷,43,3,0.9960679285387208,0.9863926337254236,综合处置,0.8776844369507564,0.9952618430835297,0.10870819677466725,0.000806085455191119
pjm_2025_v2,total_losses,总网损,49,15,0.9263137501861338,0.9409210181413632,加噪 20%,0.8800708880129764,0.9137210081085716,0.0608501301283868,0.012592742077562225
pjm_2025_v2,total_losses,总网损,49,15,0.9263137501861338,0.9409210181413632,降精度 10 档,0.893698622280612,0.9098629749093725,0.047222395860751165,0.01645077527676131
pjm_2025_v2,total_losses,总网损,49,15,0.9263137501861338,0.9409210181413632,时间聚合 6 小时,0.94085138764658,0.94705910703024,6.963049478314609e-05,-0.020745356844106166
pjm_2025_v2,total_losses,总网损,49,15,0.9263137501861338,0.9409210181413632,综合处置,0.9362586031374259,0.9362095132368904,0.00466241500393727,-0.009895763050756567
pjm_2025_v2,congestion_price_da,日前阻塞价,48,20,0.6068815557434635,0.7076959086269201,加噪 20%,0.6147303096745917,0.5913424320819276,0.09296559895232837,0.01553912366153587
pjm_2025_v2,congestion_price_da,日前阻塞价,48,20,0.6068815557434635,0.7076959086269201,降精度 10 档,0.6120605612868443,0.5320729492078455,0.09563534734007584,0.07480860653561794
pjm_2025_v2,congestion_price_da,日前阻塞价,48,20,0.6068815557434635,0.7076959086269201,时间聚合 6 小时,0.6771150009151474,0.7401892860692727,0.030580907711772687,-0.13330773032580923
pjm_2025_v2,congestion_price_da,日前阻塞价,48,20,0.6068815557434635,0.7076959086269201,综合处置,0.6764472523576948,0.6728163808297518,0.03124865626922535,-0.06593482508628834
pjm_2025_v2,congestion_price_rt,实时阻塞价,46,20,0.4268330744676838,0.4530561784214144,加噪 20%,0.3927226429770819,0.40318679290337467,0.06033353544433245,0.023646281564309146
pjm_2025_v2,congestion_price_rt,实时阻塞价,46,20,0.4268330744676838,0.4530561784214144,降精度 10 档,0.3745310693328995,0.4144065688288687,0.0785251090885149,0.012426505638815089
pjm_2025_v2,congestion_price_rt,实时阻塞价,46,20,0.4268330744676838,0.4530561784214144,时间聚合 6 小时,0.45360889185219566,0.5104492172267483,-0.000552713430781282,-0.08361614275906448
pjm_2025_v2,congestion_price_rt,实时阻塞价,46,20,0.4268330744676838,0.4530561784214144,综合处置,0.44607302470288923,0.5198969357342952,0.006983153718525148,-0.09306386126661137
pjm_2025_v2,marginal_loss_price_da,日前边际损耗价,48,14,0.8729509412253051,0.8440194416730185,加噪 20%,0.785497380903526,0.8694628194993544,0.0585220607694924,0.003488121725950699
pjm_2025_v2,marginal_loss_price_da,日前边际损耗价,48,14,0.8729509412253051,0.8440194416730185,降精度 10 档,0.7771474479865805,0.849510891116165,0.06687199368643792,0.023440050109140187
pjm_2025_v2,marginal_loss_price_da,日前边际损耗价,48,14,0.8729509412253051,0.8440194416730185,时间聚合 6 小时,0.7559391218177425,0.8731204795509396,0.08808031985527598,-0.00016953832563448845
pjm_2025_v2,marginal_loss_price_da,日前边际损耗价,48,14,0.8729509412253051,0.8440194416730185,综合处置,0.751004659173482,0.863730511805199,0.09301478249953643,0.009220429420106147
pjm_2025_v2,total_lmp_da,日前总电价,48,13,0.9609024015116058,0.9517142287637018,加噪 20%,0.931594098734651,0.9600789370842435,0.020120130029050776,0.0008234644273622527
pjm_2025_v2,total_lmp_da,日前总电价,48,13,0.9609024015116058,0.9517142287637018,降精度 10 档,0.9088260633425329,0.9523754958062002,0.04288816542116891,0.008526905705405596
pjm_2025_v2,total_lmp_da,日前总电价,48,13,0.9609024015116058,0.9517142287637018,时间聚合 6 小时,0.7853531179839549,0.9629393259977286,0.1663611107797469,-0.002036924486122804
pjm_2025_v2,total_lmp_da,日前总电价,48,13,0.9609024015116058,0.9517142287637018,综合处置,0.7714553179796545,0.9564678052947408,0.18025891078404732,0.004434596216864928
pjm_2025_v2,da_as_total_mw_primary_reserve,日前主用备用总量,47,10,0.8588289163840803,0.8544436389045765,加噪 20%,0.7665643026726225,0.8133299741947212,0.08787933623195399,0.045498942189359126
pjm_2025_v2,da_as_total_mw_primary_reserve,日前主用备用总量,47,10,0.8588289163840803,0.8544436389045765,降精度 10 档,0.8135205852536689,0.8361574274455619,0.04092305365090765,0.022671488938518447
pjm_2025_v2,da_as_total_mw_primary_reserve,日前主用备用总量,47,10,0.8588289163840803,0.8544436389045765,时间聚合 6 小时,0.5652268615410416,0.7431988006114264,0.2892167773635349,0.11563011577265392
pjm_2025_v2,da_as_total_mw_primary_reserve,日前主用备用总量,47,10,0.8588289163840803,0.8544436389045765,综合处置,0.5603259599871687,0.7350384268577177,0.2941176789174078,0.12379048952636262
pjm_2025_v2,da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,48,16,0.8949160072394289,0.9029066973968132,加噪 20%,0.8505621194252123,0.8733051632010385,0.05234457797160086,0.02161084403839042
pjm_2025_v2,da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,48,16,0.8949160072394289,0.9029066973968132,降精度 10 档,0.8585085292170744,0.8797960102776089,0.04439816817973874,0.015119996961819981
pjm_2025_v2,da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,48,16,0.8949160072394289,0.9029066973968132,时间聚合 6 小时,0.7825600798359534,0.9117683285453879,0.12034661756085974,-0.01685232130595904
pjm_2025_v2,da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,48,16,0.8949160072394289,0.9029066973968132,综合处置,0.7788832666909501,0.9017871237928775,0.12402343070586308,-0.006871116553448631
