total_gen,total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.22018287,0.68605936,0.26889613,0.43474585,0.3804684,0.43448702,0.09778874,0.36538234,0.35147747,0.6730697,0.24689712,0.4467291,0.5523924,0.34215072,0.43624508,0.49785984,0.21207686,0.74000746,0.22888781,0.39292765,0.29539102,0.26175532,0.28274968,0.29520997,0.24724324,0.12866646,0.60938853,0.24691114,0.18738855,0.5611495,0.28135702,0.10741109,0.17252068,0.7622945,0.4859901,0.42704144,0.8977223,0.2564794,0.2600356,0.40968928,0.19966334,0.1686713,0.77510554,0.44171712,0.3045087,0.3128751,0.65806335,1.0868529,0.6794071,1.0812407,0.8519846,0.10199456,0.636293,0.18310857,0.3445972,0.47961742,0.4257073
0.20576027,0.6860933,0.26063058,0.39772496,0.35861614,0.42476562,0.0802003,0.35223654,0.31903362,0.64571184,0.23869723,0.42502958,0.53684056,0.33607936,0.41686052,0.5023409,0.19742899,0.7004124,0.21553905,0.36513004,0.28066325,0.23721053,0.26809803,0.28173998,0.22215348,0.10739764,0.614831,0.22450262,0.16483326,0.54757154,0.25892454,0.08878876,0.14724202,0.7303186,0.49374163,0.39973673,0.87576693,0.23329586,0.24198996,0.39922628,0.17075013,0.14767784,0.75141805,0.4435437,0.285458,0.30159023,0.6337311,1.0525804,0.64629525,1.0532554,0.82901543,0.0782914,0.6350267,0.16036423,0.33337453,0.46805212,0.4124921
0.18873806,0.6656677,0.24547024,0.39409235,0.34842184,0.4043862,0.06283041,0.3241869,0.30746558,0.63205236,0.21872564,0.42665353,0.55779153,0.31278443,0.4113748,0.4948875,0.18679245,0.668342,0.19805625,0.35163665,0.2577024,0.22041042,0.2380424,0.27237955,0.20818529,0.08745315,0.61407906,0.21306252,0.1440221,0.53847605,0.24015808,0.0763184,0.12859417,0.7354487,0.49290082,0.37959394,0.86642694,0.20784691,0.21716055,0.37887996,0.15819849,0.12489308,0.7329327,0.43397525,0.2630848,0.2755921,0.60635376,1.0083077,0.63418037,1.0201448,0.7968673,0.06185859,0.61795056,0.13980924,0.33644232,0.47107962,0.41309464
0.17665736,0.6580191,0.23062949,0.3831297,0.33070624,0.3942049,0.046890143,0.31573558,0.28783095,0.5870472,0.22017172,0.4190964,0.5442853,0.29320207,0.40129897,0.48522124,0.16900536,0.656289,0.18181503,0.3238923,0.23975685,0.20212428,0.21662183,0.25470808,0.18995263,0.06950591,0.6007648,0.19085579,0.13079552,0.5104694,0.22197938,0.07067952,0.113779925,0.7241981,0.47666988,0.35557476,0.8381763,0.19009316,0.19917049,0.3660608,0.140364,0.10367489,0.7184096,0.41728437,0.24604116,0.25440443,0.58901143,1.0014652,0.6110114,0.99632025,0.78598714,0.048367355,0.6121242,0.12912159,0.33014703,0.45225665,0.40238884
0.15636587,0.6449665,0.2206305,0.35000086,0.3232628,0.38663572,0.034819447,0.3017433,0.27276307,0.57432014,0.20912528,0.39315155,0.5450846,0.2806789,0.40285805,0.48335606,0.15716542,0.63870925,0.17005628,0.30880743,0.22128104,0.1827657,0.20017824,0.23192927,0.17678064,0.054395966,0.5783792,0.1699512,0.11334723,0.48051453,0.2049138,0.061626296,0.09651798,0.6793974,0.46682736,0.3344183,0.81485105,0.17642036,0.1885428,0.36755714,0.12611295,0.08817875,0.70711964,0.40864724,0.2284477,0.23274158,0.5876206,0.98122823,0.6126605,0.9882817,0.7662599,0.03674289,0.62490493,0.11720929,0.31919828,0.4565,0.36983812
0.13896267,0.65410334,0.21401718,0.3415875,0.31096938,0.36860475,0.026327448,0.28275016,0.25065458,0.5476577,0.2019863,0.38951904,0.5432681,0.2737967,0.3961338,0.48624614,0.15197621,0.5940171,0.15846524,0.29065645,0.20348282,0.16967209,0.18969552,0.21502124,0.15917051,0.040238418,0.54981375,0.15434217,0.09540142,0.4700937,0.19432138,0.054185826,0.082398795,0.67198896,0.46196035,0.30837223,0.80777234,0.1608862,0.17622317,0.35374957,0.114771135,0.07577552,0.6915614,0.4059559,0.21905276,0.21248557,0.5694122,0.9204932,0.58482367,0.96720207,0.768828,0.02611003,0.6047699,0.1073505,0.32536787,0.45310476,0.37945944
0.12298556,0.6229036,0.20722744,0.32611796,0.3021457,0.35566363,0.019038992,0.2644232,0.24645981,0.5358667,0.21203908,0.3772417,0.53644,0.25715956,0.39107823,0.46966973,0.14900976,0.58358705,0.14483064,0.27690694,0.19909768,0.15508507,0.16665183,0.19716167,0.14654064,0.029882917,0.522062,0.13981478,0.082820736,0.45946333,0.19221151,0.04697334,0.07091079,0.66988367,0.45934823,0.28682053,0.8091519,0.14396735,0.16121797,0.3375249,0.10248516,0.058217604,0.6777458,0.3924662,0.20362149,0.20326947,0.54970366,0.90391326,0.5700104,0.9510786,0.75460154,0.019040141,0.5819428,0.09719747,0.31448013,0.44495296,0.35053018
0.11174291,0.6050257,0.20211263,0.30611488,0.2880105,0.35897577,0.012952572,0.25386578,0.23690972,0.52001977,0.20702301,0.369668,0.530045,0.24934305,0.38589922,0.4640237,0.13542855,0.57075125,0.1357037,0.26787937,0.18110257,0.13916743,0.15317483,0.18913049,0.13776307,0.02213311,0.5339017,0.12534077,0.07198797,0.44064522,0.17755689,0.042331707,0.05973097,0.6401748,0.4534399,0.28036827,0.78346795,0.12773514,0.14484632,0.32961425,0.09210254,0.046663806,0.6627344,0.3742155,0.19270149,0.18694673,0.53603697,0.9046893,0.559182,0.9261066,0.74377006,0.013865419,0.575044,0.08852679,0.31380197,0.43498605,0.33878487
0.1034179,0.59253883,0.18543972,0.29743767,0.2783522,0.34544042,0.008737412,0.24026416,0.21647067,0.501271,0.21364895,0.36081383,0.5241723,0.22982313,0.38006285,0.46567124,0.12877658,0.549934,0.12706421,0.2550082,0.17261147,0.12596552,0.13635388,0.18249127,0.124963164,0.01569528,0.53363657,0.117289275,0.058244016,0.42775714,0.16957796,0.036997557,0.050532795,0.634861,0.43517268,0.26011363,0.77155256,0.1155429,0.13409516,0.33391815,0.08201901,0.03776343,0.64380956,0.36524993,0.17653793,0.17195965,0.5128905,0.8831885,0.53366375,0.90411156,0.7112475,0.009097524,0.55920756,0.08334181,0.3098544,0.4274577,0.33833644
0.09050396,0.58706915,0.1812653,0.29003352,0.26619676,0.33548242,0.005585397,0.23084517,0.20319474,0.49005872,0.211069,0.35280386,0.5115647,0.22367278,0.36962616,0.4578722,0.12422451,0.53235435,0.11428935,0.23107532,0.16682741,0.11232557,0.12387943,0.17215858,0.113724425,0.010710293,0.5059253,0.10589572,0.047006823,0.4039026,0.16230983,0.032336388,0.043036122,0.61177933,0.43044376,0.25187883,0.749442,0.10448083,0.123824894,0.33478636,0.0737454,0.029913198,0.640947,0.36679816,0.16747586,0.15843396,0.50400674,0.85239315,0.5473628,0.891547,0.7113522,0.0060462104,0.55696183,0.077177085,0.31352946,0.4304169,0.32903236
0.07870587,0.5699069,0.18104745,0.2733955,0.25348657,0.3266655,0.003394527,0.21470621,0.18898234,0.4675887,0.20395543,0.34273884,0.51447064,0.22144096,0.36266845,0.44790956,0.1181673,0.5052428,0.10421392,0.22208056,0.15370803,0.102632605,0.11257223,0.16288091,0.1022327,0.0070225764,0.5100389,0.097107254,0.039154503,0.3914857,0.16465728,0.026732743,0.03576349,0.58178294,0.42234007,0.23789819,0.73854315,0.095192485,0.11562276,0.33509484,0.065939635,0.023244416,0.62880427,0.35249835,0.1650768,0.13994429,0.4855002,0.82476383,0.5223289,0.88232666,0.68533367,0.003804125,0.54407233,0.07055564,0.30650043,0.42126068,0.3132829
0.06982542,0.55367094,0.17932686,0.2683501,0.24533804,0.3192194,0.0019950897,0.20716046,0.17968057,0.45590147,0.2063579,0.33135456,0.5049344,0.21820323,0.36144522,0.44364503,0.114059635,0.49637136,0.09735303,0.20890336,0.14202456,0.089662835,0.10495016,0.15880604,0.09301442,0.004474187,0.49241704,0.092084266,0.031139724,0.37959918,0.15662383,0.022387119,0.028930688,0.58676976,0.41174424,0.22861347,0.720511,0.08666268,0.10681372,0.33233988,0.056686807,0.017540628,0.6184132,0.3465704,0.15689895,0.1282961,0.4711162,0.83046865,0.5179514,0.8601186,0.6738961,0.002369418,0.55654186,0.067145504,0.30169094,0.4174906,0.30668437
0.060571164,0.53815645,0.17515948,0.26677263,0.2340109,0.31137738,0.0011116057,0.19399798,0.17216843,0.4353077,0.20547803,0.33421475,0.48863763,0.21384783,0.3544,0.4372496,0.10260513,0.46610755,0.08899694,0.18891303,0.13206838,0.0800104,0.09262513,0.14828767,0.08327511,0.0027373026,0.46867797,0.0866284,0.024704628,0.37382326,0.15697539,0.018904006,0.0228306,0.5471132,0.41989723,0.22162035,0.7123078,0.07412072,0.09502209,0.3151158,0.0499151,0.012406563,0.597648,0.33801767,0.14689103,0.11426712,0.45866993,0.79655445,0.5248999,0.851524,0.66845495,0.001387706,0.54331905,0.06985931,0.30343917,0.42760545,0.30330744
0.052470095,0.53936774,0.17199577,0.27071145,0.22854187,0.31133696,0.00058880897,0.18810283,0.16723323,0.42592293,0.2066309,0.3420222,0.47937456,0.21158746,0.3518211,0.43166986,0.10045632,0.4531666,0.08290446,0.18364534,0.1245784,0.0726336,0.0842115,0.14105548,0.075061455,0.0016147123,0.47524986,0.07654044,0.019157466,0.36854887,0.1376112,0.014227474,0.01715838,0.54601663,0.40338165,0.20422816,0.70198756,0.065031484,0.0876547,0.32006967,0.04442976,0.0085316375,0.59647596,0.3316309,0.13360822,0.10538601,0.44683537,0.7721094,0.5062612,0.822457,0.6541198,0.0007907612,0.52701885,0.06783962,0.30353624,0.4266995,0.2958053
0.043916743,0.5262746,0.17800398,0.24530378,0.21996215,0.29706764,0.00029316687,0.18084712,0.16137904,0.4204078,0.20469007,0.3137331,0.47078553,0.21225235,0.34231544,0.4185987,0.09193058,0.4570897,0.07500838,0.16669159,0.11825542,0.061212573,0.075500146,0.13193099,0.066059805,0.00089105935,0.45290563,0.07123472,0.014304161,0.35482892,0.14201489,0.010604501,0.013593063,0.52200776,0.4108755,0.1964169,0.6805831,0.058244362,0.08166392,0.32303378,0.038286578,0.0058594528,0.5937485,0.33680454,0.12485767,0.09545545,0.42299464,0.7564635,0.49115488,0.8185439,0.64754117,0.00042920228,0.5273758,0.06145837,0.29406565,0.43713745,0.27646858
0.0363188,0.5037002,0.16513698,0.24429439,0.21185888,0.29576868,0.0001391348,0.17370778,0.15294862,0.40754697,0.21193567,0.3161411,0.45532522,0.19544776,0.3369074,0.4172121,0.09532645,0.44165552,0.06775588,0.15850325,0.10994372,0.054149885,0.06359797,0.12641768,0.059651345,0.00047258727,0.44472453,0.067067854,0.010492359,0.34409234,0.13309322,0.007827049,0.00961725,0.50939125,0.40091035,0.18775757,0.6721943,0.050359227,0.07456565,0.3107342,0.033541065,0.0037962792,0.57343566,0.334768,0.11878181,0.08320449,0.413406,0.7479496,0.4881102,0.8081044,0.6379683,0.0002212499,0.5152033,0.060549803,0.28520894,0.42706037,0.2684281
0.029546201,0.51302093,0.1616631,0.23941272,0.20712721,0.2962074,6.1607476e-05,0.16332188,0.1498429,0.39802724,0.20735803,0.30534202,0.46330923,0.19154765,0.3356667,0.4137791,0.09429517,0.43261787,0.062459383,0.15351786,0.10087553,0.046575647,0.055843785,0.11955325,0.05274963,0.00023814362,0.43147227,0.06448905,0.007613286,0.33473074,0.13326026,0.0054162103,0.0067376993,0.4974059,0.389616,0.17844445,0.65366256,0.042972986,0.0698031,0.31807715,0.028724294,0.002427914,0.55749,0.33130544,0.11974675,0.07804544,0.40853658,0.74453944,0.47454008,0.791707,0.6191811,0.000110041576,0.5118152,0.060794495,0.29275137,0.414933,0.27816567
0.024168134,0.49967992,0.16926984,0.23813203,0.20065227,0.29129818,2.561943e-05,0.15333189,0.13723063,0.39678282,0.21005066,0.31016997,0.44148225,0.20048158,0.3353578,0.40003267,0.092125505,0.41561177,0.055868752,0.14924707,0.09633362,0.04090623,0.05148603,0.114774,0.045906533,0.000113480884,0.4130112,0.058379333,0.00535501,0.33615783,0.13034603,0.0035563475,0.004441238,0.48637676,0.3808186,0.16638595,0.6413227,0.03731691,0.06432832,0.32195053,0.024735976,0.0014586261,0.55057085,0.31590194,0.11237066,0.07087547,0.3949644,0.7139181,0.46142295,0.7838177,0.61433524,5.1371702e-05,0.48659927,0.061641514,0.2787111,0.4159539,0.26243883
0.019331392,0.490507,0.16849513,0.2277688,0.1914899,0.28514418,9.952155e-06,0.15415007,0.12858425,0.38597298,0.21253918,0.30220842,0.44227695,0.1970859,0.3190306,0.39566743,0.09024206,0.41601908,0.049205147,0.14252627,0.08691588,0.034441918,0.043791573,0.111881755,0.039776247,5.1027713e-05,0.41067323,0.0535383,0.003625625,0.3211243,0.13079509,0.0022735177,0.0028820648,0.46683708,0.37267685,0.16004959,0.6252509,0.029866425,0.056272697,0.3038904,0.02100523,0.00082773215,0.54695255,0.31611204,0.107589416,0.063247636,0.3944836,0.7157026,0.4723926,0.76257306,0.59995437,2.27673e-05,0.46834806,0.061233725,0.2712497,0.42340413,0.25419244
0.01537834,0.48877284,0.16246453,0.22568025,0.18156499,0.28141177,3.594323e-06,0.14398344,0.12034319,0.38197324,0.22057116,0.29928696,0.4239074,0.19291644,0.30806014,0.39524746,0.084026195,0.40658918,0.04513112,0.13188072,0.083181575,0.028160408,0.036630068,0.107461,0.03398375,2.1638036e-05,0.41316593,0.050026707,0.0023586608,0.31739447,0.124166705,0.001383104,0.0017652193,0.4784162,0.37219542,0.15511718,0.6102744,0.025100015,0.050499108,0.3107735,0.017198546,0.00045020544,0.5315151,0.30785447,0.10440963,0.05718211,0.38636374,0.6965217,0.45699686,0.74028325,0.58963597,9.475217e-06,0.470592,0.059675697,0.27477625,0.4172108,0.24701047
0.011925539,0.46863383,0.15774335,0.2148033,0.17645776,0.27831182,1.199346e-06,0.13059999,0.1195014,0.3793882,0.22383292,0.2856452,0.41986704,0.18951848,0.30657807,0.3875827,0.08324137,0.39239275,0.04053811,0.12653749,0.073640406,0.022852907,0.029811334,0.102731705,0.029125685,8.571307e-06,0.4012023,0.050414555,0.0014904302,0.3053412,0.12006594,0.00079309824,0.0010385877,0.46685365,0.37160423,0.14791426,0.6074144,0.02032463,0.04613625,0.2957194,0.014225012,0.00023508047,0.52879584,0.3170345,0.10197499,0.048944585,0.37233648,0.6639218,0.4528733,0.73505354,0.5836316,3.68866e-06,0.46243423,0.06320494,0.27340975,0.40746844,0.24288413
0.008727223,0.46524635,0.15267697,0.21018003,0.17428316,0.27157375,3.6762054e-07,0.1250553,0.12061765,0.36762637,0.21954294,0.28385952,0.40360358,0.17919089,0.30963066,0.3724787,0.08016225,0.3933052,0.034504224,0.119183384,0.07030812,0.018734267,0.02389191,0.09675496,0.024392141,3.1635873e-06,0.39298317,0.051132016,0.0009129637,0.30767083,0.12043361,0.00043116,0.00057656516,0.43098155,0.36471942,0.14309704,0.5895859,0.016065722,0.040072948,0.2932311,0.011416038,0.00011629628,0.5162161,0.302377,0.093409725,0.04338917,0.3611953,0.66067255,0.4297809,0.73609215,0.57267064,1.3370012e-06,0.46183577,0.063096546,0.26873296,0.40867174,0.24467371
0.00639509,0.4516723,0.15284698,0.21236487,0.16604587,0.26355988,1.029439e-07,0.11999077,0.10908025,0.3543665,0.22306472,0.28763875,0.4056455,0.18099344,0.3073212,0.36651498,0.075172976,0.39005184,0.030195292,0.11201454,0.06252209,0.015157543,0.019266523,0.09217344,0.019881349,1.0803682e-06,0.3693635,0.045855712,0.0005410142,0.29477012,0.11394728,0.0002204047,0.00030292606,0.40963292,0.36913028,0.13733171,0.5753476,0.013000887,0.036657024,0.2992665,0.009227264,5.4446267e-05,0.50113666,0.30233762,0.095932655,0.038183585,0.35551643,0.64799166,0.44060168,0.7222794,0.57104766,4.4873804e-07,0.45830432,0.06550213,0.2575188,0.39498952,0.22977579
0.0045937235,0.45209897,0.15450414,0.2129808,0.1575123,0.25868914,2.6159745e-08,0.115152135,0.105155945,0.34526208,0.22123131,0.2863006,0.40974033,0.18517028,0.3047658,0.36233148,0.080762096,0.38815537,0.026054231,0.1040439,0.05753424,0.011968523,0.0154019,0.089640215,0.016093204,3.404266e-07,0.37721324,0.046136603,0.00030739827,0.27874744,0.11313944,0.00010618523,0.00015209783,0.39088523,0.36543414,0.12724535,0.57896656,0.00998243,0.032164335,0.30574417,0.007129578,2.3986497e-05,0.50216466,0.30294794,0.0916968,0.033177413,0.3387579,0.6326906,0.42358196,0.7037275,0.5484132,1.3868515e-07,0.44574475,0.06699806,0.26277035,0.40051815,0.2386129
0.0032131595,0.44889322,0.15742575,0.20514072,0.15161464,0.25733915,5.984829e-09,0.10506482,0.09824317,0.33657557,0.22741944,0.286374,0.39405793,0.1876071,0.2981934,0.35817793,0.07556151,0.36973825,0.021752411,0.09748336,0.051521275,0.009219614,0.01226458,0.085961245,0.012986006,9.8196956e-08,0.36417,0.03950964,0.00016686649,0.28037652,0.11722635,4.80829e-05,7.20373e-05,0.39316997,0.346536,0.1260341,0.5615778,0.0075416095,0.027862495,0.29886115,0.0053083245,9.916922e-06,0.49340764,0.30064207,0.0844371,0.028365076,0.33577767,0.5974153,0.42749488,0.6921368,0.5481491,3.9174687e-08,0.4389724,0.06533572,0.25366768,0.41872197,0.23143587
0.0020928641,0.44088206,0.14731328,0.20123518,0.14568734,0.24912423,1.2231107e-09,0.10242304,0.09722169,0.32859048,0.22118168,0.2824201,0.37192804,0.17667341,0.28988305,0.35206488,0.07776848,0.3665706,0.018250411,0.09230104,0.043322362,0.006933556,0.008756701,0.07951952,0.010052093,2.5764487e-08,0.35396415,0.036538783,8.613112e-05,0.2678931,0.108089544,2.0366453e-05,3.1968622e-05,0.38265437,0.34747368,0.113981225,0.5563168,0.0055255108,0.024621638,0.30341858,0.004043624,3.830966e-06,0.48241505,0.30188417,0.08280623,0.024787573,0.32922158,0.60916936,0.4087134,0.67936724,0.5382057,1.0053925e-08,0.44114316,0.06524849,0.24588849,0.40567264,0.2162614
