rank,index,center,related,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score
1,58,metered_load_mw,total_lmp_rt,1.0,0.6138402311615634,0.38749967546402814,0.4396024464831804,0.5336661025341289,0.18453646764842824,1,1,1,1,1,1,6,1.0
2,24,metered_load_mw,forecast_load_mw_latest_available,0.9445570597816834,0.9958082162742979,0.9960452239049693,0.943970241668301,0.9941054590308317,0.9713970527395782,1,1,1,1,1,1,6,0.9960452239049693
3,25,metered_load_mw,forecast_load_mw_day_ahead,0.77916993645208,0.9887253775284178,0.9907253984196798,0.9128236066575722,0.9861469559341122,0.9674741541243131,1,1,1,1,1,1,6,0.9907253984196798
4,5,metered_load_mw,gen_fuel_gas_mw,0.32731967673605306,0.8712142791391658,0.8966624530971969,0.7011504878699134,0.8755170314795019,0.9629998511402416,1,1,1,1,1,1,6,0.9629998511402416
5,4,metered_load_mw,gen_fuel_coal_mw,0.24136522012664097,0.8221500904984796,0.8372346843200881,0.642683928149763,0.8341630660830085,0.9431540362948018,1,1,1,1,1,1,6,0.9431540362948018
6,32,metered_load_mw,total_pjm_rmccp_cr,0.30751283873589347,0.2524202274329351,0.16144709173751534,0.13165463539424443,0.19387918806093699,0.9220784135357474,1,1,1,1,1,1,6,0.9220784135357474
7,64,metered_load_mw,gross_actual_interchange_mw,0.05447396111414343,0.39040328808818786,0.35750769410777883,0.2562579927717542,0.35033882185301546,0.899077027988967,1,1,1,1,1,1,6,0.899077027988967
8,66,metered_load_mw,gross_inadv_interchange_mw,0.07593208176105092,0.4757456342468199,0.47915631056218244,0.30266889074228526,0.4549496309768961,0.881837567358854,1,1,1,1,1,1,6,0.881837567358854
9,8,metered_load_mw,gen_fuel_nuclear_mw,0.15036555046222072,0.5604765207575999,0.5259512051626233,0.37684193945351946,0.567603223791874,0.8487449225010556,1,1,1,1,1,1,6,0.8487449225010556
10,6,metered_load_mw,gen_fuel_hydro_mw,0.07975530764636522,0.40759719311750825,0.5006169393199289,0.26457427885789675,0.42654730480900843,0.7986202640147867,1,1,1,1,1,1,6,0.7986202640147867
11,57,metered_load_mw,system_energy_price_rt,0.73513587096435,0.6100158626556925,0.42065526938989034,0.4338779113450193,0.5456214155842962,0.18413743284212733,1,1,1,1,1,1,6,0.73513587096435
12,1,metered_load_mw,total_losses,0.16119359648234166,0.7114637287921782,0.6507576493159846,0.5053446717194987,0.6535409702445496,0.4586250796181317,1,1,1,1,1,1,6,0.7114637287921782
