wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.18738216,2.9284784e-38,0.0051664473,3.273065e-31,2.7772623e-05,0.026816411,0.12035669,0.040021196,0.084857106,2.54e-43,0.16319427,6.138766e-20,0.14656805,0.005410093,0.16582774,0.20322508,0.12639265,0.21928775,6.4495495e-36,0.14210884,0.027540099,9.998049e-10,1.5004115e-08,0.3431061,1.7211657e-34,0.0107497545,0.06592717,1.5536178e-26,0.0,0.13416873,0.05858399,0.117366776,0.0903039,0.29364353,0.14179927,7.6746616e-36,9.108309e-18,1.4441621e-35,6.2185135e-22,5.2148095e-12,5.2336e-41,6.842941e-05,0.3279791,7.9388533e-22,0.20780155,0.1774596
0.18559332,1.5585e-41,0.003914138,8.5659155e-34,1.3408783e-05,0.02472372,0.12869895,0.036993943,0.08696378,0.0,0.15877983,1.6910682e-21,0.14621262,0.0043710344,0.16676353,0.20680906,0.12510271,0.21772218,6.081278e-39,0.13491759,0.025097601,2.0470314e-10,4.0064574e-09,0.33371085,2.0761434e-37,0.008603221,0.07179606,1.1348448e-28,0.0,0.13359888,0.05362335,0.12330286,0.09121611,0.29549325,0.13195573,7.070771e-39,3.4015089e-19,1.4646429e-38,1.0109825e-23,6.3554224e-13,1.4e-44,2.8980066e-05,0.32528523,1.3490549e-23,0.20260231,0.18170471
0.18237978,4e-45,0.0029615166,1.32972875e-36,6.1311284e-06,0.023310892,0.12103337,0.036467217,0.08933992,0.0,0.15734804,3.4840446e-23,0.15150616,0.0034296508,0.16575454,0.20791261,0.119650595,0.22680508,3.03e-42,0.13546278,0.022784373,3.713589e-11,9.680285e-10,0.32963395,1.3619e-40,0.0070718993,0.070329286,5.4687646e-31,0.0,0.13459402,0.049212143,0.12079438,0.09019537,0.28809497,0.13532323,3.432e-42,9.761754e-21,7.916e-42,1.1712018e-25,6.581526e-14,0.0,1.1443203e-05,0.325629,1.6403113e-25,0.2008831,0.18063718
0.1849437,0.0,0.0022051518,1.155763e-39,2.645463e-06,0.020944623,0.13015735,0.03469658,0.08777068,0.0,0.14740402,5.2289685e-25,0.15069342,0.0026186206,0.16419949,0.20658782,0.13316894,0.21969154,1e-45,0.13925047,0.02087885,5.9122434e-12,2.0998445e-10,0.3225629,4.5e-44,0.005930269,0.07033357,1.6673464e-33,0.0,0.13181105,0.04529365,0.119728826,0.088678665,0.2833858,0.13484648,1e-45,2.1031201e-22,3e-45,9.364257e-28,5.714611e-15,0.0,4.201272e-06,0.32226792,1.3828799e-27,0.20249759,0.18504067
0.19224879,0.0,0.0016256248,5.25e-43,1.0721517e-06,0.018834004,0.122993715,0.0313356,0.089381345,0.0,0.14690523,5.5515497e-27,0.15771578,0.0019923458,0.16669235,0.20406727,0.1362031,0.21367496,0.0,0.13197826,0.019052051,8.1744556e-13,4.0548235e-11,0.3212112,0.0,0.0048269625,0.07573582,3.0661623e-36,0.0,0.13408926,0.041608144,0.11079801,0.089131676,0.28475013,0.13741708,0.0,3.3145857e-24,0.0,4.984995e-30,4.1000145e-16,0.0,1.4287375e-06,0.310112,7.802923e-30,0.21430202,0.18428761
0.18823552,0.0,0.0011451972,0.0,4.05884e-07,0.01708647,0.12531096,0.029363718,0.08716804,0.0,0.14825585,4.0346716e-29,0.15964584,0.001438574,0.16313015,0.20553699,0.13092703,0.2109526,0.0,0.13631895,0.01661457,9.7044483e-14,6.9062147e-12,0.32440397,0.0,0.0037395519,0.075840265,3.218778e-39,0.0,0.1340433,0.03801288,0.112489894,0.08932709,0.276637,0.13701762,0.0,3.7126648e-26,0.0,1.6965327e-32,2.3920975e-17,0.0,4.4789738e-07,0.30815715,2.8314085e-32,0.21198484,0.18015985
0.19460857,0.0,0.0007901828,0.0,1.428914e-07,0.014794279,0.1257904,0.02711642,0.088523544,0.0,0.14290547,1.934352e-31,0.16348286,0.0010116574,0.16302063,0.20326743,0.13575852,0.20740627,0.0,0.13598041,0.014994935,9.770152e-15,1.027168e-12,0.31644434,0.0,0.002979208,0.06807295,1.809e-42,0.0,0.13753381,0.034676783,0.11521256,0.08798966,0.27393422,0.13809286,0.0,2.8616042e-28,0.0,3.524213e-35,1.1151813e-18,0.0,1.2863377e-07,0.30522552,6.3137024e-35,0.20766313,0.18606827
0.18818814,0.0,0.0005199867,0.0,4.6509285e-08,0.014197958,0.12715101,0.02776357,0.09092298,0.0,0.13978809,5.8667656e-34,0.15764831,0.00069566903,0.16440988,0.20830157,0.13273774,0.21234201,0.0,0.13602732,0.012919323,8.229351e-16,1.3196063e-13,0.31385976,0.0,0.0022780646,0.07698956,0.0,0.0,0.13814571,0.032332085,0.11175781,0.08741405,0.26935437,0.13672067,0.0,1.463619e-30,0.0,4.2369938e-38,4.074774e-20,0.0,3.3618804e-08,0.30156147,8.21199e-38,0.21115613,0.18642706
0.19313109,0.0,0.00033845802,0.0,1.3911856e-08,0.011801161,0.13077916,0.02634949,0.090790294,0.0,0.14552344,1.0730626e-36,0.15825666,0.0004587957,0.1586085,0.20358422,0.1315965,0.20709121,0.0,0.13326254,0.011460404,5.713878e-17,1.44708e-14,0.31419072,0.0,0.0016874197,0.070067696,0.0,0.0,0.141375,0.027237419,0.12063965,0.08647673,0.26755604,0.13219303,0.0,4.767474e-33,0.0,2.7715e-41,1.1423684e-21,0.0,7.938005e-09,0.29533672,5.8643e-41,0.21036978,0.18533672
0.1895468,0.0,0.00021344222,0.0,3.799567e-09,0.010278677,0.12727784,0.023781227,0.092721745,0.0,0.13975684,1.120178e-39,0.16214333,0.00029496598,0.15774387,0.20563242,0.13709068,0.20764576,0.0,0.13256116,0.009753909,3.2177208e-18,1.3370933e-15,0.31628162,0.0,0.0012478685,0.0734272,0.0,0.0,0.13513204,0.02499745,0.1175247,0.08547587,0.26313215,0.1401383,0.0,9.437083e-36,0.0,1e-44,2.4000967e-23,0.0,1.6798779e-09,0.29540882,2.1e-44,0.2124142,0.18035404
0.1928265,0.0,0.00012899206,0.0,9.407755e-10,0.008714094,0.12643585,0.022598494,0.09097571,0.0,0.13394241,6.26e-43,0.15798414,0.00018294557,0.15630831,0.20345826,0.13845457,0.20772818,0.0,0.13292573,0.008395806,1.4437119e-19,1.0263752e-16,0.30951095,0.0,0.0009018283,0.07592417,0.0,0.0,0.13648498,0.023025395,0.120797016,0.08300124,0.26428288,0.13796969,0.0,1.075638e-38,0.0,0.0,3.6814783e-25,0.0,3.158864e-10,0.29199913,0.0,0.21463422,0.18296345
0.1951316,0.0,7.536157e-05,0.0,2.0956215e-10,0.007316857,0.12413675,0.020731792,0.0933999,0.0,0.13901521,0.0,0.15293625,0.00010868725,0.16301122,0.20462474,0.140696,0.20224328,0.0,0.13083689,0.0071013495,5.0607257e-21,6.444653e-18,0.3065632,0.0,0.0006303663,0.07115061,0.0,0.0,0.13910784,0.02004486,0.1164305,0.08815503,0.25580937,0.13743283,0.0,6.631e-42,0.0,0.0,4.004429e-27,0.0,5.2287463e-11,0.28817487,0.0,0.2195229,0.18299422
0.19218843,0.0,4.2235806e-05,0.0,4.1648445e-11,0.006227187,0.13249177,0.020238236,0.09255143,0.0,0.13603234,0.0,0.15426537,6.2316496e-05,0.15908213,0.20670316,0.13936046,0.21230097,0.0,0.13379005,0.005940336,1.3562812e-22,3.2543638e-19,0.29352254,0.0,0.0004310322,0.07672239,0.0,0.0,0.13671815,0.016355466,0.11746471,0.08415888,0.25963157,0.13190684,0.0,1e-45,0.0,0.0,2.9897288e-29,0.0,7.5413365e-12,0.2868131,0.0,0.21038887,0.17765476
0.20054682,0.0,2.272947e-05,0.0,7.318492e-12,0.005103719,0.12888159,0.019088542,0.09189349,0.0,0.13271467,0.0,0.15776867,3.4242094e-05,0.16398737,0.20547634,0.1397172,0.20823994,0.0,0.13047841,0.005024272,2.713286e-24,1.2971774e-20,0.29468596,0.0,0.00028508282,0.07171592,0.0,0.0,0.13201399,0.014614764,0.10822973,0.083959065,0.2524461,0.12854764,0.0,0.0,0.0,0.0,1.4769696e-31,0.0,9.372685e-13,0.28116503,0.0,0.22117253,0.1807224
0.19333118,0.0,1.16570345e-05,0.0,1.1259494e-12,0.0040341755,0.13260478,0.017769188,0.09166867,0.0,0.13489303,0.0,0.15697266,1.7965325e-05,0.15828125,0.20063701,0.14315063,0.20434198,0.0,0.1250266,0.0039524427,3.945534e-26,3.9982379e-22,0.2991541,0.0,0.00018371617,0.073450096,0.0,0.0,0.13873185,0.012582256,0.11201268,0.08420915,0.2510311,0.13235202,0.0,0.0,0.0,0.0,4.6316e-34,0.0,9.9172454e-14,0.2868881,0.0,0.21494667,0.17729838
0.19233923,0.0,5.687115e-06,0.0,1.5005658e-13,0.0032216501,0.1365624,0.017050795,0.09152591,0.0,0.13296084,0.0,0.1546638,8.992292e-06,0.15648583,0.20463207,0.14085738,0.21266791,0.0,0.12912844,0.0031683354,4.0486336e-28,9.315476e-24,0.29191443,0.0,0.00011444351,0.07323617,0.0,0.0,0.13506915,0.011209068,0.11472181,0.0810821,0.2480976,0.13598679,0.0,0.0,0.0,0.0,8.793077e-37,0.0,8.816539e-15,0.28142998,0.0,0.21839006,0.18507412
0.189731,0.0,2.6306352e-06,0.0,1.7123101e-14,0.0026110446,0.12894934,0.016189056,0.09401067,0.0,0.13414422,0.0,0.14871539,4.2721413e-06,0.1501727,0.20644808,0.13901554,0.20915337,0.0,0.12669191,0.0024523411,2.8358854e-30,1.5998213e-25,0.28177196,0.0,6.868106e-05,0.076254986,0.0,0.0,0.13514274,0.00909127,0.11880084,0.0817791,0.2423086,0.1346821,0.0,0.0,0.0,0.0,9.57032e-40,0.0,6.4911486e-16,0.2783074,0.0,0.21682607,0.18273567
0.19163816,0.0,1.1503828e-06,0.0,1.6519453e-15,0.0019191633,0.1256937,0.014186523,0.091853715,0.0,0.13042207,0.0,0.15701248,1.919121e-06,0.15707208,0.20260929,0.14698589,0.20359853,0.0,0.121847965,0.0019103681,1.3061952e-32,1.9692491e-27,0.2782638,0.0,3.9912007e-05,0.076527305,0.0,0.0,0.13584848,0.007427782,0.11449323,0.08028673,0.24301966,0.13563655,0.0,0.0,0.0,0.0,5.6e-43,0.0,3.895851e-17,0.27914464,0.0,0.21655676,0.1817887
0.19445452,0.0,4.7242682e-07,0.0,1.3288694e-16,0.0014269574,0.13043801,0.013322485,0.09708655,0.0,0.13008115,0.0,0.14912736,8.122005e-07,0.15040638,0.19947378,0.1375766,0.20784228,0.0,0.12318952,0.0014543567,3.7919602e-35,1.6838151e-29,0.29040405,0.0,2.2093674e-05,0.07583483,0.0,0.0,0.1366465,0.0061956225,0.1107287,0.07897186,0.24296166,0.13302104,0.0,0.0,0.0,0.0,0.0,0.0,1.8733387e-18,0.2702032,0.0,0.22163291,0.18578309
0.1912918,0.0,1.8159214e-07,0.0,8.779431e-18,0.0010702211,0.13466665,0.012359486,0.09746143,0.0,0.1257896,0.0,0.1524339,3.22389e-07,0.15630826,0.2021958,0.14213105,0.20440458,0.0,0.11963596,0.0010758783,6.6105274e-38,9.655722e-32,0.28394744,0.0,1.1755679e-05,0.07126444,0.0,0.0,0.1346908,0.0051021725,0.11768651,0.079905756,0.23804292,0.13617672,0.0,0.0,0.0,0.0,0.0,0.0,7.0809e-20,0.2683114,0.0,0.21219543,0.18517983
0.18783878,0.0,6.4983226e-08,0.0,4.685318e-19,0.0007552538,0.12994176,0.010946467,0.09589374,0.0,0.12935619,0.0,0.15458426,1.1941562e-07,0.15533276,0.20180672,0.14216836,0.2016909,0.0,0.12226351,0.00077938614,6.5446e-41,3.5688436e-34,0.28095987,0.0,5.9679473e-06,0.0716367,0.0,0.0,0.13250282,0.003992754,0.111825034,0.07885695,0.23720628,0.13201196,0.0,0.0,0.0,0.0,0.0,0.0,2.0601555e-21,0.2653194,0.0,0.21670535,0.18603267
0.18653727,0.0,2.1527505e-08,0.0,1.9832736e-20,0.0005210138,0.12493997,0.009830157,0.09557337,0.0,0.12502798,0.0,0.1449143,4.106173e-08,0.15713085,0.19951731,0.13810834,0.207371,0.0,0.12087484,0.00055238884,3.5e-44,8.126451e-37,0.27824527,0.0,2.8797438e-06,0.074243434,0.0,0.0,0.13594027,0.0031155238,0.10814727,0.079231896,0.23648822,0.12936991,0.0,0.0,0.0,0.0,0.0,0.0,4.5078305e-23,0.26914823,0.0,0.21904147,0.18370001
0.19662155,0.0,6.5636447e-09,0.0,6.526489e-22,0.00034598383,0.12560846,0.009091702,0.09820998,0.0,0.12377057,0.0,0.14469911,1.3031992e-08,0.14967099,0.1960299,0.14326619,0.20285828,0.0,0.124441326,0.0003843344,0.0,1.082432e-39,0.28078035,0.0,1.3157675e-06,0.074650526,0.0,0.0,0.13935359,0.0024780899,0.11524506,0.07766024,0.2329572,0.13352941,0.0,0.0,0.0,0.0,0.0,0.0,7.2294625e-25,0.26169893,0.0,0.21850519,0.1801687
0.18610528,0.0,1.8300096e-09,0.0,1.633069e-23,0.00022409995,0.12757348,0.008734241,0.09717884,0.0,0.12025855,0.0,0.14410211,3.793922e-09,0.1544205,0.19447817,0.14024006,0.20905662,0.0,0.12390243,0.0002566523,0.0,7.95e-43,0.27367023,0.0,5.669956e-07,0.06901162,0.0,0.0,0.13325584,0.0018638957,0.12019635,0.079071656,0.22925079,0.13243783,0.0,0.0,0.0,0.0,0.0,0.0,8.257753e-27,0.26101154,0.0,0.21755934,0.18502
0.18422529,0.0,4.6334192e-10,0.0,3.0317936e-25,0.00013928956,0.12765351,0.007712603,0.09291428,0.0,0.12779951,0.0,0.14695472,1.0063899e-09,0.15162714,0.19433548,0.1450858,0.20502992,0.0,0.121484056,0.00016779469,0.0,0.0,0.27089506,0.0,2.2952256e-07,0.066976115,0.0,0.0,0.13695888,0.0013902058,0.120778084,0.080813654,0.22595558,0.13349572,0.0,0.0,0.0,0.0,0.0,0.0,6.505909e-29,0.25981,0.0,0.21235119,0.18265904
0.19094571,0.0,1.0573306e-10,0.0,4.0636694e-27,8.282903e-05,0.12703617,0.0070374557,0.10086256,0.0,0.122978024,0.0,0.14907633,2.414845e-10,0.15617645,0.18647756,0.13931495,0.20356466,0.0,0.114569515,0.00010643156,0.0,0.0,0.26577106,0.0,8.681607e-08,0.074172184,0.0,0.0,0.14086755,0.0009880136,0.11683044,0.0775381,0.22406319,0.13594532,0.0,0.0,0.0,0.0,0.0,0.0,3.4102163e-31,0.25872734,0.0,0.2161,0.17947063
0.18699557,0.0,2.1569205e-11,0.0,3.8145122e-29,4.8469006e-05,0.12773795,0.0059481864,0.09570442,0.0,0.11973381,0.0,0.1418252,5.200472e-11,0.14995103,0.19796924,0.1419527,0.20391911,0.0,0.11559483,6.5059234e-05,0.0,0.0,0.27120543,0.0,3.054185e-08,0.06954528,0.0,0.0,0.13517821,0.00071367685,0.115837544,0.07915832,0.22144593,0.1373211,0.0,0.0,0.0,0.0,0.0,0.0,1.14175555e-33,0.25178272,0.0,0.21314207,0.1852803
0.18408099,0.0,3.8986835e-12,0.0,2.4234568e-31,2.6801163e-05,0.12526304,0.0049901176,0.09934334,0.0,0.121091545,0.0,0.14246424,9.966025e-12,0.14431828,0.19912316,0.14702395,0.19713756,0.0,0.11820755,3.8387723e-05,0.0,0.0,0.26110283,0.0,9.933108e-09,0.069004126,0.0,0.0,0.13246174,0.0004957427,0.11476646,0.079756655,0.21774587,0.13626404,0.0,0.0,0.0,0.0,0.0,0.0,2.330762e-36,0.24941179,0.0,0.21689947,0.18334365
0.18909012,0.0,6.184135e-13,0.0,1.0027323e-33,1.4219678e-05,0.12755336,0.00438265,0.10841825,0.0,0.1158627,0.0,0.14622378,1.6838508e-12,0.14688322,0.19474912,0.14354828,0.19442506,0.0,0.11806292,2.1753664e-05,0.0,0.0,0.2600935,0.0,2.96904e-09,0.0690739,0.0,0.0,0.13563566,0.00033426558,0.11818716,0.07908831,0.21420458,0.1333648,0.0,0.0,0.0,0.0,0.0,0.0,2.750144e-39,0.24845102,0.0,0.21395616,0.18954363
0.18204938,0.0,8.518591e-14,0.0,2.5864345e-36,7.1559657e-06,0.12333183,0.0038539742,0.09875821,0.0,0.11823355,0.0,0.14524809,2.4832363e-13,0.14872068,0.19205368,0.14647287,0.20145613,0.0,0.118738286,1.1822925e-05,0.0,0.0,0.25367987,0.0,8.102783e-10,0.07395232,0.0,0.0,0.13220844,0.00021756552,0.11638942,0.076744586,0.21656366,0.13193955,0.0,0.0,0.0,0.0,0.0,0.0,1.763e-42,0.24800727,0.0,0.21887171,0.18564077
0.1915764,0.0,1.0074726e-14,0.0,3.955954e-39,3.4296374e-06,0.12640697,0.0034201487,0.1003467,0.0,0.115624085,0.0,0.14613134,3.1616013e-14,0.14451408,0.19564164,0.14033136,0.20105115,0.0,0.1188103,6.14668e-06,0.0,0.0,0.2604534,0.0,2.0047668e-10,0.07060524,0.0,0.0,0.135949,0.00013832467,0.11662176,0.075706504,0.21037276,0.13299613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2451496,0.0,0.21074267,0.18659785
0.18694691,0.0,1.0103637e-15,0.0,3.386e-42,1.5465411e-06,0.1285418,0.0030635982,0.10450878,0.0,0.117603056,0.0,0.13771412,3.4339302e-15,0.14766954,0.18733585,0.14133789,0.20983678,0.0,0.11350943,3.040365e-06,0.0,0.0,0.2544083,0.0,4.462448e-11,0.07387782,0.0,0.0,0.13345546,8.454041e-05,0.12324683,0.0751406,0.20721792,0.1344919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24480413,0.0,0.20662014,0.18073961
0.18106662,0.0,8.4762944e-17,0.0,1e-45,6.594856e-07,0.12179437,0.0025035983,0.10179616,0.0,0.11406846,0.0,0.14152215,3.14064e-16,0.143547,0.19272743,0.1452476,0.20020245,0.0,0.12000435,1.4278077e-06,0.0,0.0,0.24999547,0.0,8.862276e-12,0.07249032,0.0,0.0,0.13294226,5.0319162e-05,0.1196176,0.07567369,0.20607379,0.13944133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24711466,0.0,0.21350373,0.17714874
0.18536194,0.0,5.8610325e-18,0.0,0.0,2.635206e-07,0.121577546,0.0019803245,0.10036941,0.0,0.1113839,0.0,0.14584014,2.3845767e-17,0.15077485,0.18961637,0.14524083,0.19196792,0.0,0.11796971,6.3376797e-07,0.0,0.0,0.2514218,0.0,1.5561607e-12,0.07254181,0.0,0.0,0.13643257,2.8508748e-05,0.11402837,0.07562283,0.2057382,0.13182689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23589055,0.0,0.21511817,0.178126
0.18415704,0.0,3.2864131e-19,0.0,0.0,9.839658e-08,0.12453107,0.0016042228,0.10076457,0.0,0.11155978,0.0,0.15234259,1.4798271e-18,0.1397672,0.19262919,0.14630033,0.18845661,0.0,0.11297481,2.6478017e-07,0.0,0.0,0.24975109,0.0,2.3924162e-13,0.06848312,0.0,0.0,0.13066757,1.5448539e-05,0.11284583,0.07793435,0.20514563,0.13363804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23935643,0.0,0.2138092,0.18338394
0.18131335,0.0,1.4679097e-20,0.0,0.0,3.4116123e-08,0.12386706,0.0013190312,0.10149983,0.0,0.118636906,0.0,0.14463954,7.3791025e-20,0.14711218,0.1874768,0.13522089,0.19849578,0.0,0.11463521,1.0364208e-07,0.0,0.0,0.25680244,0.0,3.186072e-14,0.07141818,0.0,0.0,0.12851562,8.0336e-06,0.11471799,0.07441594,0.19646034,0.13908154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23920804,0.0,0.21730152,0.18197916
0.1868687,0.0,5.121259e-22,0.0,0.0,1.0917521e-08,0.12538892,0.0010391704,0.101406,0.0,0.110245295,0.0,0.14530917,2.901621e-21,0.13974148,0.18230805,0.14450063,0.19837077,0.0,0.112861134,3.7819213e-08,0.0,0.0,0.24872528,0.0,3.6329717e-15,0.0717857,0.0,0.0,0.13691409,3.988412e-06,0.11482919,0.07532125,0.19830339,0.13478635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23300272,0.0,0.21237993,0.18220067
0.18197307,0.0,1.3656651e-23,0.0,0.0,3.2085792e-09,0.12235518,0.0008272372,0.10002913,0.0,0.10898381,0.0,0.14320925,8.8134185e-23,0.14436,0.18464632,0.14410384,0.19509256,0.0,0.11386446,1.2796334e-08,0.0,0.0,0.2554507,0.0,3.5022464e-16,0.07254716,0.0,0.0,0.12789929,1.869791e-06,0.115818426,0.07516962,0.19414388,0.13945109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23413521,0.0,0.21734412,0.17453352
0.18452922,0.0,2.717619e-25,0.0,0.0,8.5958957e-10,0.12442936,0.00063466415,0.10288441,0.0,0.11062003,0.0,0.13951832,2.0211247e-24,0.1435521,0.19140169,0.14226678,0.19007441,0.0,0.11311322,3.991329e-09,0.0,0.0,0.25407597,0.0,2.815123e-17,0.068902194,0.0,0.0,0.1327345,8.3193805e-07,0.11130084,0.07597826,0.19404088,0.13711536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22911543,0.0,0.21428287,0.17442939
0.18423547,0.0,3.9295827e-27,0.0,0.0,2.0849289e-10,0.12504269,0.00048478477,0.101958305,0.0,0.1044918,0.0,0.14117174,3.4118354e-26,0.14420868,0.18644488,0.1429964,0.19673125,0.0,0.11394245,1.1404521e-09,0.0,0.0,0.23410693,0.0,1.8583766e-18,0.06866824,0.0,0.0,0.13100646,3.4756135e-07,0.11363767,0.07296747,0.19373383,0.13827103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22659044,0.0,0.21492223,0.17760573
0.18444994,0.0,4.007962e-29,0.0,0.0,4.5423505e-11,0.12497065,0.00035552832,0.10139464,0.0,0.105107844,0.0,0.14470354,4.1218435e-28,0.14271083,0.1802404,0.14685982,0.18545501,0.0,0.113574035,2.964864e-10,0.0,0.0,0.24358003,0.0,9.9093685e-20,0.075016744,0.0,0.0,0.1320095,1.3620495e-07,0.11677124,0.07590454,0.19195905,0.13777918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22827806,0.0,0.21081977,0.17815149
0.18339622,0.0,2.7891874e-31,0.0,0.0,8.814481e-12,0.12165533,0.00026122146,0.100287616,0.0,0.1127786,0.0,0.14519301,3.4532244e-30,0.14536814,0.18199207,0.14498644,0.18638286,0.0,0.11087915,6.961419e-11,0.0,0.0,0.2440189,0.0,4.1909586e-21,0.06377639,0.0,0.0,0.12619796,4.969872e-08,0.11917609,0.07464808,0.18926483,0.1402085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22656466,0.0,0.21875808,0.17277819
0.17946123,0.0,1.275683e-33,0.0,0.0,1.5095501e-12,0.12744573,0.00018756809,0.101981565,0.0,0.1125439,0.0,0.1432186,1.9365361e-32,0.13879402,0.17965946,0.14198704,0.18899995,0.0,0.11070267,1.4644784e-11,0.0,0.0,0.2377996,0.0,1.3778932e-22,0.06219364,0.0,0.0,0.13462564,1.6820877e-08,0.11447495,0.07140413,0.18555011,0.13059373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22720343,0.0,0.21607397,0.18061285
0.17995885,0.0,3.6752006e-36,0.0,0.0,2.2589402e-13,0.12105729,0.0001307895,0.1002288,0.0,0.112155415,0.0,0.1416498,6.984461e-35,0.13777447,0.18213384,0.14412123,0.18987055,0.0,0.11302374,2.73648e-12,0.0,0.0,0.24219409,0.0,3.4444953e-24,0.06817247,0.0,0.0,0.12848061,5.2492175e-09,0.110510394,0.072370864,0.18394996,0.13725081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22317421,0.0,0.21504393,0.1837974
0.18221186,0.0,6.353703e-39,0.0,0.0,2.9218127e-14,0.1234622,8.840407e-05,0.10237911,0.0,0.11157546,0.0,0.1415698,1.5480774e-37,0.13833837,0.18524209,0.14068705,0.18624315,0.0,0.114151955,4.499174e-13,0.0,0.0,0.24588148,0.0,6.3882616e-26,0.07112876,0.0,0.0,0.13120642,1.5005422e-09,0.11046594,0.0715609,0.18254448,0.14119515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21677443,0.0,0.20988582,0.17218417
0.17681296,0.0,6.233e-42,0.0,0.0,3.2281717e-15,0.12402995,5.9054288e-05,0.10455161,0.0,0.10889285,0.0,0.1422512,2.00138e-40,0.13433436,0.17603157,0.14045496,0.1884622,0.0,0.11721953,6.4425475e-14,0.0,0.0,0.23543507,0.0,8.553313e-28,0.07015737,0.0,0.0,0.13212436,3.902519e-10,0.10892923,0.07350716,0.18323447,0.13496363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22102769,0.0,0.21151747,0.17644657
0.18356885,0.0,3e-45,0.0,0.0,3.0075713e-16,0.12280474,3.7584483e-05,0.100897074,0.0,0.10843689,0.0,0.14425635,1.42e-43,0.1371064,0.17894526,0.14267015,0.19296272,0.0,0.11353764,7.945582e-15,0.0,0.0,0.23671998,0.0,8.019654e-30,0.0705672,0.0,0.0,0.12961112,9.169351e-11,0.10907078,0.070930704,0.18036492,0.13605395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21730502,0.0,0.20409073,0.17151378
0.17538519,0.0,0.0,0.0,0.0,2.3297625e-17,0.1218666,2.3304554e-05,0.103561684,0.0,0.11593909,0.0,0.14353287,0.0,0.14297664,0.17562622,0.1448055,0.18960333,0.0,0.11376961,8.338023e-16,0.0,0.0,0.22788404,0.0,5.088802e-32,0.07029814,0.0,0.0,0.12301506,1.9300684e-11,0.10979144,0.07345966,0.17659421,0.12772968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21532165,0.0,0.20013604,0.17698456
0.17870142,0.0,0.0,0.0,0.0,1.4775664e-18,0.12360646,1.3962275e-05,0.10091483,0.0,0.1148087,0.0,0.1404954,0.0,0.13664621,0.17452596,0.1428202,0.19760844,0.0,0.11078422,7.3470625e-17,0.0,0.0,0.2222694,0.0,2.102739e-34,0.07417404,0.0,0.0,0.12746634,3.6091427e-12,0.11325381,0.07033366,0.1809106,0.13426444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2169445,0.0,0.20256643,0.17763442
0.17236087,0.0,0.0,0.0,0.0,7.543638e-20,0.1221094,7.951917e-06,0.10349764,0.0,0.11047772,0.0,0.14711587,0.0,0.14168772,0.17737314,0.14134926,0.19312732,0.0,0.11403674,5.3577994e-18,0.0,0.0,0.23267095,0.0,5.415915e-37,0.06960956,0.0,0.0,0.12538494,5.9385493e-13,0.112297125,0.06782818,0.17434934,0.13260114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21482944,0.0,0.2098592,0.17703423
