epoch,train_standardized_mse,validation_standardized_mse,validation_macro_r2,validation_median_r2
1,0.7301249369135443,0.46357956528663635,0.4096630096435547,0.4515157639980316
2,0.39926632757922154,0.32962000370025635,0.5640219718217849,0.629990816116333
3,0.3012526771980753,0.2939918339252472,0.6120474100112915,0.6476589441299438
4,0.2663224776921989,0.2904362976551056,0.6075115919113159,0.6462888121604919
5,0.2585463350518772,0.2552129328250885,0.6620050966739655,0.6678151488304138
6,0.23333414755010265,0.2448696345090866,0.6687762498855591,0.6894932985305786
7,0.2224577101857614,0.23054198920726776,0.696663373708725,0.683588445186615
8,0.20811742481156922,0.23226840794086456,0.6960355043411255,0.7013884782791138
9,0.19215592703671136,0.2106199562549591,0.7238022804260253,0.7108148336410522
10,0.17745175327507023,0.2120049148797989,0.7230034112930298,0.6964544057846069
11,0.18160370936545756,0.20269711315631866,0.7281511425971985,0.7261163592338562
12,0.18122189606872563,0.19571024179458618,0.7425125956535339,0.7261438965797424
13,0.1648688895425474,0.18301144242286682,0.7580214262008667,0.7403820157051086
14,0.15623714729280694,0.18332558870315552,0.7594064354896546,0.7479236721992493
15,0.14908148691533213,0.17389348149299622,0.7719388484954834,0.7530876994132996
16,0.1441233807577277,0.16703054308891296,0.7806542754173279,0.7678808569908142
17,0.13982720424166034,0.16111955046653748,0.7884244680404663,0.7675078511238098
18,0.13272527837731968,0.1628921627998352,0.7876762270927429,0.7719455361366272
19,0.12830749487597676,0.16513605415821075,0.786464262008667,0.7743169665336609
20,0.1333507673503442,0.16005538403987885,0.7965789318084717,0.7613452076911926
21,0.1303406369181019,0.14955243468284607,0.8082681775093079,0.7758767604827881
22,0.11839848011247353,0.1436137855052948,0.8156180739402771,0.7862354516983032
23,0.1274029733946398,0.14405184984207153,0.81634601354599,0.7744969129562378
24,0.11646590427911817,0.14116625487804413,0.8213637232780456,0.7900726795196533
25,0.11680556846347503,0.14025302231311798,0.8195842623710632,0.7936730980873108
26,0.11480933594564066,0.15360958874225616,0.7902743697166443,0.7919039726257324
27,0.2737897230904833,0.1890336126089096,0.6994870200753212,0.7906886339187622
28,0.21898531063508894,0.1837177574634552,0.7196135282516479,0.7706237435340881
29,0.177899641689536,0.1731504648923874,0.7371486544609069,0.7830943465232849
30,0.15372568754771349,0.1815996915102005,0.7357023179531097,0.7417994737625122
31,0.15470826642547789,0.16710573434829712,0.7533695042133332,0.7819473147392273
32,0.13625480644719976,0.15769429504871368,0.7728597462177277,0.7867315411567688
33,0.15966097809854232,0.1649872213602066,0.7563306868076325,0.7941669225692749
34,0.13241730423895043,0.1676788181066513,0.7604247570037842,0.7961592674255371
35,0.15219967741526483,0.16285909712314606,0.7672469854354859,0.802274227142334
36,0.13003511753032637,0.15321148931980133,0.783079981803894,0.7999376058578491
37,0.11518588478609716,0.14939390122890472,0.7867232918739319,0.8026425838470459
38,0.11127800134991622,0.14178681373596191,0.8000277280807495,0.8036588430404663
39,0.11004165357715591,0.14358851313591003,0.7973901391029358,0.8034670948982239
40,0.10609708666297314,0.14423182606697083,0.7985012650489807,0.8122544288635254
41,0.10919358643837074,0.14024315774440765,0.8030459403991699,0.8099380731582642
42,0.102355718415136,0.13288483023643494,0.8191892385482789,0.8151713013648987
43,0.10025966171812685,0.12950123846530914,0.823932695388794,0.8180697560310364
44,0.0988642463682337,0.13349734246730804,0.8156509280204773,0.8184399604797363
45,0.1008689213397494,0.12786979973316193,0.8271252989768982,0.8123672008514404
46,0.09271528843787868,0.13908784091472626,0.8011193871498108,0.8175787925720215
47,0.1252116471499922,0.14305917918682098,0.7968912601470948,0.8021799325942993
48,0.10253875872766188,0.1320044994354248,0.8239634871482849,0.8082212209701538
49,0.09387340643470435,0.12777891755104065,0.830074954032898,0.8058976531028748
50,0.08972600649069164,0.12779855728149414,0.8248575091361999,0.8194836378097534
51,0.08749889778718595,0.12340942025184631,0.83661288022995,0.8205791711807251
52,0.08701613609768116,0.12052895128726959,0.8398210287094117,0.8281742930412292
53,0.0868084824176853,0.11785537004470825,0.8439454913139344,0.8238387703895569
54,0.08624287079244115,0.12171085178852081,0.8387988448143006,0.8196313977241516
55,0.0835535507576471,0.11977580934762955,0.8427270650863647,0.8198261857032776
56,0.07933531128516616,0.11712834239006042,0.8438644409179688,0.8310274481773376
57,0.07814382891265813,0.11658679693937302,0.8436825394630432,0.8307043313980103
58,0.08037867547978121,0.1174132376909256,0.8444535493850708,0.8347334861755371
59,0.07672881324840353,0.12598170340061188,0.8261155366897583,0.8211939930915833
60,0.10177167837078414,0.12236754596233368,0.8344476342201232,0.8269389867782593
61,0.07767509339194291,0.11568153649568558,0.8489754319190979,0.83451247215271
62,0.07939574550946346,0.11470773816108704,0.8504526615142822,0.8256185054779053
63,0.09146820997974424,0.11709023267030716,0.8508354425430298,0.8105008602142334
64,0.07389779745588393,0.11248933523893356,0.8547234177589417,0.8347395062446594
