area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.45385662,0.44154072,0.46558297,0.42323604,0.48222247,0.4302958,0.44158545,0.4536662,0.43632773,0.60855395,0.51705927,0.48603535,0.47313586,0.45254248,0.4183027,0.5296143,0.56396514,0.4624642,0.4689131,0.6208414,0.6249956
0.42808166,0.43653882,0.4537775,0.40633792,0.45288855,0.4116015,0.43084368,0.43573675,0.4159139,0.66691196,0.5487397,0.5097387,0.45930177,0.4232701,0.40349495,0.5542217,0.59901595,0.49677697,0.48166028,0.69968134,0.68949664
0.40313834,0.41233888,0.43718624,0.38622776,0.42982936,0.37688473,0.42974576,0.41062814,0.39818037,0.7141986,0.57075685,0.5370341,0.44875538,0.41537338,0.39401066,0.591458,0.6208639,0.5345452,0.5030944,0.75376207,0.7555574
0.38423133,0.3898275,0.43270117,0.35757256,0.40601206,0.35448837,0.4337344,0.4044465,0.39428747,0.76626354,0.5899742,0.5586403,0.43844354,0.41014633,0.37481505,0.62814075,0.6603964,0.5781486,0.518656,0.79495984,0.81475455
0.36544716,0.3681137,0.41594076,0.3234267,0.3873216,0.32026687,0.42432266,0.37891763,0.37090158,0.8095813,0.61714786,0.57521373,0.4294581,0.39202845,0.36330044,0.686878,0.70297647,0.6254065,0.5397631,0.8393104,0.87234795
0.33813214,0.34474778,0.40146732,0.2915217,0.3714849,0.28674215,0.41486305,0.37379554,0.35168085,0.8527693,0.63735193,0.59123087,0.4166554,0.38009316,0.34162304,0.7381612,0.7485954,0.66945225,0.56050104,0.88841194,0.9304531
0.31201917,0.3249291,0.38974112,0.25060982,0.34705806,0.25566036,0.4070659,0.33723828,0.33177525,0.8837459,0.64101124,0.6011422,0.39077145,0.35970932,0.3300569,0.77439237,0.79606545,0.6952128,0.59614134,0.9185366,0.9721342
0.29124764,0.298591,0.35558823,0.20723762,0.33309254,0.22304398,0.39838502,0.30483872,0.30267593,0.9206377,0.6547833,0.6083964,0.37695998,0.34638906,0.30569226,0.8133094,0.8393221,0.73608816,0.6446994,0.9572077,1.0168166
0.26107064,0.25798845,0.35548684,0.17063262,0.30640516,0.17198977,0.39536256,0.28301093,0.27064842,0.9466141,0.6637366,0.61583304,0.3590662,0.32484606,0.2905152,0.8519568,0.89095664,0.7677955,0.6847973,0.9902543,1.0448534
