total_gen,total_losses,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.40147862,0.74317,0.5660363,0.17881836,0.14360593,0.3009231,0.7276452,0.50102365,0.49792278,0.060622025,0.5991929,0.21113944,0.25253683,0.43394694,0.048600014,0.5088666,0.2203432,0.42246696,0.27940524,0.48613065,0.41513103,0.23972246,0.4014245,0.42662534,0.16811655,0.33749694,0.320861,0.51770455,0.38501352,0.43623656,0.46794888,0.5164413,0.0084543135,0.1475417,0.45715687,0.3547977,0.38094398,0.6263048,0.7679483,0.3577358,0.3047799,0.806351,0.37405878,0.5720282,0.6185792,0.79506487
0.39331597,0.7631944,0.56154346,0.13312429,0.11488232,0.28218424,0.73905426,0.5067377,0.53385967,0.033356015,0.61143273,0.20053443,0.23687246,0.40838942,0.019908689,0.5220996,0.19278887,0.43428546,0.24764198,0.4780479,0.40686557,0.23151994,0.40696013,0.4205471,0.13820758,0.3124494,0.32076082,0.52825224,0.38079998,0.43811288,0.46211186,0.52838993,0.0,0.0933129,0.43822038,0.36927104,0.36209565,0.6584234,0.8004902,0.35818073,0.2901263,0.842946,0.36400512,0.5822277,0.63069636,0.82962614
0.39948118,0.78600687,0.60439205,0.106752425,0.08791396,0.2787387,0.7657475,0.50221765,0.53934777,0.017618626,0.6172619,0.2079103,0.1771581,0.41290745,0.0,0.5278682,0.14670812,0.42868802,0.26872683,0.47996733,0.4066312,0.24116036,0.42168167,0.4201984,0.12482135,0.3033356,0.3320004,0.5213627,0.37451476,0.4425124,0.47049865,0.5536229,0.0,0.07184033,0.4561418,0.3537265,0.3566278,0.66472787,0.822896,0.34242934,0.28989026,0.8495794,0.36285844,0.58869904,0.6450852,0.8595722
0.38186544,0.80989355,0.5898914,0.08188218,0.07917267,0.26788092,0.77393425,0.5038276,0.55253893,0.0,0.60796505,0.21965982,0.17943451,0.41749513,0.0,0.52769077,0.10991809,0.4475238,0.2571413,0.48356757,0.39851406,0.24469647,0.40854236,0.41432607,0.0960488,0.29889542,0.3427533,0.514182,0.36745203,0.4490402,0.4619286,0.57583374,0.0,0.044408362,0.47082853,0.35076922,0.35334304,0.71226776,0.84998935,0.34339342,0.29352215,0.8595989,0.3577025,0.5961764,0.6551203,0.8734472
0.37605318,0.8336417,0.59466666,0.06846994,0.067304336,0.26738015,0.7966448,0.50639427,0.56201124,0.0,0.60863394,0.23145801,0.17748842,0.41172427,0.0,0.51811856,0.09414244,0.43734878,0.24822165,0.48210433,0.40293065,0.24473526,0.4157964,0.44045174,0.07267074,0.30467567,0.33083332,0.5223603,0.38178912,0.44696376,0.47635537,0.6136826,0.0,0.0051450003,0.48610526,0.35226908,0.34884045,0.72918844,0.88059336,0.344557,0.27663383,0.87717646,0.3303481,0.5986728,0.6722848,0.9017986
0.36888182,0.8431266,0.59908885,0.02009652,0.06783177,0.27989873,0.8160202,0.49194,0.58104765,0.0,0.60154945,0.2492939,0.16467649,0.4318993,0.0,0.5098489,0.05673282,0.45155442,0.23215777,0.47141698,0.3922857,0.22899802,0.39079493,0.4386343,0.036209922,0.30298576,0.33145458,0.5397643,0.37483606,0.44181126,0.47546065,0.6253762,0.0,0.0,0.50918263,0.36313483,0.34251374,0.7518116,0.9068554,0.33882895,0.26514798,0.8931827,0.3189981,0.6002666,0.686423,0.9325829
0.37451863,0.8603661,0.62049425,0.0064850776,0.057667706,0.2712041,0.8496203,0.47485206,0.5851652,0.0,0.5922353,0.26726115,0.1443621,0.43382257,0.0,0.4926453,0.030657018,0.45258564,0.21728528,0.48948053,0.39727968,0.22319414,0.38972217,0.43715718,0.0034831367,0.30432263,0.34657776,0.5281739,0.38344634,0.45339283,0.4847733,0.6243988,0.0,0.0,0.49953735,0.35732576,0.32456496,0.74335915,0.93501455,0.32019752,0.26463467,0.9034518,0.30659148,0.6021801,0.70534164,0.9607876
0.37325397,0.876764,0.629636,0.0,0.04621039,0.2888112,0.8670089,0.45906243,0.5953059,0.0,0.60091865,0.28600636,0.13095872,0.44137585,0.0,0.49000004,0.01994401,0.44453257,0.19492665,0.50051713,0.4022462,0.2257999,0.38088423,0.441465,0.0,0.30799198,0.3471266,0.55000824,0.39969823,0.4632785,0.49788085,0.63109803,0.0,0.0,0.49763438,0.36759958,0.3101806,0.75450057,0.9533375,0.29362258,0.25667697,0.94114476,0.3011375,0.6022978,0.7114439,0.99412173
0.35088935,0.8755501,0.6235396,0.0,0.016597804,0.29324415,0.87649703,0.45168442,0.6256188,0.0,0.6037173,0.29826778,0.13711692,0.44233915,0.0,0.48972455,0.0,0.45641905,0.1687563,0.48831046,0.37963992,0.22463258,0.35943544,0.45666462,0.0,0.29451463,0.33818385,0.5803674,0.39438736,0.4669482,0.5198595,0.63499844,0.0,0.0,0.49245265,0.37557378,0.31916356,0.7859797,0.9749511,0.27432334,0.24141486,0.95400196,0.28041574,0.5931604,0.717742,1.0
0.3520625,0.8935832,0.6175662,0.0,0.0038514151,0.2944721,0.8904986,0.4558117,0.6348559,0.0,0.6013609,0.30933395,0.12825279,0.453352,0.0,0.48263788,0.0,0.45830503,0.1617863,0.48940223,0.37386793,0.21596701,0.35021526,0.468728,0.0,0.28559408,0.3375908,0.57973576,0.39049765,0.4759265,0.5507403,0.65068763,0.0,0.0,0.50936264,0.38016373,0.32777083,0.81386036,1.0,0.2668096,0.23462628,0.9895631,0.2595033,0.59009576,0.730395,1.0
0.35462475,0.93025184,0.6302896,0.0,0.0,0.2988149,0.9171414,0.45777702,0.65826327,0.0,0.6020213,0.32117432,0.11476004,0.44689313,0.0,0.46539384,0.0,0.47175738,0.14447273,0.48710567,0.36619136,0.22615504,0.3564391,0.48207954,0.0,0.26462483,0.33423775,0.5842806,0.39113858,0.4771959,0.5683944,0.6810864,0.0,0.0,0.51144356,0.38032016,0.30412173,0.84255785,1.0,0.25462717,0.21793284,1.0,0.24667837,0.5863901,0.7473934,1.0
0.35665026,0.9494971,0.6266087,0.0,0.0,0.28940392,0.92486215,0.4512812,0.67496574,0.0,0.6216988,0.34373257,0.09224544,0.45116737,0.0,0.4566728,0.0,0.47925273,0.14525673,0.49236014,0.37590486,0.21743643,0.3684776,0.4998924,0.0,0.2672359,0.3229323,0.6030414,0.38246107,0.4674586,0.5790353,0.6909173,0.0,0.0,0.52247554,0.36827993,0.28733647,0.8607898,1.0,0.25010604,0.2135672,1.0,0.23701684,0.5913293,0.7494454,1.0
0.34703293,0.9666345,0.62524486,0.0,0.0,0.294192,0.94455034,0.44806767,0.6680674,0.0,0.61309654,0.36557725,0.08553239,0.48232612,0.0,0.45683107,0.0,0.4789473,0.14460798,0.49140802,0.37142757,0.2033959,0.35249567,0.5196528,0.0,0.25494912,0.32476696,0.6138596,0.38937852,0.46758378,0.5856411,0.7010599,0.0,0.0,0.52905583,0.3733034,0.2700292,0.88111967,1.0,0.23812531,0.19225346,1.0,0.22626205,0.5913182,0.7562248,1.0
0.332686,0.96187,0.62410694,0.0,0.0,0.2911302,0.951333,0.45261723,0.68907166,0.0,0.61979324,0.39075544,0.10860623,0.49502984,0.0,0.45054567,0.0,0.49030492,0.1197635,0.47110274,0.36171234,0.1875906,0.33185986,0.5317399,0.0,0.2635093,0.31997883,0.6367681,0.3922836,0.47913763,0.5962299,0.705701,0.0,0.0,0.53287536,0.38031477,0.25993094,0.8872761,1.0,0.23921919,0.18407436,1.0,0.22346787,0.5999906,0.7672162,1.0
0.32802364,0.9864726,0.6284717,0.0,0.0,0.2888991,0.95933104,0.4262469,0.70807314,0.0,0.6205364,0.40937313,0.10627703,0.4887774,0.0,0.4419341,0.0,0.5144755,0.11434743,0.47170252,0.34826764,0.1846358,0.32748255,0.53672004,0.0,0.26708925,0.31025553,0.6429198,0.38625562,0.4798146,0.60953915,0.7454913,0.0,0.0,0.55463153,0.38583103,0.2600897,0.9087449,1.0,0.24629188,0.17847289,1.0,0.208334,0.5921273,0.7719548,1.0
0.30274656,1.0,0.63581014,0.0,0.0,0.28197294,0.9645419,0.41631603,0.7304894,0.0,0.63113135,0.4269389,0.113155015,0.50649995,0.0,0.4415627,0.0,0.5367726,0.09661679,0.46125418,0.34632513,0.18624975,0.32936072,0.5408943,0.0,0.27047697,0.30460966,0.6503817,0.3722633,0.4774686,0.6112354,0.7563926,0.0,0.0,0.5654212,0.37798703,0.25809145,0.9362942,1.0,0.24265093,0.16832978,1.0,0.19756113,0.5930048,0.7781648,1.0
0.28461912,1.0,0.62439287,0.0,0.0,0.27637678,0.96147484,0.426427,0.74847674,0.0,0.6301767,0.44716746,0.0955261,0.511334,0.0,0.44016716,0.0,0.5446618,0.0827184,0.44712052,0.32926318,0.17680962,0.30701584,0.5604184,0.0,0.26654142,0.29463163,0.66116804,0.3776436,0.47567123,0.60703427,0.74293506,0.0,0.0,0.55968916,0.38714498,0.2438433,0.964093,1.0,0.23616049,0.14684588,1.0,0.1692818,0.6117314,0.7968647,1.0
0.2856417,1.0,0.62931335,0.0,0.0,0.2815621,0.96164,0.4298593,0.770048,0.0,0.62760323,0.46230078,0.07344932,0.5177412,0.0,0.44972077,0.0,0.5511869,0.06795352,0.4409243,0.31067282,0.16740686,0.29770485,0.5690031,0.0,0.27814078,0.30333483,0.67018825,0.39988148,0.47799918,0.63265413,0.75005984,0.0,0.0,0.56171656,0.38485464,0.23163423,1.0,1.0,0.23479412,0.13856336,1.0,0.16871129,0.6141156,0.8027899,1.0
0.29444247,1.0,0.6365233,0.0,0.0,0.30319083,0.98709345,0.4252757,0.78514504,0.0,0.6468096,0.46538073,0.067356326,0.54810303,0.0,0.43457744,0.0,0.5590163,0.07422904,0.45171213,0.31298453,0.16685754,0.30793503,0.5913367,0.0,0.2977656,0.29753923,0.6758106,0.38915128,0.4644674,0.64969313,0.7790454,0.0,0.0,0.5818,0.39115226,0.222345,1.0,1.0,0.23116934,0.14471519,1.0,0.14757706,0.6289775,0.81193984,1.0
0.2868425,1.0,0.6527591,0.0,0.0,0.2820606,1.0,0.4333487,0.8105272,0.0,0.67428803,0.47655925,0.05720017,0.56374407,0.0,0.42927015,0.0,0.56807745,0.06013724,0.4528898,0.31729957,0.16893484,0.30019867,0.5984953,0.0,0.30024862,0.2879678,0.69008553,0.3821585,0.46478683,0.6522687,0.7908217,0.0,0.0,0.5798011,0.40235636,0.21011448,1.0,1.0,0.2031681,0.124507256,1.0,0.13532631,0.62415314,0.83106166,1.0
0.28298253,1.0,0.6593324,0.0,0.0,0.2925003,1.0,0.43674076,0.8111409,0.0,0.67488617,0.4934735,0.05641653,0.58639455,0.0,0.4388296,0.0,0.5704898,0.044561185,0.44286728,0.32166412,0.15905091,0.3019552,0.62361425,0.0,0.29408374,0.28061435,0.6927348,0.37238947,0.46310186,0.6596152,0.81484354,0.0,0.0,0.5721429,0.38979584,0.19490145,1.0,1.0,0.17946799,0.1004119,1.0,0.12789488,0.6391424,0.8540806,1.0
0.28514144,1.0,0.6904304,0.0,0.0,0.28498676,1.0,0.4336535,0.8120895,0.0,0.7011508,0.51408464,0.04266794,0.5980099,0.0,0.42889455,0.0,0.5680288,0.02702215,0.45547414,0.3347216,0.15702203,0.31062332,0.6283552,0.0,0.29289603,0.26925018,0.68960315,0.37784365,0.46942493,0.67161775,0.8346378,0.0,0.0,0.5938958,0.39062077,0.17646888,1.0,1.0,0.17303422,0.08861362,1.0,0.11035193,0.633566,0.8709026,1.0
0.26413694,1.0,0.69216347,0.0,0.0,0.2873181,1.0,0.40901044,0.83247846,0.0,0.7179564,0.5374432,0.045535866,0.6245584,0.0,0.4169734,0.0,0.57428783,0.007065712,0.45229545,0.3136233,0.1416294,0.30854437,0.635707,0.0,0.29258755,0.2580633,0.6890255,0.35125038,0.4728453,0.6714974,0.84767634,0.0,0.0,0.6154539,0.42427072,0.159045,1.0,1.0,0.18056718,0.065714896,1.0,0.07917835,0.623718,0.8949783,1.0
0.25926146,1.0,0.69641584,0.0,0.0,0.29517397,1.0,0.39954048,0.8568563,0.0,0.71961874,0.5520243,0.04115378,0.65063936,0.0,0.4189463,0.0,0.5843833,0.0,0.45072722,0.30709544,0.14545216,0.28231975,0.6427615,0.0,0.28566363,0.26540482,0.6973864,0.35985914,0.4903718,0.69753355,0.8764479,0.0,0.0,0.6340145,0.43255574,0.13573828,1.0,1.0,0.15071703,0.0551027,1.0,0.07076845,0.62203413,0.91475886,1.0
0.26283082,1.0,0.7015463,0.0,0.0,0.29382327,1.0,0.40876278,0.8800312,0.0,0.7294092,0.5768764,0.044798326,0.64998114,0.0,0.39977616,0.0,0.58450156,0.0,0.4573588,0.32353944,0.15070876,0.2683977,0.67338735,0.0,0.29016492,0.25369778,0.702262,0.36738923,0.50932145,0.70349115,0.9003282,0.0,0.0,0.6245889,0.44164282,0.111071765,1.0,1.0,0.14255926,0.042044,1.0,0.068229236,0.6215547,0.9435173,1.0
0.2736224,1.0,0.69245267,0.0,0.0,0.2836958,1.0,0.40191668,0.9007236,0.0,0.7347024,0.58572406,0.03899685,0.6690918,0.0,0.4005665,0.0,0.5949045,0.0,0.4549408,0.33630216,0.13319348,0.26422334,0.67887855,0.0,0.27227813,0.24426943,0.7032395,0.37409675,0.5079893,0.7253018,0.91876656,0.0,0.0,0.6396758,0.4440328,0.10288581,1.0,1.0,0.13959429,0.028264275,1.0,0.0632328,0.6279936,0.96008646,1.0
0.26869938,1.0,0.68625313,0.0,0.0,0.27909446,1.0,0.39970922,0.90922534,0.0,0.7302054,0.59187496,0.02622339,0.6829341,0.0,0.38571557,0.0,0.5897785,0.0,0.45056507,0.34118915,0.13632353,0.24306285,0.68238014,0.0,0.27088335,0.2334757,0.70705205,0.36951125,0.49934533,0.74199694,0.94506586,0.0,0.0,0.6473186,0.45189795,0.09438844,1.0,1.0,0.13186571,0.027338887,1.0,0.052350666,0.6256652,0.9854993,1.0
0.27819172,1.0,0.7030825,0.0,0.0,0.27009544,1.0,0.3812826,0.925327,0.0,0.7562978,0.60929376,0.018306118,0.7084733,0.0,0.3908221,0.0,0.5897709,0.0,0.45278537,0.33650738,0.1295666,0.21788281,0.6874237,0.0,0.258484,0.22136693,0.71938473,0.36009967,0.496079,0.746328,0.96649927,0.0,0.0,0.6580221,0.46153277,0.07213112,1.0,1.0,0.12605281,0.0025857314,1.0,0.043315418,0.6189021,0.998176,1.0
0.2696937,1.0,0.7170034,0.0,0.0,0.26405257,1.0,0.37688088,0.95235693,0.0,0.7738788,0.6265869,0.0121373525,0.7250014,0.0,0.3923089,0.0,0.5974292,0.0,0.4436786,0.33949864,0.121792495,0.21383452,0.6961336,0.0,0.25308934,0.21855322,0.74265426,0.36333385,0.50685555,0.73982066,0.9702333,0.0,0.0,0.65735316,0.45189905,0.058708638,1.0,1.0,0.11580906,0.005897728,1.0,0.029640073,0.6122529,1.0,1.0
0.27525336,1.0,0.72573036,0.0,0.0,0.269043,1.0,0.38544297,0.9694214,0.0,0.78381574,0.6457674,0.014653118,0.72183084,0.0,0.39734426,0.0,0.60914755,0.0,0.44395187,0.3365411,0.12571819,0.21078843,0.7135962,0.0,0.2638225,0.22150205,0.74575377,0.38253945,0.508147,0.7325922,0.9851691,0.0,0.0,0.6612217,0.4506968,0.03952902,1.0,1.0,0.09563208,0.0,1.0,0.018891158,0.6067929,1.0,1.0
0.2761645,1.0,0.7284154,0.0,0.0,0.2627036,1.0,0.37454072,0.98509985,0.0,0.79697293,0.6450394,0.0021083069,0.720074,0.0,0.37926024,0.0,0.62053037,0.0,0.44833526,0.33188337,0.1287795,0.19667895,0.7155072,0.0,0.273303,0.21542598,0.74557495,0.39530033,0.51430553,0.7338037,0.9962859,0.0,0.0,0.67712086,0.4553822,0.026154041,1.0,1.0,0.07349258,0.0,1.0,0.007524566,0.5944298,1.0,1.0
0.2702754,1.0,0.7362417,0.0,0.0,0.24537727,1.0,0.36932752,1.0,0.0,0.8049889,0.6428167,0.0023245814,0.7250387,0.0,0.37942296,0.0,0.6194099,0.0,0.45088407,0.31466454,0.11999501,0.18219933,0.736232,0.0,0.27898115,0.21070005,0.7675443,0.39217824,0.5278897,0.74937916,1.0,0.0,0.0,0.69405395,0.46550962,0.017448975,1.0,1.0,0.06583611,0.0,1.0,0.0,0.59820956,1.0,1.0
0.25449035,1.0,0.73924506,0.0,0.0,0.24740972,1.0,0.363133,1.0,0.0,0.80973756,0.6650136,0.019430691,0.7343599,0.0,0.3654378,0.0,0.62980497,0.0,0.44065815,0.313553,0.12393908,0.1601331,0.74426085,0.0,0.27340272,0.21633841,0.76532614,0.40144047,0.5479233,0.74968284,1.0,0.0,0.0,0.6898759,0.4689828,0.0,1.0,1.0,0.05267766,0.0,1.0,0.0,0.60266024,1.0,1.0
0.25093913,1.0,0.7573641,0.0,0.0,0.25410798,1.0,0.375537,1.0,0.0,0.82782865,0.66795695,0.0024653708,0.7503007,0.0,0.36116552,0.0,0.63679385,0.0,0.4465962,0.319534,0.10803327,0.15778014,0.7562047,0.0,0.27184933,0.22618274,0.78379995,0.39465308,0.5475497,0.75471497,1.0,0.0,0.0,0.6925453,0.47601235,0.0,1.0,1.0,0.04800227,0.0,1.0,0.0,0.60665226,1.0,1.0
0.2545949,1.0,0.7663865,0.0,0.0,0.24962084,1.0,0.36128294,1.0,0.0,0.8347006,0.6886315,0.0,0.75582147,0.0,0.35789523,0.0,0.650333,0.0,0.46073392,0.312757,0.09924377,0.16339989,0.7799546,0.0,0.2702437,0.21880296,0.7810501,0.39432088,0.55879307,0.7764399,1.0,0.0,0.0,0.70705247,0.47897795,0.0,1.0,1.0,0.04672565,0.0,1.0,0.0,0.613333,1.0,1.0
0.24248649,1.0,0.7631666,0.0,0.0,0.2518147,1.0,0.3523724,1.0,0.0,0.8366164,0.7155087,0.0,0.7688927,0.0,0.34587994,0.0,0.6525916,0.0,0.4718916,0.315281,0.08642859,0.15569152,0.7815169,0.0,0.26294783,0.21144933,0.7902056,0.3921811,0.55449504,0.78806853,1.0,0.0,0.0,0.7295703,0.48926952,0.0,1.0,1.0,0.035793237,0.0,1.0,0.0,0.6083933,1.0,1.0
0.24620344,1.0,0.7738017,0.0,0.0,0.2390648,1.0,0.3602362,1.0,0.0,0.85713255,0.73316896,0.0,0.7708171,0.0,0.30996034,0.0,0.665433,0.0,0.46970722,0.32004365,0.07246598,0.14170155,0.78488755,0.0,0.2570095,0.21113817,0.79357255,0.3904458,0.5670933,0.8112058,1.0,0.0,0.0,0.730601,0.48311904,0.0,1.0,1.0,0.025160143,0.0,1.0,0.0,0.61400294,1.0,1.0
0.25103316,1.0,0.80220985,0.0,0.0,0.23237155,1.0,0.36934385,1.0,0.0,0.8793598,0.7425499,0.0,0.76795846,0.0,0.30932945,0.0,0.66102946,0.0,0.47667286,0.31144968,0.06561946,0.12550141,0.7835789,0.0,0.27558485,0.23239309,0.80839616,0.39360052,0.57207483,0.8040516,1.0,0.0,0.0,0.72938836,0.4956828,0.0,1.0,1.0,0.018522419,0.0,1.0,0.0,0.61744773,1.0,1.0
0.23413499,1.0,0.80606866,0.0,0.0,0.21855393,1.0,0.36015618,1.0,0.0,0.8894473,0.77328885,0.0,0.77405393,0.0,0.294393,0.0,0.6792621,0.0,0.46751446,0.31227812,0.03657949,0.11861651,0.78390926,0.0,0.2657677,0.22414869,0.8160558,0.39156073,0.5746702,0.82431924,1.0,0.0,0.0,0.74271727,0.49431938,0.0,1.0,1.0,0.012204862,0.0,1.0,0.0,0.60880804,1.0,1.0
0.23307998,1.0,0.8070234,0.0,0.0,0.20307611,1.0,0.35959616,1.0,0.0,0.8980663,0.77532214,0.0,0.7807947,0.0,0.28209808,0.0,0.6862835,0.0,0.4688679,0.3151114,0.022723148,0.10389179,0.7942857,0.0,0.26087,0.22116767,0.8436002,0.38399392,0.57018423,0.8406506,1.0,0.0,0.0,0.76052403,0.49715528,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.61941373,1.0,1.0
