n_fields,test_r2,fields
1,0.8570256481095169,gen_fuel_natural_gas_mw
2,0.8577790759120398,gen_fuel_natural_gas_mw|gen_fuel_hydro_mw
3,0.8778782831195207,gen_fuel_natural_gas_mw|gen_fuel_hydro_mw|gen_fuel_solar_mw
5,0.9024008479039606,gen_fuel_natural_gas_mw|gen_fuel_hydro_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|area_3_net_export_mw
7,0.9653538411041165,gen_fuel_natural_gas_mw|gen_fuel_hydro_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|area_3_net_export_mw|reserve_spin_r2_mw|area_3_load_actual_mw
8,0.9651535961822605,gen_fuel_natural_gas_mw|gen_fuel_hydro_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|area_3_net_export_mw|reserve_spin_r2_mw|area_3_load_actual_mw|area_2_load_actual_mw
12,0.9638417200496863,gen_fuel_natural_gas_mw|gen_fuel_hydro_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|area_3_net_export_mw|reserve_spin_r2_mw|area_3_load_actual_mw|area_2_load_actual_mw|area_3_load_day_ahead_mw|system_load_day_ahead_mw|area_1_load_day_ahead_mw|area_1_load_actual_mw
24,0.9590018671500606,gen_fuel_natural_gas_mw|gen_fuel_hydro_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|area_3_net_export_mw|reserve_spin_r2_mw|area_3_load_actual_mw|area_2_load_actual_mw|area_3_load_day_ahead_mw|system_load_day_ahead_mw|area_1_load_day_ahead_mw|area_1_load_actual_mw|area_2_load_day_ahead_mw|reserve_spin_r1_mw|reserve_spin_r3_mw|reserve_reg_down_mw|system_load_actual_mw|system_generation_mw|system_losses_mw|area_1_net_export_mw|area_2_net_export_mw|reserve_reg_up_mw|gen_fuel_coal_mw|gen_fuel_nuclear_mw
