伪目标,字段,贡献值,归一化份额,独立能力,不可替代性,协同冗余指数,类型,分解式门控,随机门控,两两相关性,置换重要性,Lasso系数
1区发电总量,gen_fuel_wind_mw,0.0013077790451452645,0.0002079187117276125,0.4251236407428953,-0.00019518973112209181,-0.4253188304740174,替身型,0.0,-2.8901379108428955,0.2917246236881247,0.00017590447099185002,0.0
1区发电总量,gen_fuel_solar_mw,0.0011380451651121712,0.00018093338128970975,0.36978332730339236,0.0005579103049853096,-0.36922541699840705,替身型,0.0,-2.8850202560424805,0.3620134985138232,4.143761736918883e-06,0.0
1区发电总量,area_3_fuel_hydro_mw,0.0010351520848053686,0.00016457481002914956,0.959132152237526,-0.0005461400872704969,-0.9596782923247965,替身型,0.0,-2.8849856853485107,0.5248415460764958,3.2673727224930005e-06,0.0
1区发电总量,area_3_fuel_wind_mw,-0.004432432448553396,-0.0007046952219826416,0.5023453872183374,-0.00037177906206120603,-0.5027171662803986,替身型,0.0,-2.8941566944122314,0.280479627993292,0.00015981924294761196,0.0
1区发电总量,system_losses_mw,-0.04769267635921019,-0.007582473403484975,-0.06086067086691482,-0.001644188656308887,0.059216482210605936,协同型,0.0,-2.8529114723205566,0.5982059204275467,0.004992210349224524,0.022813946673117456
1区发电总量,area_3_fuel_coal_mw,-0.09285857605215617,-0.014763224397344787,-0.7646568727311891,0.0006029437750132427,0.7652598165062023,协同型,0.0,-2.8946588039398193,0.17017946714937202,2.233707570042931e-06,0.0
1区发电总量,hour_of_day,-0.09629471247537107,-0.015309522383298378,-2.254645849860342,-0.000250257385974062,2.254395592474368,协同型,0.0,-2.895347833633423,0.2622953952538523,9.353980380688576e-06,0.0012576665967500098
1区发电总量,month_of_year,-1.014249147278605,-0.16125153316673074,-12.009753669940562,-0.004823198097888559,12.004930471842673,协同型,0.0,-2.8948850631713867,0.14531036148046705,0.0,0.0
系统煤电出力,area_1_fuel_coal_mw,0.29152224179493735,0.11871775594230642,2.3428507017630267,0.015053610670549333,-2.3277970910924775,替身型,0.027159875258803368,2.637660264968872,0.9697472698549963,0.9334695749890628,0.709563819816484
系统煤电出力,area_1_generation_mw,0.1444913616937773,0.058841788906795076,1.530106735742466,-0.0012503480402720202,-1.531357083782738,替身型,0.0,-2.836357593536377,0.7697604579843302,1.8498701685576436e-06,0.0
系统煤电出力,area_1_load_day_ahead_mw,0.14043167734471854,0.05718854758706971,1.577049655688322,-0.0017175710077350637,-1.578767226696057,替身型,0.0,-2.838714599609375,0.7752629955720156,1.6269248122036116e-07,0.0
系统煤电出力,area_1_load_actual_mw,0.1384215976246457,0.05636997486972609,1.5563776465521721,-0.0010395426478618797,-1.557417189200034,替身型,0.0,-2.8608672618865967,0.77526347758873,-1.4736486538824423e-06,0.0
系统煤电出力,area_2_net_export_mw,0.13160461059589235,0.05359386627040115,1.4464553306637027,0.0016116606237257525,-1.444843670039977,替身型,0.0,-2.879462242126465,0.5363755908700657,4.797080766727468e-06,0.0
系统煤电出力,reserve_spin_r1_mw,0.13089456442176375,0.053304711357592606,1.5583327865673349,-0.0027816749384980133,-1.561114461505833,替身型,0.0,-2.844571590423584,0.7752636757894177,1.121068677401027e-06,0.0
系统煤电出力,area_2_load_day_ahead_mw,0.12707685823453593,0.051750011762103226,1.6582896058220504,-0.0006315125075779804,-1.6589211183296284,替身型,0.0,-2.8586509227752686,0.8024013503760238,6.867481086780814e-06,0.0
系统煤电出力,reserve_spin_r2_mw,0.12489797092739767,0.05086269486318687,1.5886164988894103,-0.0020583516596092144,-1.5906748505490196,替身型,0.0,-2.7468326091766357,0.8024005462928616,5.176055156508319e-06,0.0
系统煤电出力,area_3_fuel_natural_gas_mw,0.12470679057890174,0.05078483973345831,1.5679761649604398,0.0008522389985162748,-1.5671239259619236,替身型,0.0,-2.7833094596862793,0.6524194950270392,0.0006392254711585111,0.0
系统煤电出力,area_2_fuel_coal_mw,0.11256736232298639,0.04584125233480404,1.1006777733868045,0.015941428832328297,-1.0847363445544762,替身型,0.013415444642305374,2.5322163105010986,0.8070746665300155,0.13651445756109493,0.2789386859614399
系统煤电出力,area_1_fuel_wind_mw,0.11116250437833924,0.045269146475644416,1.2492115961474348,0.0053835216871360725,-1.2438280744602987,替身型,0.0,-2.8356659412384033,0.5407947596846736,1.3145599150332643e-06,0.0
系统煤电出力,system_load_actual_mw,0.11102515524676315,0.04521321324536689,1.144855768754946,0.000706448649519964,-1.1441493201054262,替身型,0.0,-2.8469338417053223,0.7285371946845407,-6.82672530594175e-07,0.0
系统煤电出力,area_2_load_actual_mw,0.11040606103032005,0.04496109705814065,1.513395108058834,0.00047133460553350215,-1.5129237734533003,替身型,0.0,-2.840693235397339,0.8024006574365913,-4.2145841865348644e-07,0.0
系统煤电出力,gen_fuel_nuclear_mw,0.10765442595861535,0.043840537820966856,1.6079011298384795,0.004952552719016623,-1.602948577119463,替身型,0.0,-2.883760452270508,0.48929484297574477,9.691403303069279e-05,0.0
系统煤电出力,gen_fuel_natural_gas_mw,0.1072003706780385,0.04365563109257473,1.619526190940239,0.0030136420509573325,-1.6165125488892818,替身型,0.0,-2.7767322063446045,0.8194615076673678,0.031394033215233666,0.0007079683299016333
系统煤电出力,system_load_day_ahead_mw,0.1067379600175716,0.04346732176977169,1.1971536290408145,-0.0029382852163462037,-1.2000919142571607,替身型,0.0,-2.871629476547241,0.7305351553293752,-5.994211409898753e-06,0.0
系统煤电出力,area_2_generation_mw,0.0977861771875051,0.039821851829896865,1.5657844682015907,0.001111030461284579,-1.5646734377403062,替身型,0.0,-2.849369764328003,0.7990935754960842,-1.225306595740161e-05,0.0
系统煤电出力,area_1_fuel_nuclear_mw,0.0971621243906521,0.039567716340351534,1.2653543045041133,-0.0007032074979169689,-1.2660575120020303,替身型,0.0,-2.845390796661377,0.48929484297574477,9.930968799742868e-05,0.0
系统煤电出力,system_generation_mw,0.09072884934880382,0.03694786829162149,1.1935384091401011,-0.002064162642513745,-1.1956025717826149,替身型,0.0,-2.8719964027404785,0.7239557697579693,-1.2017445583367702e-05,0.0
系统煤电出力,area_1_net_export_mw,0.08756631226782263,0.03565997580346439,1.139620574852877,-0.0015237492992195012,-1.1411443241520964,替身型,0.0,-2.8758418560028076,0.5476113929490599,5.012594587627816e-07,0.0
系统煤电出力,gen_fuel_wind_mw,0.08223819285423718,0.03349018465381192,1.465175840796796,-0.000561281506613942,-1.46573712230341,替身型,0.0,-2.841644048690796,0.5133498291284809,-8.525782689927653e-06,0.0
系统煤电出力,area_3_fuel_wind_mw,0.07596692236358293,0.030936310359440295,1.0450927305289084,-0.00021494189156345822,-1.045307672420472,替身型,0.0,-2.8860411643981934,0.46067465156171666,6.972262836213438e-06,0.0
系统煤电出力,area_3_fuel_coal_mw,0.06702995507265938,0.027296873810188763,1.1651030749715106,0.0031550189658461347,-1.1619480560056643,替身型,0.007911225780844688,-2.672088384628296,0.6148495698623728,0.022013670861013447,0.13846342613513268
系统煤电出力,area_3_load_day_ahead_mw,0.06548946213469799,0.026669532776058023,0.28987849987623715,-0.00014227439152458832,-0.29002077426776174,替身型,0.0,-2.8928935527801514,0.3895802050128109,-3.388659921355064e-06,0.0
系统煤电出力,area_3_net_export_mw,0.06109956875730725,0.024881819127243486,0.72470232092156,0.0024730130802996797,-0.7222293078412603,替身型,0.0,-2.889674663543701,0.2573089051232916,8.688777670040615e-06,0.0
系统煤电出力,area_1_fuel_solar_mw,0.056771727476443115,0.023119375199208387,0.2714624501082952,-0.00023498650026332335,-0.2716974366085585,替身型,0.0,-2.7880806922912598,0.19907788500598927,3.819972507801417e-06,0.0
系统煤电出力,area_2_fuel_solar_mw,0.05383256026878367,0.02192244650833344,0.16766932909381094,0.0007341784428513964,-0.16693515065095954,替身型,0.0,-2.8806183338165283,0.12904926439068798,-1.7279749901843998e-06,0.0
系统煤电出力,area_2_fuel_natural_gas_mw,0.043375879480597304,0.017664131018801307,1.1542863544863735,0.0035961679851092,-1.1506901865012642,替身型,0.0,-2.8555774688720703,0.7945493132987382,0.0002876247358760464,0.0
系统煤电出力,area_1_fuel_hydro_mw,0.03485880338412929,0.01419568842197952,0.31386491762437796,0.0021588102383227614,-0.3117061073860552,替身型,0.0,-2.8886711597442627,0.282619064946348,1.250485369252985e-06,0.0
系统煤电出力,area_3_fuel_solar_mw,0.03343039699864098,0.01361399283808607,0.26912237969399344,0.0004887989576598528,-0.2686335807363336,替身型,0.0,-2.8808786869049072,0.054847076124557616,-4.901192481177042e-06,0.0
系统煤电出力,area_3_generation_mw,0.03326156151128479,0.013545237294567535,0.11192193914216819,0.002527294863444829,-0.10939464427872336,替身型,0.0,-2.893242359161377,0.38438106100653546,3.5054529893052687e-06,0.0
系统煤电出力,reserve_reg_up_mw,0.029235776287886494,0.011905800849907751,0.31916108612735394,0.0003931041273200764,-0.31876798200003387,替身型,0.0,-2.8878800868988037,0.049786633241156265,-2.7724786805460867e-06,0.0
系统煤电出力,reserve_spin_r3_mw,0.028649100975942244,0.011666886741426909,0.4809447954900894,-0.0017245089229647181,-0.4826693044130541,替身型,0.0,-2.896376848220825,0.3895776505917713,-3.3070598193241094e-08,0.0
系统煤电出力,area_1_fuel_natural_gas_mw,0.028044632928564607,0.011420726826898058,0.3103873001340207,0.00039121663550412134,-0.3099960834985166,替身型,0.0,-2.885404586791992,0.49660462096088176,-3.810469688025897e-06,0.0
系统煤电出力,gen_fuel_solar_mw,0.026219416936656793,0.010677436896993747,0.3780055532044795,-0.002087738010153939,-0.3800932912146334,替身型,0.0,-2.876958131790161,0.09453553174937744,-3.8835488930022425e-06,0.0
系统煤电出力,reserve_reg_down_mw,0.021744806321335436,0.00885522351219053,0.25337841757310375,0.0007177158497381209,-0.25266070172336563,替身型,0.0,-2.895186424255371,0.0311093381018144,2.178531661347627e-05,0.0
系统煤电出力,hour_of_day,0.012795307616685264,0.005210683745746207,0.08061126743883484,0.0027375422638933333,-0.07787372517494151,替身型,0.0,-2.8961117267608643,0.22388182235862744,-7.70187860488214e-07,0.0
系统煤电出力,is_weekend,0.009053949650833351,0.0036870757385216793,0.10872776644534454,-0.00012047609377674462,-0.10884824253912129,替身型,0.0,-2.8953428268432617,0.048248114977096676,-1.4516009545495477e-07,0.0
系统煤电出力,gen_fuel_hydro_mw,0.008797525949444954,0.0035826513000575154,0.6146322299760361,0.0013700810525959506,-0.6132621489234401,替身型,0.0,-2.8935890197753906,0.3728628700939863,7.3620845705058006e-06,0.0
系统煤电出力,area_2_fuel_hydro_mw,0.0003980777971976223,0.0001621107963590687,0.35382026812911915,-0.0004287680419091666,-0.3542490361710283,替身型,0.0,-2.892369270324707,0.29906213056297526,3.7037976116760516e-06,0.0
系统煤电出力,day_of_week,-0.002365886786071785,-0.0009634694365912894,0.071480057826244,2.4169573383470144e-05,-0.07145588825286053,替身型,0.0,-2.896038293838501,0.049905971225161674,3.014137837920039e-06,0.0
系统煤电出力,area_3_load_actual_mw,-0.01093484911852612,-0.004453041870583175,0.09679063713212432,0.0006577737046775667,-0.09613286342744676,替身型,0.0,-2.893315553665161,0.389577457489448,-4.712548981311571e-06,0.0
系统煤电出力,area_3_fuel_hydro_mw,-0.015617821966829884,-0.006360107431914999,0.0037309672009016026,-0.001129795379714582,-0.004860762580616185,独立可加,0.0,-2.8819448947906494,0.510105762203845,3.809035572466257e-06,0.0
系统煤电出力,system_losses_mw,-0.0284086170158561,-0.011568953506879307,-0.8343070117420344,0.0009591262566794878,0.8352661379987139,协同型,0.0,-2.884601593017578,0.31953187449922693,-1.722648687867423e-05,0.0
系统煤电出力,month_of_year,-0.753420520578258,-0.30681841952509437,-7.409943443511025,-0.007442202908057194,7.402501240602968,协同型,0.0,-2.8956832885742188,0.1658247456664604,0.0,0.0
