epoch,train_r2,test_r2,n_active
1,0.42338417390362404,0.43929751720948995,58
2,0.5239547870366021,0.5122775385154549,58
3,0.582431539597388,0.5469281853304732,58
4,0.6273107234927814,0.574003685115803,58
5,0.6359498817716682,0.5622172316225598,58
6,0.6671591145699883,0.5963993928544962,58
7,0.6750163615265202,0.5905414129367452,58
8,0.6906971638870898,0.5909613738837372,58
9,0.6944429607411828,0.6036963040000255,58
10,0.7100494315034813,0.6000425999879606,58
11,0.6756925942951189,0.5438262581184952,58
12,0.6966089073204937,0.6005128868939308,58
13,0.733338115863459,0.6121728287429471,57
14,0.7358158980336678,0.6098687878575035,56
15,0.7543221323383943,0.6253082576756024,55
16,0.7399107289068676,0.6237161766942529,54
17,0.7547756199262774,0.6215388028252089,54
18,0.7516574714553559,0.6387971252529783,53
19,0.7631335511610569,0.6243849974230847,51
20,0.7634907471753525,0.6251411877007789,49
21,0.7707618468602633,0.6319332520834411,49
22,0.7853637433636497,0.6571372352401732,49
23,0.7784984752970691,0.6404851763182497,49
24,0.7819002247720718,0.6384009744547424,49
25,0.7926735902346997,0.6543087151625532,49
26,0.8019459624265176,0.6613050166478873,49
27,0.7815897436182981,0.6482495535951743,47
28,0.787696841102294,0.6375849048278519,45
29,0.8099653012286802,0.6511236914558807,45
30,0.8043975427889407,0.6617387374847558,45
31,0.8076575547660416,0.6720860246736143,43
32,0.8122368364369543,0.6573446208634522,40
33,0.8176219569528335,0.6764411078019338,40
34,0.8145917251442503,0.6648992509086171,39
35,0.8260929092662855,0.6649777208421808,38
36,0.8347530905430377,0.6671642723868847,38
37,0.8223345921685838,0.6587947877382765,38
38,0.8262162436617378,0.6476695602938218,38
39,0.8315498627431418,0.6778322346275052,38
40,0.8394359839192553,0.6657845942251956,37
41,0.8467796502151401,0.6818324848553652,37
42,0.844366109114059,0.6882983935834563,37
43,0.8358319542715174,0.6729311106053777,37
44,0.8448273249415387,0.6768652663382431,37
45,0.8167514312773053,0.6584513838711692,37
46,0.8462281097496742,0.6818298960305099,37
47,0.8551307694370283,0.6782458587593907,37
48,0.8459158809017991,0.6453930375079666,37
49,0.859317252846042,0.6901442729301007,36
50,0.8519450486528118,0.6781272719263626,36
51,0.8433559178649018,0.645626433232515,36
52,0.8473973628652682,0.6536049620344859,36
53,0.8425800049077274,0.6476935514762028,36
54,0.8612830082843096,0.6808223805519156,36
55,0.8540621533773887,0.6585877813616001,36
56,0.8654054628225728,0.6581283982584344,36
57,0.8348898466589648,0.6244437095355169,36
58,0.7883989111225145,0.5849130917192507,36
59,0.8739341596544062,0.67223304508691,35
60,0.8581101087644625,0.6773021068028425,35
61,0.8600917600888411,0.6494608567476529,35
62,0.8636607098118818,0.6793144121529836,35
63,0.8643882627620749,0.6473974911964108,34
64,0.8548776326660308,0.6713657515732776,34
65,0.8755565304123147,0.6637824424094242,34
66,0.8784821555892021,0.657323170106247,34
67,0.8750134044382089,0.6618737444186107,34
68,0.8643243415617144,0.6688105165661433,34
69,0.8823583110568768,0.6716569892602391,34
70,0.8815803480005826,0.6687445579953679,33
71,0.8836725736885198,0.6674482318142134,33
72,0.8866490932998806,0.6660264846205357,33
73,0.8874927082298654,0.6778147204656813,32
74,0.8772969754099441,0.6583304654953102,32
75,0.8851703190891231,0.6737604631633621,32
76,0.8804807944112574,0.6563711417532991,31
77,0.8857288236790332,0.6589910150747305,31
78,0.8676141427930709,0.6382233636716426,31
79,0.8659808316120664,0.628920151910423,31
80,0.86064723134056,0.6564738325476608,31
81,0.881803802520356,0.6545233289138579,31
82,0.894256769481156,0.6715051779430334,31
83,0.8943829150833753,0.6650835130654025,31
84,0.8917395332529218,0.6738274060485058,31
85,0.8833814133809799,0.6518895625603522,31
86,0.863616051761344,0.6293172843754868,31
87,0.8862159166172134,0.6652781522316155,31
88,0.8944964531248233,0.6733270855428398,31
89,0.8904624127275373,0.6629791352530244,31
90,0.8907184251690695,0.6616061528184427,31
91,0.8864468462132996,0.6645576483373656,31
92,0.9005592660261231,0.6724174044031404,31
93,0.9039305690445852,0.6662538964194324,31
94,0.9024920321535594,0.6747210885435024,31
95,0.8834531523494217,0.6274257673970736,31
96,0.8962252574336043,0.691025728723643,31
97,0.8851464507497411,0.6597024897505788,31
98,0.8999658190759382,0.6751411366229414,31
99,0.8789851730020899,0.6408019599970819,31
100,0.9023984742325124,0.6789196854762586,31
101,0.8827350589666058,0.6560202097199539,31
102,0.8901794954775292,0.6844267423625527,31
103,0.8904155527456522,0.6805914721532429,31
104,0.8993877376388265,0.6867923510168776,31
105,0.8991781942349814,0.6520874099097289,31
106,0.8982929714330791,0.6740825923868263,31
107,0.9040258118601746,0.6745958809902606,31
108,0.8962031337590899,0.6842976648733852,31
109,0.9041136876706906,0.665222484919086,31
110,0.9070408721133821,0.6825820178487725,31
111,0.8975889885372671,0.6573051300331739,31
112,0.9066689239685352,0.6782983715686981,31
113,0.8967795424283794,0.6776803325226562,31
114,0.9087608816726731,0.6488392485831486,31
115,0.9150255282900982,0.6767760077617884,31
116,0.9150001050032739,0.6675839089254272,31
117,0.9023248724776027,0.6867219492874972,31
118,0.894551871088288,0.6693807868455118,31
119,0.9013316272233969,0.6621800394728141,31
120,0.9073091600505099,0.6716530277052147,31
121,0.8984527817745358,0.6514665144850067,31
122,0.9056921325513406,0.6886524259189589,30
123,0.9143884452685904,0.6791926772427768,30
124,0.905398259613357,0.6739212930501757,30
125,0.8986502248212588,0.6698718691846963,30
126,0.875505699839862,0.6601798270642842,30
127,0.872974574368595,0.6233929883318949,30
128,0.9070851928356664,0.6692165183085026,30
129,0.9080669439529414,0.6822709248037038,30
130,0.914137334175894,0.6722579587226836,30
131,0.8993632492834274,0.6620619354833491,30
132,0.9144861648351233,0.6788580756500159,30
133,0.9123200313147887,0.6759634164085607,30
134,0.9000639594234888,0.6562344088794192,30
135,0.9152181675474121,0.6712074925871468,30
136,0.9040061909331234,0.6731020740665618,30
137,0.9047627503800976,0.6922285743205183,30
138,0.9155297893772186,0.6754327204081871,30
139,0.9111562600052097,0.6864306684654511,30
140,0.9170763774317708,0.6860727821779324,30
141,0.9155074040684711,0.6865304388153676,30
142,0.9172637265830754,0.691491413045247,30
143,0.9113368532918485,0.6930130037924731,30
144,0.8827918864569713,0.6576954637929475,30
145,0.9163614707278606,0.6941932326660724,30
146,0.9092089446676175,0.6695588272918069,30
147,0.9102653947667916,0.6714733998845311,30
148,0.9205399303207514,0.6776577607636559,30
149,0.9186507864411313,0.6938819905038013,30
150,0.9185093735996507,0.6854225917265596,30
151,0.9099184294321528,0.6860026021252563,30
152,0.9061378077483253,0.6532787868898887,30
153,0.8972212358638418,0.6683150763315573,30
154,0.8992421341427806,0.6764200800478839,30
155,0.9157044099959866,0.690720721293498,30
156,0.9075289587542572,0.661564818975322,30
157,0.9243486084346182,0.6934248885041345,30
158,0.9044687791508028,0.6762560607947701,30
159,0.9073638148535716,0.6919889809584151,30
160,0.9155552026887566,0.6796725260869647,30
161,0.9146182898202263,0.6649226644604487,30
162,0.918320479144945,0.6663634740807162,30
163,0.9120769832932254,0.682988382140935,30
164,0.9050116519243147,0.6586158456992297,30
165,0.853555963346626,0.63846119428331,29
166,0.9011138230178439,0.6971718863330447,29
167,0.9135782075441907,0.672729229019092,29
168,0.911360287235855,0.6572167448535852,29
169,0.9185833649509326,0.6664977662763587,29
170,0.9271752587846556,0.6806754627071645,29
171,0.9224946239767251,0.6900358236111488,29
172,0.9259694154860758,0.6853159133439835,29
173,0.9237160289933114,0.6861574502082477,29
174,0.9123100180339341,0.6881821285433474,29
175,0.907438123174031,0.6780408743016733,29
176,0.9047470803007507,0.6652979210758092,29
177,0.9159730106306516,0.6398105090724227,29
178,0.9028912563828637,0.6774678813349768,29
179,0.9230742685801132,0.6864508538585875,29
180,0.9246084267302112,0.6574836534383957,29
181,0.9001085507051597,0.6403374939978037,29
182,0.9188844423033071,0.678957929862861,29
183,0.929960979249275,0.7018061325633027,29
184,0.9194271229487783,0.6705688465051896,29
185,0.9183609336906143,0.6916559404826699,29
186,0.9188594635566114,0.6914133190840259,29
187,0.90234110602774,0.6876355458606486,29
188,0.9101967384396574,0.649818683130464,29
189,0.9225798257253682,0.6856290849715163,29
190,0.9211161592221271,0.6710933235409768,29
191,0.9241641317396729,0.6898879796425057,29
192,0.9085720968670683,0.668254257435973,29
193,0.9237311290211461,0.676901042174863,29
194,0.9152008992072799,0.6488198356558956,29
195,0.9248427287591979,0.6772379335596432,29
196,0.9176296362512332,0.6807980399007164,29
197,0.9211230886422772,0.6702437935116696,29
198,0.9266832474580523,0.6822168896467107,29
199,0.9060599868033992,0.6747183948419363,29
200,0.9221820496647347,0.6586785959255901,29
