field,中文名,score
system_losses_mw,系统网损,21573.77734375
area_2_fuel_natural_gas_mw,区域2燃气出力,9770.556640625
area_3_fuel_solar_mw,区域3光伏出力,7858.09814453125
area_1_fuel_natural_gas_mw,区域1燃气出力,4338.22705078125
area_1_fuel_wind_mw,区域1风电出力,3160.163330078125
reserve_spin_r1_mw,区域1旋转备用,1549.185302734375
gen_fuel_hydro_mw,水电出力,1348.658935546875
area_1_fuel_solar_mw,区域1光伏出力,982.4249877929688
area_1_load_day_ahead_mw,区域1日前负荷,623.0106201171875
area_1_load_actual_mw,区域1实时负荷,411.0473327636719
gen_fuel_wind_mw,风电出力,175.4221649169922
area_1_generation_mw,区域1发电总量,120.41516876220703
gen_fuel_solar_mw,光伏出力,104.82865142822266
area_2_fuel_hydro_mw,区域2水电出力,96.84546661376953
area_2_load_day_ahead_mw,区域2日前负荷,87.71592712402344
gen_fuel_coal_mw,燃煤出力,87.71592712402344
area_1_fuel_hydro_mw,区域1水电出力,87.71592712402344
area_3_fuel_hydro_mw,区域3水电出力,84.30980682373047
area_3_fuel_coal_mw,区域3燃煤出力,84.30980682373047
gen_fuel_natural_gas_mw,燃气出力,79.44701385498047
gen_fuel_nuclear_mw,核电出力,79.44701385498047
area_1_fuel_nuclear_mw,区域1核电出力,79.44701385498047
reserve_spin_r2_mw,区域2旋转备用,77.88922882080078
area_2_load_actual_mw,区域2实时负荷,76.36199188232422
area_2_fuel_solar_mw,区域2光伏出力,74.86470031738281
area_2_generation_mw,区域2发电总量,74.86470031738281
area_1_fuel_coal_mw,区域1燃煤出力,74.86470031738281
area_3_fuel_wind_mw,区域3风电出力,73.39675903320312
area_3_load_actual_mw,区域3实时负荷,73.39675903320312
area_2_fuel_coal_mw,区域2燃煤出力,71.95761108398438
area_3_fuel_natural_gas_mw,区域3燃气出力,69.16340637207031
area_3_generation_mw,区域3发电总量,69.16340637207031
reserve_reg_up_mw,调频上备用,67.80726623535156
hour_of_day,小时,66.47770690917969
system_load_day_ahead_mw,系统日前负荷,63.896297454833984
area_3_load_day_ahead_mw,区域3日前负荷,63.896297454833984
system_generation_mw,系统发电量,62.643428802490234
month_of_year,月份,62.643428802490234
is_weekend,是否周末,62.643428802490234
reserve_spin_r3_mw,区域3旋转备用,61.41512680053711
reserve_reg_down_mw,调频下备用,61.41512680053711
system_load_actual_mw,系统实时负荷,60.21091079711914
day_of_week,星期,60.21091079711914
