方法,说明,n,前n个字段
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.8845211411443584,gross_inadv_interchange_mw|gen_fuel_nuclear_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gross_sched_interchange_mw|gen_fuel_other_renewables_mw|net_actual_interchange_mw|gen_fuel_multiple_fuels_pct|metered_load_mw|total_losses|gen_fuel_oil_pct|da_as_as_req_mw_synchronized_reserve|gen_fuel_solar_pct|gen_fuel_hydro_mw|marginal_loss_price_da|da_as_ss_mw_primary_reserve|congestion_price_da|total_pjm_reg_purchases|congestion_price_rt
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.8777705762940529,gross_inadv_interchange_mw|total_pjm_reg_purchases|gross_sched_interchange_mw|da_as_ss_mw_primary_reserve|gen_fuel_coal_pct|gen_fuel_solar_mw|gen_fuel_other_renewables_mw|gen_fuel_gas_pct|gen_fuel_multiple_fuels_mw|total_losses|gen_fuel_gas_mw|net_actual_interchange_mw|gen_fuel_nuclear_mw|congestion_price_rt|da_as_as_req_mw_synchronized_reserve|net_sched_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_nsr_mw_primary_reserve
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.886662735699358,gross_inadv_interchange_mw|gross_sched_interchange_mw|total_pjm_reg_purchases|gen_fuel_nuclear_mw|gen_fuel_multiple_fuels_pct|gen_fuel_oil_mw|gen_fuel_hydro_mw|net_sched_interchange_mw|gen_fuel_gas_pct|total_losses|net_actual_interchange_mw|gen_fuel_coal_mw|gen_fuel_other_renewables_mw|da_as_mcp_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_hydro_pct|metered_load_mw|gen_fuel_multiple_fuels_mw|prelim_load_avg_hourly
XGBoost,树模型特征重要性（2016）,0.8862190434744545,gross_inadv_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_hydro_pct|gross_sched_interchange_mw|total_pjm_reg_purchases|gen_fuel_gas_mw|gen_fuel_nuclear_mw|net_sched_interchange_mw|da_as_as_req_mw_primary_reserve|gen_fuel_multiple_fuels_mw|gen_fuel_multiple_fuels_pct|prelim_load_avg_hourly|net_actual_interchange_mw|gen_fuel_gas_pct|gen_fuel_solar_mw|gen_fuel_other_renewables_mw|gen_fuel_coal_mw|total_pjm_rt_load_mwh|forecast_load_mw_latest_available
Lasso,线性稀疏（1996）,0.8918154688671427,gross_inadv_interchange_mw|gen_fuel_gas_mw|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_gas_pct|gen_fuel_solar_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_solar_mw|gross_sched_interchange_mw|total_pjm_reg_purchases|gen_fuel_coal_pct|da_as_as_req_mw_thirty_minutes_reserve|total_losses|net_actual_interchange_mw|gen_fuel_other_renewables_mw|gen_fuel_oil_mw|gen_fuel_hydro_pct|gen_fuel_other_renewables_pct
Pearson,相关系数排序（只看两两关系）,0.8524574665881937,gross_inadv_interchange_mw|gross_sched_interchange_mw|total_losses|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_coal_pct|total_pjm_reg_purchases|prelim_load_avg_hourly|metered_load_mw|forecast_load_mw_latest_available|total_gen|total_pjm_rt_load_mwh|gen_fuel_gas_mw|total_pjm_assigned_reg|gen_fuel_solar_pct|total_lmp_da|system_energy_price_da|gen_fuel_nuclear_pct|solar_generation_mw
