n,test_r2
2,0.7206077356315228
4,0.873644439607837
6,0.8536682006604119
8,0.8751095055642286
10,0.8641240843711525
12,0.8665114168713629
14,0.8461613406784393
16,0.8497544168752166
17,0.8531171046113242
