wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.86980444,0.70891416,0.9857148,0.90507424,0.8214212,0.7228161,0.8170689,0.98607403,0.70861554,0.73869634,0.7188127,0.82479435,0.89633477,0.7609942,0.7716684,0.6981215,0.917241,1.0959128,0.75320184,0.7737892,0.7044081,0.98706,0.88938123,0.7692764,0.8138556,0.9734091,0.88613266,0.73075336,0.680656,0.72567904,0.8754354,0.7333621,0.78206694,1.098,0.7944874,0.88302875,0.73522013,0.80813795,0.77221596,0.8381537,0.7280983,0.6990357,1.1974313,1.0534712,0.9711564,0.77648735,0.6935644,0.9121148,0.75655377
0.7121796,0.52360415,0.8732927,0.7685939,0.72439265,0.5485654,0.75031734,0.8823392,0.5946502,0.56967354,0.55334073,0.68609136,0.74570906,0.73442745,0.6686717,0.56547457,0.8195798,1.047041,0.5808811,0.5841628,0.53184754,0.91141266,0.74388313,0.6423985,0.6662268,0.88011575,0.7869048,0.56041867,0.50182337,0.5583608,0.8126049,0.53719026,0.6446115,1.0175717,0.6380498,0.76048476,0.5975292,0.64686793,0.6634625,0.7689649,0.53843606,0.51311797,1.2210121,0.99016917,0.9209462,0.71481496,0.5569447,0.9197962,0.63374007
0.5868041,0.4079431,0.7755939,0.69674546,0.6670982,0.43706048,0.7008593,0.8414701,0.5262911,0.4894806,0.40316328,0.58723396,0.6328833,0.7076314,0.5704565,0.5046707,0.7195164,0.9957041,0.489725,0.44628116,0.41235554,0.8395891,0.66151834,0.57857007,0.5422563,0.7929253,0.7187692,0.4512843,0.37517706,0.45041573,0.7176673,0.40463474,0.60511845,0.977358,0.5420536,0.6969418,0.536845,0.5313406,0.59212756,0.6951648,0.39918235,0.36828882,1.2197607,0.944978,0.88521,0.67607653,0.44520113,0.82472414,0.50838727
0.48857573,0.31565192,0.67243725,0.6045975,0.6350476,0.36319333,0.6552795,0.7906876,0.48291108,0.41403344,0.3118169,0.51182276,0.5246459,0.67658454,0.48982534,0.4543475,0.6355613,0.95989084,0.4104816,0.34247103,0.3148523,0.8002274,0.5670152,0.51491576,0.44369385,0.7141417,0.64471674,0.36612448,0.2876308,0.36448824,0.64768225,0.31333846,0.571152,0.93733543,0.4360354,0.60567254,0.4513068,0.42096445,0.54443043,0.6553069,0.29450506,0.25850093,1.2098194,0.9261647,0.85160893,0.65362066,0.35758954,0.74577075,0.41934037
0.40644187,0.25033346,0.5836883,0.56376773,0.609255,0.30544433,0.61688566,0.7393261,0.44589382,0.36163497,0.23420483,0.4469654,0.43864906,0.65439725,0.42777136,0.42465556,0.57269114,0.9179257,0.34411788,0.2611954,0.23482308,0.7652696,0.49139813,0.46712175,0.36584687,0.65486765,0.58444345,0.3045281,0.21659712,0.29796624,0.5570298,0.24211101,0.548542,0.9076471,0.35842952,0.53708285,0.40114927,0.33335114,0.49112773,0.63026685,0.21586134,0.17326865,1.1936514,0.8873449,0.7999416,0.6147493,0.29157448,0.70620525,0.35693642
0.3361453,0.19389719,0.5201766,0.51847196,0.56990296,0.26519772,0.58869475,0.6766063,0.41847244,0.31990838,0.16942215,0.39915136,0.37774044,0.6289542,0.3705694,0.4125765,0.5105915,0.89168006,0.2885854,0.19420652,0.17674842,0.72673726,0.4142424,0.37512356,0.28970882,0.60090935,0.51334053,0.2570636,0.16147442,0.24210462,0.51918477,0.18541473,0.5340449,0.89614046,0.29741567,0.48531777,0.37806964,0.26602527,0.44219944,0.60141623,0.15607664,0.11192498,1.1842538,0.8503948,0.76721126,0.5909409,0.23802921,0.6615591,0.30332938
0.285584,0.15810205,0.47787005,0.4981686,0.53686774,0.22041722,0.57151747,0.64113253,0.39630198,0.30575687,0.123064294,0.36204413,0.3232693,0.606327,0.32960197,0.3799681,0.46887058,0.85683846,0.24637054,0.14649558,0.13265714,0.69956815,0.3710578,0.3411083,0.23951139,0.55732507,0.4648491,0.20856515,0.1148148,0.19027637,0.48026094,0.14063525,0.50272185,0.8627207,0.24718155,0.42628706,0.34134996,0.21458006,0.402899,0.56808156,0.11176409,0.07024623,1.1720077,0.80109406,0.7264958,0.5667074,0.18999356,0.62251717,0.26092646
0.23606192,0.12040277,0.43202662,0.47333935,0.52520293,0.18639936,0.5590645,0.6005339,0.38585413,0.27534163,0.08924296,0.32213217,0.2782041,0.59254676,0.27783898,0.37635142,0.43160737,0.80053985,0.20799415,0.10651069,0.0942287,0.6744609,0.32525933,0.30449426,0.19439481,0.51487,0.4435408,0.18447399,0.080011696,0.15625654,0.4338844,0.10173276,0.4774593,0.8291937,0.20778243,0.38720578,0.32581088,0.17225318,0.37531248,0.5657578,0.07365991,0.042097863,1.148798,0.76975477,0.69859654,0.53746253,0.15487391,0.5891697,0.22806002
0.20223059,0.09116197,0.40123183,0.46159393,0.48891035,0.16027272,0.5473948,0.57316494,0.37067702,0.2537994,0.06422616,0.2891158,0.25139916,0.5792891,0.23976065,0.36326852,0.40037996,0.7747771,0.1731597,0.07499462,0.06687138,0.6549994,0.2816401,0.26629236,0.15882964,0.48138386,0.41488624,0.1646987,0.056152944,0.12943323,0.39733315,0.07367399,0.45970592,0.82510686,0.17354468,0.3606449,0.3168307,0.14024122,0.3434566,0.54691035,0.047678206,0.024086045,1.1477314,0.7233558,0.6525423,0.49997115,0.1300588,0.5761644,0.20146567
