head_id,anchor,group_size,candidate_group,residual_val_mse,residual_val_r2,reconstructed_y_val_mse,reconstructed_y_val_r2,anchor_sensitivity,anchor_status,threshold_ratio
0,gen_fuel_other_renewables_mw,2,gen_fuel_other_renewables_mw;metered_load_mw,0.5161800384521484,0.4933338463306427,842235.625,0.8746283650398254,0.02454066276550293,active_anchor,0.25
1,congestion_price_da,2,congestion_price_da;metered_load_mw,0.5159568786621094,0.4935527741909027,841871.6875,0.8746825456619263,0.0036330819129943848,active_anchor,0.25
2,total_losses,2,total_losses;metered_load_mw,0.5227589011192322,0.486876517534256,852969.6875,0.8730305433273315,0.04914975166320801,active_anchor,0.25
3,system_energy_price_da,2,system_energy_price_da;metered_load_mw,0.5145053267478943,0.49497732520103455,839502.8125,0.8750350475311279,0.023619771003723145,active_anchor,0.25
4,total_pjm_self_sched_reg,2,total_pjm_self_sched_reg;metered_load_mw,0.5206380486488342,0.48895782232284546,849509.1875,0.8735455274581909,0.0006037354469299316,active_anchor,0.25
5,total_lmp_da,2,total_lmp_da;metered_load_mw,0.5161612033843994,0.49335214495658875,842205.8125,0.8746328949928284,0.02523171901702881,active_anchor,0.25
6,total_pjm_loc_credit,2,total_pjm_loc_credit;metered_load_mw,0.5241261720657349,0.4855336844921112,855201.625,0.8726982474327087,-0.004683315753936768,inactive_or_dummy_anchor,0.25
7,gross_inadv_interchange_mw,2,gross_inadv_interchange_mw;metered_load_mw,0.5229131579399109,0.4867244064807892,853222.875,0.8729928731918335,0.03754830360412598,active_anchor,0.25
8,gen_fuel_multiple_fuels_mw,2,gen_fuel_multiple_fuels_mw;metered_load_mw,0.5243820548057556,0.48528265953063965,855619.5,0.8726361393928528,0.0631210207939148,active_anchor,0.25
9,gen_fuel_multiple_fuels_pct,2,gen_fuel_multiple_fuels_pct;metered_load_mw,0.5181695818901062,0.4913809895515442,845481.625,0.8741451501846313,0.0536346435546875,active_anchor,0.25
10,rmccp,2,rmccp;metered_load_mw,0.5232324600219727,0.4864107668399811,853743.75,0.8729152679443359,-0.0002779364585876465,inactive_or_dummy_anchor,0.25
11,congestion_price_rt,2,congestion_price_rt;metered_load_mw,0.5189858078956604,0.49057894945144653,846814.6875,0.8739466667175293,-0.003778994083404541,inactive_or_dummy_anchor,0.25
12,marginal_loss_price_rt,2,marginal_loss_price_rt;metered_load_mw,0.5218371748924255,0.48777979612350464,851467.375,0.8732540607452393,0.004412531852722168,active_anchor,0.25
13,da_as_total_mw_thirty_minutes_reserve,2,da_as_total_mw_thirty_minutes_reserve;metered_load_mw,0.5172309875488281,0.49230194091796875,843950.5,0.8743730187416077,0.029019415378570557,active_anchor,0.25
14,total_pjm_rmccp_cr,2,total_pjm_rmccp_cr;metered_load_mw,0.5157110691070557,0.49379396438598633,841470.5625,0.8747422099113464,0.0021242499351501465,active_anchor,0.25
15,marginal_loss_price_da,2,marginal_loss_price_da;metered_load_mw,0.5273435115814209,0.4823758602142334,860450.8125,0.8719168901443481,0.004549562931060791,active_anchor,0.25
16,net_inadv_interchange_mw,2,net_inadv_interchange_mw;metered_load_mw,0.5190870761871338,0.4904797077178955,846979.375,0.8739221096038818,0.004867672920227051,active_anchor,0.25
