center,method,protected_feature_count,l1_selected_count,feature_count,best_test_r2,final_test_r2,best_epoch,output_dir,l1_run_dir
net_actual_interchange_mw,L1GateDNN,3,0,3,0.9999969601631165,0.9999958276748657,128,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_net_actual_interchange_mw\L1GateDNN,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_net_actual_interchange_mw\L1GateDNN\baseline_l1_20260517_162900
net_actual_interchange_mw,NMI,3,0,3,0.9987329244613647,0.9987167716026306,70,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_net_actual_interchange_mw\NMI,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_net_actual_interchange_mw\L1GateDNN\baseline_l1_20260517_162900
net_actual_interchange_mw,Pearson,3,0,3,0.9988201260566711,0.998677670955658,129,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_net_actual_interchange_mw\Pearson,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_net_actual_interchange_mw\L1GateDNN\baseline_l1_20260517_162900
net_actual_interchange_mw,Spearman,3,0,3,0.9987079501152039,0.9986805319786072,104,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_net_actual_interchange_mw\Spearman,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_net_actual_interchange_mw\L1GateDNN\baseline_l1_20260517_162900
net_actual_interchange_mw,Lasso,3,0,3,0.9991536736488342,0.9991477131843567,131,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_net_actual_interchange_mw\Lasso,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_net_actual_interchange_mw\L1GateDNN\baseline_l1_20260517_162900
net_actual_interchange_mw,ElasticNet,3,0,3,0.9991073608398438,0.999008059501648,67,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_net_actual_interchange_mw\ElasticNet,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_net_actual_interchange_mw\L1GateDNN\baseline_l1_20260517_162900
net_actual_interchange_mw,RandomForest,3,0,3,0.9999980330467224,0.9999757409095764,139,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_net_actual_interchange_mw\RandomForest,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_net_actual_interchange_mw\L1GateDNN\baseline_l1_20260517_162900
net_actual_interchange_mw,XGBoost,3,0,3,0.9987534284591675,0.9987034797668457,141,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_net_actual_interchange_mw\XGBoost,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_net_actual_interchange_mw\L1GateDNN\baseline_l1_20260517_162900
gross_actual_interchange_mw,L1GateDNN,32,32,32,0.8766779899597168,0.8719581365585327,100,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_gross_actual_interchange_mw\L1GateDNN,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_gross_actual_interchange_mw\L1GateDNN\run_20260516_222755
gross_actual_interchange_mw,NMI,32,32,32,0.8301102519035339,0.8216299414634705,148,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_gross_actual_interchange_mw\NMI,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_gross_actual_interchange_mw\L1GateDNN\run_20260516_222755
gross_actual_interchange_mw,Pearson,32,32,32,0.842228353023529,0.8331092596054077,83,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_gross_actual_interchange_mw\Pearson,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_gross_actual_interchange_mw\L1GateDNN\run_20260516_222755
gross_actual_interchange_mw,Spearman,32,32,32,0.8318355083465576,0.8275547623634338,123,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_gross_actual_interchange_mw\Spearman,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_gross_actual_interchange_mw\L1GateDNN\run_20260516_222755
gross_actual_interchange_mw,Lasso,32,32,32,0.8690083622932434,0.8654978275299072,92,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_gross_actual_interchange_mw\Lasso,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_gross_actual_interchange_mw\L1GateDNN\run_20260516_222755
gross_actual_interchange_mw,ElasticNet,32,32,32,0.8706979751586914,0.8669151067733765,149,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_gross_actual_interchange_mw\ElasticNet,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_gross_actual_interchange_mw\L1GateDNN\run_20260516_222755
gross_actual_interchange_mw,RandomForest,32,32,32,0.8846615552902222,0.8836585283279419,142,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_gross_actual_interchange_mw\RandomForest,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_gross_actual_interchange_mw\L1GateDNN\run_20260516_222755
gross_actual_interchange_mw,XGBoost,32,32,32,0.8799181580543518,0.8799181580543518,150,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_gross_actual_interchange_mw\XGBoost,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_gross_actual_interchange_mw\L1GateDNN\run_20260516_222755
net_sched_interchange_mw,L1GateDNN,3,0,3,0.999997079372406,0.9999855756759644,147,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_net_sched_interchange_mw\L1GateDNN,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_net_sched_interchange_mw\L1GateDNN\baseline_l1_20260517_163604
net_sched_interchange_mw,NMI,3,0,3,0.9987593293190002,0.9987381100654602,104,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_net_sched_interchange_mw\NMI,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_net_sched_interchange_mw\L1GateDNN\baseline_l1_20260517_163604
net_sched_interchange_mw,Pearson,3,0,3,0.998848021030426,0.9986831545829773,129,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_net_sched_interchange_mw\Pearson,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_net_sched_interchange_mw\L1GateDNN\baseline_l1_20260517_163604
net_sched_interchange_mw,Spearman,3,0,3,0.9987579584121704,0.9986421465873718,104,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_net_sched_interchange_mw\Spearman,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_net_sched_interchange_mw\L1GateDNN\baseline_l1_20260517_163604
net_sched_interchange_mw,Lasso,3,0,3,0.9987657070159912,0.9985772967338562,129,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_net_sched_interchange_mw\Lasso,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_net_sched_interchange_mw\L1GateDNN\baseline_l1_20260517_163604
net_sched_interchange_mw,ElasticNet,3,0,3,0.9987447261810303,0.9986051321029663,122,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_net_sched_interchange_mw\ElasticNet,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_net_sched_interchange_mw\L1GateDNN\baseline_l1_20260517_163604
net_sched_interchange_mw,RandomForest,3,0,3,0.999998152256012,0.9999962449073792,143,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_net_sched_interchange_mw\RandomForest,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_net_sched_interchange_mw\L1GateDNN\baseline_l1_20260517_163604
net_sched_interchange_mw,XGBoost,3,0,3,0.9987434148788452,0.9986875653266907,128,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_net_sched_interchange_mw\XGBoost,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_net_sched_interchange_mw\L1GateDNN\baseline_l1_20260517_163604
total_gen,L1GateDNN,3,0,3,0.9999411106109619,0.9999198913574219,145,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_gen\L1GateDNN,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_gen\L1GateDNN\baseline_l1_20260517_164012
total_gen,NMI,3,0,3,0.9842101335525513,0.9840709567070007,128,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_gen\NMI,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_gen\L1GateDNN\baseline_l1_20260517_164012
total_gen,Pearson,3,0,3,0.981312096118927,0.981156587600708,146,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_gen\Pearson,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_gen\L1GateDNN\baseline_l1_20260517_164012
total_gen,Spearman,3,0,3,0.981312096118927,0.981156587600708,146,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_gen\Spearman,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_gen\L1GateDNN\baseline_l1_20260517_164012
total_gen,Lasso,3,0,3,0.9999634623527527,0.9999365210533142,145,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_gen\Lasso,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_gen\L1GateDNN\baseline_l1_20260517_164012
total_gen,ElasticNet,3,0,3,0.9813670516014099,0.9811282753944397,146,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_gen\ElasticNet,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_gen\L1GateDNN\baseline_l1_20260517_164012
total_gen,RandomForest,3,0,3,0.9813432693481445,0.9812004566192627,146,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_gen\RandomForest,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_gen\L1GateDNN\baseline_l1_20260517_164012
total_gen,XGBoost,3,0,3,0.9813432693481445,0.9812004566192627,146,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_gen\XGBoost,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_gen\L1GateDNN\baseline_l1_20260517_164012
metered_load_mw,L1GateDNN,3,0,3,0.9999383687973022,0.99991774559021,102,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_metered_load_mw\L1GateDNN,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_metered_load_mw\L1GateDNN\baseline_l1_20260517_164416
metered_load_mw,NMI,3,0,3,0.9999103546142578,0.9998965263366699,131,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_metered_load_mw\NMI,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_metered_load_mw\L1GateDNN\baseline_l1_20260517_164416
metered_load_mw,Pearson,3,0,3,0.9999096393585205,0.9999027252197266,99,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_metered_load_mw\Pearson,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_metered_load_mw\L1GateDNN\baseline_l1_20260517_164416
metered_load_mw,Spearman,3,0,3,0.9999096393585205,0.9999027252197266,99,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_metered_load_mw\Spearman,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_metered_load_mw\L1GateDNN\baseline_l1_20260517_164416
metered_load_mw,Lasso,3,0,3,0.9999355673789978,0.9999321699142456,148,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_metered_load_mw\Lasso,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_metered_load_mw\L1GateDNN\baseline_l1_20260517_164416
metered_load_mw,ElasticNet,3,0,3,0.999910831451416,0.9999030232429504,149,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_metered_load_mw\ElasticNet,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_metered_load_mw\L1GateDNN\baseline_l1_20260517_164416
metered_load_mw,RandomForest,3,0,3,0.9999093413352966,0.9998934268951416,149,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_metered_load_mw\RandomForest,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_metered_load_mw\L1GateDNN\baseline_l1_20260517_164416
metered_load_mw,XGBoost,3,0,3,0.9999096393585205,0.9999027252197266,99,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_metered_load_mw\XGBoost,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_metered_load_mw\L1GateDNN\baseline_l1_20260517_164416
total_losses,L1GateDNN,20,20,20,0.9501453638076782,0.9474750757217407,134,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_losses\L1GateDNN,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_losses\L1GateDNN\run_20260516_224108
total_losses,NMI,20,20,20,0.9202766418457031,0.9100637435913086,149,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_losses\NMI,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_losses\L1GateDNN\run_20260516_224108
total_losses,Pearson,20,20,20,0.9163496494293213,0.9163496494293213,150,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_losses\Pearson,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_losses\L1GateDNN\run_20260516_224108
total_losses,Spearman,20,20,20,0.915630042552948,0.9114364981651306,148,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_losses\Spearman,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_losses\L1GateDNN\run_20260516_224108
total_losses,Lasso,20,20,20,0.9189963340759277,0.9153372049331665,145,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_losses\Lasso,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_losses\L1GateDNN\run_20260516_224108
total_losses,ElasticNet,20,20,20,0.9018310904502869,0.898859977722168,145,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_losses\ElasticNet,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_losses\L1GateDNN\run_20260516_224108
total_losses,RandomForest,20,20,20,0.9435119032859802,0.9435119032859802,150,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_losses\RandomForest,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_losses\L1GateDNN\run_20260516_224108
total_losses,XGBoost,20,20,20,0.9359040856361389,0.9199134111404419,132,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_losses\XGBoost,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_losses\L1GateDNN\run_20260516_224108
congestion_price_da,L1GateDNN,3,2,3,0.9999180436134338,0.9999180436134338,150,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_congestion_price_da\L1GateDNN,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_congestion_price_da\L1GateDNN\baseline_l1_20260517_165108
