center,method,protected_feature_count,l1_selected_count,feature_count,best_test_r2,final_test_r2,best_epoch,output_dir,l1_run_dir
total_lmp_da,L1GateDNN,3,1,3,0.9999889731407166,0.9998149871826172,112,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_lmp_da\L1GateDNN,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_lmp_da\L1GateDNN\baseline_l1_20260517_170205
total_lmp_da,NMI,3,1,3,0.9873883724212646,0.9873300790786743,62,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_lmp_da\NMI,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_lmp_da\L1GateDNN\baseline_l1_20260517_170205
total_lmp_da,Pearson,3,1,3,0.9877246022224426,0.9830549359321594,66,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_lmp_da\Pearson,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_lmp_da\L1GateDNN\baseline_l1_20260517_170205
total_lmp_da,Spearman,3,1,3,0.9874314069747925,0.986801028251648,142,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_lmp_da\Spearman,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_lmp_da\L1GateDNN\baseline_l1_20260517_170205
total_lmp_da,Lasso,3,1,3,0.9999195337295532,0.9998488426208496,104,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_lmp_da\Lasso,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_lmp_da\L1GateDNN\baseline_l1_20260517_170205
total_lmp_da,ElasticNet,3,1,3,0.9999889731407166,0.9998149871826172,112,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_lmp_da\ElasticNet,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_lmp_da\L1GateDNN\baseline_l1_20260517_170205
total_lmp_da,RandomForest,3,1,3,0.9999169111251831,0.9996612071990967,149,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_lmp_da\RandomForest,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_lmp_da\L1GateDNN\baseline_l1_20260517_170205
total_lmp_da,XGBoost,3,1,3,0.9887772798538208,0.9881106019020081,101,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_total_lmp_da\XGBoost,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_total_lmp_da\L1GateDNN\baseline_l1_20260517_170205
da_as_total_mw_primary_reserve,L1GateDNN,3,0,3,0.9999982118606567,0.9999789595603943,136,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_da_as_total_mw_primary_reserve\L1GateDNN,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_da_as_total_mw_primary_reserve\L1GateDNN\baseline_l1_20260517_170724
da_as_total_mw_primary_reserve,NMI,3,0,3,0.9999990463256836,0.9999939799308777,141,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_da_as_total_mw_primary_reserve\NMI,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_da_as_total_mw_primary_reserve\L1GateDNN\baseline_l1_20260517_170724
da_as_total_mw_primary_reserve,Pearson,3,0,3,0.9999983906745911,0.9999569058418274,127,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_da_as_total_mw_primary_reserve\Pearson,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_da_as_total_mw_primary_reserve\L1GateDNN\baseline_l1_20260517_170724
da_as_total_mw_primary_reserve,Spearman,3,0,3,0.9999990463256836,0.9999939799308777,141,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_da_as_total_mw_primary_reserve\Spearman,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_da_as_total_mw_primary_reserve\L1GateDNN\baseline_l1_20260517_170724
da_as_total_mw_primary_reserve,Lasso,3,0,3,0.9999971985816956,0.9999856352806091,144,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_da_as_total_mw_primary_reserve\Lasso,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_da_as_total_mw_primary_reserve\L1GateDNN\baseline_l1_20260517_170724
da_as_total_mw_primary_reserve,ElasticNet,3,0,3,0.9999991655349731,0.9999891519546509,149,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_da_as_total_mw_primary_reserve\ElasticNet,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_da_as_total_mw_primary_reserve\L1GateDNN\baseline_l1_20260517_170724
da_as_total_mw_primary_reserve,RandomForest,3,0,3,0.9999991655349731,0.9999891519546509,149,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_da_as_total_mw_primary_reserve\RandomForest,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_da_as_total_mw_primary_reserve\L1GateDNN\baseline_l1_20260517_170724
da_as_total_mw_primary_reserve,XGBoost,3,0,3,0.9999969005584717,0.9999669194221497,141,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_da_as_total_mw_primary_reserve\XGBoost,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_da_as_total_mw_primary_reserve\L1GateDNN\baseline_l1_20260517_170724
da_as_total_mw_thirty_minutes_reserve,L1GateDNN,3,0,3,0.9999976754188538,0.9999721050262451,124,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_da_as_total_mw_thirty_minutes_reserve\L1GateDNN,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_da_as_total_mw_thirty_minutes_reserve\L1GateDNN\baseline_l1_20260517_171410
da_as_total_mw_thirty_minutes_reserve,NMI,3,0,3,0.9999945759773254,0.9999875426292419,146,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_da_as_total_mw_thirty_minutes_reserve\NMI,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_da_as_total_mw_thirty_minutes_reserve\L1GateDNN\baseline_l1_20260517_171410
da_as_total_mw_thirty_minutes_reserve,Pearson,3,0,3,0.999995768070221,0.999987006187439,120,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_da_as_total_mw_thirty_minutes_reserve\Pearson,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_da_as_total_mw_thirty_minutes_reserve\L1GateDNN\baseline_l1_20260517_171410
da_as_total_mw_thirty_minutes_reserve,Spearman,3,0,3,0.9999982118606567,0.9999971985816956,147,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_da_as_total_mw_thirty_minutes_reserve\Spearman,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_da_as_total_mw_thirty_minutes_reserve\L1GateDNN\baseline_l1_20260517_171410
da_as_total_mw_thirty_minutes_reserve,Lasso,3,0,3,0.9999979138374329,0.9999869465827942,140,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_da_as_total_mw_thirty_minutes_reserve\Lasso,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_da_as_total_mw_thirty_minutes_reserve\L1GateDNN\baseline_l1_20260517_171410
da_as_total_mw_thirty_minutes_reserve,ElasticNet,3,0,3,0.9999980926513672,0.9999637007713318,119,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_da_as_total_mw_thirty_minutes_reserve\ElasticNet,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_da_as_total_mw_thirty_minutes_reserve\L1GateDNN\baseline_l1_20260517_171410
da_as_total_mw_thirty_minutes_reserve,RandomForest,3,0,3,0.9999958276748657,0.9999924898147583,140,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_da_as_total_mw_thirty_minutes_reserve\RandomForest,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_da_as_total_mw_thirty_minutes_reserve\L1GateDNN\baseline_l1_20260517_171410
da_as_total_mw_thirty_minutes_reserve,XGBoost,3,0,3,0.9999954700469971,0.9999954700469971,150,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_da_as_total_mw_thirty_minutes_reserve\XGBoost,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_da_as_total_mw_thirty_minutes_reserve\L1GateDNN\baseline_l1_20260517_171410
