wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw
1.6061696e-08,0.11418368,0.1572871,1.1464278e-13,0.0023899132,1.5815795e-08,0.24878174,0.17062356,0.121574186,0.04201763,0.00038223606,0.12740429,0.11928677,0.18957843,0.18322034,0.18859114,0.002760561,1.6420967e-11,1.436938e-14,1.2983125e-08,7.423287e-21,0.120239556,1.3677515e-26,1.925183e-24,3.6756082e-24,3.064761e-12,0.049399804,0.10238412,0.048640136,0.0067623584,9.046638e-26,0.08812985,0.06195555,2.4129673e-05,0.10795483,1.3177537e-15,2.7780574e-22,2.995524e-08,7.88046e-26,0.067111425,0.08945831,2.8014207e-20,0.19429086,1.5340442e-22,4.96898e-13,5.2766627e-21,0.011462663
3.749352e-09,0.11346999,0.15337323,9.9361835e-15,0.0017301186,3.883518e-09,0.24348651,0.16953151,0.11964912,0.03971403,0.00021129292,0.12670751,0.11426234,0.18520176,0.18717748,0.19301526,0.0020269575,1.9335358e-12,9.878112e-16,2.931845e-09,1.3742161e-22,0.117615156,7.421835e-29,1.598745e-26,3.09469e-26,3.6548198e-13,0.04843809,0.10443295,0.04786875,0.005662686,5.974855e-28,0.085070394,0.061935198,1.12612615e-05,0.105508514,6.477198e-17,3.581605e-24,5.7226615e-09,4.4629464e-28,0.06456382,0.092470326,4.473085e-22,0.19069557,2.0430182e-24,4.686385e-14,9.228506e-23,0.011814473
7.832045e-10,0.113171615,0.15410176,7.108462e-16,0.0012013252,8.5679897e-10,0.24270253,0.16663478,0.11908805,0.03757477,0.00010674383,0.12598656,0.11405314,0.18736225,0.18094602,0.18884152,0.001443445,1.9278059e-13,5.4964385e-17,5.909274e-10,1.8323472e-24,0.1188604,2.5739673e-31,8.8558875e-29,1.7403661e-28,3.6944128e-14,0.045938037,0.10114614,0.047954082,0.0044044647,2.5727893e-30,0.08160384,0.061004758,4.9509126e-06,0.10823081,2.503625e-18,3.2144378e-26,9.626885e-10,1.6224538e-30,0.06756316,0.091261305,5.0737135e-24,0.19184229,1.8999433e-26,3.67423e-15,1.1563725e-24,0.013267365
1.4514119e-10,0.11140747,0.15075085,4.1309946e-17,0.0008196775,1.6842573e-10,0.24558648,0.16376668,0.118994996,0.034645524,5.0093193e-05,0.12145309,0.11460597,0.18638904,0.18188046,0.18447933,0.0010071528,1.605505e-14,2.431494e-18,1.0535802e-10,1.7067844e-26,0.11785026,5.448005e-34,3.143068e-31,6.2806033e-31,3.1229076e-15,0.043429688,0.09747302,0.049883436,0.003322327,6.916581e-33,0.08051832,0.064220235,2.046706e-06,0.107345365,7.4528876e-20,1.9397444e-28,1.4118766e-10,3.6176775e-33,0.06819243,0.089443825,3.958579e-26,0.18672656,1.1921573e-28,2.358225e-16,1.0062543e-26,0.014945712
2.3636135e-11,0.10786108,0.1520469,1.9160888e-18,0.00054141245,2.9232134e-11,0.23867178,0.16296087,0.115449056,0.031531688,2.1883005e-05,0.1226147,0.11549082,0.1838291,0.18090363,0.18866383,0.00067511806,1.10033e-15,8.3844145e-20,1.645598e-11,1.0731757e-28,0.11802927,6.673819e-37,6.8271536e-34,1.3896071e-33,2.1750978e-16,0.044709157,0.09808625,0.048392937,0.002384849,1.1046973e-35,0.08119896,0.06253473,7.9056656e-07,0.1004604,1.6697089e-21,7.567825e-31,1.785533e-11,4.695551e-36,0.06512056,0.09136854,2.0488182e-28,0.18580243,4.8553973e-31,1.21837715e-17,5.8714346e-29,0.016645392
3.3477607e-12,0.10646037,0.15092625,6.9574614e-20,0.00034415393,4.435421e-12,0.23590876,0.15897207,0.12195653,0.02887694,8.999686e-06,0.11917827,0.11378221,0.18411554,0.17402196,0.19147594,0.00043967296,6.105191e-17,2.2050319e-21,2.2279628e-12,4.382021e-31,0.11670861,4.44884e-40,8.610471e-37,1.7888165e-36,1.2281717e-17,0.045478337,0.09920122,0.047499258,0.0016473435,9.89836e-39,0.07920249,0.061994195,2.8426982e-07,0.1036638,2.7441574e-23,1.825674e-33,1.9239838e-12,3.338826e-39,0.0667207,0.08952838,6.7514734e-31,0.18223304,1.2282695e-33,4.974153e-19,2.208073e-31,0.017243097
4.0780297e-13,0.10906959,0.14872527,1.9358989e-21,0.00021375244,5.820417e-13,0.23394899,0.15675674,0.121562384,0.027560608,3.4363466e-06,0.11861819,0.113620736,0.18118718,0.17924404,0.18901148,0.00027787554,2.6936926e-18,4.3173698e-23,2.5847244e-13,1.1119607e-33,0.1160694,1.5e-43,5.93156e-40,1.260736e-39,5.522877e-19,0.044634875,0.0949727,0.050659183,0.0010858425,4.654e-42,0.07868313,0.060931213,9.461428e-08,0.10602429,3.2155805e-25,2.58766e-36,1.7434788e-13,1.211e-42,0.069254406,0.08870798,1.351784e-33,0.18336622,1.8350163e-36,1.5723235e-20,5.116285e-34,0.018360399
4.220363e-14,0.10525671,0.14562209,4.031351e-23,0.00012661157,6.528646e-14,0.23184606,0.15603979,0.12125837,0.024320256,1.2180686e-06,0.1205991,0.10897535,0.18689992,0.17083053,0.18462718,0.00016895714,9.2659215e-20,6.126913e-25,2.5373763e-14,1.6673967e-36,0.11513415,0.0,2.07e-43,4.53e-43,1.9394758e-20,0.043528877,0.09705141,0.047553647,0.00069069094,1e-45,0.0759302,0.061037626,2.8987742e-08,0.105168626,2.6023146e-27,2.031028e-39,1.3098062e-14,0.0,0.06673474,0.0902617,1.5583174e-36,0.17895515,1.527302e-39,3.7624232e-22,6.9363e-37,0.019143175
3.661438e-15,0.1068464,0.14928102,6.120094e-25,7.2512055e-05,6.179892e-15,0.22844563,0.15190543,0.1225418,0.022883015,3.9788023e-07,0.11649617,0.1102798,0.18426546,0.1695635,0.18298279,9.9023426e-05,2.4313712e-21,6.1163656e-27,2.0790104e-15,1.393855e-39,0.11535384,0.0,0.0,0.0,5.205011e-22,0.044415344,0.09519194,0.051432274,0.0004078415,0.0,0.076788776,0.061892018,8.121337e-09,0.10627659,1.4033264e-29,8.24e-43,8.031072e-16,0.0,0.06748139,0.09162393,9.71541e-40,0.18106368,6.61e-43,6.647409e-24,5.18228e-40,0.01851258
2.624294e-16,0.108087085,0.14927277,6.578239e-27,3.9749833e-05,4.8680545e-16,0.22730407,0.14862512,0.11795687,0.02091151,1.1933423e-07,0.11386184,0.11319615,0.1830599,0.16915037,0.1824307,5.563012e-05,4.750613e-23,4.1535093e-29,1.4005797e-16,6.07e-43,0.114774,0.0,0.0,0.0,1.0422681e-23,0.04086557,0.09173805,0.05103743,0.00023154094,0.0,0.07570151,0.058857616,2.0664275e-09,0.10132991,4.842504e-32,0.0,3.950553e-17,0.0,0.066937275,0.09003649,3.04e-43,0.17838722,0.0,8.4340176e-26,1.99e-43,0.01772736
1.5292755e-17,0.10619821,0.14373176,4.844927e-29,2.0863072e-05,3.1426865e-17,0.22741199,0.15456629,0.120083675,0.018564384,3.2674066e-08,0.115964636,0.10857615,0.1777624,0.16630383,0.18077937,2.9902048e-05,6.7288055e-25,1.8475804e-31,7.631141e-18,0.0,0.112738445,0.0,0.0,0.0,1.5163785e-25,0.042019665,0.090033315,0.051708084,0.00012568706,0.0,0.076554485,0.06051711,4.7397825e-10,0.10407347,1.0210859e-34,0.0,1.5298901e-18,0.0,0.07026385,0.08922353,0.0,0.17653912,0.0,7.449749e-28,0.0,0.019110434
7.1194055e-19,0.107475005,0.14123884,2.356625e-31,1.0409439e-05,1.6350427e-18,0.22100815,0.14861289,0.11579246,0.016946021,8.109952e-09,0.1168242,0.10871238,0.18055701,0.16644621,0.18230592,1.5364803e-05,6.705398e-27,5.1576132e-34,3.3025618e-19,0.0,0.11357469,0.0,0.0,0.0,1.5560764e-27,0.043484855,0.08611616,0.05237899,6.433362e-05,0.0,0.07458402,0.060628127,9.720701e-11,0.10477466,1.2477147e-37,0.0,4.568165e-20,0.0,0.06961526,0.09217887,0.0,0.17290147,0.0,4.4243452e-30,0.0,0.021053376
2.5971594e-20,0.106647424,0.14087059,7.2609804e-34,4.9325376e-06,6.730293e-20,0.22121707,0.15054382,0.116375506,0.014841813,1.8110293e-09,0.116335385,0.107979536,0.18002048,0.16704343,0.18209149,7.504324e-06,4.5462028e-29,8.603605e-37,1.1128801e-20,0.0,0.1120283,0.0,0.0,0.0,1.0894944e-29,0.0432272,0.08600883,0.052522145,3.117795e-05,0.0,0.07705653,0.057545103,1.7668473e-11,0.10009247,8.308e-41,0.0,1.0278081e-21,0.0,0.07034914,0.090224646,0.0,0.17574334,0.0,1.6985404e-32,0.0,0.021441331
7.2677096e-22,0.104726024,0.13821018,1.3511987e-36,2.2095446e-06,2.1478043e-21,0.21747804,0.14921632,0.11668106,0.012898432,3.6084935e-10,0.116662465,0.10509164,0.1807421,0.1626599,0.17551602,3.4738607e-06,2.01932e-31,8.10483e-40,2.85654e-22,0.0,0.11323788,0.0,0.0,0.0,5.013526e-32,0.042563908,0.08892081,0.050888777,1.4259324e-05,0.0,0.07324373,0.061349474,2.8190013e-12,0.100422464,2.8e-44,0.0,1.6986051e-23,0.0,0.0692956,0.08659067,0.0,0.17235075,0.0,4.0309145e-35,0.0,0.021952301
1.5237252e-23,0.10676732,0.13764447,1.437612e-39,9.323235e-07,5.196016e-23,0.21836115,0.14653692,0.1190067,0.011532224,6.357852e-11,0.11741488,0.10613836,0.17552221,0.16114542,0.17395201,1.5185602e-06,5.629657e-34,4.04e-43,5.4508383e-24,0.0,0.11087997,0.0,0.0,0.0,1.4533368e-34,0.04335723,0.08724603,0.050395682,6.11656e-06,0.0,0.071698435,0.058589183,3.9071012e-13,0.10149493,0.0,0.0,2.0042375e-25,0.0,0.068087414,0.0862458,0.0,0.16908164,0.0,5.6178594e-38,0.0,0.020314923
2.3316724e-25,0.102503225,0.13802512,8.2e-43,3.6880326e-07,9.295391e-25,0.22049493,0.15456517,0.111699596,0.009606821,9.8090555e-12,0.11507389,0.10588083,0.17532143,0.16036417,0.17701945,6.2398703e-07,9.380073e-37,0.0,7.5262267e-26,0.0,0.11022254,0.0,0.0,0.0,2.5284503e-37,0.045819804,0.08554318,0.05172309,2.4659853e-06,0.0,0.07318463,0.057923183,4.6509427e-14,0.1070559,0.0,0.0,1.6356615e-27,0.0,0.06985057,0.086116575,0.0,0.16691045,0.0,4.3331e-41,0.0,0.023753379
2.5294351e-27,0.10515949,0.14019977,0.0,1.361046e-07,1.19614694e-26,0.21409532,0.1472658,0.118111245,0.008434004,1.3111409e-12,0.116484426,0.10697614,0.17359775,0.16276409,0.17031345,2.398452e-07,8.82726e-40,0.0,7.296025e-28,0.0,0.11063575,0.0,0.0,0.0,2.49658e-40,0.04439478,0.08553548,0.05162557,9.279262e-07,0.0,0.06938704,0.056691896,4.6965046e-15,0.10275744,0.0,0.0,8.9090066e-30,0.0,0.07442327,0.08898517,0.0,0.1694495,0.0,1.7e-44,0.0,0.025616711
1.8828261e-29,0.10187241,0.13878427,0.0,4.6606633e-08,1.0735333e-28,0.21499799,0.14433117,0.11225983,0.006955826,1.5008489e-13,0.1131991,0.10435782,0.17594661,0.15883356,0.17392583,8.5818975e-08,4.39e-43,0.0,4.800729e-30,0.0,0.11095809,0.0,0.0,0.0,1.32e-43,0.04333135,0.08698642,0.052974127,3.2421457e-07,0.0,0.06905267,0.05930704,3.9690172e-16,0.10264132,0.0,0.0,3.110554e-32,0.0,0.07324611,0.0909298,0.0,0.1702561,0.0,0.0,0.0,0.0237902
9.270126e-32,0.10580117,0.13514523,0.0,1.47242245e-08,6.4911202e-31,0.21162404,0.14686584,0.11319406,0.0058977837,1.452759e-14,0.11580445,0.10338507,0.17569351,0.1550587,0.17062846,2.8427564e-08,0.0,0.0,2.0639083e-32,0.0,0.10838239,0.0,0.0,0.0,0.0,0.042792723,0.08263131,0.052200146,1.0466727e-07,0.0,0.06924021,0.057000984,2.7659394e-17,0.10267775,0.0,0.0,6.649225e-35,0.0,0.07114062,0.08738468,0.0,0.16862155,0.0,0.0,0.0,0.023596784
2.8960133e-34,0.10525208,0.13644707,0.0,4.26544e-09,2.5428395e-33,0.21264422,0.14461617,0.11520215,0.004805247,1.1727795e-15,0.11166697,0.10261534,0.17536126,0.15549266,0.17328554,8.666782e-09,0.0,0.0,5.552022e-35,0.0,0.10911127,0.0,0.0,0.0,0.0,0.042460643,0.08174692,0.050744575,3.103564e-08,0.0,0.06991769,0.061299305,1.5639329e-18,0.10171996,0.0,0.0,8.254991e-38,0.0,0.072130196,0.08591872,0.0,0.16841999,0.0,0.0,0.0,0.024010751
5.4747525e-37,0.10497421,0.13943166,0.0,1.1254088e-09,6.173318e-36,0.21279109,0.14674163,0.109164014,0.003858158,7.777503e-17,0.11624452,0.10380388,0.1730796,0.15261951,0.16875832,2.4159779e-09,0.0,0.0,8.8942325e-38,0.0,0.10875147,0.0,0.0,0.0,0.0,0.043301485,0.07887198,0.048003107,8.395817e-09,0.0,0.06356889,0.057485744,7.048313e-20,0.09752261,0.0,0.0,5.5985e-41,0.0,0.07473722,0.08740258,0.0,0.16450332,0.0,0.0,0.0,0.026741305
5.93021e-40,0.103654586,0.13367417,0.0,2.6847058e-10,8.826902e-39,0.2078286,0.14158389,0.11894251,0.0029745696,4.1674377e-18,0.11495551,0.103582315,0.17441218,0.14916779,0.17050989,6.115686e-10,0.0,0.0,8.014e-41,0.0,0.10770892,0.0,0.0,0.0,0.0,0.0424685,0.08350669,0.051895574,2.057425e-09,0.0,0.06466394,0.059264872,2.482822e-21,0.097875856,0.0,0.0,2e-44,0.0,0.074377805,0.086644016,0.0,0.16494931,0.0,0.0,0.0,0.02535254
3.45e-43,0.1019616,0.13275468,0.0,5.7451568e-11,7.008e-42,0.20986065,0.14130014,0.10944076,0.002276854,1.7717282e-19,0.11449005,0.09975523,0.16946612,0.15236081,0.17206657,1.3952013e-10,0.0,0.0,3.8e-44,0.0,0.10699762,0.0,0.0,0.0,0.0,0.043106124,0.07948889,0.048233442,4.5322984e-10,0.0,0.063181944,0.05624492,6.6899507e-23,0.09978394,0.0,0.0,0.0,0.0,0.07537712,0.08369691,0.0,0.15969199,0.0,0.0,0.0,0.024719836
0.0,0.10210173,0.13197519,0.0,1.0934539e-11,3e-45,0.20316483,0.13759114,0.11374174,0.0017293482,5.8576286e-21,0.109910406,0.10270195,0.17438197,0.15313633,0.16718923,2.845249e-11,0.0,0.0,0.0,0.0,0.106782936,0.0,0.0,0.0,0.0,0.044091433,0.079432555,0.050456453,8.9002326e-11,0.0,0.06578534,0.057517175,1.3463025e-24,0.09746772,0.0,0.0,0.0,0.0,0.07551128,0.0893814,0.0,0.15919675,0.0,0.0,0.0,0.023863783
0.0,0.103621185,0.12775736,0.0,1.8337994e-12,0.0,0.20538676,0.13769782,0.11459282,0.0012809152,1.4731117e-22,0.1132759,0.09841886,0.17244019,0.14693496,0.16571344,5.140918e-12,0.0,0.0,0.0,0.0,0.10702081,0.0,0.0,0.0,0.0,0.04341534,0.07959015,0.04948843,1.543896e-11,0.0,0.06736627,0.05779059,1.9705371e-26,0.09699088,0.0,0.0,0.0,0.0,0.07472476,0.08806275,0.0,0.15916125,0.0,0.0,0.0,0.027262291
0.0,0.10059626,0.12926324,0.0,2.6826536e-13,0.0,0.20782183,0.14286657,0.11141244,0.0009037462,2.7497883e-24,0.11173848,0.100618474,0.16738465,0.1482284,0.16365999,8.1510764e-13,0.0,0.0,0.0,0.0,0.10521766,0.0,0.0,0.0,0.0,0.04342095,0.0746148,0.052072976,2.342448e-12,0.0,0.068174645,0.058418375,2.0366018e-28,0.10018465,0.0,0.0,0.0,0.0,0.074638985,0.08610229,0.0,0.16302703,0.0,0.0,0.0,0.027202751
0.0,0.10059053,0.12979701,0.0,3.385782e-14,0.0,0.20281637,0.13891129,0.11351918,0.0006305974,3.707554e-26,0.108598985,0.09955795,0.17256442,0.14862753,0.16458108,1.12225706e-13,0.0,0.0,0.0,0.0,0.10591989,0.0,0.0,0.0,0.0,0.042811703,0.07711908,0.0488553,3.0752736e-13,0.0,0.06521484,0.05822952,1.4378814e-30,0.101541564,0.0,0.0,0.0,0.0,0.07492321,0.085399404,0.0,0.15340869,0.0,0.0,0.0,0.027171096
0.0,0.10172766,0.12976927,0.0,3.6427334e-15,0.0,0.20227286,0.14177243,0.113524586,0.0004259843,3.5027006e-28,0.10732037,0.10034717,0.16987282,0.14217566,0.16311051,1.32653804e-14,0.0,0.0,0.0,0.0,0.103743285,0.0,0.0,0.0,0.0,0.04115843,0.076738395,0.04916597,3.4527712e-14,0.0,0.06891915,0.05803562,6.680971e-33,0.099873826,0.0,0.0,0.0,0.0,0.080066994,0.08704169,0.0,0.15894426,0.0,0.0,0.0,0.025358103
0.0,0.09988136,0.12967753,0.0,3.2975496e-16,0.0,0.19793986,0.14021592,0.11296066,0.00027828634,2.2410446e-30,0.11087533,0.09934259,0.16749945,0.14977965,0.16574726,1.3295268e-15,0.0,0.0,0.0,0.0,0.10429821,0.0,0.0,0.0,0.0,0.042928,0.07387758,0.04817632,3.2731682e-15,0.0,0.06486195,0.05757661,1.9584013e-35,0.098752625,0.0,0.0,0.0,0.0,0.07648617,0.08495685,0.0,0.15719773,0.0,0.0,0.0,0.02473174
0.0,0.10172897,0.12573726,0.0,2.475941e-17,0.0,0.19786401,0.13858834,0.114724986,0.00017613737,9.3441956e-33,0.109818816,0.09996263,0.16873418,0.14813873,0.16441528,1.1146216e-16,0.0,0.0,0.0,0.0,0.10422959,0.0,0.0,0.0,0.0,0.04331572,0.074920885,0.0521409,2.583565e-16,0.0,0.06310476,0.06049046,3.4510122e-38,0.09596025,0.0,0.0,0.0,0.0,0.07529813,0.08462119,0.0,0.15339853,0.0,0.0,0.0,0.027446976
0.0,0.09736665,0.12699698,0.0,1.5180267e-18,0.0,0.19860557,0.13776149,0.112169355,0.00010696761,2.4306933e-35,0.106923215,0.0971922,0.1686762,0.14731963,0.15983167,7.701332e-18,0.0,0.0,0.0,0.0,0.102335654,0.0,0.0,0.0,0.0,0.04609618,0.0741217,0.05028052,1.672192e-17,0.0,0.060988437,0.06040617,3.4578e-41,0.09742854,0.0,0.0,0.0,0.0,0.07662843,0.08452459,0.0,0.1555035,0.0,0.0,0.0,0.028041482
0.0,0.09774727,0.12570369,0.0,7.470612e-20,0.0,0.19858463,0.1398312,0.11095071,6.287216e-05,3.752635e-38,0.109724686,0.09806618,0.16829076,0.14238907,0.16192369,4.3146782e-19,0.0,0.0,0.0,0.0,0.102627866,0.0,0.0,0.0,0.0,0.043262932,0.070767045,0.049578182,8.727541e-19,0.0,0.06405837,0.05967533,1.8e-44,0.10187681,0.0,0.0,0.0,0.0,0.07805891,0.08562319,0.0,0.1507116,0.0,0.0,0.0,0.028630434
0.0,0.097825825,0.12493231,0.0,2.895847e-21,0.0,0.19688074,0.13943738,0.109368645,3.540057e-05,3.2457e-41,0.10734405,0.09869811,0.1653529,0.14208636,0.15808518,1.9254063e-20,0.0,0.0,0.0,0.0,0.10245226,0.0,0.0,0.0,0.0,0.04155719,0.073506504,0.05009621,3.606146e-20,0.0,0.06498861,0.059538834,0.0,0.09571727,0.0,0.0,0.0,0.0,0.07859469,0.082951844,0.0,0.15245263,0.0,0.0,0.0,0.027049948
0.0,0.09594034,0.12327073,0.0,8.65982e-23,0.0,0.19486503,0.13716795,0.11088847,1.910001e-05,1.4e-44,0.110513136,0.09826345,0.16423064,0.1422298,0.16190016,6.7104775e-22,0.0,0.0,0.0,0.0,0.10261413,0.0,0.0,0.0,0.0,0.04270095,0.073509134,0.0491319,1.1559479e-21,0.0,0.062455893,0.058663078,0.0,0.09866753,0.0,0.0,0.0,0.0,0.08206641,0.08541377,0.0,0.15000835,0.0,0.0,0.0,0.028096154
0.0,0.096142426,0.12412154,0.0,1.9524311e-24,0.0,0.1948921,0.13832918,0.1117039,9.832073e-06,0.0,0.106156185,0.09712203,0.16384067,0.13967817,0.15812564,1.7874302e-23,0.0,0.0,0.0,0.0,0.10286679,0.0,0.0,0.0,0.0,0.0438053,0.071073554,0.047381874,2.810965e-23,0.0,0.062176604,0.05839361,0.0,0.09930278,0.0,0.0,0.0,0.0,0.0805494,0.085609816,0.0,0.14870054,0.0,0.0,0.0,0.026184065
0.0,0.09469825,0.12164721,0.0,3.2352705e-26,0.0,0.19330965,0.13460635,0.11488818,4.8150587e-06,0.0,0.10625945,0.094314836,0.1647369,0.14194758,0.15662421,3.5524894e-25,0.0,0.0,0.0,0.0,0.10224676,0.0,0.0,0.0,0.0,0.0400287,0.069025144,0.04948279,5.0585494e-25,0.0,0.0638643,0.059717838,0.0,0.09594455,0.0,0.0,0.0,0.0,0.08169206,0.08361448,0.0,0.15165524,0.0,0.0,0.0,0.026208056
0.0,0.096507095,0.12319137,0.0,3.829987e-28,0.0,0.19257529,0.13495988,0.11423461,2.2364966e-06,0.0,0.10545341,0.09371483,0.16559398,0.1418569,0.15413964,5.129724e-27,0.0,0.0,0.0,0.0,0.10229436,0.0,0.0,0.0,0.0,0.04037933,0.06833735,0.052129585,6.5535174e-27,0.0,0.061186787,0.058157932,0.0,0.10094958,0.0,0.0,0.0,0.0,0.07997231,0.08287954,0.0,0.1489352,0.0,0.0,0.0,0.026343165
0.0,0.09392969,0.1235358,0.0,3.1381024e-30,0.0,0.18906657,0.13968188,0.106839836,9.801673e-07,0.0,0.10583081,0.09809203,0.15919156,0.14285709,0.15767173,5.224117e-29,0.0,0.0,0.0,0.0,0.10152287,0.0,0.0,0.0,0.0,0.04148936,0.06722051,0.050072618,5.92697e-29,0.0,0.06422881,0.058881648,0.0,0.09379166,0.0,0.0,0.0,0.0,0.08345685,0.08215438,0.0,0.14954661,0.0,0.0,0.0,0.0298746
0.0,0.094372384,0.12290969,0.0,1.717315e-32,0.0,0.19158792,0.1353299,0.11237022,4.0400622e-07,0.0,0.10479384,0.09595649,0.16576189,0.14246729,0.15453477,3.62945e-31,0.0,0.0,0.0,0.0,0.10229892,0.0,0.0,0.0,0.0,0.041672796,0.07056007,0.05238603,3.6149134e-31,0.0,0.059297346,0.059877228,0.0,0.09922336,0.0,0.0,0.0,0.0,0.08199971,0.0839103,0.0,0.1482844,0.0,0.0,0.0,0.027168835
0.0,0.09457771,0.12213344,0.0,6.029198e-35,0.0,0.19420466,0.14036642,0.11138482,1.5583181e-07,0.0,0.10858354,0.09483334,0.16224587,0.14196165,0.15482889,1.6569278e-33,0.0,0.0,0.0,0.0,0.101166196,0.0,0.0,0.0,0.0,0.03992639,0.06793439,0.05086896,1.4300215e-33,0.0,0.060349945,0.05998269,0.0,0.096603535,0.0,0.0,0.0,0.0,0.08013326,0.08166266,0.0,0.14824495,0.0,0.0,0.0,0.024815667
0.0,0.09337585,0.12191449,0.0,1.2971337e-37,0.0,0.19120708,0.13515724,0.11495242,5.5963365e-08,0.0,0.10898255,0.09610694,0.15971774,0.13643675,0.15427046,4.763783e-36,0.0,0.0,0.0,0.0,0.101529874,0.0,0.0,0.0,0.0,0.043025166,0.06956308,0.051786534,3.5101844e-36,0.0,0.063303724,0.058587264,0.0,0.09466817,0.0,0.0,0.0,0.0,0.08210092,0.081864335,0.0,0.14652783,0.0,0.0,0.0,0.028010603
0.0,0.09261641,0.12155559,0.0,1.62241e-40,0.0,0.18851715,0.13376798,0.111481085,1.8613651e-08,0.0,0.10707769,0.09433003,0.16327775,0.14017051,0.15794463,8.216883e-39,0.0,0.0,0.0,0.0,0.10144566,0.0,0.0,0.0,0.0,0.041052546,0.06851336,0.049363304,5.081866e-39,0.0,0.061641738,0.05912123,0.0,0.09718544,0.0,0.0,0.0,0.0,0.08366322,0.084655605,0.0,0.14379363,0.0,0.0,0.0,0.027926866
0.0,0.0920031,0.12017092,0.0,1.11e-43,0.0,0.18887848,0.13821241,0.111278646,5.699497e-09,0.0,0.10928203,0.096857965,0.16236147,0.13353014,0.15445028,8.04e-42,0.0,0.0,0.0,0.0,0.10125444,0.0,0.0,0.0,0.0,0.042104118,0.06619171,0.05051545,4.092e-42,0.0,0.06368391,0.056371134,0.0,0.09885061,0.0,0.0,0.0,0.0,0.082404085,0.08471171,0.0,0.14630045,0.0,0.0,0.0,0.027159058
0.0,0.09200131,0.12043272,0.0,0.0,0.0,0.18823534,0.13383305,0.11213471,1.5963945e-09,0.0,0.10653014,0.09602862,0.1647469,0.13496703,0.15812501,4e-45,0.0,0.0,0.0,0.0,0.099522024,0.0,0.0,0.0,0.0,0.038697124,0.06827812,0.05187043,1e-45,0.0,0.06331438,0.05865386,0.0,0.095050335,0.0,0.0,0.0,0.0,0.085677534,0.08318846,0.0,0.14684227,0.0,0.0,0.0,0.025176417
0.0,0.09282593,0.11914959,0.0,0.0,0.0,0.1903572,0.13400987,0.1144026,4.061962e-10,0.0,0.10493781,0.09220114,0.1608075,0.13406996,0.15542692,0.0,0.0,0.0,0.0,0.0,0.100835316,0.0,0.0,0.0,0.0,0.041695096,0.06719202,0.051390436,0.0,0.0,0.063250855,0.055003814,0.0,0.0953034,0.0,0.0,0.0,0.0,0.08264261,0.08228134,0.0,0.14595413,0.0,0.0,0.0,0.026388891
0.0,0.09167793,0.120032825,0.0,0.0,0.0,0.18771583,0.13516784,0.11116372,9.318841e-11,0.0,0.10679408,0.09351803,0.16331345,0.13852781,0.15292725,0.0,0.0,0.0,0.0,0.0,0.101498276,0.0,0.0,0.0,0.0,0.04320212,0.064259015,0.050434384,0.0,0.0,0.061776903,0.05440394,0.0,0.09359155,0.0,0.0,0.0,0.0,0.08270038,0.081846856,0.0,0.14315358,0.0,0.0,0.0,0.024154348
0.0,0.09184795,0.11743987,0.0,0.0,0.0,0.18985343,0.13574998,0.11239904,1.9119938e-11,0.0,0.10501548,0.0928431,0.16362333,0.1370989,0.15239759,0.0,0.0,0.0,0.0,0.0,0.10004071,0.0,0.0,0.0,0.0,0.041511845,0.06499394,0.053023446,0.0,0.0,0.061325874,0.056187063,0.0,0.09610987,0.0,0.0,0.0,0.0,0.07934364,0.08308335,0.0,0.14444453,0.0,0.0,0.0,0.025028408
0.0,0.091223195,0.12081839,0.0,0.0,0.0,0.18795434,0.13749856,0.10824599,3.477561e-12,0.0,0.10622295,0.0947966,0.16066833,0.1380725,0.154788,0.0,0.0,0.0,0.0,0.0,0.09983643,0.0,0.0,0.0,0.0,0.04108391,0.06392636,0.052089535,0.0,0.0,0.05912412,0.057652686,0.0,0.09461301,0.0,0.0,0.0,0.0,0.08326365,0.08278469,0.0,0.14187804,0.0,0.0,0.0,0.026169753
