index,role,name
0,center,total_gen
1,feature,total_pjm_rmccp_cr
2,feature,gross_inadv_interchange_mw
3,feature,total_pjm_loc_credit
4,feature,total_losses
5,feature,total_lmp_da
6,feature,system_energy_price_da
7,feature,total_lmp_rt
8,feature,system_energy_price_rt
9,feature,da_as_nsr_mw_primary_reserve
10,feature,da_as_as_req_mw_synchronized_reserve
11,feature,congestion_price_da
12,feature,da_as_as_mw_primary_reserve
13,feature,da_as_total_mw_primary_reserve
14,feature,da_as_as_req_mw_primary_reserve
15,feature,da_as_mcp_synchronized_reserve
16,feature,da_as_mcp_primary_reserve
17,feature,da_as_total_mw_synchronized_reserve
18,feature,da_as_as_mw_synchronized_reserve
19,feature,rmccp
20,feature,da_as_total_mw_thirty_minutes_reserve
21,feature,net_actual_interchange_mw
22,feature,net_sched_interchange_mw
23,feature,gross_actual_interchange_mw
24,feature,marginal_loss_price_rt
25,feature,gross_sched_interchange_mw
26,feature,marginal_loss_price_da
27,feature,net_inadv_interchange_mw
28,feature,total_pjm_reg_purchases
29,feature,total_pjm_self_sched_reg
30,feature,da_as_as_req_mw_thirty_minutes_reserve
31,feature,congestion_price_rt
32,feature,da_as_as_mw_thirty_minutes_reserve
33,feature,da_as_ss_mw_synchronized_reserve
34,feature,da_as_ss_mw_thirty_minutes_reserve
35,feature,total_pjm_assigned_reg
36,feature,da_as_ss_mw_primary_reserve
37,feature,total_pjm_rmpcp_cr
38,feature,rmpcp
