wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.67833537,0.6938704,0.6959701,0.66201085,0.70868856,0.6746372,0.71362114,0.66488,0.6694442,0.7032301,0.6852015,0.75548184,0.6615198,0.70806277,0.80543315,0.6977885,0.6912889,0.6895871,0.66819006,0.733205,0.6558495,0.7251485,0.6525086,0.65585786,0.66976583,0.68826187,0.6815081,0.7054994,0.75521934,0.65982795,0.66024536,0.69051147,0.7358092,0.68843126,1.0360956,1.0393367,0.8959675,0.8016318,1.0326676,0.6849111,0.6578172,0.6464494,0.66146076,0.66929,0.64303094,0.6788296,0.6853021
0.45018515,0.4613337,0.5023258,0.4409731,0.5232078,0.4683082,0.50358397,0.44163236,0.44211507,0.47530702,0.47278413,0.60567486,0.45059565,0.46663907,0.66310006,0.5043043,0.48734796,0.4814446,0.44456372,0.52971363,0.46566874,0.54599434,0.44007427,0.41198245,0.46400905,0.47856563,0.44358876,0.486615,0.6034868,0.44541904,0.4346493,0.49328372,0.5767777,0.5161904,0.91600627,0.9277329,0.726146,1.0245004,0.96362436,0.44893903,0.44422674,0.40510395,0.43451932,0.4387418,0.4257151,0.44754687,0.47426316
0.3052307,0.30945727,0.384859,0.28187802,0.403057,0.32166594,0.34971887,0.2883153,0.2945771,0.32382813,0.32245082,0.50218207,0.30988503,0.30307484,0.5692606,0.38695604,0.34980065,0.33835593,0.3032622,0.39916724,0.34678274,0.4065495,0.2927624,0.2545974,0.3144011,0.33772725,0.2831587,0.33848557,0.49242297,0.30993897,0.2764052,0.34425744,0.45457146,0.36268267,0.81586564,0.8356474,0.596932,1.1227864,0.9010797,0.29875395,0.2943422,0.24746682,0.2858306,0.2833052,0.2774739,0.29891846,0.32975727
0.21344037,0.20489994,0.3124138,0.1740001,0.30684197,0.2243168,0.23544878,0.18578576,0.1886793,0.21887277,0.21864496,0.41790354,0.2234796,0.1978699,0.5100895,0.30340588,0.24876583,0.24123803,0.20545225,0.2975768,0.2717746,0.32232293,0.19920865,0.15297747,0.20866622,0.2517936,0.17510228,0.24616434,0.41536048,0.21903783,0.16678026,0.23931572,0.35673782,0.25370586,0.742699,0.7654844,0.51679087,1.1195173,0.85140926,0.1989356,0.19609322,0.1447028,0.18071133,0.17458169,0.17488742,0.19509083,0.23360264
0.140646,0.12885043,0.2554406,0.10228199,0.23036283,0.15881391,0.1588703,0.1145495,0.12395281,0.14423648,0.14700113,0.36139938,0.16271058,0.12690255,0.46226123,0.2430148,0.17057097,0.17556852,0.13630703,0.22892596,0.2067741,0.25713527,0.13957874,0.08982978,0.13553363,0.18804313,0.10628332,0.17383648,0.36046356,0.16612679,0.097232156,0.16245277,0.28180772,0.17687611,0.69647473,0.7159465,0.4682699,1.0867285,0.790373,0.13198762,0.12871896,0.08128031,0.110665925,0.10478893,0.10744225,0.12683375,0.16308434
0.0922983,0.07968038,0.22139828,0.057387475,0.17486481,0.10980481,0.10847296,0.06913032,0.08108269,0.09504342,0.098922126,0.3088901,0.11886313,0.080922134,0.43406188,0.19771376,0.120452434,0.12599604,0.09097218,0.17223307,0.16188437,0.20113584,0.09456682,0.049809594,0.08446787,0.14044535,0.063332655,0.12772593,0.315526,0.12458249,0.053634476,0.110818654,0.22799434,0.1177109,0.6516161,0.67583936,0.42562106,1.05752,0.7535409,0.08865621,0.08039105,0.043037143,0.06550503,0.05934674,0.06311986,0.07981786,0.11201478
0.058958795,0.046121564,0.20093071,0.03116574,0.13088648,0.07322747,0.076231286,0.03990911,0.052020118,0.05868519,0.0683566,0.26397783,0.08887059,0.051786937,0.4052398,0.16418163,0.08436763,0.08990529,0.059780452,0.12579948,0.12681063,0.16601555,0.066380106,0.026158893,0.053046774,0.108582236,0.03604137,0.09626375,0.26596943,0.09276867,0.028013013,0.07388437,0.18181755,0.07642199,0.6155557,0.6437208,0.38461846,1.026779,0.70580995,0.060906176,0.04952431,0.021516088,0.037507117,0.031921986,0.035480686,0.048136845,0.07592999
0.03549235,0.026837844,0.18548858,0.016034529,0.09308016,0.049366534,0.05476409,0.021954132,0.031660307,0.035146307,0.044173133,0.22830153,0.066483274,0.032365568,0.37698483,0.14040166,0.05681411,0.064706184,0.038115732,0.096738175,0.09737485,0.13751929,0.046366766,0.012989188,0.031639695,0.086234085,0.019417208,0.069135405,0.2314697,0.07484333,0.0138147725,0.048287965,0.14437905,0.04860273,0.5854772,0.6162746,0.35116437,0.9936536,0.6800864,0.045402285,0.029726272,0.010033472,0.020345798,0.016117442,0.019567702,0.02925945,0.05143525
0.020898163,0.014661518,0.18215491,0.007805486,0.06593224,0.03164302,0.040571608,0.011519042,0.0184586,0.020505125,0.02931699,0.1928856,0.050059587,0.01902824,0.3585545,0.119811945,0.038270757,0.04605633,0.023385294,0.07325687,0.0754058,0.12303021,0.032642905,0.006016692,0.01878247,0.07174943,0.009745933,0.05080146,0.20195097,0.06177155,0.0063799834,0.030739237,0.11433311,0.028939368,0.5603389,0.5936141,0.32100493,0.96843815,0.64415544,0.033715483,0.01733322,0.00435524,0.010408064,0.0076275393,0.009917922,0.018061938,0.034291983
