area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_solar_mw,hour_of_day,day_of_week,month_of_year,is_weekend
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.42523617,0.40726736,0.42137334,0.38668415,0.42103833,0.4121207,0.4108098,0.40091565,0.56011474,0.4868546,0.54184175,0.4413742,0.5232427,0.5534198,0.44430792,0.39446086,0.4042641,0.5102763,0.53131676,0.50687224,0.52488244,0.5350933,0.5514034,0.44793418,0.5130774,0.4399183,0.5914743,0.5338487,0.40910405,0.46524063,0.43401313,0.4985127,0.5080224,0.40835366,0.54663295,0.5566262,0.42425492,0.556691,0.4002071,0.3842312,0.44051638,0.44071254
0.36843395,0.34141406,0.35797122,0.29635692,0.34721592,0.33135143,0.33962762,0.33040607,0.59174967,0.486652,0.53575754,0.44511592,0.54371893,0.5800691,0.38942972,0.30420783,0.3224892,0.48997414,0.5374762,0.50127846,0.5199457,0.56434315,0.56747955,0.41437787,0.5059853,0.38716233,0.64782155,0.5625947,0.31829032,0.4762745,0.43067315,0.49967727,0.5103218,0.34595835,0.5921617,0.59382844,0.39302984,0.5856066,0.34679633,0.3106861,0.37623143,0.40829888
0.30380815,0.26294425,0.2858526,0.20782822,0.26401898,0.24705663,0.26187727,0.25714198,0.60924864,0.478256,0.52960086,0.46951663,0.5664847,0.6277614,0.34203148,0.21860428,0.25079876,0.48808247,0.5545907,0.49205798,0.5110421,0.5678674,0.57774836,0.39454788,0.49978963,0.32612154,0.7170865,0.594324,0.23250808,0.4539075,0.4184606,0.49961856,0.52331764,0.2690816,0.63011795,0.64718056,0.3791738,0.60440606,0.2929018,0.22605436,0.30504355,0.3603145
0.24929875,0.20360512,0.23592873,0.12832946,0.1652478,0.15751721,0.19549938,0.17579666,0.63504034,0.46036944,0.5268932,0.49960682,0.59053373,0.6654176,0.27165624,0.12024247,0.1774044,0.4757993,0.5591808,0.46857512,0.49738377,0.5938771,0.57426155,0.3543197,0.47775754,0.25654405,0.77718246,0.62109745,0.1426582,0.45559445,0.41266766,0.50873005,0.53683126,0.18066469,0.65539813,0.6988301,0.35874972,0.6378351,0.2527667,0.13543805,0.23401825,0.34241036
0.19393064,0.14029488,0.18577267,0.038423706,0.067677505,0.055317406,0.11638271,0.09139761,0.6497105,0.44944146,0.53706163,0.5229243,0.61654377,0.69271624,0.20528536,0.029651415,0.108829364,0.45617014,0.5612209,0.43750525,0.4823545,0.62453926,0.5664523,0.31172812,0.45588186,0.18815146,0.84970737,0.629778,0.0484576,0.44582346,0.3917455,0.506898,0.53838044,0.08491752,0.68442965,0.744315,0.323186,0.66481125,0.2053944,0.063018136,0.15734087,0.29371834
0.11038381,0.06915129,0.13055678,-0.03328643,-0.030062787,-0.042925432,0.053705517,0.010525842,0.6627101,0.43557984,0.53797686,0.5485962,0.62833756,0.7230496,0.124313146,-0.06383474,0.059497498,0.43104348,0.56457675,0.41734418,0.4713838,0.6331105,0.5619972,0.26280954,0.4263906,0.10275288,0.8963842,0.6439882,-0.047369435,0.43414006,0.38719782,0.5040615,0.5302178,-0.009395515,0.7148453,0.7998217,0.2816429,0.6870153,0.15107293,-0.006973576,0.06397717,0.25765234
0.049518578,-0.0025853093,0.070032045,-0.11992745,-0.12068679,-0.12835743,-0.0012953726,-0.07900587,0.67200917,0.4151892,0.536758,0.56554985,0.64248604,0.75101835,0.041734107,-0.14806776,0.017038211,0.41689312,0.5740283,0.3780345,0.4502665,0.64625275,0.55731297,0.19968848,0.3911627,0.01776499,0.93277913,0.6475739,-0.11916098,0.41467845,0.3658886,0.47772914,0.523179,-0.11043819,0.74160963,0.8345684,0.233265,0.7111581,0.113118134,-0.101229906,-0.022574974,0.2149336
-0.02041615,-0.083665766,0.016143447,-0.19847108,-0.21318266,-0.20694077,-0.06713483,-0.15574801,0.6828378,0.3832797,0.5575654,0.6015991,0.6531544,0.76846415,-0.030720739,-0.2407294,-0.0210212,0.39020267,0.57955086,0.34443957,0.43567353,0.65079427,0.54692423,0.14172706,0.3456911,-0.07058628,0.97608,0.6569037,-0.21248046,0.39860472,0.33608368,0.47129768,0.52547544,-0.20892684,0.7672791,0.88020176,0.19634035,0.73527735,0.047397323,-0.18117994,-0.09881799,0.1634995
-0.09316952,-0.16076387,-0.042845163,-0.26412743,-0.29926333,-0.28873047,-0.12085316,-0.24864969,0.6990195,0.34884927,0.5670968,0.6397142,0.6735601,0.80778015,-0.1146413,-0.32067823,-0.05069972,0.35353643,0.5834246,0.29001564,0.40961102,0.6583242,0.5413601,0.07010958,0.29534936,-0.15464391,1.0194936,0.66278964,-0.29169324,0.3754831,0.31016755,0.46469375,0.5164425,-0.30165058,0.79267234,0.91024756,0.14610635,0.7486103,-0.026500484,-0.24588104,-0.1710629,0.136707
-0.15453145,-0.22122505,-0.08324514,-0.32933006,-0.39554852,-0.37006176,-0.17491479,-0.3160246,0.7242384,0.30405182,0.578061,0.68878096,0.69584566,0.83626044,-0.18944348,-0.39308727,-0.08624285,0.30898717,0.5717387,0.24078867,0.39069265,0.6712598,0.536508,-0.0012798007,0.24107987,-0.23370743,1.066301,0.6718383,-0.37622955,0.36010185,0.2776078,0.4725968,0.49878687,-0.38284242,0.8153773,0.9498747,0.09297726,0.7704917,-0.07216226,-0.32850996,-0.24223256,0.09385063
-0.22328681,-0.30481088,-0.11786864,-0.40179855,-0.4684558,-0.442738,-0.23052818,-0.38756734,0.7380018,0.27292764,0.5914478,0.71824276,0.7083685,0.87775594,-0.2690911,-0.46914744,-0.10565611,0.27472854,0.5596062,0.19774431,0.36103073,0.6734704,0.5226856,-0.08668559,0.18143618,-0.31082654,1.1052688,0.67034656,-0.45507658,0.3311838,0.23210543,0.4745221,0.4775589,-0.45956492,0.8435849,0.98865277,0.054787733,0.79038197,-0.10463754,-0.39060864,-0.31254083,0.044671472
-0.29091954,-0.37674695,-0.15880468,-0.4558003,-0.5383336,-0.50647354,-0.28222072,-0.4610821,0.75741136,0.22769013,0.61881846,0.74938416,0.7137857,0.89528936,-0.34488282,-0.5378204,-0.12830733,0.22278632,0.54448324,0.14598566,0.33331785,0.6794775,0.51020193,-0.16192214,0.13536271,-0.38853967,1.1398877,0.67598915,-0.51822746,0.31779757,0.20994121,0.47219166,0.46633092,-0.5236253,0.8594664,1.0259954,0.0073071914,0.8050081,-0.14120477,-0.44653684,-0.3619344,0.0076745697
-0.34189346,-0.42889452,-0.18878914,-0.5226952,-0.59919125,-0.57287496,-0.32529712,-0.51191115,0.78941107,0.17022678,0.66075253,0.7876894,0.7259627,0.92380077,-0.4121271,-0.60290015,-0.16248834,0.1596453,0.54008394,0.091237344,0.30382317,0.6904951,0.49583876,-0.2399582,0.0730869,-0.4590457,1.1675228,0.6859053,-0.5814966,0.29422507,0.17107245,0.45262122,0.4351257,-0.58505476,0.87075955,1.0696983,-0.048091967,0.82239234,-0.17769082,-0.4954549,-0.41532204,-0.040181357
-0.40593523,-0.4874707,-0.23866764,-0.57169163,-0.6545712,-0.63013655,-0.33956555,-0.56527984,0.8124945,0.1057084,0.6803691,0.83424324,0.7279301,0.9365693,-0.4759482,-0.66327065,-0.21441539,0.09909825,0.52187425,0.03395928,0.26495835,0.69936126,0.47301835,-0.31403998,0.020359542,-0.5211908,1.1968372,0.6993514,-0.6397516,0.26463044,0.13841644,0.46880132,0.4137418,-0.6328284,0.8750618,1.1000707,-0.10036783,0.8410472,-0.23275279,-0.55096334,-0.47458404,-0.08857605
-0.4670064,-0.54756963,-0.29505172,-0.6163999,-0.7060581,-0.6845041,-0.38087547,-0.62423515,0.8512717,0.04598376,0.7264953,0.8750896,0.7544764,0.9516406,-0.54247624,-0.71399045,-0.25146216,0.04014161,0.5166268,-0.038282376,0.23583494,0.69610596,0.4442989,-0.38531652,-0.052535113,-0.58268476,1.2346488,0.7004793,-0.6903034,0.23799883,0.10766786,0.4832345,0.3882669,-0.6766335,0.8894098,1.1467153,-0.14096795,0.86623996,-0.27078238,-0.6044417,-0.5211613,-0.12982377
-0.5228416,-0.60878175,-0.3182989,-0.6666471,-0.7576063,-0.7428721,-0.42124975,-0.6730625,0.87124,-0.006394965,0.7560387,0.91380954,0.7745474,0.9703382,-0.59150904,-0.76642597,-0.27193642,-0.033189274,0.51152945,-0.10512285,0.19718719,0.7087226,0.4184088,-0.45561478,-0.12923828,-0.6330715,1.2612687,0.71349144,-0.74314207,0.20555265,0.061724667,0.48572606,0.36172998,-0.72779995,0.8948035,1.1860797,-0.18286721,0.87901646,-0.30339485,-0.6484605,-0.57153445,-0.17109369
-0.5681546,-0.6504652,-0.34883666,-0.7112916,-0.81294775,-0.7801779,-0.4484838,-0.7118139,0.90312207,-0.06850942,0.7868552,0.9637188,0.7867855,0.9935594,-0.64316374,-0.8140735,-0.30308032,-0.09676597,0.4972543,-0.17288479,0.1613955,0.7178853,0.39876232,-0.52022415,-0.19352952,-0.6951404,1.2923176,0.7214462,-0.7831634,0.18202578,0.026911471,0.48800212,0.33856648,-0.77106273,0.8966535,1.2285633,-0.21943076,0.90734816,-0.33679268,-0.6838625,-0.6196326,-0.19461702
-0.6127011,-0.70154566,-0.37882972,-0.75115395,-0.8496151,-0.82295114,-0.4824569,-0.752953,0.92442477,-0.12730326,0.8175958,1.001989,0.78976244,1.0183556,-0.687822,-0.85245204,-0.32358295,-0.17243412,0.48695278,-0.23183939,0.13814561,0.7330636,0.37216327,-0.5753048,-0.25750825,-0.7391943,1.3177967,0.72302526,-0.8222971,0.15615974,-0.006301914,0.48985082,0.29678366,-0.8064779,0.9001692,1.2661679,-0.26640084,0.9296391,-0.3543472,-0.72566396,-0.6627699,-0.23568767
-0.6474802,-0.7368858,-0.41272295,-0.78421074,-0.89232194,-0.85735124,-0.5135415,-0.7944364,0.9509375,-0.1975611,0.84548634,1.0227095,0.8150181,1.0438696,-0.7370401,-0.8871852,-0.35633877,-0.24055502,0.46477023,-0.2955067,0.10135562,0.7387583,0.33739927,-0.6353452,-0.3207698,-0.783477,1.341835,0.7270283,-0.8564219,0.11482163,-0.045559343,0.48120484,0.27341205,-0.84583765,0.9161175,1.3155754,-0.30054942,0.94945407,-0.3734996,-0.75572246,-0.70623475,-0.23829417
-0.6910488,-0.7793067,-0.45166966,-0.8176979,-0.92744327,-0.89215225,-0.5329658,-0.83336866,0.98891616,-0.26011947,0.8751274,1.0411438,0.84620583,1.061288,-0.7871634,-0.92080694,-0.38408172,-0.31135672,0.43686503,-0.36126798,0.074512854,0.7469165,0.30031514,-0.6885922,-0.38757944,-0.827412,1.3654982,0.7290005,-0.8945871,0.07385726,-0.094574936,0.47593218,0.23502538,-0.89016944,0.91580296,1.3342296,-0.33910722,0.98002,-0.41651246,-0.7766394,-0.7282325,-0.27386302
-0.7270594,-0.80094707,-0.48964742,-0.83920115,-0.9656977,-0.9199082,-0.543778,-0.8580631,1.0128971,-0.31844556,0.9032993,1.0720749,0.8594772,1.094056,-0.816316,-0.95254743,-0.42080155,-0.37762544,0.419344,-0.42208827,0.03907065,0.76131785,0.26700538,-0.73807573,-0.45713136,-0.86136985,1.3883052,0.72868043,-0.9293016,0.045280818,-0.14106758,0.5056145,0.17892702,-0.92303073,0.92226356,1.3777493,-0.3771163,0.9919896,-0.45074603,-0.8128622,-0.75381565,-0.31020668
-0.7710676,-0.83021593,-0.5141197,-0.87244844,-0.9903658,-0.94588065,-0.5594899,-0.88947225,1.0602728,-0.388918,0.93801004,1.1024269,0.877779,1.1109283,-0.85270685,-0.98127013,-0.45311376,-0.4377383,0.3883275,-0.48098654,-0.008685044,0.7611045,0.21288173,-0.77710515,-0.52044624,-0.89777726,1.4041613,0.7273609,-0.9641661,0.00866949,-0.19337855,0.50819963,0.1325855,-0.9556917,0.9243463,1.3963485,-0.41117322,1.0031149,-0.48410484,-0.84736323,-0.7794882,-0.3331084
-0.81160516,-0.86112046,-0.5442458,-0.90831566,-1.0199739,-0.9758946,-0.59402966,-0.9240429,1.101943,-0.44583184,0.96281624,1.131283,0.8928108,1.1352496,-0.88985187,-1.0143828,-0.47071794,-0.50233126,0.35612285,-0.5342668,-0.06166239,0.7729199,0.16567732,-0.80726784,-0.56586033,-0.923896,1.4259255,0.73348737,-0.995752,-0.030871207,-0.25523058,0.51708823,0.08756553,-0.9832944,0.9225429,1.4244426,-0.45041445,1.0203034,-0.51915497,-0.8747581,-0.7973177,-0.35716313
-0.840341,-0.89361626,-0.57370883,-0.936488,-1.0450611,-1.0020281,-0.62901586,-0.9566752,1.1473083,-0.49446434,0.99341303,1.1437411,0.9110729,1.1592216,-0.9199552,-1.0447506,-0.49890414,-0.55078685,0.32115036,-0.5850895,-0.114438355,0.77626854,0.12126143,-0.8392535,-0.614665,-0.9584481,1.4455773,0.7307664,-1.0242602,-0.07048995,-0.29940397,0.539905,0.024673413,-1.0061622,0.93060887,1.4542515,-0.48557925,1.0453719,-0.5553066,-0.8969262,-0.8102458,-0.38099444
-0.876819,-0.92811066,-0.6107072,-0.96294945,-1.0722271,-1.0318093,-0.644057,-0.98123133,1.1803384,-0.54709953,1.0252049,1.1857865,0.9249658,1.1760602,-0.95789945,-1.0702509,-0.5358412,-0.5947537,0.28108448,-0.64502543,-0.15568465,0.78023076,0.06441023,-0.87454885,-0.65046674,-0.98757917,1.4656737,0.7311006,-1.0477396,-0.12346709,-0.34666,0.56766397,-0.024474064,-1.0290291,0.9366053,1.4876078,-0.50735533,1.0584022,-0.5856827,-0.917727,-0.8319733,-0.41817233
-0.896997,-0.9612083,-0.63917637,-1.0008099,-1.0952598,-1.0498406,-0.66957927,-1.0052483,1.2209922,-0.58949125,1.0480334,1.2251803,0.93926096,1.192403,-0.9839976,-1.0951518,-0.564104,-0.64960766,0.23519097,-0.6871233,-0.21556865,0.78812915,0.021075603,-0.9029477,-0.70009154,-1.0174553,1.4876459,0.7344412,-1.0709329,-0.1552843,-0.3988135,0.61879504,-0.094685264,-1.0479243,0.9493493,1.5213847,-0.5412069,1.0773584,-0.6198838,-0.9432304,-0.8505373,-0.4540939
-0.92570233,-0.98745626,-0.6566172,-1.0221575,-1.1184357,-1.0697283,-0.6907629,-1.0210526,1.2645621,-0.6327787,1.0786964,1.2486868,0.96208054,1.2207,-1.0168389,-1.1195993,-0.5838416,-0.6983857,0.1875258,-0.73177725,-0.2675847,0.78351873,-0.041823994,-0.9296302,-0.7440561,-1.048145,1.5067809,0.7458035,-1.0967249,-0.21545847,-0.4444705,0.65359706,-0.15219091,-1.0688916,0.9524493,1.543099,-0.57745326,1.0965883,-0.64476395,-0.9769392,-0.88153017,-0.48549291
-0.95840496,-1.0072429,-0.6829808,-1.0486127,-1.1436561,-1.0771765,-0.7087444,-1.0417275,1.321479,-0.67814606,1.1032575,1.2908523,0.9640756,1.2375519,-1.042417,-1.144135,-0.592998,-0.7418775,0.14494193,-0.7677826,-0.31451115,0.79733074,-0.095133,-0.9565416,-0.7827113,-1.0720972,1.524984,0.7612082,-1.1232079,-0.25994107,-0.49210253,0.7008112,-0.20590791,-1.0914397,0.9597866,1.5663434,-0.6206388,1.1337206,-0.6813925,-1.0008067,-0.91224706,-0.48610055
-0.980946,-1.0189579,-0.71128607,-1.0696017,-1.1694779,-1.0990613,-0.73296034,-1.0691016,1.3490419,-0.7210625,1.1528587,1.3120077,0.9785531,1.2498318,-1.0642658,-1.1655253,-0.618597,-0.77235514,0.08640028,-0.80761725,-0.35420883,0.7989053,-0.16124402,-0.98735875,-0.8258491,-1.0943477,1.5300614,0.7683562,-1.1405102,-0.3030057,-0.5354191,0.72566414,-0.2545227,-1.1252162,0.9551147,1.5836873,-0.65605175,1.1611292,-0.70322186,-1.0231724,-0.9385163,-0.50095797
