area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_solar_mw,hour_of_day,day_of_week,month_of_year,is_weekend
-1.0083203,-1.0476125,-0.7238465,-1.0945835,-1.1923293,-1.1202818,-0.7585505,-1.0843253,1.3782996,-0.7532104,1.1696628,1.3438995,0.9936953,1.2746942,-1.0917369,-1.1863202,-0.6330824,-0.8062083,0.016018296,-0.8484722,-0.40219015,0.8178166,-0.21975115,-1.0135866,-0.8564932,-1.1149001,1.5452274,0.7802311,-1.1659719,-0.34762037,-0.57197523,0.74250853,-0.29709506,-1.1487411,0.958852,1.5869524,-0.68562496,1.1954435,-0.73300713,-1.0520779,-0.9651256,-0.52454597
-1.0305272,-1.0697025,-0.74642116,-1.1081065,-1.2116435,-1.1453531,-0.78101635,-1.1105928,1.4061852,-0.79474443,1.1997436,1.358318,1.0074118,1.2867715,-1.1147615,-1.2065551,-0.6518939,-0.8301059,-0.045904532,-0.8838437,-0.44930306,0.81321025,-0.26294413,-1.0470872,-0.8900718,-1.1323494,1.5615895,0.78399265,-1.1863942,-0.38264966,-0.6107517,0.7515291,-0.34802532,-1.1773896,0.96717405,1.6154236,-0.71761304,1.2183753,-0.7540027,-1.075889,-0.9803456,-0.54966277
-1.0539806,-1.0899498,-0.7643471,-1.1286454,-1.2316943,-1.1741487,-0.8048884,-1.1344643,1.4527439,-0.82275146,1.218028,1.3683773,1.0136019,1.2997004,-1.1373918,-1.2204586,-0.6597916,-0.871674,-0.11108141,-0.9174398,-0.50490034,0.81614006,-0.3215595,-1.071725,-0.92153376,-1.1521251,1.5815828,0.7792371,-1.2055926,-0.42926306,-0.65829444,0.7826297,-0.40300003,-1.1954837,0.9726753,1.6484771,-0.74962515,1.2556314,-0.7814883,-1.0840588,-1.0033811,-0.5799789
-1.0721376,-1.1107291,-0.7877263,-1.1549699,-1.2490386,-1.18448,-0.82651615,-1.1508609,1.486803,-0.8589686,1.2472972,1.3982221,1.0182326,1.310384,-1.1583017,-1.2524459,-0.6776458,-0.8985558,-0.17702715,-0.94512254,-0.54885113,0.80923283,-0.37985855,-1.0979066,-0.9541853,-1.1738605,1.5946879,0.78918606,-1.2170315,-0.47195408,-0.6918583,0.83384025,-0.45511985,-1.2132908,0.9798129,1.6729096,-0.7854789,1.2820957,-0.81295574,-1.1000965,-1.0212785,-0.59554845
-1.1042919,-1.1339636,-0.8053418,-1.1746224,-1.2670953,-1.2038147,-0.84009725,-1.1716992,1.5209014,-0.88058907,1.2793022,1.4211776,1.035739,1.3262823,-1.1786758,-1.2683727,-0.69121224,-0.9328131,-0.24085815,-0.9734142,-0.59888875,0.8088413,-0.42667753,-1.12191,-0.9815689,-1.1948775,1.6172879,0.7853557,-1.2370423,-0.5158408,-0.7186778,0.86088365,-0.50759983,-1.2308213,0.9817363,1.7008936,-0.805149,1.296686,-0.8308541,-1.1165701,-1.040008,-0.6258075
-1.1212136,-1.1502526,-0.82155406,-1.1763434,-1.2868948,-1.2239344,-0.86463785,-1.1914989,1.5571373,-0.91294056,1.3046312,1.44868,1.039964,1.3406711,-1.1985428,-1.2878269,-0.71475595,-0.9570731,-0.301038,-1.000373,-0.6487161,0.81178075,-0.4785745,-1.1423192,-1.0103301,-1.210626,1.6402401,0.7951747,-1.2581704,-0.55985665,-0.7482899,0.9056642,-0.5513534,-1.2555038,0.9833403,1.7076095,-0.8204328,1.3354878,-0.8434766,-1.1371294,-1.0466077,-0.6423347
-1.1477033,-1.1695358,-0.8498714,-1.1936591,-1.3064502,-1.2414094,-0.89623564,-1.1955943,1.5755996,-0.9538496,1.3287584,1.4833057,1.0564817,1.3893063,-1.2179302,-1.3041111,-0.7254806,-0.9844292,-0.34962156,-1.0270293,-0.6873708,0.8120102,-0.5235021,-1.1622965,-1.0370605,-1.2242421,1.6552879,0.7962293,-1.2786723,-0.6087664,-0.7830651,0.942109,-0.6037854,-1.2746634,0.99605745,1.7195365,-0.845123,1.3585104,-0.8650973,-1.155166,-1.0779483,-0.6626693
-1.1704316,-1.1844671,-0.87382644,-1.2101728,-1.3231628,-1.2418706,-0.92088974,-1.2115734,1.595046,-0.97961056,1.3630255,1.5072927,1.067746,1.408423,-1.2368634,-1.3201457,-0.73817647,-1.0062761,-0.40968177,-1.0514064,-0.7185659,0.8037414,-0.57710123,-1.1811434,-1.0606127,-1.2378517,1.6567283,0.7914746,-1.2983474,-0.6522049,-0.8170678,0.986703,-0.64551705,-1.2993201,0.9941921,1.7353549,-0.8631218,1.3809265,-0.8912197,-1.1715028,-1.0911179,-0.67247415
-1.1867559,-1.2033668,-0.8917656,-1.2199537,-1.3394029,-1.2589386,-0.9288867,-1.2281226,1.6100744,-1.0025815,1.3847306,1.5238569,1.0797029,1.4159985,-1.2588226,-1.3359562,-0.75741994,-1.0289634,-0.47360462,-1.0728333,-0.74730027,0.7969719,-0.61518854,-1.2016989,-1.0859807,-1.2568427,1.6631461,0.7967832,-1.3156329,-0.68497926,-0.8428538,1.0182303,-0.68676275,-1.3129765,1.0019118,1.7456714,-0.8698745,1.4048549,-0.89881307,-1.1746502,-1.1089817,-0.68185973
-1.2026241,-1.226512,-0.9179364,-1.2369071,-1.3423218,-1.2720591,-0.94938284,-1.2446017,1.6338328,-1.0294986,1.4170966,1.5412321,1.0985829,1.4343932,-1.276489,-1.3476989,-0.77195406,-1.0562403,-0.53217727,-1.091562,-0.78727716,0.7917082,-0.653476,-1.2179729,-1.1082625,-1.2753694,1.6786071,0.8065006,-1.3373204,-0.7255377,-0.8685474,1.0610144,-0.7196986,-1.3266144,1.0123821,1.7623355,-0.89838576,1.4432222,-0.9239292,-1.1994835,-1.1297947,-0.71159315
-1.2183954,-1.2398694,-0.9467927,-1.2536341,-1.3497374,-1.2858421,-0.9559735,-1.245704,1.65721,-1.048425,1.4345851,1.5622455,1.1167074,1.4553622,-1.2938122,-1.3632764,-0.7897774,-1.0784818,-0.5781409,-1.1146158,-0.82237494,0.776267,-0.6951515,-1.2328478,-1.132357,-1.2993702,1.6974789,0.813293,-1.3532269,-0.7621469,-0.901201,1.0996294,-0.74656,-1.3402224,1.0303348,1.7758094,-0.9173874,1.4550778,-0.9457841,-1.206952,-1.1443443,-0.721173
-1.2352968,-1.2603071,-0.9726827,-1.2723583,-1.3646432,-1.2995914,-0.9810205,-1.2508316,1.6711249,-1.0696679,1.4524553,1.5630294,1.1326426,1.4843876,-1.310808,-1.3786311,-0.80701524,-1.0973337,-0.6290308,-1.1469492,-0.8552557,0.7724477,-0.74811673,-1.249961,-1.1529164,-1.3178952,1.7221756,0.8193517,-1.3620027,-0.7947845,-0.92908764,1.1443946,-0.78519505,-1.3537939,1.0384915,1.8089497,-0.93423057,1.4763672,-0.96298194,-1.2290493,-1.1677042,-0.7402963
-1.252896,-1.2769033,-0.99750185,-1.2933596,-1.378871,-1.3113999,-0.9986081,-1.25669,1.7060494,-1.0912658,1.4754076,1.5721524,1.1523838,1.507612,-1.3274913,-1.3941925,-0.8258598,-1.1139321,-0.6822484,-1.1656274,-0.8761369,0.7645261,-0.7854925,-1.2721232,-1.1691468,-1.3343246,1.7314312,0.82674104,-1.3764296,-0.8202527,-0.9592323,1.1995319,-0.81973535,-1.3673222,1.0607551,1.8231103,-0.9453592,1.5018826,-0.9923454,-1.235326,-1.1868979,-0.74219984
-1.2766589,-1.2932675,-1.0193628,-1.3108264,-1.3938253,-1.3249086,-1.0181022,-1.273084,1.7232658,-1.1143589,1.4886645,1.6034522,1.1735129,1.5271517,-1.3438759,-1.4093267,-0.8509481,-1.1341561,-0.7291433,-1.184728,-0.9058861,0.7767993,-0.8178282,-1.2832174,-1.1833278,-1.3504742,1.7503778,0.8345465,-1.3913411,-0.8459713,-0.9887606,1.2409722,-0.85480803,-1.3742104,1.0628823,1.8254405,-0.96650577,1.5386001,-1.0110267,-1.2500931,-1.2115796,-0.7519593
-1.301471,-1.3093992,-1.0361477,-1.3253254,-1.4086637,-1.3387258,-1.0446037,-1.2939339,1.750165,-1.1319025,1.5092045,1.6144336,1.2121581,1.5465649,-1.3599756,-1.4280607,-0.88237596,-1.1539503,-0.76675296,-1.2051395,-0.9351042,0.7703446,-0.84405583,-1.3011713,-1.1960462,-1.3663559,1.7705803,0.8403028,-1.3902016,-0.87738174,-1.0040531,1.2755445,-0.8844937,-1.3872298,1.0867678,1.831832,-0.9830375,1.5586349,-1.0432878,-1.2648057,-1.2215036,-0.773402
-1.3143207,-1.3253049,-1.0516157,-1.3363625,-1.4233085,-1.3452197,-1.0517172,-1.3094254,1.7827731,-1.150327,1.5304317,1.6290648,1.2544905,1.5613569,-1.3690718,-1.4267178,-0.90637916,-1.1733314,-0.8011046,-1.2241644,-0.95842177,0.7623208,-0.8711594,-1.3187214,-1.2134097,-1.3819805,1.7768831,0.8340071,-1.4027609,-0.91024166,-1.0296191,1.314554,-0.91239136,-1.4007679,1.0935285,1.8610871,-0.99149865,1.5743183,-1.0545862,-1.2794542,-1.2227541,-0.79876286
-1.3255906,-1.3317931,-1.0627803,-1.3475163,-1.4377649,-1.3855554,-1.0678518,-1.3306382,1.7887212,-1.1652901,1.5608362,1.6583884,1.2635238,1.5689852,-1.384839,-1.4401883,-0.9283912,-1.1972486,-0.83804,-1.2419537,-0.98193526,0.7540268,-0.90334904,-1.3340777,-1.2342932,-1.4123133,1.7928631,0.8439743,-1.4159496,-0.93615526,-1.0500948,1.3655511,-0.94168854,-1.4142306,1.1023098,1.8748585,-1.0100858,1.5864962,-1.0641155,-1.2940316,-1.244547,-0.8135566
