方法,说明,n,前n个字段
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.8544436389045765,da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_synchronized_reserve|gen_fuel_hydro_pct|gen_fuel_coal_mw|forecast_load_mw_latest_available|gen_fuel_multiple_fuels_pct|gen_fuel_wind_mw|total_pjm_assigned_reg|total_pjm_self_sched_reg
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.836479350277641,da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|prelim_load_avg_hourly|da_as_mcp_primary_reserve|gen_fuel_hydro_mw|gen_fuel_hydro_pct|da_as_as_req_mw_primary_reserve|total_pjm_self_sched_reg
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.8682080886079007,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_self_sched_reg|da_as_as_mw_synchronized_reserve|gen_fuel_hydro_pct|prelim_load_avg_hourly|gen_fuel_hydro_mw
XGBoost,树模型特征重要性（2016）,0.8602569110033486,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_mcp_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|gen_fuel_hydro_mw|total_pjm_rt_load_mwh
Lasso,线性稀疏（1996）,0.8617511699537075,da_as_as_req_mw_primary_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|total_pjm_self_sched_reg|gen_fuel_hydro_pct|prelim_load_avg_hourly|wind_generation_mw|total_pjm_loc_credit
Pearson,相关系数排序（只看两两关系）,0.8716083580842945,da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|gen_fuel_gas_mw|da_as_as_mw_synchronized_reserve|prelim_load_avg_hourly|total_pjm_rt_load_mwh|forecast_load_mw_latest_available
