total_gen,total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.3113712,0.6256614,0.50071245,0.22222531,0.43535313,0.42692322,0.34960803,0.33952135,0.6752829,0.65946835,0.7616929,0.64931023,0.0849828,0.3458807,0.7439841,0.076042846,0.24249284,0.43176487,0.15275571,0.4919287,0.41485322,0.36585358,0.01174474,0.6339867,0.6822141,0.5041975,0.3149696,0.058694076,0.5074274,0.646486,0.28518987,0.036576755,0.0850219,0.45064926,0.35396996,0.6896584,0.46631718,0.49836388,0.39727932,0.34759644,0.038798105,0.042110264,0.53724563,0.4263291,0.24754006,0.9961893,0.9878259,0.6927431,0.5498663,0.7809849,0.52000016,0.41761515,0.88119596,0.042193387,0.78994864,0.8219029,1.0930567
0.29609784,0.6330415,0.49233106,0.20127492,0.40721187,0.41583696,0.33891946,0.32609323,0.66357815,0.63621646,0.77465177,0.64004576,0.07044476,0.336433,0.72571903,0.05731573,0.2195432,0.4256929,0.13633725,0.47805935,0.3940844,0.34072238,0.006091929,0.62533003,0.66929466,0.4910071,0.2932338,0.04330734,0.49527156,0.62033004,0.2684292,0.025341438,0.06747157,0.4375645,0.31738183,0.675213,0.44665352,0.49184322,0.38635293,0.3406207,0.02523357,0.028819047,0.5380349,0.4241781,0.22104026,0.99974555,0.9750671,0.6821166,0.5458093,0.7732799,0.49778286,0.39541796,0.87588817,0.03016839,0.7545876,0.8187198,1.0723749
0.26979852,0.6292014,0.46587756,0.17813127,0.39994395,0.40194732,0.31235948,0.29742706,0.6479125,0.61942446,0.80008173,0.6248893,0.062800676,0.31000203,0.7405366,0.04271527,0.19219704,0.4203494,0.113996126,0.44066632,0.36969796,0.3198951,0.0029179628,0.6252463,0.66712636,0.48177323,0.27204853,0.030000152,0.4854028,0.62205184,0.24824153,0.018571405,0.05370873,0.43879825,0.3050344,0.6810784,0.4592522,0.48339847,0.37571305,0.3337538,0.015055091,0.019357381,0.52851844,0.42658928,0.20473969,0.99562424,0.959093,0.6659006,0.524838,0.7342922,0.4893419,0.3779167,0.86160576,0.02052127,0.73270786,0.80006105,1.0692927
0.24896978,0.60684645,0.476092,0.16514176,0.3784459,0.38325307,0.31421617,0.30046517,0.63541776,0.59097165,0.7775621,0.6295402,0.05297167,0.3096977,0.72638535,0.030716872,0.18238388,0.41383028,0.095989905,0.445739,0.35316342,0.30648077,0.0013320013,0.6064933,0.6406485,0.46473294,0.25815156,0.019981027,0.46286997,0.60732067,0.22729234,0.012628025,0.039709106,0.42383963,0.29400137,0.65127224,0.44402802,0.4671436,0.35683605,0.31651494,0.008585031,0.012600004,0.52499366,0.40539548,0.1919233,1.0238335,0.9332648,0.66075623,0.5082051,0.73051846,0.47251284,0.35880753,0.8517557,0.013252352,0.6980835,0.81089747,1.042424
0.22887102,0.62037086,0.4688723,0.14774789,0.3682471,0.3617687,0.31359202,0.2848982,0.61924076,0.5643887,0.79542303,0.6218174,0.043117907,0.29593432,0.7437215,0.020345638,0.16887061,0.40167043,0.0831823,0.41422045,0.33393967,0.2906312,0.00056149514,0.60433227,0.63710004,0.44678092,0.23600271,0.012887082,0.45243064,0.6007849,0.21691251,0.007831274,0.029919714,0.39648995,0.27692944,0.65618944,0.440977,0.46450177,0.3490529,0.31477898,0.0046560676,0.007780734,0.51062673,0.3874061,0.17703749,1.0277953,0.92639667,0.6472647,0.49403012,0.7033035,0.4506242,0.3364485,0.832918,0.0081596095,0.6915937,0.80554366,1.0564457
0.21785954,0.6048768,0.4595076,0.13553976,0.35236818,0.34919208,0.30088866,0.26547566,0.62220836,0.5464771,0.79505837,0.62182444,0.038071558,0.28269514,0.72761023,0.014137757,0.15664431,0.40231907,0.07230264,0.40742123,0.3189519,0.27365884,0.00022062448,0.59529334,0.624046,0.43857896,0.22156422,0.00802515,0.4405601,0.61278087,0.20338237,0.004671158,0.020928526,0.37892762,0.26855114,0.63992447,0.42480105,0.46223,0.34146282,0.31494734,0.0023914312,0.004555792,0.52112716,0.39533994,0.1671113,1.0230346,0.8985545,0.637509,0.48008344,0.6841247,0.44433925,0.31666395,0.81006044,0.0047206855,0.65681297,0.80325127,1.0404923
0.19985819,0.60830957,0.45649648,0.119356304,0.34726566,0.33570555,0.2947166,0.2568657,0.6177016,0.5352484,0.79643846,0.608774,0.03097289,0.27311155,0.7490844,0.009006412,0.14433108,0.39881915,0.06023113,0.39572987,0.30093643,0.2540133,7.991902e-05,0.5900219,0.61639345,0.4299508,0.20270622,0.0047198827,0.42990902,0.5927984,0.19451666,0.002639858,0.014706563,0.3756506,0.25790516,0.64262336,0.41096693,0.45988932,0.33282572,0.3117817,0.0011433886,0.0024963086,0.51160866,0.3799225,0.15628646,1.0259694,0.91287106,0.6165426,0.4664643,0.6713902,0.44006824,0.3011179,0.81731635,0.0025412086,0.62606174,0.7850932,1.0392833
0.18311803,0.6002997,0.44322544,0.10699713,0.32653812,0.31830058,0.29664397,0.25105557,0.61277807,0.50493944,0.80688334,0.6117239,0.02618339,0.25935507,0.73268634,0.005531258,0.13720882,0.39729813,0.05119179,0.3846387,0.2975722,0.24312796,2.6611524e-05,0.57310855,0.5928283,0.4061437,0.1890195,0.0026552663,0.41331384,0.58865374,0.18644442,0.0014020696,0.009732825,0.35525393,0.24208121,0.63676804,0.3944831,0.45951334,0.33283165,0.30630034,0.0005138278,0.0012861195,0.50610197,0.37161496,0.14798684,1.0331744,0.88844633,0.61071885,0.44503006,0.6659706,0.433668,0.28025582,0.7934397,0.0012787492,0.61701316,0.8015304,1.0326347
0.16856168,0.5919803,0.42981094,0.09213135,0.32135478,0.30364704,0.2850966,0.22744735,0.62212676,0.5000989,0.82762563,0.5957671,0.02061324,0.24614061,0.75418425,0.0032127593,0.124155805,0.37776473,0.041564252,0.37317336,0.27464733,0.22494611,8.085672e-06,0.5772069,0.5888411,0.39908406,0.17464696,0.001416871,0.4024376,0.6081429,0.17298798,0.00069403107,0.006185665,0.334904,0.22536887,0.624655,0.39715314,0.46268725,0.33220246,0.31195465,0.00021759963,0.00062427984,0.52270883,0.37373716,0.1380333,1.0194271,0.863699,0.6114535,0.40250573,0.6449359,0.40400574,0.26736647,0.7808098,0.0005924245,0.6078137,0.7939549,1.0284655
0.15419444,0.59240776,0.42488015,0.08301018,0.31338847,0.29245985,0.2808511,0.21512374,0.6229297,0.49010685,0.82000184,0.60439456,0.016323151,0.23743418,0.75605744,0.0017831923,0.113637246,0.37905416,0.033690903,0.3520575,0.26002547,0.21706638,2.229569e-06,0.56755084,0.58127904,0.38887438,0.15928921,0.00071121525,0.39262515,0.5968005,0.16073766,0.00032292824,0.0037112334,0.33889818,0.2184851,0.625508,0.39797497,0.46701658,0.32632846,0.31496713,8.5814565e-05,0.00028463668,0.529017,0.36432534,0.122491755,1.0136132,0.87160474,0.5784752,0.38872218,0.6402884,0.39970276,0.24744722,0.75722027,0.0002564285,0.57057226,0.7988781,1.0061117
0.14281657,0.57998264,0.42235434,0.072212815,0.30695683,0.27923253,0.28651488,0.2054855,0.6234909,0.48049927,0.8172109,0.59515,0.012743712,0.23104273,0.7678368,0.0009127936,0.10782973,0.3794657,0.02668332,0.35701013,0.24696048,0.20110208,5.5373215e-07,0.56404805,0.56848156,0.37612608,0.147013,0.0003355604,0.38017648,0.5879044,0.14931574,0.00014003592,0.0021159458,0.32471812,0.20503214,0.61986727,0.3887335,0.44519103,0.30773628,0.29504797,3.1341297e-05,0.00012139341,0.5161184,0.35734215,0.11425727,1.0082512,0.85372007,0.5658664,0.37051582,0.61063534,0.40336558,0.22668898,0.7470245,0.00010360539,0.5566514,0.7725552,1.0171115
0.13419487,0.5786811,0.41038737,0.06257522,0.29755712,0.27296257,0.2827137,0.20915727,0.6241003,0.46948513,0.81479615,0.5975229,0.009705836,0.21974844,0.75712913,0.00045229666,0.096205786,0.38498673,0.021816365,0.35332158,0.23247464,0.18875971,1.2290418e-07,0.564255,0.5624338,0.3726564,0.1392742,0.00014945409,0.37764448,0.5837525,0.14695746,5.644486e-05,0.0011525443,0.32557657,0.19782534,0.6088793,0.38068834,0.45511347,0.30667043,0.29941332,1.0550534e-05,4.8179434e-05,0.5033745,0.33878988,0.10919396,1.0032462,0.8408079,0.5502136,0.36252537,0.6053461,0.3877399,0.21212181,0.73600733,3.8624177e-05,0.53937155,0.76132137,0.9985616
0.12065247,0.5738871,0.40642804,0.053903893,0.28093332,0.2558028,0.27497733,0.19521259,0.6256343,0.4584729,0.8355487,0.6011931,0.007139178,0.21138237,0.7582625,0.00021139665,0.09112234,0.37661654,0.016824113,0.33938846,0.22471371,0.17830335,2.4175495e-08,0.5517127,0.55046046,0.36133048,0.1254705,6.2293366e-05,0.36370936,0.56606853,0.13627085,2.1106523e-05,0.00059257797,0.29971063,0.18653512,0.6062485,0.3726376,0.4482,0.2956195,0.29439694,3.263016e-06,1.77536e-05,0.5100294,0.34313083,0.100119404,1.009606,0.8360128,0.54556745,0.3471001,0.59426403,0.3725444,0.19638965,0.722672,1.3274785e-05,0.53315264,0.7783343,0.98435044
0.11444001,0.568782,0.40685508,0.047011178,0.27488562,0.25049567,0.27042603,0.19534174,0.62432617,0.45094666,0.818949,0.6091138,0.0050644563,0.2062823,0.74519295,9.271955e-05,0.08137875,0.3969205,0.012895534,0.33314553,0.21355362,0.16818309,4.1761354e-09,0.54466546,0.5451178,0.35550532,0.1092049,2.4234858e-05,0.35692438,0.57142305,0.12758313,7.306126e-06,0.00028571024,0.2890318,0.17703089,0.6091206,0.37012058,0.44630206,0.29130283,0.28992927,9.182167e-07,6.0486295e-06,0.49653143,0.32761854,0.10066198,0.9902399,0.8239301,0.536379,0.32694706,0.579223,0.38029402,0.17385073,0.69328403,4.188587e-06,0.5019295,0.7682371,0.9713687
0.098941684,0.56607884,0.38611263,0.03857712,0.2566343,0.23204601,0.26930204,0.18193011,0.6253368,0.43367508,0.8427093,0.59940225,0.003245681,0.19107085,0.7265949,3.802029e-05,0.07393875,0.3815717,0.009527844,0.32601175,0.20317897,0.1526894,6.2720984e-10,0.5363216,0.5313079,0.33940238,0.09686598,8.758851e-06,0.33702514,0.55038375,0.12645036,2.3212197e-06,0.00013023184,0.28206396,0.16585217,0.5867049,0.35963452,0.45694733,0.29205963,0.28873572,2.3416487e-07,1.8924286e-06,0.4833457,0.33639294,0.09520654,1.0013678,0.81491804,0.5010527,0.2954401,0.56554645,0.36490318,0.16107337,0.6761745,1.2045413e-06,0.48538753,0.77144235,0.9685025
0.09227053,0.561953,0.38889858,0.032963548,0.24863316,0.22096908,0.27899954,0.17827311,0.62364966,0.42053053,0.81686276,0.6103873,0.0019592964,0.18752934,0.7296319,1.4503793e-05,0.07195387,0.39996475,0.006968835,0.32883167,0.19026306,0.14474776,8.101531e-11,0.5321718,0.5271565,0.3328886,0.090340845,2.9225241e-06,0.3306469,0.54258263,0.11745874,6.7463196e-07,5.5653836e-05,0.27024725,0.15942535,0.582161,0.36357498,0.4468268,0.28084636,0.28194746,5.3646268e-08,5.4069204e-07,0.48354146,0.33489388,0.091253705,0.9969434,0.79211086,0.49637562,0.2975614,0.54978734,0.36537626,0.15111642,0.6878943,3.144264e-07,0.48370007,0.7455646,0.9603662
0.08614051,0.5540786,0.37685224,0.02703669,0.24389225,0.21260135,0.26896265,0.17346357,0.6329983,0.42419872,0.82604957,0.60574704,0.0010997365,0.17665704,0.7368462,5.135111e-06,0.062915824,0.39148712,0.004970769,0.33445102,0.17663497,0.13427195,8.8934094e-12,0.5272302,0.51456404,0.32569245,0.08307218,8.9584955e-07,0.32426628,0.5308612,0.11017583,1.7807163e-07,2.2196873e-05,0.27860057,0.15130359,0.5791628,0.36097515,0.44553587,0.27584195,0.2753969,1.0951367e-08,1.4009531e-07,0.47382417,0.33909893,0.08454606,0.9797171,0.7961029,0.47799495,0.28388038,0.5436121,0.35565156,0.13939074,0.68545425,7.3858956e-08,0.46426156,0.7292247,0.9489811
0.07680505,0.5491,0.36842874,0.021664416,0.2309379,0.20201011,0.27182877,0.16479023,0.6285526,0.40913495,0.83104485,0.6035223,0.0005940309,0.16819899,0.71672213,1.6812767e-06,0.057389103,0.3943301,0.0034488218,0.32112077,0.16720317,0.12371615,8.189682e-13,0.5198905,0.50793,0.31806332,0.07210565,2.5056815e-07,0.31512028,0.5161962,0.106160656,4.238417e-08,8.239808e-06,0.26041102,0.14158209,0.56997305,0.36705577,0.4362457,0.26252562,0.26899076,1.9746487e-09,3.268506e-08,0.47148892,0.3354101,0.07828088,0.9847608,0.7780959,0.47268605,0.27278638,0.542991,0.35486245,0.12811062,0.67644125,1.5496571e-08,0.45818505,0.7355188,0.92839867
0.06797296,0.5591269,0.3684431,0.016892126,0.22131185,0.1873609,0.27345496,0.15964627,0.61691856,0.39814124,0.81601846,0.595068,0.000293014,0.16324186,0.70541877,5.043663e-07,0.052192327,0.39485186,0.00230793,0.308938,0.15652525,0.11083735,6.237044e-14,0.51448226,0.4995555,0.3080496,0.06343708,6.350584e-08,0.3045519,0.52140296,0.09760196,9.024841e-09,2.8335983e-06,0.24328724,0.13468736,0.5753735,0.3596503,0.42859986,0.25180966,0.25993305,3.1142722e-10,6.8109776e-09,0.45848683,0.3327625,0.071618676,0.9781218,0.7865628,0.45736212,0.26105776,0.5158445,0.34641415,0.117139414,0.6811828,2.8788283e-09,0.44585243,0.72990227,0.929959
0.060744204,0.5378287,0.35723677,0.013344948,0.21229875,0.18006398,0.2664376,0.15274982,0.6231465,0.39355156,0.8048132,0.60323715,0.00013714794,0.1547392,0.6919236,1.3800499e-07,0.0449627,0.39474526,0.0014925619,0.31394055,0.14348964,0.10262432,3.867418e-15,0.506037,0.48777172,0.29711208,0.058670614,1.4475693e-08,0.29615074,0.51867926,0.09517054,1.7043826e-09,8.977669e-07,0.24042273,0.13339873,0.55137795,0.34953457,0.43842104,0.25316507,0.2504981,4.2510107e-11,1.2566063e-09,0.45963436,0.33698514,0.06672983,0.97451174,0.7631743,0.45581472,0.252931,0.50964403,0.34043783,0.105900444,0.6803528,4.6911236e-10,0.4243472,0.7076289,0.93745154
0.053150788,0.5298254,0.3414367,0.010296976,0.20361269,0.1669614,0.2689764,0.14516357,0.61475796,0.3886959,0.8177436,0.6100208,5.9510407e-05,0.14305733,0.69300085,3.4173667e-08,0.04001103,0.3933009,0.0009435662,0.29642865,0.13784374,0.0953428,1.919304e-16,0.50032234,0.4803876,0.28589478,0.051800784,2.9438134e-09,0.28635442,0.5011732,0.08838547,2.8282593e-10,2.603219e-07,0.23270667,0.12651108,0.55685335,0.3549866,0.44149095,0.24910702,0.2509388,4.96489e-12,2.033256e-10,0.45599246,0.33957303,0.063307375,0.967349,0.7492146,0.44065046,0.24488339,0.5003188,0.33889058,0.095216915,0.6720385,6.6364844e-11,0.4183325,0.7039816,0.92161006
0.048215818,0.53540486,0.33992365,0.007668065,0.19541477,0.16001733,0.26629597,0.14103541,0.5981455,0.38417596,0.8265478,0.6228815,2.4144303e-05,0.1370951,0.6896997,7.6016216e-09,0.034545604,0.39855567,0.00057552,0.301366,0.12835549,0.086746275,7.480775e-18,0.49805158,0.47593743,0.2831091,0.047071137,5.2932486e-10,0.28435427,0.4886149,0.081809044,4.0818984e-11,6.86586e-08,0.2326414,0.11785882,0.5268489,0.3491546,0.444574,0.2447572,0.2504717,4.899582e-13,2.8554891e-11,0.44495136,0.33775094,0.05815047,0.96479243,0.7378247,0.42774102,0.23490171,0.48846224,0.32229015,0.086108856,0.66990197,8.059534e-12,0.4175737,0.68489206,0.89881504
0.04033929,0.5306303,0.33742723,0.005450411,0.18314253,0.14394711,0.26185462,0.13689727,0.6002351,0.38371298,0.81525904,0.6036564,9.092463e-06,0.12976582,0.6797033,1.5061167e-09,0.029489217,0.3956939,0.0003345236,0.28803757,0.11881279,0.07522807,2.2427614e-19,0.48922,0.46106842,0.26905423,0.03789829,8.334481e-11,0.26356885,0.49184054,0.075495355,5.0672166e-12,1.6349862e-08,0.22697988,0.11651972,0.5378977,0.35125273,0.4500157,0.24154548,0.24617684,4.0297443e-14,3.4415864e-12,0.43606603,0.33271968,0.053741444,0.95132613,0.7336994,0.41216,0.22848433,0.4898168,0.3203399,0.07661323,0.6724147,8.299715e-13,0.40636447,0.68401116,0.8851912
0.035030466,0.5337977,0.32775608,0.0038251963,0.17402145,0.1375381,0.2531967,0.13005948,0.5930303,0.3792725,0.8253955,0.6046425,3.1767506e-06,0.12132184,0.67133516,2.6343663e-10,0.024434712,0.39305547,0.00018770117,0.28868067,0.109357625,0.06689993,5.0541e-21,0.479629,0.448647,0.25972196,0.0327931,1.1370973e-11,0.25430775,0.4640143,0.06843524,5.34531e-13,3.4878884e-09,0.21789664,0.11869462,0.52897584,0.34047073,0.44440186,0.23214623,0.23318934,2.7210878e-15,3.5161964e-13,0.4319184,0.3273477,0.04943441,0.9415629,0.73662263,0.39945698,0.21047764,0.4803695,0.31895027,0.067111254,0.6607378,7.15109e-14,0.40191177,0.6826238,0.87722975
0.030056005,0.5293607,0.33435023,0.0026122704,0.1623229,0.12841842,0.25459674,0.12401848,0.5787095,0.36371824,0.82980496,0.59547657,1.0243718e-06,0.11836547,0.65566486,4.0275915e-11,0.020270668,0.39223474,0.000100997604,0.2768477,0.10265881,0.057889327,8.3449234e-23,0.46923465,0.4373687,0.24828058,0.027960094,1.328903e-12,0.24492909,0.45257026,0.061031956,4.7284672e-14,6.6085193e-10,0.22427799,0.11314164,0.52778023,0.3400009,0.43902132,0.2226547,0.2271649,1.4838793e-16,3.0045018e-14,0.42798215,0.32025704,0.045592155,0.94168776,0.7207517,0.4030055,0.20296425,0.47012812,0.3089111,0.05776199,0.6491075,5.079971e-15,0.41483602,0.67013,0.867682
