center,method,feature_count,best_test_r2,best_train_r2,min_test_loss,min_train_loss,final_test_r2,final_train_r2,final_test_loss,final_train_loss,best_epoch,output_dir,target_label,plot_label,exclude_columns
net_actual_interchange_mw,DNN_AllFeatures,67,0.967963695526123,0.9934613108634949,0.03034995329032493,0.006538710523891163,0.9655976295471191,0.9924269318580627,0.032591485341715555,0.007573068177812,139,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_net_actual_interchange_mw/DNN_AllFeatures,net_actual_interchange_mw,"net
actual
interchange
mw",net_sched_interchange_mw|total_gen
net_actual_interchange_mw,L1GateDNN_Selected,12,0.9504226446151733,0.9618619084358215,0.05144920986630533,0.03813811063468669,0.944486141204834,0.9557115435600281,0.05760986771281451,0.04428843626331041,133,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_net_actual_interchange_mw/L1GateDNN_Selected,net_actual_interchange_mw,"net
actual
interchange
mw",net_sched_interchange_mw|total_gen
gross_actual_interchange_mw,DNN_AllFeatures,69,0.8499119877815247,0.9752395749092102,0.14651726687145306,0.024760414473641405,0.8485507369041443,0.9752395749092102,0.14784614990533487,0.024760414473641405,136,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_gross_actual_interchange_mw/DNN_AllFeatures,gross_actual_interchange_mw,"gross
actual
interchange
mw",
gross_actual_interchange_mw,L1GateDNN_Selected,20,0.8753908276557922,0.9609208703041077,0.12164461925035207,0.03907914120990934,0.8680177927017212,0.9565351009368896,0.12884226118827738,0.04346491883897445,144,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_gross_actual_interchange_mw/L1GateDNN_Selected,gross_actual_interchange_mw,"gross
actual
interchange
mw",
net_sched_interchange_mw,DNN_AllFeatures,67,0.9691498875617981,0.9930683970451355,0.029236967459593605,0.0069316306625102865,0.965566873550415,0.991460919380188,0.032632636153366326,0.008539077753384408,123,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_net_sched_interchange_mw/DNN_AllFeatures,net_sched_interchange_mw,"net
sched
interchange
mw",net_actual_interchange_mw|total_gen
net_sched_interchange_mw,L1GateDNN_Selected,12,0.9589034914970398,0.9706302285194397,0.04264714474020075,0.02936974892141477,0.956122636795044,0.968254566192627,0.04553293179269863,0.03174542545538388,145,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_net_sched_interchange_mw/L1GateDNN_Selected,net_sched_interchange_mw,"net
sched
interchange
mw",net_actual_interchange_mw|total_gen
total_gen,DNN_AllFeatures,42,0.9252952337265015,0.9793938994407654,0.07486021332017499,0.02060608399317485,0.9199827313423157,0.9776977300643921,0.08018373571268228,0.02230225417488701,93,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_total_gen/DNN_AllFeatures,total_gen,"total
gen",prelim_load_avg_hourly|metered_load_mw|total_pjm_rt_load_mwh|forecast_load_mw_latest_available|forecast_load_mw_day_ahead|wind_generation_mw|solar_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|gen_fuel_storage_pct|gen_fuel_wind_pct
total_gen,L1GateDNN_Selected,9,0.892695426940918,0.9366123080253601,0.10752781624714397,0.06338770153558043,0.8904268145561218,0.9363254308700562,0.10980117167920282,0.06367458372279049,100,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_total_gen/L1GateDNN_Selected,total_gen,"total
gen",prelim_load_avg_hourly|metered_load_mw|total_pjm_rt_load_mwh|forecast_load_mw_latest_available|forecast_load_mw_day_ahead|wind_generation_mw|solar_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|gen_fuel_storage_pct|gen_fuel_wind_pct
metered_load_mw,DNN_AllFeatures,42,0.9157376885414124,0.976943850517273,0.0836812094466327,0.023056149723265557,0.9093779921531677,0.9767968654632568,0.08999706646980352,0.023203154284024363,120,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_metered_load_mw/DNN_AllFeatures,metered_load_mw,"metered
load
mw",total_gen|prelim_load_avg_hourly|total_pjm_rt_load_mwh|forecast_load_mw_latest_available|forecast_load_mw_day_ahead|wind_generation_mw|solar_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|gen_fuel_storage_pct|gen_fuel_wind_pct
metered_load_mw,L1GateDNN_Selected,8,0.8802608251571655,0.9249294996261597,0.1189133970696292,0.07507052084698967,0.8709688186645508,0.9217926859855652,0.12814135641948274,0.07820733704765807,116,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_metered_load_mw/L1GateDNN_Selected,metered_load_mw,"metered
load
mw",total_gen|prelim_load_avg_hourly|total_pjm_rt_load_mwh|forecast_load_mw_latest_available|forecast_load_mw_day_ahead|wind_generation_mw|solar_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|gen_fuel_storage_pct|gen_fuel_wind_pct
total_losses,DNN_AllFeatures,69,0.9412600994110107,0.9919224977493286,0.05760181060333441,0.008077491850192246,0.9395266175270081,0.9917252659797668,0.059301670299979244,0.008274711120957515,88,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_total_losses/DNN_AllFeatures,total_losses,"total
losses",
total_losses,L1GateDNN_Selected,10,0.8915631771087646,0.9366558790206909,0.1063358219192795,0.0633440733539874,0.8888694047927856,0.9366558790206909,0.10897735394991753,0.0633440733539874,107,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_total_losses/L1GateDNN_Selected,total_losses,"total
losses",
congestion_price_da,DNN_AllFeatures,69,0.9407544732093811,0.9928767085075378,0.06785027132789809,0.007123320683137912,0.9247636795043945,0.9868335127830505,0.08616354940856648,0.01316649735547193,141,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_congestion_price_da/DNN_AllFeatures,congestion_price_da,"congestion
price
da",
congestion_price_da,L1GateDNN_Selected,2,0.9953500628471375,0.9966986179351807,0.003566068080420349,0.0033013703207592756,0.9867492914199829,0.9892977476119995,0.010162007647431477,0.010702270039074977,139,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_congestion_price_da/L1GateDNN_Selected,congestion_price_da,"congestion
price
da",
congestion_price_rt,DNN_AllFeatures,69,0.7255069017410278,0.970901608467102,0.2626402937102972,0.029098365452313906,0.7006751298904419,0.970901608467102,0.28639976655292076,0.029098365452313906,111,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_congestion_price_rt/DNN_AllFeatures,congestion_price_rt,"congestion
price
rt",
congestion_price_rt,L1GateDNN_Selected,33,0.7176598310470581,0.9510942697525024,0.27014851595116096,0.04890570541009773,0.6843858957290649,0.9489032030105591,0.30198566865448545,0.05109676540332678,79,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_congestion_price_rt/L1GateDNN_Selected,congestion_price_rt,"congestion
price
rt",
marginal_loss_price_da,DNN_AllFeatures,69,0.8936111927032471,0.985383152961731,0.11069808387560998,0.014616872970914166,0.8820545673370361,0.9844576120376587,0.12272280689737783,0.015542418548935339,142,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_marginal_loss_price_da/DNN_AllFeatures,marginal_loss_price_da,"marginal
loss
price
da",
marginal_loss_price_da,L1GateDNN_Selected,20,0.8785099387168884,0.9710854887962341,0.12641100646223782,0.028914500536534916,0.8714188933372498,0.9689594507217407,0.13378923884933677,0.03104056813310147,61,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_marginal_loss_price_da/L1GateDNN_Selected,marginal_loss_price_da,"marginal
loss
price
da",
total_lmp_da,DNN_AllFeatures,66,0.9622096419334412,0.9954304099082947,0.03609087636620488,0.004569570399134567,0.9600986242294312,0.9931087493896484,0.038106978128425686,0.006891276000613172,106,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_total_lmp_da/DNN_AllFeatures,total_lmp_da,"total
lmp
da",system_energy_price_da|congestion_price_da|marginal_loss_price_da
total_lmp_da,L1GateDNN_Selected,4,0.8893073797225952,0.9292367100715637,0.10099941837067557,0.0707632818408779,0.8871582746505737,0.929133415222168,0.10296035994400793,0.0708665521506517,127,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_total_lmp_da/L1GateDNN_Selected,total_lmp_da,"total
lmp
da",system_energy_price_da|congestion_price_da|marginal_loss_price_da
da_as_total_mw_primary_reserve,DNN_AllFeatures,67,0.8494500517845154,0.986961305141449,0.15203061440346263,0.013038691158479606,0.8390399217605591,0.9829182028770447,0.16254314240749654,0.017081808671426287,74,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_da_as_total_mw_primary_reserve/DNN_AllFeatures,da_as_total_mw_primary_reserve,"da
as
total
mw
primary
reserve",da_as_as_mw_primary_reserve|da_as_nsr_mw_primary_reserve
da_as_total_mw_primary_reserve,L1GateDNN_Selected,27,0.8843600153923035,0.9737980365753174,0.11028104752183096,0.026201938359408528,0.8675886392593384,0.9689172506332397,0.1262752402331425,0.0310827552166094,77,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_da_as_total_mw_primary_reserve/L1GateDNN_Selected,da_as_total_mw_primary_reserve,"da
as
total
mw
primary
reserve",da_as_as_mw_primary_reserve|da_as_nsr_mw_primary_reserve
da_as_total_mw_thirty_minutes_reserve,DNN_AllFeatures,68,0.8967359662055969,0.9868232011795044,0.09462258584297649,0.013176818385373582,0.8874101042747498,0.986362636089325,0.10316797939878775,0.0136373626229138,33,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_da_as_total_mw_thirty_minutes_reserve/DNN_AllFeatures,da_as_total_mw_thirty_minutes_reserve,"da
as
total
mw
thirty
minutes
reserve",da_as_as_mw_thirty_minutes_reserve
da_as_total_mw_thirty_minutes_reserve,L1GateDNN_Selected,10,0.8782217502593994,0.9340306520462036,0.1275777775826428,0.06596934653387845,0.8752458095550537,0.9311837553977966,0.13069546163681742,0.06881625885722213,138,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_current/CenterOn_da_as_total_mw_thirty_minutes_reserve/L1GateDNN_Selected,da_as_total_mw_thirty_minutes_reserve,"da
as
total
mw
thirty
minutes
reserve",da_as_as_mw_thirty_minutes_reserve
