name,feature_count,r2,mse,best_epoch,tau,meets_tau,r2_gap_to_full,features
"['prelim_load_avg_hourly', 'gen_fuel_gas_mw', 'gen_fuel_coal_mw', 'gen_fuel_solar_mw', 'gen_fuel_nuclear_mw', 'metered_load_mw', 'gen_fuel_wind_mw', 'gen_fuel_hydro_mw', 'total_pjm_rt_load_mwh', 'gross_sched_interchange_mw', 'total_losses', 'da_as_as_req_mw_synchronized_reserve', 'gen_fuel_other_renewables_mw', 'da_as_as_mw_thirty_minutes_reserve', 'gen_fuel_oil_mw']",22,0.9653444290161133,0.03283134466548246,135,0.9207956194877625,True,0.0039141178131103516,d;g;a;t;e;_;e;f;f;e;c;t;i;v;e;_;g;t;_;0;.;1
"['da_as_as_mw_thirty_minutes_reserve', 'gross_sched_interchange_mw', 'gen_fuel_nuclear_mw', 'gen_fuel_gas_mw', 'da_as_as_req_mw_synchronized_reserve', 'gen_fuel_other_renewables_mw', 'gen_fuel_wind_mw', 'gen_fuel_multiple_fuels_mw', 'gen_fuel_coal_mw', 'gross_inadv_interchange_mw', 'gen_fuel_oil_mw', 'total_pjm_rt_load_mwh', 'metered_load_mw', 'prelim_load_avg_hourly', 'gross_actual_interchange_mw', 'gen_fuel_hydro_mw', 'total_losses', 'da_as_nsr_mw_primary_reserve', 'da_as_ss_mw_primary_reserve', 'gen_fuel_solar_mw']",25,0.9731178283691406,0.025467095876725892,153,0.9207956194877625,True,-0.003859281539916992,d;g;a;t;e;_;f;i;n;a;l;_;g;a;t;e;_;s;e;l;e;c;t;e;d
"['da_as_as_mw_thirty_minutes_reserve', 'gross_sched_interchange_mw', 'gen_fuel_nuclear_mw', 'gen_fuel_gas_mw', 'da_as_as_req_mw_synchronized_reserve', 'da_as_as_mw_synchronized_reserve', 'gen_fuel_other_renewables_mw', 'gen_fuel_wind_mw', 'gen_fuel_multiple_fuels_mw', 'gen_fuel_coal_mw', 'gross_inadv_interchange_mw', 'gen_fuel_oil_mw', 'total_pjm_rt_load_mwh', 'metered_load_mw', 'prelim_load_avg_hourly', 'gross_actual_interchange_mw', 'gen_fuel_hydro_mw', 'total_losses', 'da_as_nsr_mw_primary_reserve', 'da_as_ss_mw_primary_reserve', 'gen_fuel_solar_mw']",30,0.9683316349983215,0.03000135843006031,155,0.9207956194877625,True,0.0009269118309020996,d;g;a;t;e;_;b;e;s;t;_;e;p;o;c;h;_;g;a;t;e;_;s;e;l;e;c;t;e;d
