目标,中文名,达标水平,预算n,先达标的方法,方法,测试R2,全量R2,候选数,选中字段
congestion_price_rt,实时阻塞价,95%,10,XGBoost,DGatingDNN,0.5743167801173544,0.6538016664318546,48,marginal_loss_price_rt|system_energy_price_rt|gross_sched_interchange_mw|gen_fuel_multiple_fuels_pct|gen_fuel_gas_pct|gen_fuel_oil_pct|gen_fuel_coal_pct|gross_inadv_interchange_mw|total_pjm_rmccp_cr|gen_fuel_storage_mw
congestion_price_rt,实时阻塞价,95%,10,XGBoost,STG,0.5747298049506835,0.6538016664318546,48,wind_generation_mw|marginal_loss_price_rt|system_energy_price_rt|system_energy_price_da|da_as_ss_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_mcp_synchronized_reserve|total_pjm_loc_credit|gross_sched_interchange_mw|gen_fuel_solar_pct
congestion_price_rt,实时阻塞价,95%,10,XGBoost,LassoNet,0.5626188046382692,0.6538016664318546,48,system_energy_price_rt|gen_fuel_multiple_fuels_pct|da_as_mcp_synchronized_reserve|gen_fuel_wind_pct|gen_fuel_gas_pct|total_pjm_loc_credit|marginal_loss_price_rt|gen_fuel_coal_pct|gross_inadv_interchange_mw|gen_fuel_multiple_fuels_mw
congestion_price_rt,实时阻塞价,95%,10,XGBoost,XGBoost,0.6314224925737713,0.6538016664318546,48,system_energy_price_rt|marginal_loss_price_rt|da_as_as_req_mw_primary_reserve|gen_fuel_solar_pct|gen_fuel_gas_pct|gen_fuel_coal_pct|gen_fuel_solar_mw|gen_fuel_multiple_fuels_pct|rmccp|da_as_mcp_synchronized_reserve
congestion_price_rt,实时阻塞价,95%,10,XGBoost,Lasso,0.4768029229281301,0.6538016664318546,48,system_energy_price_rt|wind_generation_mw|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_self_sched_reg|total_pjm_assigned_reg|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve
congestion_price_rt,实时阻塞价,95%,10,XGBoost,Pearson,0.5190122444036389,0.6538016664318546,48,system_energy_price_rt|marginal_loss_price_rt|system_energy_price_da|gen_fuel_oil_pct|gen_fuel_oil_mw|rmccp|gen_fuel_multiple_fuels_mw|total_pjm_rmccp_cr|prelim_load_avg_hourly|total_pjm_rt_load_mwh
congestion_price_rt,实时阻塞价,97%,12,XGBoost,DGatingDNN,0.5883108533440575,0.6538016664318546,48,marginal_loss_price_rt|system_energy_price_rt|gross_sched_interchange_mw|gen_fuel_multiple_fuels_pct|gen_fuel_gas_pct|gen_fuel_oil_pct|gen_fuel_coal_pct|gross_inadv_interchange_mw|total_pjm_rmccp_cr|gen_fuel_storage_mw|gen_fuel_other_renewables_mw|wind_generation_mw
congestion_price_rt,实时阻塞价,97%,12,XGBoost,STG,0.5922792949790067,0.6538016664318546,48,wind_generation_mw|marginal_loss_price_rt|system_energy_price_rt|system_energy_price_da|da_as_ss_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_mcp_synchronized_reserve|total_pjm_loc_credit|gross_sched_interchange_mw|gen_fuel_solar_pct|gen_fuel_multiple_fuels_pct|gen_fuel_gas_pct
congestion_price_rt,实时阻塞价,97%,12,XGBoost,LassoNet,0.6169625981602584,0.6538016664318546,48,system_energy_price_rt|gen_fuel_multiple_fuels_pct|da_as_mcp_synchronized_reserve|gen_fuel_wind_pct|gen_fuel_gas_pct|total_pjm_loc_credit|marginal_loss_price_rt|gen_fuel_coal_pct|gross_inadv_interchange_mw|gen_fuel_multiple_fuels_mw|gen_fuel_other_renewables_mw|gen_fuel_nuclear_mw
congestion_price_rt,实时阻塞价,97%,12,XGBoost,XGBoost,0.6526530522089411,0.6538016664318546,48,system_energy_price_rt|marginal_loss_price_rt|da_as_as_req_mw_primary_reserve|gen_fuel_solar_pct|gen_fuel_gas_pct|gen_fuel_coal_pct|gen_fuel_solar_mw|gen_fuel_multiple_fuels_pct|rmccp|da_as_mcp_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw
congestion_price_rt,实时阻塞价,97%,12,XGBoost,Lasso,0.48881671163182405,0.6538016664318546,48,system_energy_price_rt|wind_generation_mw|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_self_sched_reg|total_pjm_assigned_reg|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve
congestion_price_rt,实时阻塞价,97%,12,XGBoost,Pearson,0.5415770588397995,0.6538016664318546,48,system_energy_price_rt|marginal_loss_price_rt|system_energy_price_da|gen_fuel_oil_pct|gen_fuel_oil_mw|rmccp|gen_fuel_multiple_fuels_mw|total_pjm_rmccp_cr|prelim_load_avg_hourly|total_pjm_rt_load_mwh|forecast_load_mw_latest_available|gen_fuel_nuclear_pct
