feature_index,related,rank,index,center,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score,best_gate
1,prelim_load_avg_hourly,1,26,metered_load_mw,0.9568026496653318,0.9999341936593182,0.9999624875381486,0.9957686961356688,0.999967874733461,0.9710953088243072,1,1,1,1,1,1,6,0.999967874733461,0.191156
2,forecast_load_mw_latest_available,2,24,metered_load_mw,0.7413699483525032,0.995808216274298,0.9960452239049692,0.9439630247428412,0.9941054590308448,0.9713970527395782,1,1,1,1,1,1,6,0.9960452239049692,2.711115e-05
3,total_gen,3,1,metered_load_mw,0.6320204891324752,0.9847616959718284,0.9893379854877768,0.8957825966082846,0.9841159502243614,0.964754271062871,1,1,1,1,1,1,6,0.9893379854877768,0.26701796
4,forecast_load_mw_day_ahead,4,25,metered_load_mw,0.4674253106658261,0.9169608505343214,0.9372223672029872,0.7581901584653878,0.9126211578737377,0.9754814623056188,1,1,1,1,1,1,6,0.9754814623056188,0.00020077865
5,gen_fuel_gas_mw,5,6,metered_load_mw,0.3138942091619309,0.8772050808787376,0.901162717517987,0.6923519599666389,0.8719552136470696,0.9669609723489294,1,1,1,1,1,1,6,0.9669609723489294,-4.4613334e-05
6,gen_fuel_coal_mw,6,5,metered_load_mw,0.2483591277012486,0.8246213020767387,0.839629857652042,0.6513664164581596,0.8432164121591269,0.9436084124177004,1,1,1,1,1,1,6,0.9436084124177004,0.00015421712
7,gross_inadv_interchange_mw,7,50,metered_load_mw,0.0725223244595685,0.4426478034053114,0.4615107644183044,0.3074478732276897,0.447901696337132,0.9133343102569256,1,1,1,1,1,1,6,0.9133343102569256,0.00016559026
8,gross_actual_interchange_mw,8,48,metered_load_mw,0.0701781607190319,0.406837691249392,0.3862298711346731,0.2531415068112316,0.353563103805018,0.900237704568226,1,1,1,1,1,1,6,0.900237704568226,8.593911e-05
9,gen_fuel_nuclear_mw,9,9,metered_load_mw,0.1352564753218611,0.5785456394797721,0.5439150351294194,0.3899124270225187,0.5781424979887448,0.8372625226177144,1,1,1,1,1,1,6,0.8372625226177144,-0.00018379661
10,gen_fuel_hydro_mw,10,7,metered_load_mw,0.0936181439664622,0.4195940022021316,0.5010779839296334,0.2872254656658326,0.4657558408467574,0.8222638761409585,1,1,1,1,1,1,6,0.8222638761409585,6.1775936e-05
11,total_losses,11,2,metered_load_mw,0.158563577246156,0.7084847214032068,0.6576652737501161,0.5070558798999166,0.6614430984484686,0.4520931866396965,1,1,1,1,1,1,6,0.7084847214032068,-0.00014007589
12,gen_fuel_oil_mw,12,10,metered_load_mw,0.2562237196264964,0.5925802267825869,0.6898024259852142,0.4003669724770642,0.6557085281462125,0.4211212445298309,1,1,1,1,1,1,6,0.6898024259852142,-4.7003137e-05
13,total_lmp_da,13,38,metered_load_mw,0.2458010815507301,0.6825146294663492,0.6483378943387537,0.4987823185988324,0.6578106239878618,0.1923538188773602,1,1,1,1,1,1,6,0.6825146294663492,0.00031363632
14,system_energy_price_da,14,37,metered_load_mw,0.2519876718092818,0.6707293313138581,0.6157768065876077,0.48910897970531,0.6281416142064565,0.1891436641579615,1,1,1,1,1,1,6,0.6707293313138581,8.611512e-05
15,total_lmp_rt,15,42,metered_load_mw,0.1958716893249548,0.6151141114571235,0.4742318366564801,0.4193049763691965,0.5340472492224277,0.1890584156562392,1,1,1,1,1,1,6,0.6151141114571235,9.251482e-06
16,system_energy_price_rt,16,41,metered_load_mw,0.2544629240029458,0.6000659656144719,0.3828489343586374,0.4447303308312482,0.5368527777342171,0.1915424900662684,1,1,1,1,1,1,6,0.6000659656144719,5.8600643e-05
17,gen_fuel_multiple_fuels_mw,17,8,metered_load_mw,0.0781095859616131,0.379092891839373,0.4629179607679616,0.2358076174589936,0.4002895437511032,0.3571437637264861,1,1,1,1,1,1,6,0.4629179607679616,2.3130371e-05
18,congestion_price_da,18,39,metered_load_mw,0.1135066792091933,0.1579654040839145,0.272861020049874,0.1043286071726438,0.3890061539188697,0.0738269134863539,1,1,1,1,1,1,6,0.3890061539188697,-8.06999e-05
19,gen_fuel_other_renewables_mw,19,11,metered_load_mw,0.0543181552504811,0.2886502886341999,0.2694086805384943,0.1895913261050875,0.2912314621240955,0.3627841875368418,1,1,1,1,1,1,6,0.3627841875368418,0.00024899706
20,da_as_nsr_mw_primary_reserve,20,36,metered_load_mw,0.0823712992778158,0.2110453383515884,0.1620804936324632,0.1472713372254656,0.2062226023948314,0.3543225498719642,1,1,1,1,1,1,6,0.3543225498719642,0.00012923201
21,da_as_mcp_synchronized_reserve,21,28,metered_load_mw,0.1758136525092531,0.2271259235358289,0.3271388332341209,0.1680845148735057,0.3319130980574007,0.0674204026477428,1,1,1,1,1,1,6,0.3319130980574007,8.105315e-06
22,da_as_mcp_primary_reserve,22,27,metered_load_mw,0.1799900108620532,0.2116978646014732,0.2884036228467097,0.0918710036141228,0.26169598995208,0.0618012712990081,1,1,1,1,1,1,6,0.2884036228467097,4.1241878e-05
23,gen_fuel_solar_mw,23,12,metered_load_mw,0.0602812699079183,0.2306576551492357,0.2080303949994766,0.1702043369474562,0.2115390484110471,0.2858927915924784,1,1,1,1,1,1,6,0.2858927915924784,-0.0001686585
24,da_as_as_req_mw_synchronized_reserve,24,30,metered_load_mw,0.0925902523205569,0.2735700308947335,0.2858463402359897,0.147457603558521,0.2474139569767881,0.067402377949915,1,1,1,1,1,1,6,0.2858463402359897,0.00013208279
25,da_as_as_req_mw_primary_reserve,25,29,metered_load_mw,0.0976593678743826,0.2752581715248489,0.28354800497824,0.1622880177926049,0.2474019515838871,0.0687671973685698,1,1,1,1,1,1,6,0.28354800497824,0.00013705686
26,da_as_total_mw_primary_reserve,26,32,metered_load_mw,0.0671523784765781,0.2406099634791352,0.248356874797873,0.1558993605782596,0.2747242326740254,0.1197999812781563,1,1,1,1,1,1,6,0.2747242326740254,0.000233187
27,gen_fuel_storage_mw,27,13,metered_load_mw,0.0865123353008858,0.2464484052265092,0.221427021279713,0.1516694467611898,0.2547856261666473,0.0583122639389484,1,1,1,1,1,1,6,0.2547856261666473,0.00018127344
28,solar_generation_mw,28,4,metered_load_mw,0.0571964172997964,0.1603568617664679,0.1888572395066809,0.0945301640255768,0.1782927913542673,0.142613175451453,1,1,1,1,1,1,6,0.1888572395066809,0.0010638473
29,gen_fuel_nuclear_pct,29,19,metered_load_mw,0.3841749446426905,-0.8986254121423042,-0.918668848807614,-0.7332541006394218,0.8878023697175321,0.0292621009034105,1,1,1,1,1,0,5,0.918668848807614,0.0003878394
30,wind_generation_mw,30,3,metered_load_mw,0.0337716522720197,-0.1439082095613464,-0.1590118766385726,-0.0966958576591604,0.1629891108736546,0.9032365669284612,0,1,1,1,1,1,5,0.9032365669284612,-7.3358766e-05
31,gen_fuel_wind_mw,31,14,metered_load_mw,0.0366163435746007,-0.141552561713353,-0.1595650047040165,-0.0957506255212677,0.1499547391950975,0.9027731428612504,0,1,1,1,1,1,5,0.9027731428612504,-4.1512798e-05
32,gross_sched_interchange_mw,32,49,metered_load_mw,0.0368479771262186,0.1765182589660863,0.174972748918181,0.0998443147067,0.1698471944042162,0.8806763070792559,0,1,1,1,1,1,5,0.8806763070792559,0.0005366357
33,gen_fuel_other_renewables_pct,33,21,metered_load_mw,0.2848274170448584,-0.6899702468401637,-0.7123062244535338,-0.4959049207673061,0.6763659698914725,0.0285512818035436,1,1,1,1,1,0,5,0.7123062244535338,-0.0002630535
34,marginal_loss_price_rt,34,44,metered_load_mw,0.1934878294100301,0.6260881092619808,0.4800451267141128,0.4597331109257714,0.5705709636352168,0.0341326739839346,1,1,1,1,1,0,5,0.6260881092619808,0.00042237426
35,gen_fuel_oil_pct,35,20,metered_load_mw,0.1756470788645886,0.4586992816034611,0.608388973512944,0.3403975535168195,0.6004112265951215,0.0286958164756657,1,1,1,1,1,0,5,0.608388973512944,-3.1808537e-05
36,gen_fuel_coal_pct,36,15,metered_load_mw,0.1132288686852128,0.5718919265857861,0.5592945156574421,0.4028440366972477,0.5978989900836089,0.0287133820057345,1,1,1,1,1,0,5,0.5978989900836089,-0.00011157318
37,marginal_loss_price_da,37,40,metered_load_mw,0.2125445296033307,0.5942813832261815,0.5623754283210852,0.4255407283847651,0.5950581141503145,0.0437763541294401,1,1,1,1,1,0,5,0.5950581141503145,0.00015898541
38,net_inadv_interchange_mw,38,47,metered_load_mw,0.0289914367381845,0.1550638637426798,0.1591306784645906,0.0913678065054211,0.1508261213730078,0.407501166389154,0,1,1,1,1,1,5,0.407501166389154,-0.00018477958
39,gen_fuel_gas_pct,39,16,metered_load_mw,0.0639461158440282,0.3652919463248061,0.3750390281159017,0.2382541006394217,0.3413152493404289,0.0282355313474218,1,1,1,1,1,0,5,0.3750390281159017,-0.0009481436
