area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day,day_of_week,month_of_year,is_weekend
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.8471713,0.79328364,0.72113925,0.7043318,0.7702753,0.71771646,0.6857784,0.6922369,0.7705701,0.95001024,0.71491873,0.68031055,1.0118569,0.7688478,0.6983145,0.74376094,0.72468114,0.67083573,0.7288054,0.8358392,0.72695285,0.7091816,0.8188228,0.6874242,0.7009765,1.0884267,0.6949986,0.8432772,0.8691141,0.7226222,0.7268828,0.69090044,0.68732953,0.7648697,0.6709245,0.6736923,0.80314416,0.7181735,0.74632007,0.7068103,0.67552584,0.66061527,0.67473805
0.7707096,0.6154533,0.49522746,0.50811046,0.6584017,0.52050024,0.48842055,0.4653123,0.5349066,0.8098948,0.5257381,0.47554708,0.95647705,0.5868449,0.47719023,0.60084873,0.5471391,0.4951863,0.52819973,0.6194823,0.5022949,0.5761973,0.71573615,0.4748733,0.51232857,1.0231022,0.509174,0.7788639,0.785933,0.6165866,0.60585535,0.5449515,0.4974355,0.53166115,0.43829036,0.4588069,0.5971294,0.52060175,0.55210304,0.49599728,0.4492676,0.42467323,0.45705372
0.6946724,0.4694607,0.33748597,0.36634818,0.55897164,0.3671171,0.3594072,0.30528548,0.3775788,0.6969658,0.38245565,0.3274257,0.8822303,0.44642144,0.31699845,0.49998996,0.42923415,0.38009804,0.37864265,0.4623078,0.34304765,0.48437968,0.67862725,0.32371423,0.39451313,0.9209335,0.38742852,0.7073867,0.7542735,0.55378735,0.51314676,0.43679854,0.34501272,0.380173,0.29915872,0.29667255,0.43716905,0.38486192,0.425793,0.3397411,0.28592256,0.26255664,0.30438575
0.62734026,0.36182073,0.22414856,0.26460925,0.48015633,0.25401357,0.26272067,0.20082594,0.25987378,0.59971374,0.2729913,0.21890081,0.8119531,0.3556186,0.20576072,0.4317102,0.33909616,0.30107513,0.26353586,0.3388655,0.23419055,0.42651317,0.6521736,0.21875939,0.30459026,0.83451146,0.31188622,0.64320177,0.71030045,0.5014744,0.43921977,0.34249675,0.24586701,0.28075057,0.2078732,0.18866383,0.3198837,0.28438002,0.32793367,0.22077973,0.17832318,0.15776147,0.19749647
0.5745359,0.28148434,0.14375171,0.18483025,0.41378886,0.16997156,0.18902645,0.12432663,0.17099723,0.51658523,0.18826255,0.14274003,0.75807637,0.29241934,0.1273693,0.3755365,0.26338065,0.24345863,0.17969252,0.2452202,0.15829815,0.38041312,0.6201575,0.1460927,0.24166867,0.7658418,0.26097918,0.5979782,0.6648656,0.45560095,0.3769076,0.27126372,0.17552254,0.20582123,0.14503776,0.11889931,0.22987749,0.20998609,0.25484163,0.13770817,0.10883759,0.091120124,0.12365717
0.5286111,0.21880205,0.08867573,0.12593457,0.359543,0.10940376,0.13399778,0.075687304,0.107957035,0.43832767,0.12696867,0.0917905,0.71120894,0.24351795,0.07658251,0.33228722,0.198826,0.20620364,0.118465975,0.17302245,0.10912307,0.34558728,0.5902909,0.09790444,0.20270622,0.6965268,0.2383269,0.55499,0.6210586,0.41554835,0.32496157,0.21339293,0.12421166,0.150011,0.10071589,0.07376921,0.16393207,0.15772414,0.19653237,0.08464314,0.06464268,0.049957465,0.07501921
0.4858354,0.17137846,0.051819023,0.08314744,0.31208667,0.068491854,0.09351837,0.043896336,0.06589247,0.37224633,0.0831581,0.057758868,0.6649103,0.20525321,0.043952532,0.29528412,0.14890012,0.17946565,0.076522574,0.120273165,0.0735015,0.3181083,0.5680622,0.0648108,0.17167312,0.6389488,0.22083747,0.5158888,0.58419925,0.38484982,0.29027593,0.17303023,0.087322176,0.10884137,0.06728161,0.044837497,0.117244996,0.11956742,0.15019372,0.04879654,0.03660977,0.025683517,0.04344005
0.45137638,0.13432142,0.029234476,0.05355054,0.2715005,0.041124843,0.063568704,0.024344647,0.038468156,0.3177772,0.05272496,0.036281854,0.62656736,0.17401275,0.02412108,0.26279682,0.10912989,0.16118985,0.046882868,0.08220254,0.047268324,0.29490685,0.5516128,0.042114288,0.14739485,0.58408403,0.20436716,0.48393008,0.5480066,0.36215928,0.25597715,0.13791096,0.06011507,0.07753754,0.042758342,0.026409665,0.084033564,0.089484885,0.113529176,0.027523499,0.019758124,0.012459927,0.023979377
0.41792265,0.103949234,0.015575024,0.033408437,0.23537828,0.023537342,0.04221904,0.012855527,0.02153047,0.27022237,0.031900615,0.022741595,0.5886619,0.14723848,0.012495504,0.23724945,0.07796308,0.14631581,0.027855871,0.05462308,0.03005858,0.2794925,0.53391147,0.02611006,0.13341348,0.5373142,0.19738843,0.45233798,0.5187403,0.34132692,0.22875957,0.107665785,0.040140696,0.05639101,0.026239473,0.015074399,0.058943156,0.06990104,0.08455667,0.014610887,0.00995235,0.005650185,0.012467492
