数据集,target,中文名,候选数,选中数,处置方式,处置前_选中R2_随机,处置前_全量R2_随机,处置前_选中R2_时序,处置前_全量R2_时序,处置后_选中R2_随机,处置后_全量R2_随机,处置后_选中R2_时序,处置后_全量R2_时序,选中降幅_随机,选中降幅_时序
rts_gmlc_2020_v2,branch_ab2_loading_pct,线路AB2负载率,43,11,时间聚合 6 小时,0.9773359431880168,0.9840552153065972,0.9767851724220087,0.9747334036746663,0.7786833247814551,0.9771466104729436,0.7403431933232303,0.9591883349714072,-0.19865261840656168,-0.2364419790987784
rts_gmlc_2020_v2,branch_ab2_loading_pct,线路AB2负载率,43,11,综合处置,0.9773359431880168,0.9840552153065972,0.9767851724220087,0.9747334036746663,0.7660497119388605,0.9753676049703144,0.7190056095932951,0.9530788851016985,-0.21128623124915624,-0.2577795628287136
rts_gmlc_2020_v2,branch_ab3_loading_pct,线路AB3负载率,43,9,加噪 20%,0.9517729560909858,0.9569884294763548,0.9086988861041618,0.8787616708997059,0.8473775596475568,0.9438881243832156,0.771756224740867,0.8677959531148247,-0.10439539644342899,-0.1369426613632948
rts_gmlc_2020_v2,branch_ab3_loading_pct,线路AB3负载率,43,9,降精度 10 档,0.9517729560909858,0.9569884294763548,0.9086988861041618,0.8787616708997059,0.9033408006473964,0.9478488363710597,0.834594480456555,0.864906685938699,-0.048432155443589364,-0.07410440564760679
rts_gmlc_2020_v2,branch_ab3_loading_pct,线路AB3负载率,43,9,时间聚合 6 小时,0.9517729560909858,0.9569884294763548,0.9086988861041618,0.8787616708997059,0.6663554400902265,0.945140860644074,0.5399889120532839,0.8547527277142039,-0.28541751600075926,-0.3687099740508779
rts_gmlc_2020_v2,branch_ab3_loading_pct,线路AB3负载率,43,9,综合处置,0.9517729560909858,0.9569884294763548,0.9086988861041618,0.8787616708997059,0.6473888598424177,0.9420196755533676,0.5071088270841749,0.8542486773322778,-0.3043840962485681,-0.4015900590199869
rts_gmlc_2020_v2,branch_ca_1_loading_pct,线路CA-1负载率,43,11,加噪 20%,0.9702876182877552,0.9775366239953002,0.9681977650914451,0.957904616938831,0.9241926721109512,0.9663089628379526,0.9365628800555578,0.9514368492197024,-0.046094946176803986,-0.031634885035887295
rts_gmlc_2020_v2,branch_ca_1_loading_pct,线路CA-1负载率,43,11,降精度 10 档,0.9702876182877552,0.9775366239953002,0.9681977650914451,0.957904616938831,0.952269261522708,0.970746060088062,0.9564047762147905,0.9557186724595985,-0.01801835676504726,-0.011792988876654587
rts_gmlc_2020_v2,branch_ca_1_loading_pct,线路CA-1负载率,43,11,时间聚合 6 小时,0.9702876182877552,0.9775366239953002,0.9681977650914451,0.957904616938831,0.6771156487500123,0.968713088303219,0.6303001024085789,0.9561154534709349,-0.29317196953774294,-0.33789766268286614
rts_gmlc_2020_v2,branch_ca_1_loading_pct,线路CA-1负载率,43,11,综合处置,0.9702876182877552,0.9775366239953002,0.9681977650914451,0.957904616938831,0.6656435093142439,0.9697628430130212,0.6207726574421306,0.9548866885048816,-0.30464410897351135,-0.34742510764931445
rts_gmlc_2020_v2,branch_cb_1_loading_pct,线路CB-1负载率,43,12,加噪 20%,0.9741805112458858,0.9767972019193356,0.97185511082534,0.9657906665277034,0.9176304579528988,0.9669330777043692,0.9298869231412912,0.9492483400048931,-0.05655005329298701,-0.04196818768404886
rts_gmlc_2020_v2,branch_cb_1_loading_pct,线路CB-1负载率,43,12,降精度 10 档,0.9741805112458858,0.9767972019193356,0.97185511082534,0.9657906665277034,0.9523285712783268,0.9679551731102886,0.9501299558453061,0.9561520907507494,-0.021851939967558964,-0.02172515498003391
rts_gmlc_2020_v2,branch_cb_1_loading_pct,线路CB-1负载率,43,12,时间聚合 6 小时,0.9741805112458858,0.9767972019193356,0.97185511082534,0.9657906665277034,0.7207363285081368,0.9665626279444088,0.707117226366596,0.949565422712051,-0.25344418273774894,-0.264737884458744
rts_gmlc_2020_v2,branch_cb_1_loading_pct,线路CB-1负载率,43,12,综合处置,0.9741805112458858,0.9767972019193356,0.97185511082534,0.9657906665277034,0.7075658703432799,0.9648231786419068,0.6942734186248058,0.9442065752410636,-0.2666146409026059,-0.2775816922005342
rts_gmlc_2020_v2,gen_121_nuclear_1_pg_mw,机组121核电出力,28,4,加噪 20%,0.9992969968942458,0.9998942128603318,0.9990158298957732,0.9981518558175189,0.9038356427669668,0.984571241196987,0.8975990343067748,0.960798023292473,-0.09546135412727896,-0.10141679558899841
rts_gmlc_2020_v2,gen_121_nuclear_1_pg_mw,机组121核电出力,28,4,降精度 10 档,0.9992969968942458,0.9998942128603318,0.9990158298957732,0.9981518558175189,0.9527137002812874,0.992979413881092,0.9544105475593372,0.987356030861965,-0.04658329661295835,-0.044605282336436014
rts_gmlc_2020_v2,gen_121_nuclear_1_pg_mw,机组121核电出力,28,4,时间聚合 6 小时,0.9992969968942458,0.9998942128603318,0.9990158298957732,0.9981518558175189,0.710796082526171,0.9785362152295568,0.6791586723230885,0.942510612269909,-0.2885009143680748,-0.31985715757268474
rts_gmlc_2020_v2,gen_121_nuclear_1_pg_mw,机组121核电出力,28,4,综合处置,0.9992969968942458,0.9998942128603318,0.9990158298957732,0.9981518558175189,0.6879815295460321,0.979601589398041,0.6506637745740304,0.9478689525829787,-0.3113154673482137,-0.34835205532174285
rts_gmlc_2020_v2,gen_218_cc_1_pg_mw,机组218联合循环出力,42,4,加噪 20%,0.998901024830662,0.9998121294055672,0.9974364970533391,0.9999002672921113,0.903293483479788,0.9990213130945992,0.840498695186828,0.9974861983053467,-0.09560754135087401,-0.15693780186651118
rts_gmlc_2020_v2,gen_218_cc_1_pg_mw,机组218联合循环出力,42,4,降精度 10 档,0.998901024830662,0.9998121294055672,0.9974364970533391,0.9999002672921113,0.9469256861621111,0.9993481919986452,0.9024202108713169,0.9988446669064326,-0.05197533866855086,-0.09501628618202229
rts_gmlc_2020_v2,gen_218_cc_1_pg_mw,机组218联合循环出力,42,4,时间聚合 6 小时,0.998901024830662,0.9998121294055672,0.9974364970533391,0.9999002672921113,0.8327444787842336,0.9992400471150862,0.6700080256405787,0.9983858114382035,-0.16615654604642838,-0.32742847141276044
rts_gmlc_2020_v2,gen_218_cc_1_pg_mw,机组218联合循环出力,42,4,综合处置,0.998901024830662,0.9998121294055672,0.9974364970533391,0.9999002672921113,0.8038968362537602,0.9994063836949508,0.6197052331662094,0.9987304291676641,-0.19500418857690183,-0.37773126388712974
rts_gmlc_2020_v2,gen_317_wind_1_pg_mw,机组317风电出力,42,11,加噪 20%,0.9413653482608044,0.9537373511900484,0.9213162260045409,0.891578439358491,0.8580794066334853,0.9237206935422106,0.8446470762888185,0.8733962014913498,-0.08328594162731917,-0.07666914971572236
rts_gmlc_2020_v2,gen_317_wind_1_pg_mw,机组317风电出力,42,11,降精度 10 档,0.9413653482608044,0.9537373511900484,0.9213162260045409,0.891578439358491,0.8819792343986783,0.9268902394887224,0.866592010673205,0.8679742200009115,-0.05938611386212611,-0.05472421533133587
rts_gmlc_2020_v2,gen_317_wind_1_pg_mw,机组317风电出力,42,11,时间聚合 6 小时,0.9413653482608044,0.9537373511900484,0.9213162260045409,0.891578439358491,0.8486924167746474,0.9527917571888695,0.8342107771779487,0.8887197212380208,-0.09267293148615707,-0.08710544882659221
rts_gmlc_2020_v2,gen_317_wind_1_pg_mw,机组317风电出力,42,11,综合处置,0.9413653482608044,0.9537373511900484,0.9213162260045409,0.891578439358491,0.8344851467479193,0.9508843911844,0.7913368033415418,0.8629870417519783,-0.10688020151288513,-0.1299794226629991
rts_gmlc_2020_v2,gen_321_cc_1_status,机组321投入状态,42,4,加噪 20%,0.9970968414271708,0.999949942932964,0.9928930758296541,0.999053658786257,0.8721759246873129,0.9970999371795042,0.9207404063850095,0.9864879595917696,-0.12492091673985795,-0.0721526694446446
rts_gmlc_2020_v2,gen_321_cc_1_status,机组321投入状态,42,4,降精度 10 档,0.9970968414271708,0.999949942932964,0.9928930758296541,0.999053658786257,0.9107708591113062,0.9937546015456108,0.9480663148199701,0.9907391915632826,-0.08632598231586464,-0.04482676100968408
rts_gmlc_2020_v2,gen_321_cc_1_status,机组321投入状态,42,4,时间聚合 6 小时,0.9970968414271708,0.999949942932964,0.9928930758296541,0.999053658786257,0.6521806638375152,0.9945829142798694,0.6249959790207493,0.9774263952191274,-0.34491617758965565,-0.3678970968089048
rts_gmlc_2020_v2,gen_321_cc_1_status,机组321投入状态,42,4,综合处置,0.9970968414271708,0.999949942932964,0.9928930758296541,0.999053658786257,0.6450271323090291,0.9948989533141942,0.619785655957027,0.97712802044418,-0.3520697091181417,-0.3731074198726272
