数据集,target,中文名,候选数,选中数,处置方式,处置前_选中R2_随机,处置前_全量R2_随机,处置前_选中R2_时序,处置前_全量R2_时序,处置后_选中R2_随机,处置后_全量R2_随机,处置后_选中R2_时序,处置后_全量R2_时序,选中降幅_随机,选中降幅_时序
rts_gmlc_2020_v2,bus_115_va_deg,节点115电压相角,46,7,加噪 20%,0.9791766121672558,0.9865132612079666,0.9799413312032131,0.9871629105210531,0.9325807193211112,0.9836502609486384,0.9408646512248686,0.9827944419086401,-0.046595892846144626,-0.03907667997834452
rts_gmlc_2020_v2,bus_115_va_deg,节点115电压相角,46,7,降精度 10 档,0.9791766121672558,0.9865132612079666,0.9799413312032131,0.9871629105210531,0.960951469526388,0.9864301249818336,0.967152830575706,0.9846888732508895,-0.01822514264086783,-0.012788500627507138
rts_gmlc_2020_v2,bus_115_va_deg,节点115电压相角,46,7,时间聚合 6 小时,0.9791766121672558,0.9865132612079666,0.9799413312032131,0.9871629105210531,0.7551908492538268,0.9842840945235972,0.7770037368272188,0.9844401502007472,-0.22398576291342898,-0.20293759437599435
rts_gmlc_2020_v2,bus_115_va_deg,节点115电压相角,46,7,综合处置,0.9791766121672558,0.9865132612079666,0.9799413312032131,0.9871629105210531,0.7393179901115474,0.9845697107559388,0.7610759108381568,0.9846982030257205,-0.2398586220557084,-0.2188654203650563
rts_gmlc_2020_v2,bus_215_va_deg,节点215电压相角,46,9,加噪 20%,0.968578314725642,0.9900794622218906,0.960408034373721,0.9867225013692629,0.9242544915712004,0.985328695527216,0.9189140908481346,0.978544113194324,-0.04432382315444161,-0.04149394352558644
rts_gmlc_2020_v2,bus_215_va_deg,节点215电压相角,46,9,降精度 10 档,0.968578314725642,0.9900794622218906,0.960408034373721,0.9867225013692629,0.9361880549096128,0.9846052380662204,0.9317475557069717,0.9776469788650374,-0.032390259816029277,-0.028660478666749367
rts_gmlc_2020_v2,bus_215_va_deg,节点215电压相角,46,9,时间聚合 6 小时,0.968578314725642,0.9900794622218906,0.960408034373721,0.9867225013692629,0.7774318760197136,0.9851711072793656,0.734194191314606,0.9731077324447435,-0.1911464387059284,-0.22621384305911507
rts_gmlc_2020_v2,bus_215_va_deg,节点215电压相角,46,9,综合处置,0.968578314725642,0.9900794622218906,0.960408034373721,0.9867225013692629,0.7638782697412128,0.9845925860993532,0.7190473007697724,0.9766426273033872,-0.20470004498442929,-0.2413607336039486
rts_gmlc_2020_v2,bus_315_va_deg,节点315电压相角,46,7,加噪 20%,0.9585410030735876,0.9921932314191496,0.9632693895620178,0.9906117895348994,0.9196971108118072,0.9899584066768,0.9288425821198664,0.9905639610871647,-0.03884389226178042,-0.03442680744215143
rts_gmlc_2020_v2,bus_315_va_deg,节点315电压相角,46,7,降精度 10 档,0.9585410030735876,0.9921932314191496,0.9632693895620178,0.9906117895348994,0.9443424505321724,0.9910136216187786,0.9499728191715293,0.989993792362556,-0.014198552541415221,-0.013296570390488482
rts_gmlc_2020_v2,bus_315_va_deg,节点315电压相角,46,7,时间聚合 6 小时,0.9585410030735876,0.9921932314191496,0.9632693895620178,0.9906117895348994,0.7714699548754934,0.9903095199161932,0.7766267241649119,0.9871730005767005,-0.18707104819809417,-0.18664266539710594
rts_gmlc_2020_v2,bus_315_va_deg,节点315电压相角,46,7,综合处置,0.9585410030735876,0.9921932314191496,0.9632693895620178,0.9906117895348994,0.7639764746118938,0.9899238147357428,0.7663261778977933,0.9876468051226068,-0.1945645284616938,-0.19694321166422446
rts_gmlc_2020_v2,branch_ab1_loading_pct,线路AB1负载率,43,7,加噪 20%,0.975615758274529,0.9866955877743272,0.9616055162618513,0.9599626504969515,0.8363901234501517,0.984648498149572,0.6884189359751769,0.9638660579891606,-0.13922563482437722,-0.2731865802866744
rts_gmlc_2020_v2,branch_ab1_loading_pct,线路AB1负载率,43,7,降精度 10 档,0.975615758274529,0.9866955877743272,0.9616055162618513,0.9599626504969515,0.9047082440614096,0.9860024094621568,0.8321874092337516,0.967866551060364,-0.07090751421311936,-0.12941810702809975
rts_gmlc_2020_v2,branch_ab1_loading_pct,线路AB1负载率,43,7,时间聚合 6 小时,0.975615758274529,0.9866955877743272,0.9616055162618513,0.9599626504969515,0.7883544245198176,0.9846819043712411,0.7621651017678553,0.9554013267659957,-0.18726133375471132,-0.19944041449399597
rts_gmlc_2020_v2,branch_ab1_loading_pct,线路AB1负载率,43,7,综合处置,0.975615758274529,0.9866955877743272,0.9616055162618513,0.9599626504969515,0.7394515345938621,0.9843172075825468,0.673635166079404,0.9579516316440525,-0.2361642236806668,-0.2879703501824473
rts_gmlc_2020_v2,branch_ab2_loading_pct,线路AB2负载率,43,11,加噪 20%,0.9773359431880168,0.9840552153065972,0.9767851724220087,0.9747334036746663,0.9359138330742236,0.975496480236711,0.9189011142746119,0.9612743242982774,-0.041422110113793154,-0.05788405814739683
rts_gmlc_2020_v2,branch_ab2_loading_pct,线路AB2负载率,43,11,降精度 10 档,0.9773359431880168,0.9840552153065972,0.9767851724220087,0.9747334036746663,0.95369771731073,0.9773363322928482,0.9363817638801567,0.9626786521351288,-0.0236382258772867,-0.04040340854185198
