area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day,day_of_week,month_of_year,is_weekend
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.5115005,0.47124505,0.4290158,0.4990331,0.4582807,0.49043643,0.5003001,0.5039469,0.4320851,0.5724668,0.5611064,0.552219,0.53040814,0.5140738,0.48143202,0.4673243,0.46423045,0.4705257,0.51481307,0.42614746,0.51940536,0.47806674,0.54189306,0.4941582,0.569854,0.5534537,0.49351487,0.49170357,0.574858,0.48011672,0.50290424,0.4681394,0.42582056,0.42796794,0.5201534,0.4634296,0.48951194,0.44315115,0.4250124,0.5384831,0.5141159,0.41657,0.3999485,0.40273756,0.41956672,0.38577923
0.50920177,0.4433269,0.34685537,0.47873744,0.44405258,0.4789763,0.47761816,0.49665058,0.39985877,0.63451856,0.5705578,0.55604875,0.56055754,0.4916303,0.45590842,0.4622286,0.4198454,0.413993,0.54018366,0.38765275,0.58580554,0.45639813,0.5510345,0.46952105,0.61120224,0.6141697,0.5490367,0.5189317,0.6518237,0.48736665,0.5114779,0.44327784,0.39090556,0.3620229,0.51427495,0.42587903,0.47027078,0.4163151,0.33726466,0.54435056,0.50323224,0.36834353,0.30580565,0.30944905,0.32403055,0.28610164
0.5052551,0.41486463,0.27527764,0.43025872,0.437759,0.46691024,0.44697073,0.47489056,0.37647548,0.69361377,0.5629425,0.554791,0.5943114,0.465843,0.42662507,0.4631503,0.37804514,0.3606737,0.53977424,0.35070372,0.62929213,0.42584077,0.5575722,0.45289028,0.6655543,0.6773329,0.59179926,0.55965567,0.7202475,0.50109243,0.51241493,0.43777627,0.36277288,0.29627892,0.5084093,0.37781224,0.43764892,0.37895995,0.24514346,0.5280892,0.47601506,0.29605472,0.21289678,0.21613902,0.22664715,0.19873025
0.51064247,0.38110626,0.19525309,0.39516938,0.42332664,0.4535807,0.4110818,0.45351237,0.35669085,0.7503223,0.5695551,0.56470203,0.6222837,0.4375997,0.40541527,0.4607559,0.3373575,0.31119674,0.553451,0.30964285,0.6689657,0.38930562,0.56557167,0.42569306,0.7110894,0.7184691,0.6198874,0.60289806,0.78136617,0.50300765,0.51143277,0.42669827,0.32910964,0.21568212,0.49881336,0.33312917,0.39615735,0.32152462,0.14203146,0.51701665,0.4503288,0.23108757,0.11033014,0.11077988,0.12582646,0.09898371
0.50822306,0.34054595,0.11940751,0.3432596,0.41413194,0.43338794,0.36784962,0.43540388,0.339858,0.81375206,0.58750415,0.57229143,0.6657351,0.41217175,0.38442633,0.4550521,0.2827727,0.25609884,0.56861717,0.27590296,0.707055,0.35858777,0.57219636,0.40969658,0.7617229,0.7522654,0.6468928,0.6687283,0.8423388,0.5023349,0.5186965,0.41246963,0.28810498,0.12973337,0.4870381,0.28234878,0.3618257,0.27373028,0.026851535,0.50039345,0.43014416,0.1648058,0.009664935,0.007669454,0.02435689,-0.0024791276
0.50381035,0.29141682,0.039827794,0.29568607,0.39410952,0.41353548,0.31653538,0.40882978,0.31561118,0.86454844,0.5923584,0.5704872,0.6921009,0.3660492,0.3396192,0.43686092,0.2372252,0.19097382,0.5704168,0.24004671,0.7390218,0.32257125,0.5744755,0.38285166,0.7959495,0.79971075,0.6885931,0.7120948,0.9028426,0.5129617,0.5170295,0.39705202,0.23793176,0.038210057,0.47008607,0.21078573,0.30340332,0.22940291,-0.0798515,0.48228657,0.40293324,0.091260366,-0.09592254,-0.10506696,-0.082238,-0.09915062
0.49911824,0.23509501,-0.050141614,0.23958814,0.38091776,0.38950852,0.2644066,0.3765353,0.2881056,0.9081065,0.61363035,0.56406236,0.71845806,0.33011335,0.31074443,0.42749813,0.17750084,0.11389339,0.57705384,0.1860744,0.7810768,0.27153456,0.57070607,0.35310915,0.8271423,0.8297732,0.73185325,0.7762979,0.96455765,0.5180689,0.51525825,0.38070774,0.18327326,-0.055618066,0.45521078,0.1322251,0.2554894,0.17042518,-0.18510614,0.4605977,0.37802443,0.0046020895,-0.18716343,-0.20848112,-0.20028913,-0.19750978
0.4982186,0.17109571,-0.13003989,0.17023082,0.36578348,0.36688456,0.20495155,0.3371416,0.2549664,0.95593953,0.6154695,0.56053483,0.7363438,0.28343537,0.27328098,0.4076429,0.10522066,0.025611175,0.576461,0.12726212,0.81887573,0.22592711,0.5681344,0.32312337,0.86168,0.8673997,0.7563237,0.8403181,1.0174462,0.53228104,0.5103896,0.36862057,0.122451864,-0.15226236,0.4293565,0.055124506,0.19784933,0.10090482,-0.28702748,0.44110852,0.34012264,-0.08093521,-0.29146856,-0.3044076,-0.30063117,-0.29605466
0.49173218,0.10217523,-0.2198609,0.08995335,0.35286057,0.3315041,0.14187373,0.2933104,0.21221133,1.0042391,0.62407184,0.55361134,0.76044166,0.24073528,0.21006152,0.38161048,0.045364268,-0.057234827,0.57667744,0.067413025,0.85526544,0.17404853,0.56977785,0.29040703,0.8927334,0.912704,0.76447546,0.8975045,1.0563662,0.52985233,0.51191527,0.34171656,0.052289963,-0.23115025,0.39049494,-0.039273314,0.1277235,0.025214149,-0.37759984,0.41511312,0.30136928,-0.1674387,-0.37758338,-0.39955744,-0.38748583,-0.38689595
0.48286125,0.02477977,-0.3082133,0.0036263915,0.32301188,0.2926884,0.06830172,0.24612297,0.161838,1.0557712,0.6281292,0.54867774,0.77746457,0.18553078,0.1435754,0.35687262,-0.026792116,-0.1410222,0.5724165,0.0026465924,0.882256,0.11870265,0.5617707,0.25177902,0.9187905,0.9499493,0.78169376,0.9484183,1.1087116,0.5385084,0.50881803,0.31407136,-0.020721257,-0.317775,0.3635013,-0.13560386,0.061499957,-0.052658223,-0.46482238,0.38298085,0.25968435,-0.2480287,-0.45226565,-0.47972268,-0.4771201,-0.47050518
0.479964,-0.060648818,-0.38685095,-0.08319708,0.29371893,0.24961396,-0.006911413,0.19438027,0.11226339,1.1009269,0.62248945,0.5375498,0.7983082,0.12172528,0.08377921,0.3199331,-0.09757318,-0.2178237,0.5653046,-0.07135737,0.9219302,0.053303275,0.55363154,0.2060564,0.94800484,0.9755697,0.8074657,0.98644227,1.158529,0.5445351,0.50634104,0.28538266,-0.096143186,-0.3925264,0.3282121,-0.2301923,-0.019003158,-0.13808584,-0.5438694,0.34977064,0.2236337,-0.32726198,-0.5239591,-0.5583195,-0.55714333,-0.5427473
0.46437594,-0.14526463,-0.45509383,-0.15830873,0.26710618,0.20593204,-0.07828358,0.13678716,0.057517644,1.1416954,0.62204903,0.523869,0.82020986,0.052918784,0.0139665045,0.2892312,-0.1756774,-0.2985934,0.5634353,-0.14108066,0.94985723,-0.023799455,0.5528509,0.17058046,0.98652637,1.0017787,0.822803,1.0319067,1.2060938,0.56110597,0.51258475,0.26034448,-0.17769913,-0.4784256,0.28869444,-0.31261972,-0.08914003,-0.22083612,-0.6201608,0.3075507,0.17919903,-0.40096155,-0.59825945,-0.62798965,-0.6256281,-0.61009556
0.45235348,-0.23067544,-0.52518463,-0.24534012,0.23247051,0.15203415,-0.16142146,0.07023703,0.005836448,1.1725297,0.61794716,0.510462,0.8470799,-0.020274794,-0.067336515,0.24762234,-0.25489792,-0.37425017,0.55836606,-0.21093623,0.9760613,-0.09622878,0.54382205,0.1131445,1.0160352,1.0293767,0.82623804,1.0936017,1.2544734,0.556104,0.509022,0.22093788,-0.25971273,-0.5490076,0.22202721,-0.3950377,-0.16713041,-0.3006538,-0.68631417,0.27110195,0.12906526,-0.4772555,-0.6653959,-0.6908993,-0.6914193,-0.67177093
0.43518028,-0.31246793,-0.58904594,-0.3266033,0.19647709,0.08734772,-0.2381761,0.00429291,-0.047609407,1.2053493,0.6125443,0.49469915,0.87177217,-0.09517998,-0.1474951,0.21264207,-0.32758102,-0.44403568,0.54822445,-0.29537326,0.98987913,-0.17153302,0.5324427,0.05476209,1.0474317,1.0556145,0.83566403,1.1468751,1.3068378,0.5534233,0.5067405,0.16938576,-0.3305231,-0.61045015,0.15835233,-0.46866915,-0.24215148,-0.37960738,-0.7400166,0.21969564,0.06947123,-0.54027104,-0.7165538,-0.75079834,-0.7455259,-0.73348993
0.41462916,-0.3917519,-0.64831394,-0.40207285,0.1576895,0.020484831,-0.3121502,-0.05963794,-0.11039388,1.2436857,0.6041499,0.47313783,0.9001358,-0.1724611,-0.2262907,0.15776044,-0.39699686,-0.5051366,0.5401249,-0.36445835,1.027466,-0.252249,0.51889706,-0.01380536,1.0775491,1.0893759,0.86318034,1.1867971,1.3548354,0.5591185,0.4932476,0.12058835,-0.40229025,-0.66981816,0.08625477,-0.5394682,-0.32550758,-0.44775206,-0.79543203,0.16164298,0.003807851,-0.5933708,-0.7655775,-0.80244637,-0.7940476,-0.7852764
0.39913726,-0.46365544,-0.70731395,-0.46960235,0.12017029,-0.046791233,-0.3742841,-0.13319689,-0.16638306,1.276133,0.60093284,0.4541987,0.9266053,-0.24998868,-0.29961634,0.097737156,-0.46324357,-0.57968515,0.5271611,-0.43297452,1.0644197,-0.32548812,0.50168234,-0.084083915,1.1145258,1.1169597,0.8782753,1.2290858,1.3934318,0.56283385,0.4823869,0.07226209,-0.47238773,-0.7236667,0.004847754,-0.60641575,-0.39245585,-0.50848067,-0.84100765,0.10331333,-0.0619293,-0.65571,-0.8129079,-0.85014683,-0.8417018,-0.83480775
0.36722234,-0.53495437,-0.7591953,-0.53488743,0.062455986,-0.11869489,-0.44002384,-0.20845683,-0.23394904,1.3032072,0.5909902,0.42682743,0.9521341,-0.32461426,-0.3723297,0.036064487,-0.5239388,-0.6312042,0.50814414,-0.49478722,1.0848973,-0.39828572,0.48289543,-0.1532612,1.1480232,1.1377192,0.89029366,1.2723871,1.4188868,0.55913585,0.46935695,0.0116174035,-0.537966,-0.7693779,-0.07056453,-0.6615535,-0.46163657,-0.5693011,-0.8876909,0.037463423,-0.12251874,-0.7093349,-0.85444605,-0.8954621,-0.8855845,-0.882655
0.34068352,-0.5969796,-0.8032234,-0.59323186,0.011064894,-0.19387606,-0.5046125,-0.2780847,-0.30256006,1.3374046,0.57013035,0.4014782,0.973175,-0.39650965,-0.44455,-0.030682433,-0.5828329,-0.6819212,0.48718786,-0.55470234,1.1216228,-0.46619254,0.46481884,-0.22820768,1.1830014,1.1539866,0.91440076,1.2943969,1.4519179,0.5569837,0.4589411,-0.04120656,-0.60011905,-0.8070623,-0.14634132,-0.720081,-0.52535135,-0.6251847,-0.9295509,-0.027393483,-0.18642226,-0.7566636,-0.89912033,-0.93264765,-0.9268592,-0.9212937
