方法,说明,n,前n个字段
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9878646480485423,gen_fuel_nuclear_pct|gen_fuel_nuclear_mw|system_energy_price_da|gen_fuel_gas_mw
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9368413498607451,gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_nuclear_mw
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.9853299288624304,gen_fuel_nuclear_pct|gen_fuel_gas_mw|gen_fuel_coal_mw|gen_fuel_nuclear_mw
XGBoost,树模型特征重要性（2016）,0.9878646480485423,gen_fuel_nuclear_pct|gen_fuel_nuclear_mw|system_energy_price_da|gen_fuel_gas_mw
Lasso,线性稀疏（1996）,0.9542522536103404,gen_fuel_gas_mw|gen_fuel_coal_mw|gen_fuel_solar_mw|gen_fuel_nuclear_mw
Pearson,相关系数排序（只看两两关系）,0.9552313538447008,gen_fuel_nuclear_pct|gen_fuel_gas_mw|gen_fuel_coal_mw|gen_fuel_other_renewables_pct
