rank,index,center,related,nmi,spearman,pearson,kendall,distance_corr,hsic,nmi_pass,spearman_pass,pearson_pass,kendall_pass,distance_corr_pass,hsic_pass,pass_count,max_abs_score
1,69,gross_actual_interchange_mw,gross_inadv_interchange_mw,0.20932164243418416,0.767352574679992,0.789405706102121,0.5605309980539338,0.7241929780703128,0.8181636897730699,1,1,1,1,1,1,6,0.8181636897730699
2,9,gross_actual_interchange_mw,gen_fuel_nuclear_mw,0.09096823992288346,0.368800174679158,0.36345168212442924,0.2359566825548505,0.33834550701449223,0.7741145261030218,1,1,1,1,1,1,6,0.7741145261030218
3,2,gross_actual_interchange_mw,total_losses,0.06823048116595569,0.40262520779706346,0.4315863865781926,0.31761866790184096,0.4467210597710649,0.4164793423727116,1,1,1,1,1,1,6,0.4467210597710649
4,25,gross_actual_interchange_mw,forecast_load_mw_latest_available,0.039934234590198875,0.36258349577252885,0.33928167169211587,0.23927850585977228,0.32788921985066904,0.8969977945981812,0,1,1,1,1,1,5,0.8969977945981812
5,26,gross_actual_interchange_mw,forecast_load_mw_day_ahead,0.04140597828749566,0.3019068807529548,0.2620616499959457,0.2095583891574985,0.2925948574279271,0.8960068099995371,0,1,1,1,1,1,5,0.8960068099995371
6,31,gross_actual_interchange_mw,total_pjm_rt_load_mwh,0.053309075838236145,0.39216192383934284,0.3412495795204643,0.25414790102863494,0.35254993091510556,0.8949429103161599,0,1,1,1,1,1,5,0.8949429103161599
7,6,gross_actual_interchange_mw,gen_fuel_gas_mw,0.043025969906780086,0.363083753100369,0.32408448759694874,0.23465926784067392,0.3200495522745738,0.894400485489773,0,1,1,1,1,1,5,0.894400485489773
8,28,gross_actual_interchange_mw,metered_load_mw,0.04608555484101087,0.37738461005741825,0.3392616061160337,0.2504336947456213,0.3442042027823136,0.8926999930080775,0,1,1,1,1,1,5,0.8926999930080775
9,27,gross_actual_interchange_mw,prelim_load_avg_hourly,0.0460089965954259,0.3630325012654324,0.33684145334471355,0.22477496856758872,0.31014600334215314,0.8887243185126102,0,1,1,1,1,1,5,0.8887243185126102
10,1,gross_actual_interchange_mw,total_gen,0.049572009112499135,0.36103214678134954,0.3333882771152842,0.24946900194606617,0.3490395260553585,0.8794748880463025,0,1,1,1,1,1,5,0.8794748880463025
