trial,trial_dir,lambda_dgate,best_epoch,train_residual_mse_mean,train_y_r2_mean,val_residual_mse_mean,val_y_r2_mean,min_group_size,median_group_size,max_group_size,head_groups_csv
trial_01_lam1e-05,/data1/duhaocun/projects/L1_GATE_DNN/NEW_PROJECT/conditional_residual_compensation_outputs/CenterOn_net_actual_interchange_mw/stage05_candidate_groups/run_20260706_005133/xi=prelim_load_avg_hourly/02_dgating_sweep/trial_01_lam1e-05,1e-05,63,0.21257416903972626,0.94688880443573,0.5298678874969482,0.8713037371635437,2,6.0,20,/data1/duhaocun/projects/L1_GATE_DNN/NEW_PROJECT/conditional_residual_compensation_outputs/CenterOn_net_actual_interchange_mw/stage05_candidate_groups/run_20260706_005133/xi=prelim_load_avg_hourly/02_dgating_sweep/trial_01_lam1e-05/head_candidate_groups.csv
trial_02_lam3e-05,/data1/duhaocun/projects/L1_GATE_DNN/NEW_PROJECT/conditional_residual_compensation_outputs/CenterOn_net_actual_interchange_mw/stage05_candidate_groups/run_20260706_005133/xi=prelim_load_avg_hourly/02_dgating_sweep/trial_02_lam3e-05,3e-05,53,0.22880633175373077,0.9428333044052124,0.513564944267273,0.8752633929252625,2,3.0,20,/data1/duhaocun/projects/L1_GATE_DNN/NEW_PROJECT/conditional_residual_compensation_outputs/CenterOn_net_actual_interchange_mw/stage05_candidate_groups/run_20260706_005133/xi=prelim_load_avg_hourly/02_dgating_sweep/trial_02_lam3e-05/head_candidate_groups.csv
trial_03_lam0p0001,/data1/duhaocun/projects/L1_GATE_DNN/NEW_PROJECT/conditional_residual_compensation_outputs/CenterOn_net_actual_interchange_mw/stage05_candidate_groups/run_20260706_005133/xi=prelim_load_avg_hourly/02_dgating_sweep/trial_03_lam0p0001,0.0001,92,0.1633092314004898,0.9591976404190063,0.49296632409095764,0.8802664875984192,2,2.0,19,/data1/duhaocun/projects/L1_GATE_DNN/NEW_PROJECT/conditional_residual_compensation_outputs/CenterOn_net_actual_interchange_mw/stage05_candidate_groups/run_20260706_005133/xi=prelim_load_avg_hourly/02_dgating_sweep/trial_03_lam0p0001/head_candidate_groups.csv
trial_04_lam0p0003,/data1/duhaocun/projects/L1_GATE_DNN/NEW_PROJECT/conditional_residual_compensation_outputs/CenterOn_net_actual_interchange_mw/stage05_candidate_groups/run_20260706_005133/xi=prelim_load_avg_hourly/02_dgating_sweep/trial_04_lam0p0003,0.0003,88,0.18509343266487122,0.9537550210952759,0.5200740098953247,0.8736824989318848,2,2.0,13,/data1/duhaocun/projects/L1_GATE_DNN/NEW_PROJECT/conditional_residual_compensation_outputs/CenterOn_net_actual_interchange_mw/stage05_candidate_groups/run_20260706_005133/xi=prelim_load_avg_hourly/02_dgating_sweep/trial_04_lam0p0003/head_candidate_groups.csv
