目标,中文名,达标水平,预算n,先达标的方法,方法,测试R2,全量R2,候选数,选中字段
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,95%,7,DGatingDNN,DGatingDNN,0.8719732114251588,0.8971270163148842,36,gen_fuel_nuclear_mw|system_energy_price_da|gen_fuel_gas_mw|gen_fuel_other_renewables_mw|gen_fuel_multiple_fuels_pct|gen_fuel_coal_pct|da_as_as_req_mw_thirty_minutes_reserve
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,95%,7,DGatingDNN,STG,0.8624770847288588,0.8971270163148842,36,da_as_as_mw_primary_reserve|gen_fuel_gas_mw|gen_fuel_other_renewables_mw|system_energy_price_da|gen_fuel_coal_pct|gen_fuel_nuclear_mw|gen_fuel_gas_pct
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,95%,7,DGatingDNN,LassoNet,0.80190464281671,0.8971270163148842,36,gen_fuel_nuclear_mw|system_energy_price_da|da_as_as_mw_primary_reserve|gen_fuel_multiple_fuels_mw|gen_fuel_hydro_mw|da_as_mcp_synchronized_reserve|total_pjm_rmpcp_cr
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,95%,7,DGatingDNN,XGBoost,0.8100562542027139,0.8971270163148842,36,da_as_mcp_synchronized_reserve|da_as_as_mw_primary_reserve|da_as_mcp_primary_reserve|gen_fuel_nuclear_mw|system_energy_price_da|gen_fuel_gas_mw|da_as_as_req_mw_primary_reserve
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,95%,7,DGatingDNN,Lasso,0.8320384810534016,0.8971270163148842,36,gen_fuel_nuclear_mw|system_energy_price_da|da_as_as_mw_primary_reserve|gen_fuel_multiple_fuels_mw|gen_fuel_oil_mw|gen_fuel_hydro_mw|da_as_as_req_mw_primary_reserve
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,95%,7,DGatingDNN,Pearson,0.7976750758302811,0.8971270163148842,36,gen_fuel_nuclear_mw|system_energy_price_da|da_as_as_mw_primary_reserve|da_as_mcp_synchronized_reserve|gen_fuel_multiple_fuels_pct|gen_fuel_oil_pct|da_as_mcp_primary_reserve
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,97%,8,STG,DGatingDNN,0.8720739863867516,0.8971270163148842,36,gen_fuel_nuclear_mw|system_energy_price_da|gen_fuel_gas_mw|gen_fuel_other_renewables_mw|gen_fuel_multiple_fuels_pct|gen_fuel_coal_pct|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_gas_pct
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,97%,8,STG,STG,0.878523520704951,0.8971270163148842,36,da_as_as_mw_primary_reserve|gen_fuel_gas_mw|gen_fuel_other_renewables_mw|system_energy_price_da|gen_fuel_coal_pct|gen_fuel_nuclear_mw|gen_fuel_gas_pct|gen_fuel_hydro_pct
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,97%,8,STG,LassoNet,0.8279969887380101,0.8971270163148842,36,gen_fuel_nuclear_mw|system_energy_price_da|da_as_as_mw_primary_reserve|gen_fuel_multiple_fuels_mw|gen_fuel_hydro_mw|da_as_mcp_synchronized_reserve|total_pjm_rmpcp_cr|da_as_as_req_mw_primary_reserve
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,97%,8,STG,XGBoost,0.8151677524684621,0.8971270163148842,36,da_as_mcp_synchronized_reserve|da_as_as_mw_primary_reserve|da_as_mcp_primary_reserve|gen_fuel_nuclear_mw|system_energy_price_da|gen_fuel_gas_mw|da_as_as_req_mw_primary_reserve|gen_fuel_oil_pct
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,97%,8,STG,Lasso,0.8323864942633299,0.8971270163148842,36,gen_fuel_nuclear_mw|system_energy_price_da|da_as_as_mw_primary_reserve|gen_fuel_multiple_fuels_mw|gen_fuel_oil_mw|gen_fuel_hydro_mw|da_as_as_req_mw_primary_reserve|total_pjm_rmpcp_cr
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,97%,8,STG,Pearson,0.8105606923109966,0.8971270163148842,36,gen_fuel_nuclear_mw|system_energy_price_da|da_as_as_mw_primary_reserve|da_as_mcp_synchronized_reserve|gen_fuel_multiple_fuels_pct|gen_fuel_oil_pct|da_as_mcp_primary_reserve|gen_fuel_multiple_fuels_mw
