total_losses,wind_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_multiple_fuels_pct,gen_fuel_wind_pct,rmccp,rmpcp,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,system_energy_price_da,total_lmp_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,gross_sched_interchange_mw
1.0,0.44978845,0.895841,0.99695843,0.27758908,0.7407784,0.36268455,0.684655,0.12776993,0.28576577,0.83315027,0.6101413,0.8323657,0.14156829,0.0,0.0,0.48630142,0.8214909,0.0,0.7712703,0.23284914,0.5653852,0.6953337,0.22702527,0.4458119,0.82969403,0.7795039,0.6940801,0.73141414,0.04968174,0.102947846,0.38645703,0.5015141,1.0
1.0,0.45547804,0.9181432,1.0,0.24675907,0.7652504,0.34778485,0.7373366,0.08169616,0.2825238,0.86331445,0.61292326,0.86238444,0.11361429,0.0,0.0,0.4796976,0.83711815,0.0,0.79703957,0.21332337,0.58686763,0.73065186,0.17831926,0.43218294,0.8672065,0.8282528,0.7173023,0.75327915,0.0017134836,0.055720422,0.38136858,0.500014,1.0
1.0,0.4595164,0.9496282,1.0,0.20683253,0.7854667,0.32738757,0.78834003,0.022804398,0.2798573,0.91247374,0.6201044,0.89749634,0.07666439,0.0,0.0,0.4616264,0.8537121,0.0,0.8384766,0.18061735,0.58331776,0.75177705,0.13037449,0.42099178,0.89904594,0.84452176,0.73468876,0.7756828,0.0,0.003283655,0.36399156,0.49844745,1.0
1.0,0.46221003,0.971072,1.0,0.17239222,0.8003398,0.29409158,0.8470331,0.0,0.2823432,0.9477258,0.62405074,0.92433184,0.03539294,0.0,0.0,0.4575048,0.8613767,0.0,0.85586977,0.14047603,0.60096914,0.7705549,0.0814958,0.40618435,0.92746663,0.8657728,0.7619433,0.79742205,0.0,0.0,0.34545383,0.5015525,1.0
1.0,0.48531395,1.0,1.0,0.14274731,0.8147179,0.27409682,0.884115,0.0,0.29222888,0.98331654,0.6297975,0.9470304,0.0012165293,0.0,0.0,0.45523617,0.8827255,0.0,0.87058985,0.09741756,0.6273571,0.7954932,0.027141284,0.3829697,0.968444,0.8873978,0.791506,0.82309294,0.0,0.0,0.32753843,0.49809226,1.0
1.0,0.51053303,1.0,1.0,0.1082813,0.8480067,0.24766026,0.9323251,0.0,0.30157062,1.0,0.6357307,0.9734141,0.0,0.0,0.0,0.4304738,0.8982398,0.0,0.88023573,0.06549877,0.6410859,0.82068115,0.0,0.3780926,1.0,0.9158069,0.82064176,0.84016263,0.0,0.0,0.29767647,0.48819715,1.0
1.0,0.52909577,1.0,1.0,0.06772225,0.86974645,0.21541809,0.9706857,0.0,0.30553353,1.0,0.6677987,1.0,0.0,0.0,0.0,0.42177454,0.9243877,0.0,0.8952128,0.01529696,0.637722,0.8411384,0.0,0.3575659,1.0,0.94098806,0.8437928,0.86209935,0.0,0.0,0.27404356,0.490311,1.0
1.0,0.548454,1.0,1.0,0.026753614,0.89241743,0.19054016,1.0,0.0,0.3031818,1.0,0.68674034,1.0,0.0,0.0,0.0,0.39058298,0.931648,0.0,0.9180858,0.0,0.64326465,0.8626058,0.0,0.33900052,1.0,0.9731443,0.8649099,0.8989512,0.0,0.0,0.23915063,0.48705447,1.0
1.0,0.5754787,1.0,1.0,0.0,0.91568387,0.16313437,1.0,0.0,0.29935595,1.0,0.70895934,1.0,0.0,0.0,0.0,0.36772797,0.9485416,0.0,0.92633706,0.0,0.6253721,0.8722613,0.0,0.322611,1.0,0.99074215,0.8799154,0.91993505,0.0,0.0,0.22032057,0.47785482,1.0
1.0,0.59603447,1.0,1.0,0.0,0.9330314,0.12394321,1.0,0.0,0.297447,1.0,0.72983885,1.0,0.0,0.0,0.0,0.3467291,0.9630172,0.0,0.9480964,0.0,0.64775723,0.8927069,0.0,0.3104615,1.0,1.0,0.9131469,0.9461362,0.0,0.0,0.18683805,0.47871664,1.0
1.0,0.60804033,1.0,1.0,0.0,0.9568407,0.07839513,1.0,0.0,0.2960432,1.0,0.74913424,1.0,0.0,0.0,0.0,0.3251238,0.98651797,0.0,0.96481556,0.0,0.6695101,0.8980462,0.0,0.2860368,1.0,1.0,0.9278743,0.966896,0.0,0.0,0.14964893,0.47053263,1.0
1.0,0.64212525,1.0,1.0,0.0,0.9742906,0.032982457,1.0,0.0,0.2872915,1.0,0.77179754,1.0,0.0,0.0,0.0,0.29859006,1.0,0.0,0.98344266,0.0,0.6795026,0.9230981,0.0,0.25633857,1.0,1.0,0.9455671,0.9921582,0.0,0.0,0.11746313,0.46507424,1.0
1.0,0.6802187,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2819436,1.0,0.810107,1.0,0.0,0.0,0.0,0.28091535,1.0,0.0,1.0,0.0,0.6851588,0.9491563,0.0,0.2235774,1.0,1.0,0.9660131,1.0,0.0,0.0,0.07520606,0.4613045,1.0
1.0,0.69336855,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25219315,1.0,0.8274042,1.0,0.0,0.0,0.0,0.24614994,1.0,0.0,1.0,0.0,0.7054195,0.9600381,0.0,0.18960875,1.0,1.0,0.99117047,1.0,0.0,0.0,0.02937146,0.4521907,1.0
1.0,0.71676606,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.24227113,1.0,0.84513456,1.0,0.0,0.0,0.0,0.20305182,1.0,0.0,1.0,0.0,0.7247666,0.98839176,0.0,0.14649111,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4508448,1.0
1.0,0.7661971,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2251151,1.0,0.8836092,1.0,0.0,0.0,0.0,0.16377583,1.0,0.0,1.0,0.0,0.7313608,1.0,0.0,0.10250483,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.43756533,1.0
1.0,0.79998636,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.20840827,1.0,0.91501534,1.0,0.0,0.0,0.0,0.10252124,1.0,0.0,1.0,0.0,0.7438505,1.0,0.0,0.07151857,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.42083874,1.0
1.0,0.8285975,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.18403523,1.0,0.9493141,1.0,0.0,0.0,0.0,0.066121496,1.0,0.0,1.0,0.0,0.74509174,1.0,0.0,0.017917762,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.41118452,1.0
1.0,0.8705603,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.16746272,1.0,0.9697403,1.0,0.0,0.0,0.0,0.03193891,1.0,0.0,1.0,0.0,0.7596319,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.38850546,1.0
1.0,0.90888524,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.13352098,1.0,0.99476707,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7655076,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.36341217,1.0
1.0,0.9453776,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.09630352,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.773004,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.32039112,1.0
1.0,0.9739708,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.05127534,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7687137,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.28718913,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.011834252,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7774139,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.26301694,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7862262,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.22795635,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8081565,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.19322693,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8233674,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.15112448,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8275487,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12255967,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.83871907,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0891622,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8493764,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.04122545,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.85498667,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0016801963,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.87017244,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.87733877,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.88697356,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8973503,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.90782845,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9231058,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9415688,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9618296,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9765153,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
