k,DGatingDNN,STG,LassoNet,XGBoost,Lasso,Pearson
1,0.06833076262682913,0.004822737842460678,0.15549094917187056,0.15549094917187056,0.15549094917187056,0.15549094917187056
3,0.16376553718944442,0.20533349836157522,0.32403201445920204,0.24898882736671024,0.2750732316572637,0.34044734032063406
13,0.7460305968343266,0.6504926121872093,0.62240698873765,0.5347926626585298,0.621887311477595,0.5970212416355589
26,0.6518028628170895,0.7115360659254792,0.6933471653596994,0.7470510130074947,0.5903947340225082,0.705152739929816
31,0.6558417131396221,0.7255395884706477,0.724755461138655,0.7403846385159619,0.6471180461926892,0.6738820385009527
49,0.7062511703921984,0.6843206044119674,0.7118015957302188,0.6826126228782321,0.6886593100381562,0.7032958095409134
