目标,中文名,达标水平,预算n,先达标的方法,方法,测试R2,全量R2,候选数,选中字段
marginal_loss_price_da,日前边际损耗价,95%,9,STG,DGatingDNN,0.8377736116953596,0.8729509412253051,48,forecast_load_mw_latest_available|gen_fuel_nuclear_mw|gen_fuel_nuclear_pct|gen_fuel_coal_pct|wind_generation_mw|gen_fuel_multiple_fuels_pct|gen_fuel_gas_pct|gross_sched_interchange_mw|gen_fuel_oil_pct
marginal_loss_price_da,日前边际损耗价,95%,9,STG,STG,0.8524101616585154,0.8729509412253051,48,gross_sched_interchange_mw|gen_fuel_solar_mw|gen_fuel_gas_pct|gen_fuel_nuclear_mw|wind_generation_mw|da_as_as_mw_thirty_minutes_reserve|gen_fuel_hydro_mw|forecast_load_mw_latest_available|gen_fuel_multiple_fuels_mw
marginal_loss_price_da,日前边际损耗价,95%,9,STG,LassoNet,0.7758171737766568,0.8729509412253051,48,gen_fuel_oil_mw|marginal_loss_price_rt|da_as_mcp_synchronized_reserve|forecast_load_mw_latest_available|gen_fuel_nuclear_mw|wind_generation_mw|gen_fuel_wind_mw|gen_fuel_gas_pct|da_as_nsr_mw_primary_reserve
marginal_loss_price_da,日前边际损耗价,95%,9,STG,XGBoost,0.8030635273568069,0.8729509412253051,48,gen_fuel_oil_pct|da_as_mcp_synchronized_reserve|prelim_load_avg_hourly|gen_fuel_oil_mw|forecast_load_mw_latest_available|marginal_loss_price_rt|gen_fuel_gas_pct|gen_fuel_coal_mw|gen_fuel_nuclear_mw
marginal_loss_price_da,日前边际损耗价,95%,9,STG,Lasso,0.7971409538531278,0.8729509412253051,48,gen_fuel_oil_mw|marginal_loss_price_rt|da_as_mcp_synchronized_reserve|forecast_load_mw_latest_available|wind_generation_mw|gen_fuel_nuclear_mw|gen_fuel_coal_mw|total_pjm_rmpcp_cr|total_pjm_self_sched_reg
marginal_loss_price_da,日前边际损耗价,95%,9,STG,Pearson,0.7362045589545031,0.8729509412253051,48,gen_fuel_oil_mw|gen_fuel_oil_pct|marginal_loss_price_rt|total_lmp_rt|system_energy_price_rt|da_as_mcp_synchronized_reserve|forecast_load_mw_latest_available|prelim_load_avg_hourly|total_pjm_rt_load_mwh
marginal_loss_price_da,日前边际损耗价,97%,10,STG,DGatingDNN,0.854526106830005,0.8729509412253051,48,forecast_load_mw_latest_available|gen_fuel_nuclear_mw|gen_fuel_nuclear_pct|gen_fuel_coal_pct|wind_generation_mw|gen_fuel_multiple_fuels_pct|gen_fuel_gas_pct|gross_sched_interchange_mw|gen_fuel_oil_pct|da_as_mcp_synchronized_reserve
marginal_loss_price_da,日前边际损耗价,97%,10,STG,STG,0.8638031505712402,0.8729509412253051,48,gross_sched_interchange_mw|gen_fuel_solar_mw|gen_fuel_gas_pct|gen_fuel_nuclear_mw|wind_generation_mw|da_as_as_mw_thirty_minutes_reserve|gen_fuel_hydro_mw|forecast_load_mw_latest_available|gen_fuel_multiple_fuels_mw|da_as_mcp_synchronized_reserve
marginal_loss_price_da,日前边际损耗价,97%,10,STG,LassoNet,0.7967223401715817,0.8729509412253051,48,gen_fuel_oil_mw|marginal_loss_price_rt|da_as_mcp_synchronized_reserve|forecast_load_mw_latest_available|gen_fuel_nuclear_mw|wind_generation_mw|gen_fuel_wind_mw|gen_fuel_gas_pct|da_as_nsr_mw_primary_reserve|gross_sched_interchange_mw
marginal_loss_price_da,日前边际损耗价,97%,10,STG,XGBoost,0.7961462411188135,0.8729509412253051,48,gen_fuel_oil_pct|da_as_mcp_synchronized_reserve|prelim_load_avg_hourly|gen_fuel_oil_mw|forecast_load_mw_latest_available|marginal_loss_price_rt|gen_fuel_gas_pct|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_hydro_pct
marginal_loss_price_da,日前边际损耗价,97%,10,STG,Lasso,0.7794109204605103,0.8729509412253051,48,gen_fuel_oil_mw|marginal_loss_price_rt|da_as_mcp_synchronized_reserve|forecast_load_mw_latest_available|wind_generation_mw|gen_fuel_nuclear_mw|gen_fuel_coal_mw|total_pjm_rmpcp_cr|total_pjm_self_sched_reg|total_pjm_assigned_reg
marginal_loss_price_da,日前边际损耗价,97%,10,STG,Pearson,0.7269135414057974,0.8729509412253051,48,gen_fuel_oil_mw|gen_fuel_oil_pct|marginal_loss_price_rt|total_lmp_rt|system_energy_price_rt|da_as_mcp_synchronized_reserve|forecast_load_mw_latest_available|prelim_load_avg_hourly|total_pjm_rt_load_mwh|da_as_mcp_primary_reserve
