field,中文名,score
gen_fuel_hydro_mw,水电出力,2.6358816623687744
gen_fuel_wind_mw,风电出力,2.61983323097229
gen_fuel_nuclear_mw,核电出力,2.5828709602355957
gen_fuel_coal_pct,燃煤占比,2.581181764602661
gen_fuel_multiple_fuels_pct,多燃料占比,2.5730836391448975
system_energy_price_da,日前能量价格,2.5578389167785645
gen_fuel_gas_pct,燃气占比,2.5434393882751465
gen_fuel_gas_mw,燃气出力,2.540813684463501
total_pjm_assigned_reg,调频分配量,2.537252187728882
gen_fuel_other_renewables_mw,其他可再生出力,2.5372068881988525
da_as_ss_mw_primary_reserve,日前主用备用自调度,2.5268564224243164
prelim_load_avg_hourly,预估小时负荷,2.519113779067993
total_pjm_reg_purchases,调频购买量,2.5072994232177734
gen_fuel_solar_pct,光伏占比,2.5072762966156006
da_as_as_mw_synchronized_reserve,日前同步备用实际量,2.491185188293457
da_as_as_mw_thirty_minutes_reserve,日前30分钟备用实际量,2.485896348953247
total_pjm_rmpcp_cr,调频性能信用额,2.4476301670074463
solar_generation_mw,光伏出力,2.414550542831421
gen_fuel_hydro_pct,水电占比,2.3659098148345947
total_pjm_loc_credit,机会成本信用,2.2998766899108887
gen_fuel_solar_mw,光伏出力,2.0842955112457275
gen_fuel_oil_pct,燃油占比,-1.7807765007019043
rmpcp,调频性能出清价,-1.832971215248108
marginal_loss_price_rt,实时边际损耗价,-1.8375591039657593
da_as_as_req_mw_synchronized_reserve,日前同步备用需求,-1.9038074016571045
gen_fuel_storage_mw,储能出力,-1.9526315927505493
gen_fuel_coal_mw,燃煤出力,-1.9698771238327026
gen_fuel_multiple_fuels_mw,多燃料出力,-1.9894267320632935
da_as_as_req_mw_primary_reserve,日前主用备用需求,-1.9936636686325073
total_pjm_rt_load_mwh,实时负荷电量,-2.025888204574585
forecast_load_mw_latest_available,最新负荷预测,-2.082134485244751
wind_generation_mw,风电出力,-2.085240364074707
system_energy_price_rt,实时能量价格,-2.1090927124023438
da_as_mcp_primary_reserve,日前主用备用出清价,-2.133350133895874
gen_fuel_oil_mw,燃油出力,-2.1466453075408936
total_pjm_self_sched_reg,调频自调度量,-2.1475019454956055
total_pjm_rmccp_cr,调频容量信用额,-2.1523354053497314
gen_fuel_other_renewables_pct,其他可再生占比,-2.1603245735168457
da_as_mcp_synchronized_reserve,日前同步备用出清价,-2.2242393493652344
da_as_as_req_mw_thirty_minutes_reserve,日前30分钟备用需求,-2.235647678375244
da_as_nsr_mw_primary_reserve,非同步备用,-2.237274408340454
total_lmp_rt,实时总电价,-2.2396416664123535
rmccp,调频容量出清价,-2.2434096336364746
da_as_as_mw_primary_reserve,日前主用备用实际量,-2.277099847793579
gen_fuel_nuclear_pct,核电占比,-2.2875545024871826
gen_fuel_wind_pct,风电占比,-2.4231131076812744
net_inadv_interchange_mw,净非计划交换,-2.4561100006103516
