wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw
0.362801,0.6695723,0.48356226,0.526771,0.70463717,0.49273947,1.000918,0.10161194,0.42087612,0.65722644,0.4087837,0.4201018,0.6607491,0.5176485,0.48234054,0.6348557,0.1693998,0.048012298,0.25447202,0.7815993,-0.0075184205,0.4873684,0.61898655,-0.23698896,0.013622344,0.47696167,0.5863149,0.77998996,0.088011876,0.705847,0.08298916,0.43125626,0.16064775,0.18759538,0.10146532,0.11464541,-0.064138785,0.054339327,0.24515612,0.43630627,0.71343726,-0.024578687,0.63114053,0.23720407,0.23867537,0.44064388,-0.14893277
0.3602813,0.6869084,0.4753331,0.54169667,0.70383257,0.5039313,1.0370415,0.0676293,0.42861316,0.66675323,0.39102975,0.42181954,0.67356575,0.5411797,0.4711438,0.66278,0.13401085,-0.0020464025,0.2184237,0.8081986,-0.06332016,0.47581592,0.6329226,-0.27819932,-0.02829126,0.47222495,0.5859199,0.8113342,0.063765794,0.72894865,0.038013667,0.44963688,0.11932151,0.16168398,0.09141251,0.08247156,-0.10763657,0.012155978,0.23656872,0.43266898,0.73750055,-0.050203856,0.66610605,0.21216965,0.2102462,0.45131123,-0.19590661
0.33577055,0.69929606,0.46381062,0.5576155,0.72349876,0.5110579,1.0898244,0.035586815,0.4354195,0.6805552,0.38012117,0.4167807,0.68774825,0.5547026,0.480926,0.6740996,0.087244116,-0.054811165,0.17626296,0.8260862,-0.11681857,0.46423516,0.6407355,-0.33308768,-0.065515816,0.46045464,0.60310733,0.8421292,0.034545865,0.734179,-0.02607934,0.46201503,0.07289472,0.124777615,0.0750582,0.038110018,-0.15884416,-0.01827053,0.21957219,0.42454016,0.75078773,-0.09628373,0.69233495,0.1754231,0.16917911,0.44330394,-0.23529808
0.32154834,0.7062529,0.46307355,0.5722309,0.7445597,0.51892203,1.1257546,0.0017401968,0.4221384,0.681848,0.3618932,0.43519676,0.707318,0.5802772,0.48321208,0.70509875,0.046629824,-0.10730794,0.1404065,0.84647995,-0.15292573,0.45727068,0.654341,-0.393992,-0.121448964,0.46201763,0.62168026,0.8766431,0.015477369,0.74692965,-0.08824452,0.49082935,0.027716314,0.07623353,0.07220961,0.021954814,-0.21327406,-0.0633997,0.20905928,0.43044057,0.7802383,-0.13659324,0.712836,0.14347143,0.13939151,0.45573035,-0.2880257
0.3249287,0.7132733,0.46052825,0.5935965,0.78866845,0.52772903,1.1568766,-0.04516512,0.41902378,0.6872654,0.34075138,0.46263242,0.7329281,0.60755515,0.522337,0.72473335,-0.005285781,-0.14788507,0.11305635,0.8620145,-0.18797706,0.43971404,0.6638703,-0.44728518,-0.18220323,0.45519054,0.63302714,0.8865921,-0.013595364,0.74585664,-0.13298075,0.5045363,-0.014351782,0.038054712,0.06320815,0.00078708306,-0.24637392,-0.08794988,0.21226959,0.43549082,0.8105204,-0.17274201,0.72664535,0.09705728,0.093025245,0.45012152,-0.3216557
0.3182031,0.72488993,0.45047548,0.6134743,0.83000875,0.54252094,1.2009351,-0.076025635,0.4425526,0.6812377,0.30676937,0.48724502,0.7528709,0.6424086,0.5250698,0.7494065,-0.05736839,-0.19422032,0.08583145,0.8798706,-0.22415964,0.42350602,0.68156147,-0.49040276,-0.24082728,0.4481698,0.65312505,0.9202409,-0.045765694,0.7547634,-0.18736388,0.50089526,-0.05279359,-0.0011678515,0.03838581,-0.04114406,-0.30583048,-0.12768209,0.20316938,0.4218158,0.85081935,-0.21685192,0.7487393,0.047711205,0.042907618,0.43230748,-0.34162128
0.31992814,0.73568946,0.44543886,0.6276642,0.8655925,0.5397097,1.2309264,-0.1335055,0.44886094,0.68798316,0.28249803,0.523419,0.77115595,0.6805218,0.54533184,0.7661093,-0.095217906,-0.2395322,0.033155397,0.9033261,-0.26383755,0.41286886,0.677849,-0.53186363,-0.28741947,0.43570226,0.67900765,0.9488916,-0.04980516,0.7628526,-0.23969868,0.50733364,-0.09694381,-0.03685244,0.014722644,-0.061146863,-0.36449564,-0.16564853,0.18900488,0.42148432,0.87520266,-0.24982654,0.7862251,0.012669554,-0.008221192,0.42900434,-0.38462076
0.3202638,0.7480964,0.44548622,0.64699256,0.8843592,0.5450348,1.2702467,-0.17120436,0.45811474,0.7032715,0.2533207,0.56244373,0.79517615,0.71982104,0.55512655,0.77261436,-0.13640633,-0.27727687,-0.0027841092,0.9153712,-0.2993599,0.40749913,0.6894689,-0.5791752,-0.33333325,0.4271711,0.7170364,0.96516633,-0.06918379,0.767671,-0.30194113,0.52094555,-0.13558623,-0.06741244,0.011803114,-0.077465065,-0.40452608,-0.1818612,0.19849846,0.41957128,0.88872206,-0.29651007,0.8230327,-0.034277048,-0.050930712,0.4223098,-0.43103737
0.32306784,0.74594223,0.43889064,0.67500615,0.90942496,0.5498977,1.3033859,-0.21473697,0.4604302,0.70846206,0.22331472,0.5863602,0.8269955,0.7426495,0.5673356,0.8074839,-0.1933766,-0.3090771,-0.046281695,0.95205504,-0.3302917,0.39631248,0.7100745,-0.61628455,-0.38523537,0.4099889,0.73633456,0.99735856,-0.10908576,0.7764088,-0.35524574,0.52483106,-0.18012008,-0.120766796,-0.023130003,-0.09909216,-0.45797682,-0.22066355,0.20888503,0.4127402,0.8920532,-0.32598191,0.83874136,-0.06268078,-0.09398194,0.4108807,-0.4720462
0.31272018,0.7478543,0.44088474,0.68472636,0.9423124,0.5496343,1.335825,-0.23743722,0.4728081,0.71055776,0.20209569,0.60046273,0.85262597,0.7777066,0.5765352,0.81713015,-0.24458447,-0.35362706,-0.092131406,0.95545256,-0.36899492,0.39519238,0.7222714,-0.6548076,-0.43465567,0.39466825,0.7513919,1.0472982,-0.1264758,0.78540194,-0.40882316,0.5405533,-0.21778977,-0.14986245,-0.044653647,-0.11747387,-0.47868577,-0.24997921,0.19660185,0.42268047,0.9163019,-0.3449423,0.85915637,-0.10400833,-0.14142378,0.40929544,-0.50701475
0.3099369,0.75607795,0.4498789,0.6962955,0.9614937,0.5466764,1.3575343,-0.29058847,0.50474995,0.7198174,0.19705833,0.6277059,0.8825194,0.81114274,0.59355366,0.8328068,-0.29392707,-0.39863104,-0.13786407,0.9804532,-0.3978104,0.39365277,0.73205185,-0.69213605,-0.47024024,0.36820102,0.76480854,1.0791962,-0.16015334,0.79289484,-0.4468136,0.54777396,-0.26294267,-0.20413831,-0.068654686,-0.13857926,-0.47920516,-0.27230588,0.19563821,0.4351317,0.93202734,-0.368298,0.8895518,-0.15412375,-0.17347787,0.41249844,-0.54868203
0.31413272,0.7701238,0.44307566,0.7117992,0.9778402,0.5408266,1.3936187,-0.3309832,0.52603877,0.72425026,0.17176889,0.65625453,0.91630495,0.8600198,0.60015625,0.85254014,-0.33822256,-0.4380321,-0.18823633,1.006112,-0.42542246,0.36916345,0.7523053,-0.729678,-0.50283295,0.364016,0.7850616,1.1026382,-0.18447104,0.79762524,-0.4985845,0.5592442,-0.29789644,-0.23928587,-0.087317005,-0.17407964,-0.5164054,-0.28531128,0.19034983,0.44391665,0.95869076,-0.38472432,0.92307836,-0.19695058,-0.21417177,0.4084771,-0.55850464
0.2959559,0.7794639,0.4444505,0.7214341,1.0155334,0.54351443,1.4130108,-0.36005056,0.53465366,0.7228007,0.13200557,0.6709498,0.94563615,0.8988886,0.6064468,0.8828138,-0.38468924,-0.46581268,-0.24081418,1.0118419,-0.4472696,0.3621213,0.76848495,-0.76385623,-0.5246749,0.34628603,0.79654205,1.123045,-0.21663196,0.79552615,-0.54815525,0.5832176,-0.33500043,-0.27764997,-0.10637081,-0.20757906,-0.5586824,-0.3017896,0.18443124,0.44976646,0.99838084,-0.4276522,0.96100104,-0.24768046,-0.26458436,0.40064186,-0.5740425
0.2701826,0.783517,0.4281483,0.74081254,1.0360352,0.5426089,1.4397181,-0.39932102,0.56809485,0.71869355,0.09845412,0.70876443,0.9730039,0.93214256,0.62239075,0.92138094,-0.44042605,-0.5044094,-0.28347173,1.0348507,-0.46857804,0.33920887,0.7730443,-0.7883409,-0.5623369,0.3351426,0.8124108,1.1559215,-0.250702,0.80659086,-0.5988884,0.60088193,-0.3798845,-0.32278204,-0.13904627,-0.22093862,-0.5926242,-0.32076165,0.19615932,0.45745322,1.0209069,-0.47347558,0.98609954,-0.2924055,-0.31496686,0.39170694,-0.5889243
0.2646389,0.79935133,0.42241526,0.7445765,1.061735,0.5570203,1.465408,-0.44191948,0.5982622,0.7374793,0.062409885,0.74569273,1.0220827,0.96575934,0.6396062,0.94582397,-0.47449192,-0.55769444,-0.3364763,1.0428733,-0.49872005,0.31492585,0.78256005,-0.8120641,-0.59496665,0.31287304,0.8190325,1.1775231,-0.2813004,0.8154484,-0.63078314,0.60799503,-0.43251577,-0.34910154,-0.15248887,-0.23815875,-0.6164165,-0.34306857,0.19685158,0.46576956,1.0587127,-0.5136381,1.027821,-0.33982447,-0.35913482,0.38002867,-0.61540323
0.26262805,0.80808496,0.4145068,0.7566086,1.0842739,0.57584494,1.4892882,-0.48573175,0.6221465,0.7520654,0.022746209,0.7766777,1.0732127,1.0066063,0.6539895,0.97493035,-0.51611614,-0.59016824,-0.37125766,1.0585883,-0.55057263,0.30150837,0.80098075,-0.83814687,-0.6237938,0.2987224,0.83036226,1.2108464,-0.3177392,0.8167274,-0.6750488,0.61823386,-0.47083852,-0.4000462,-0.17924334,-0.26999816,-0.6314347,-0.35999176,0.19830003,0.4698538,1.0842083,-0.5582307,1.0574499,-0.38701323,-0.395273,0.3691366,-0.645667
0.24433309,0.8051328,0.38959306,0.7722704,1.1280948,0.5846098,1.4980636,-0.50587314,0.6579129,0.7608585,-0.010657411,0.8099274,1.1004251,1.0564649,0.6591599,1.0042609,-0.5633749,-0.6249924,-0.4041403,1.0881516,-0.5762693,0.2714329,0.80248505,-0.8581068,-0.653545,0.25619155,0.842462,1.2226732,-0.33552918,0.82236433,-0.7064765,0.6264037,-0.49545535,-0.433861,-0.19689804,-0.29857498,-0.6523533,-0.38008782,0.21636139,0.47671285,1.1091342,-0.58122486,1.0832187,-0.41140434,-0.45400995,0.35790902,-0.66626215
0.22571859,0.8096197,0.37150288,0.78433836,1.1646885,0.60398394,1.5163646,-0.5355518,0.69102186,0.7855133,-0.049749922,0.8628456,1.1389053,1.1043425,0.67071795,1.0390177,-0.59670514,-0.65658677,-0.43975586,1.1108129,-0.60825926,0.25240847,0.8200044,-0.869509,-0.66691464,0.24083829,0.8605514,1.2604616,-0.3668006,0.84256965,-0.74220437,0.65052235,-0.5298803,-0.47060725,-0.21182302,-0.32563698,-0.66719174,-0.42364666,0.20765452,0.48849058,1.1311353,-0.6112064,1.1127965,-0.45142856,-0.4801073,0.33472964,-0.7023972
0.20872056,0.8348997,0.3528629,0.8004517,1.1784666,0.5955614,1.5496511,-0.5717279,0.73310983,0.79026264,-0.099220425,0.9130299,1.1700383,1.142058,0.66855055,1.054577,-0.63799506,-0.6768269,-0.47827974,1.1288879,-0.64050746,0.23159578,0.84244937,-0.9030732,-0.7044142,0.22022325,0.87499285,1.2687097,-0.38454896,0.8553413,-0.7763812,0.67594856,-0.56680626,-0.50917107,-0.23364422,-0.33910662,-0.7025014,-0.44771317,0.20219386,0.50207263,1.1449695,-0.6343221,1.1504985,-0.49345106,-0.50694853,0.3092963,-0.74550223
0.18175735,0.8417334,0.32881513,0.8053949,1.2063391,0.6081895,1.5694429,-0.61229885,0.7731472,0.8010827,-0.14282827,0.96377665,1.1864612,1.188078,0.68018895,1.0802537,-0.664961,-0.7227794,-0.5061352,1.15736,-0.6731392,0.19038858,0.8714731,-0.92695105,-0.7419576,0.19813052,0.8923139,1.3136644,-0.4116262,0.8532593,-0.80817556,0.6908001,-0.59940016,-0.53684163,-0.25535503,-0.36369815,-0.72451365,-0.4487022,0.20982552,0.5258421,1.1567215,-0.65724,1.1938914,-0.5339388,-0.5391431,0.29322365,-0.77240217
0.16408738,0.85586697,0.3037207,0.82729685,1.2470102,0.60864335,1.5853568,-0.6398386,0.7987948,0.8174499,-0.18832448,1.0044223,1.2381766,1.2269223,0.69714516,1.1107069,-0.7010704,-0.7556663,-0.54751456,1.193931,-0.7006593,0.1529432,0.8839026,-0.9468245,-0.77379787,0.1765144,0.8874372,1.3603765,-0.4324993,0.84988093,-0.8407743,0.6922353,-0.6280966,-0.5606876,-0.27517495,-0.38968623,-0.7548581,-0.4682854,0.20941262,0.51845163,1.19747,-0.68312675,1.2154171,-0.5710299,-0.56785095,0.2795834,-0.8044536
0.13184871,0.8696419,0.29234916,0.8360611,1.2823148,0.6108909,1.6088521,-0.67427725,0.824324,0.8287756,-0.23334585,1.0492123,1.2878528,1.2635717,0.7268354,1.1450546,-0.73938566,-0.7749491,-0.58563805,1.1999699,-0.72042805,0.12609231,0.90549344,-0.97208124,-0.7828063,0.1631044,0.8963692,1.3854705,-0.46102354,0.86873883,-0.842248,0.7163965,-0.6613271,-0.60662365,-0.3020647,-0.4088327,-0.7506144,-0.49501446,0.24072434,0.5230728,1.2238162,-0.6973991,1.2362491,-0.5954412,-0.5978009,0.26970756,-0.8403521
0.10876757,0.882967,0.27903125,0.8599061,1.3169323,0.59987533,1.6233201,-0.6922089,0.87174404,0.82818466,-0.2828819,1.0857258,1.3199228,1.2957495,0.74152887,1.1726223,-0.7642928,-0.7977071,-0.59713864,1.2227744,-0.74544334,0.081290886,0.93106246,-1.0068055,-0.8185432,0.13439961,0.9121895,1.4069369,-0.48944372,0.88459164,-0.8625978,0.7485805,-0.69489586,-0.6388108,-0.3206032,-0.42686817,-0.75744927,-0.5174123,0.24509022,0.54073924,1.2378056,-0.7295789,1.2547624,-0.63055503,-0.63033235,0.23306373,-0.864571
0.0843436,0.8739745,0.27279934,0.88113344,1.3479047,0.60460013,1.641498,-0.7153705,0.90931374,0.82462,-0.34026316,1.1378474,1.3640641,1.3229429,0.7437957,1.2143672,-0.7849518,-0.811749,-0.62389016,1.234029,-0.775895,0.04662564,0.97031605,-1.0159818,-0.8452493,0.09463245,0.9081395,1.4256573,-0.49770886,0.90146196,-0.8813593,0.75433034,-0.7274374,-0.665302,-0.33475533,-0.45455024,-0.7702432,-0.54933745,0.26915163,0.5443523,1.2780522,-0.7606027,1.2804177,-0.67761636,-0.6533736,0.20964316,-0.8840737
0.05845841,0.86987257,0.25210443,0.8933457,1.3659014,0.5986125,1.6572791,-0.74064815,0.9586292,0.8380673,-0.38365075,1.1720771,1.3895023,1.3455428,0.76381576,1.2429796,-0.81928194,-0.8111035,-0.6488935,1.2695692,-0.81389856,0.012523022,0.9721928,-1.0211436,-0.87867016,0.060136583,0.9256711,1.4428607,-0.51606,0.9151817,-0.8961163,0.7786134,-0.76020795,-0.6857594,-0.34949356,-0.47050372,-0.7910437,-0.5754785,0.2709751,0.5460376,1.3027152,-0.78716534,1.3220116,-0.7070554,-0.6788847,0.18735039,-0.90450364
0.03229654,0.8869477,0.21492706,0.9096336,1.3969316,0.59526104,1.6981225,-0.77867216,0.993459,0.85040015,-0.41987327,1.2088645,1.4069089,1.3799946,0.77024716,1.2626746,-0.84559315,-0.82723695,-0.67331845,1.3088934,-0.84044504,-0.038576946,0.99515975,-1.0294418,-0.88729936,0.017921923,0.93643653,1.4543314,-0.53873694,0.93201536,-0.91956884,0.8053965,-0.7736394,-0.6997156,-0.38184828,-0.49895313,-0.80770475,-0.6048945,0.272279,0.54870766,1.3323525,-0.8015096,1.3510284,-0.74479556,-0.7104366,0.15625158,-0.92387265
0.000983419,0.8954143,0.18240796,0.9211573,1.4141191,0.58853763,1.7175031,-0.8149327,1.0308437,0.85791904,-0.46654958,1.2404855,1.4316854,1.4064217,0.78579223,1.3042456,-0.8795473,-0.8515349,-0.7206103,1.3273948,-0.8612131,-0.082882844,1.0331464,-1.0500603,-0.9191632,-0.01674466,0.95673877,1.481394,-0.55415684,0.95082706,-0.93957907,0.82471305,-0.7900468,-0.72518194,-0.40310735,-0.4972597,-0.8222149,-0.6301573,0.30373445,0.5660591,1.3441823,-0.81760293,1.3691599,-0.7587418,-0.738613,0.11850815,-0.9437957
-0.02673758,0.8968087,0.13615784,0.9394791,1.420724,0.5953491,1.7395662,-0.8327274,1.0696844,0.858508,-0.501368,1.2909617,1.452355,1.4442261,0.798955,1.3485812,-0.8994314,-0.8738538,-0.749475,1.3625616,-0.8742253,-0.13074654,1.0680506,-1.0565497,-0.9483923,-0.059131134,0.9778412,1.5038657,-0.5769869,0.9726745,-0.9585717,0.8348147,-0.8284833,-0.7425615,-0.44428355,-0.51097304,-0.83609575,-0.6511618,0.32297412,0.56682366,1.3762282,-0.8284375,1.3982034,-0.7805591,-0.75978833,0.088660315,-0.9584243
-0.07074123,0.91518015,0.095797434,0.9483795,1.4634924,0.5922221,1.7547065,-0.8564966,1.1118912,0.86949533,-0.5338989,1.3319378,1.473452,1.4621941,0.819054,1.3686886,-0.91968906,-0.879828,-0.77903575,1.3735647,-0.8970406,-0.1791643,1.0790385,-1.0599129,-0.97304213,-0.096707344,0.98632383,1.5199968,-0.60315084,0.9969685,-0.9769237,0.8386169,-0.8528253,-0.7682713,-0.46847358,-0.53727335,-0.8663408,-0.6732288,0.33523616,0.5839905,1.3947558,-0.85618824,1.4266216,-0.80303997,-0.78216684,0.05728279,-0.9686296
-0.11283101,0.9159184,0.07458695,0.9702226,1.4827886,0.5962017,1.7694486,-0.86815387,1.1369319,0.86529994,-0.5682414,1.3534105,1.506977,1.4768412,0.82322747,1.3901092,-0.94346774,-0.88822424,-0.8019798,1.3979199,-0.9143404,-0.2229166,1.0994772,-1.0636559,-0.99460214,-0.122995734,1.0085169,1.5295643,-0.6291723,1.0133512,-0.98712903,0.8533616,-0.8763199,-0.7920769,-0.508929,-0.56703335,-0.8851075,-0.6935992,0.35263824,0.58645374,1.405724,-0.8842367,1.4536961,-0.8244601,-0.8041647,0.017999837,-0.97745186
-0.15803,0.9144011,0.03846486,0.9978935,1.5123222,0.5963916,1.773909,-0.8897538,1.177758,0.8675301,-0.60935086,1.3951697,1.5484124,1.5072218,0.8517569,1.4117794,-0.97394127,-0.9177932,-0.8362736,1.4228758,-0.94234264,-0.2641214,1.1343179,-1.0728123,-1.0064462,-0.16505025,1.0284922,1.5460079,-0.66303426,1.0384088,-1.0020925,0.8751203,-0.8948506,-0.8149286,-0.5329017,-0.5741155,-0.9006253,-0.72322255,0.36083436,0.6002238,1.4317435,-0.91289234,1.4755362,-0.8288006,-0.8239641,-0.021536577,-0.98866636
-0.1951275,0.92326164,0.005167187,1.0240556,1.5217592,0.6034463,1.7964777,-0.9072255,1.2154763,0.86987513,-0.644281,1.4312135,1.563129,1.5270549,0.85973614,1.4483302,-0.9918463,-0.9316372,-0.8550425,1.436377,-0.9613193,-0.30384147,1.1753482,-1.0813255,-1.0244101,-0.20676135,1.037309,1.5624739,-0.69110537,1.0547075,-1.0199894,0.87936467,-0.9200884,-0.83728135,-0.5524345,-0.5934699,-0.9056925,-0.74404436,0.39226583,0.60885257,1.4653426,-0.93252796,1.4978657,-0.890693,-0.8596308,-0.07181106,-1.0072807
-0.23632114,0.9362927,-0.03513869,1.052916,1.5426415,0.59691805,1.8107979,-0.93079543,1.2670531,0.86223775,-0.6854012,1.4520527,1.5895107,1.5400614,0.8835747,1.4645658,-1.0114294,-0.9365225,-0.86904013,1.4484823,-0.9913624,-0.33905464,1.2028421,-1.0901439,-1.0459694,-0.23619127,1.055478,1.5823076,-0.7069264,1.0805299,-1.0371865,0.89481336,-0.93754685,-0.85266256,-0.5758631,-0.62292296,-0.93128544,-0.75956887,0.41814637,0.6236012,1.492912,-0.94813305,1.5198221,-0.9050507,-0.8784903,-0.10800723,-1.0310673
