wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,net_inadv_interchange_mw
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.4758015,0.49630493,0.5130454,0.48830765,0.4444415,0.44374242,0.56838197,0.42122775,0.490799,0.4913021,0.45028418,0.44484907,0.5511739,0.45602992,0.41414288,0.4910701,0.4550788,0.44212472,0.45508593,0.5541196,0.401837,0.4963075,0.5355839,0.37729955,0.4088973,0.5077393,0.47572136,0.573113,0.40942433,0.56141937,0.4030133,0.42940864,0.42984444,0.42202112,0.43377316,0.43713704,0.40045524,0.4237401,0.4359245,0.46423984,0.53111625,0.40911406,0.45825848,0.44335052,0.41773856,0.46330398,0.41633064
0.46322504,0.52459127,0.49489555,0.48837438,0.4778045,0.43363234,0.6225397,0.37748346,0.47434238,0.5115058,0.45710543,0.44235,0.5755743,0.45547825,0.39923257,0.49358702,0.4235691,0.40424362,0.4434346,0.5849725,0.34716818,0.50206727,0.54104817,0.3045995,0.37648526,0.5212893,0.49321386,0.5874921,0.35977525,0.5644727,0.36005753,0.4131722,0.41554242,0.37856784,0.3941975,0.39973286,0.3368979,0.37304,0.4317911,0.44907215,0.5649431,0.35220674,0.48571986,0.42804232,0.39147192,0.45391542,0.3463314
0.45040554,0.54148674,0.49143213,0.47798622,0.52698714,0.4374115,0.6552748,0.3422851,0.46703112,0.5317785,0.4632736,0.42972827,0.59092146,0.45751655,0.4042016,0.508436,0.37581548,0.36618036,0.42193308,0.6081419,0.30328894,0.49742937,0.5540503,0.22252715,0.3259382,0.51176596,0.5012118,0.60875684,0.3196661,0.5785223,0.33294582,0.3969478,0.4009411,0.34500876,0.36657166,0.3782248,0.2859903,0.32226872,0.40329245,0.43642288,0.6001238,0.29029012,0.5049648,0.41977823,0.39151743,0.4457803,0.26821616
0.43576267,0.5650183,0.48493025,0.48032865,0.5672102,0.44107258,0.7054554,0.30437607,0.46231073,0.55500704,0.457188,0.41942728,0.5951984,0.45080754,0.42108488,0.5250283,0.35998422,0.3140903,0.40186083,0.6355219,0.26146695,0.49883726,0.5721043,0.12773326,0.28762785,0.5170872,0.5313955,0.62513876,0.28034958,0.60499936,0.30066687,0.38389096,0.37866828,0.33399287,0.3345901,0.34163523,0.2255417,0.28129137,0.3782528,0.43174773,0.61404145,0.2491134,0.52502346,0.39671916,0.36091912,0.43738422,0.20989753
0.42446586,0.58450747,0.48199835,0.49642792,0.5945699,0.45761573,0.74037814,0.27422652,0.4515492,0.5656769,0.45432684,0.4154675,0.6094068,0.43931717,0.44213676,0.5473257,0.3266609,0.28829283,0.3777402,0.65169597,0.22355077,0.50545996,0.5878694,0.08176633,0.22852272,0.51426595,0.54525614,0.65886146,0.23568629,0.6205639,0.26030412,0.37552825,0.34526008,0.30250037,0.2869663,0.30041233,0.15853834,0.2525207,0.35007706,0.42850447,0.62745684,0.18840688,0.5479656,0.37940696,0.34234938,0.4384734,0.14866771
0.39171264,0.6079804,0.48512092,0.50453526,0.60586107,0.46778518,0.7918781,0.2499545,0.43883735,0.58724105,0.4470236,0.4110168,0.61807436,0.46208856,0.44381478,0.5602721,0.2942075,0.2370132,0.35241476,0.6898589,0.18638122,0.4932473,0.582086,0.000511975,0.1960186,0.504894,0.54865444,0.68982625,0.21638829,0.65081275,0.24210988,0.38713327,0.30916375,0.28066498,0.25086147,0.26124397,0.107437655,0.2052854,0.33858663,0.43812448,0.6297883,0.13644883,0.5647334,0.3465663,0.3392343,0.434768,0.08201954
0.376272,0.6233628,0.480468,0.5036941,0.6409285,0.4664728,0.830734,0.2153037,0.43566826,0.5960749,0.44675213,0.41173115,0.6322172,0.47318044,0.4504229,0.57883936,0.2550964,0.18168435,0.33043808,0.7127378,0.16163124,0.4914083,0.58807135,-0.07233263,0.16159882,0.50652915,0.55502,0.7121316,0.18309791,0.6610353,0.21558449,0.4022396,0.269826,0.2530923,0.20317523,0.21983819,0.066088855,0.17126705,0.31275064,0.44070387,0.6488273,0.09242753,0.5737564,0.32454303,0.31980503,0.4397693,0.03725725
0.35596147,0.6387972,0.47251335,0.51572436,0.66159135,0.4783096,0.8798044,0.18100537,0.430652,0.6163606,0.43641314,0.4052164,0.6413421,0.50855684,0.44989932,0.6145401,0.22330795,0.1347492,0.3071353,0.7306441,0.10049417,0.50083363,0.5973811,-0.13019912,0.12147124,0.49682462,0.5675647,0.738824,0.16142955,0.6771627,0.16932516,0.40012395,0.2279306,0.23308645,0.15655549,0.18209717,0.03253901,0.12312128,0.29320988,0.44092786,0.67396903,0.04863275,0.60766315,0.30495793,0.29991525,0.44648582,-0.043107077
0.35269076,0.6633731,0.47473806,0.52565396,0.68421394,0.4751137,0.9409607,0.14318739,0.4245078,0.64191103,0.41984823,0.40210316,0.650853,0.49957252,0.46990734,0.6250905,0.19834071,0.088598914,0.27871716,0.75754523,0.06421047,0.49380988,0.60289514,-0.18764815,0.07235078,0.48949555,0.58011025,0.7740978,0.13217919,0.69649994,0.11349514,0.41058043,0.19777569,0.21249123,0.13586704,0.14283931,-0.015263568,0.07846164,0.2810953,0.4411019,0.691378,0.011924473,0.6146784,0.26901647,0.26793435,0.44185036,-0.10255423
