Epoch 001 | train_loss=0.28458 train_r2=0.71542 | test_loss=0.28800 test_r2=0.69600
Epoch 002 | train_loss=0.19150 train_r2=0.80850 | test_loss=0.19432 test_r2=0.79489
Epoch 003 | train_loss=0.14582 train_r2=0.85418 | test_loss=0.16042 test_r2=0.83066
Epoch 004 | train_loss=0.10824 train_r2=0.89176 | test_loss=0.11972 test_r2=0.87363
Epoch 005 | train_loss=0.09482 train_r2=0.90518 | test_loss=0.10738 test_r2=0.88665
Epoch 006 | train_loss=0.07620 train_r2=0.92380 | test_loss=0.09153 test_r2=0.90339
Epoch 007 | train_loss=0.06723 train_r2=0.93277 | test_loss=0.08197 test_r2=0.91348
Epoch 008 | train_loss=0.05866 train_r2=0.94134 | test_loss=0.07384 test_r2=0.92206
Epoch 009 | train_loss=0.05135 train_r2=0.94865 | test_loss=0.06499 test_r2=0.93140
Epoch 010 | train_loss=0.04655 train_r2=0.95345 | test_loss=0.05887 test_r2=0.93786
Epoch 011 | train_loss=0.05393 train_r2=0.94607 | test_loss=0.06459 test_r2=0.93182
Epoch 012 | train_loss=0.04004 train_r2=0.95996 | test_loss=0.05565 test_r2=0.94126
Epoch 013 | train_loss=0.03550 train_r2=0.96450 | test_loss=0.05053 test_r2=0.94667
Epoch 014 | train_loss=0.04376 train_r2=0.95624 | test_loss=0.05637 test_r2=0.94050
Epoch 015 | train_loss=0.03606 train_r2=0.96394 | test_loss=0.05017 test_r2=0.94704
Epoch 016 | train_loss=0.03123 train_r2=0.96877 | test_loss=0.04470 test_r2=0.95281
Epoch 017 | train_loss=0.03107 train_r2=0.96893 | test_loss=0.04582 test_r2=0.95164
Epoch 018 | train_loss=0.03139 train_r2=0.96861 | test_loss=0.04503 test_r2=0.95247
Epoch 019 | train_loss=0.02869 train_r2=0.97131 | test_loss=0.04359 test_r2=0.95399
Epoch 020 | train_loss=0.03981 train_r2=0.96019 | test_loss=0.05309 test_r2=0.94396
Epoch 021 | train_loss=0.05660 train_r2=0.94340 | test_loss=0.07169 test_r2=0.92433
Epoch 022 | train_loss=0.02517 train_r2=0.97483 | test_loss=0.03986 test_r2=0.95792
Epoch 023 | train_loss=0.02584 train_r2=0.97416 | test_loss=0.03886 test_r2=0.95898
Epoch 024 | train_loss=0.02456 train_r2=0.97544 | test_loss=0.03907 test_r2=0.95876
Epoch 025 | train_loss=0.02538 train_r2=0.97462 | test_loss=0.04066 test_r2=0.95708
Epoch 026 | train_loss=0.02830 train_r2=0.97170 | test_loss=0.04289 test_r2=0.95473
Epoch 027 | train_loss=0.02242 train_r2=0.97758 | test_loss=0.03652 test_r2=0.96145
Epoch 028 | train_loss=0.02231 train_r2=0.97769 | test_loss=0.03530 test_r2=0.96273
Epoch 029 | train_loss=0.02193 train_r2=0.97807 | test_loss=0.03586 test_r2=0.96215
Epoch 030 | train_loss=0.02731 train_r2=0.97269 | test_loss=0.03984 test_r2=0.95795
