stage,lambda,epoch,feature,gate
1,0.0005,1,prelim_load_avg_hourly,1.003045678138733
1,0.0005,1,gross_actual_interchange_mw,0.965472400188446
1,0.0005,1,gen_fuel_hydro_mw,1.011847734451294
1,0.0005,1,total_pjm_loc_credit,0.9789161682128906
1,0.0005,1,total_losses,1.0782361030578613
1,0.0005,1,net_inadv_interchange_mw,0.9818593859672546
1,0.0005,1,da_as_nsr_mw_primary_reserve,1.022714614868164
1,0.0005,1,total_pjm_self_sched_reg,0.9938070178031921
1,0.0005,1,da_as_ss_mw_synchronized_reserve,0.9914001226425171
1,0.0005,1,da_as_ss_mw_thirty_minutes_reserve,1.0031262636184692
1,0.0005,1,da_as_ss_mw_primary_reserve,0.9901730418205261
1,0.0005,1,gen_fuel_solar_mw,1.0260708332061768
1,0.0005,1,gen_fuel_coal_pct,0.9669294953346252
1,0.0005,1,congestion_price_rt,0.999509334564209
1,0.0005,1,da_as_mcp_synchronized_reserve,0.9836227297782898
1,0.0005,1,congestion_price_da,0.9923260807991028
1,0.0005,2,da_as_as_mw_thirty_minutes_reserve,0.9987903833389282
1,0.0005,2,da_as_total_mw_thirty_minutes_reserve,1.0115612745285034
1,0.0005,2,gross_sched_interchange_mw,1.1025276184082031
1,0.0005,2,gen_fuel_nuclear_mw,1.01383376121521
1,0.0005,2,gen_fuel_gas_mw,1.0740362405776978
1,0.0005,2,da_as_as_req_mw_thirty_minutes_reserve,1.0265765190124512
1,0.0005,2,da_as_as_req_mw_primary_reserve,1.0144975185394287
1,0.0005,2,da_as_as_req_mw_synchronized_reserve,1.0055369138717651
1,0.0005,2,total_pjm_assigned_reg,1.0144333839416504
1,0.0005,2,da_as_as_mw_primary_reserve,1.0067038536071777
1,0.0005,2,da_as_total_mw_primary_reserve,1.0186760425567627
1,0.0005,2,da_as_as_mw_synchronized_reserve,1.0266058444976807
1,0.0005,2,total_pjm_reg_purchases,1.0286614894866943
1,0.0005,2,gen_fuel_other_renewables_mw,1.0417243242263794
1,0.0005,2,total_lmp_da,1.0020623207092285
1,0.0005,2,total_pjm_rmpcp_cr,0.9999904036521912
1,0.0005,2,forecast_load_mw_day_ahead,1.0323421955108643
1,0.0005,2,total_pjm_rmccp_cr,0.9811170101165771
1,0.0005,2,gen_fuel_wind_mw,0.9977508187294006
1,0.0005,2,da_as_total_mw_synchronized_reserve,0.9968383312225342
1,0.0005,2,system_energy_price_da,1.0627245903015137
1,0.0005,2,gen_fuel_multiple_fuels_pct,1.0169610977172852
1,0.0005,2,gen_fuel_multiple_fuels_mw,0.9737470149993896
1,0.0005,2,marginal_loss_price_rt,0.9819092750549316
1,0.0005,2,gen_fuel_gas_pct,1.0473735332489014
1,0.0005,2,marginal_loss_price_da,1.0515811443328857
1,0.0005,2,total_lmp_rt,0.9820674061775208
1,0.0005,2,rmccp,0.9701176881790161
1,0.0005,2,system_energy_price_rt,1.0054634809494019
1,0.0005,2,rmpcp,0.9995673894882202
1,0.0005,2,gen_fuel_wind_pct,1.0141342878341675
1,0.0005,2,gen_fuel_coal_mw,1.0886070728302002
1,0.0005,2,wind_generation_mw,1.04422128200531
1,0.0005,2,gross_inadv_interchange_mw,1.0269503593444824
1,0.0005,2,gen_fuel_oil_mw,1.023995041847229
1,0.0005,2,da_as_mcp_primary_reserve,0.9767141342163086
1,0.0005,2,total_pjm_rt_load_mwh,1.0316789150238037
1,0.0005,2,metered_load_mw,0.9773237109184265
1,0.0005,2,forecast_load_mw_latest_available,0.9951519966125488
1,0.0005,2,prelim_load_avg_hourly,1.003856897354126
1,0.0005,2,gross_actual_interchange_mw,0.9689759016036987
1,0.0005,2,gen_fuel_hydro_mw,1.03778076171875
1,0.0005,2,total_pjm_loc_credit,0.9504384994506836
1,0.0005,2,total_losses,1.1057381629943848
1,0.0005,2,net_inadv_interchange_mw,0.9684682488441467
1,0.0005,2,da_as_nsr_mw_primary_reserve,1.0037654638290405
1,0.0005,2,total_pjm_self_sched_reg,0.9929025173187256
1,0.0005,2,da_as_ss_mw_synchronized_reserve,0.9740919470787048
1,0.0005,2,da_as_ss_mw_thirty_minutes_reserve,0.9875756502151489
1,0.0005,2,da_as_ss_mw_primary_reserve,0.9889522194862366
1,0.0005,2,gen_fuel_solar_mw,1.0277330875396729
1,0.0005,2,gen_fuel_coal_pct,0.9812907576560974
1,0.0005,2,congestion_price_rt,0.9960452914237976
1,0.0005,2,da_as_mcp_synchronized_reserve,0.9643851518630981
1,0.0005,2,congestion_price_da,0.9763691425323486
1,0.0005,3,da_as_as_mw_thirty_minutes_reserve,1.012948751449585
1,0.0005,3,da_as_total_mw_thirty_minutes_reserve,1.017017126083374
1,0.0005,3,gross_sched_interchange_mw,1.092166781425476
1,0.0005,3,gen_fuel_nuclear_mw,1.0105714797973633
1,0.0005,3,gen_fuel_gas_mw,1.0940662622451782
1,0.0005,3,da_as_as_req_mw_thirty_minutes_reserve,1.0269242525100708
1,0.0005,3,da_as_as_req_mw_primary_reserve,1.0164763927459717
1,0.0005,3,da_as_as_req_mw_synchronized_reserve,0.9951742887496948
1,0.0005,3,total_pjm_assigned_reg,1.0024590492248535
1,0.0005,3,da_as_as_mw_primary_reserve,1.0017457008361816
1,0.0005,3,da_as_total_mw_primary_reserve,1.0209743976593018
1,0.0005,3,da_as_as_mw_synchronized_reserve,1.0241596698760986
1,0.0005,3,total_pjm_reg_purchases,1.0105112791061401
1,0.0005,3,gen_fuel_other_renewables_mw,1.054948329925537
1,0.0005,3,total_lmp_da,1.0042449235916138
1,0.0005,3,total_pjm_rmpcp_cr,0.9853636026382446
1,0.0005,3,forecast_load_mw_day_ahead,1.034008502960205
1,0.0005,3,total_pjm_rmccp_cr,0.9645376205444336
1,0.0005,3,gen_fuel_wind_mw,0.9893521070480347
1,0.0005,3,da_as_total_mw_synchronized_reserve,0.9953669905662537
1,0.0005,3,system_energy_price_da,1.0767343044281006
1,0.0005,3,gen_fuel_multiple_fuels_pct,1.0127533674240112
1,0.0005,3,gen_fuel_multiple_fuels_mw,0.9643853306770325
1,0.0005,3,marginal_loss_price_rt,0.9804126024246216
1,0.0005,3,gen_fuel_gas_pct,1.0535136461257935
1,0.0005,3,marginal_loss_price_da,1.0458974838256836
1,0.0005,3,total_lmp_rt,0.9715030789375305
1,0.0005,3,rmccp,0.9623361229896545
1,0.0005,3,system_energy_price_rt,1.0020700693130493
1,0.0005,3,rmpcp,0.9936482906341553
1,0.0005,3,gen_fuel_wind_pct,1.0009278059005737
1,0.0005,3,gen_fuel_coal_mw,1.1158417463302612
1,0.0005,3,wind_generation_mw,1.0419652462005615
1,0.0005,3,gross_inadv_interchange_mw,1.0225547552108765
1,0.0005,3,gen_fuel_oil_mw,1.0235114097595215
1,0.0005,3,da_as_mcp_primary_reserve,0.9661341905593872
1,0.0005,3,total_pjm_rt_load_mwh,1.0461639165878296
1,0.0005,3,metered_load_mw,0.963499903678894
1,0.0005,3,forecast_load_mw_latest_available,0.9973013997077942
1,0.0005,3,prelim_load_avg_hourly,1.005819320678711
1,0.0005,3,gross_actual_interchange_mw,0.979653537273407
1,0.0005,3,gen_fuel_hydro_mw,1.0491830110549927
1,0.0005,3,total_pjm_loc_credit,0.9406771659851074
1,0.0005,3,total_losses,1.1115354299545288
1,0.0005,3,net_inadv_interchange_mw,0.9539474248886108
1,0.0005,3,da_as_nsr_mw_primary_reserve,0.9816311001777649
1,0.0005,3,total_pjm_self_sched_reg,0.9857865571975708
1,0.0005,3,da_as_ss_mw_synchronized_reserve,0.9695162773132324
1,0.0005,3,da_as_ss_mw_thirty_minutes_reserve,0.9752066135406494
1,0.0005,3,da_as_ss_mw_primary_reserve,0.9885494709014893
1,0.0005,3,gen_fuel_solar_mw,1.0401439666748047
1,0.0005,3,gen_fuel_coal_pct,0.9990758299827576
1,0.0005,3,congestion_price_rt,0.9878576397895813
1,0.0005,3,da_as_mcp_synchronized_reserve,0.9583556056022644
1,0.0005,3,congestion_price_da,0.9614033699035645
1,0.0005,4,da_as_as_mw_thirty_minutes_reserve,1.0209654569625854
1,0.0005,4,da_as_total_mw_thirty_minutes_reserve,1.0205764770507812
1,0.0005,4,gross_sched_interchange_mw,1.0860323905944824
1,0.0005,4,gen_fuel_nuclear_mw,1.0066777467727661
1,0.0005,4,gen_fuel_gas_mw,1.110201358795166
1,0.0005,4,da_as_as_req_mw_thirty_minutes_reserve,1.0272631645202637
1,0.0005,4,da_as_as_req_mw_primary_reserve,1.0138397216796875
1,0.0005,4,da_as_as_req_mw_synchronized_reserve,0.9826138615608215
1,0.0005,4,total_pjm_assigned_reg,0.9918923377990723
1,0.0005,4,da_as_as_mw_primary_reserve,0.9897862672805786
1,0.0005,4,da_as_total_mw_primary_reserve,1.0182511806488037
1,0.0005,4,da_as_as_mw_synchronized_reserve,1.012429118156433
1,0.0005,4,total_pjm_reg_purchases,0.9919459223747253
1,0.0005,4,gen_fuel_other_renewables_mw,1.0635855197906494
1,0.0005,4,total_lmp_da,1.0018764734268188
1,0.0005,4,total_pjm_rmpcp_cr,0.9728943109512329
1,0.0005,4,forecast_load_mw_day_ahead,1.0352221727371216
1,0.0005,4,total_pjm_rmccp_cr,0.9580240249633789
1,0.0005,4,gen_fuel_wind_mw,0.9831162691116333
1,0.0005,4,da_as_total_mw_synchronized_reserve,0.9931383728981018
1,0.0005,4,system_energy_price_da,1.0794787406921387
1,0.0005,4,gen_fuel_multiple_fuels_pct,1.0066944360733032
1,0.0005,4,gen_fuel_multiple_fuels_mw,0.960289716720581
1,0.0005,4,marginal_loss_price_rt,0.9814579486846924
1,0.0005,4,gen_fuel_gas_pct,1.0602794885635376
1,0.0005,4,marginal_loss_price_da,1.0326740741729736
1,0.0005,4,total_lmp_rt,0.9680647253990173
1,0.0005,4,rmccp,0.9490843415260315
1,0.0005,4,system_energy_price_rt,0.9941343665122986
1,0.0005,4,rmpcp,0.9922558069229126
1,0.0005,4,gen_fuel_wind_pct,0.9875544309616089
1,0.0005,4,gen_fuel_coal_mw,1.1359977722167969
1,0.0005,4,wind_generation_mw,1.042455792427063
1,0.0005,4,gross_inadv_interchange_mw,1.0221130847930908
1,0.0005,4,gen_fuel_oil_mw,1.0287171602249146
1,0.0005,4,da_as_mcp_primary_reserve,0.9613825678825378
1,0.0005,4,total_pjm_rt_load_mwh,1.0607327222824097
1,0.0005,4,metered_load_mw,0.9605862498283386
1,0.0005,4,forecast_load_mw_latest_available,0.9983434677124023
1,0.0005,4,prelim_load_avg_hourly,1.0123131275177002
1,0.0005,4,gross_actual_interchange_mw,0.9863643050193787
1,0.0005,4,gen_fuel_hydro_mw,1.0533138513565063
1,0.0005,4,total_pjm_loc_credit,0.923621416091919
1,0.0005,4,total_losses,1.108649492263794
1,0.0005,4,net_inadv_interchange_mw,0.9330827593803406
1,0.0005,4,da_as_nsr_mw_primary_reserve,0.9640239477157593
1,0.0005,4,total_pjm_self_sched_reg,0.9772843718528748
1,0.0005,4,da_as_ss_mw_synchronized_reserve,0.9612537622451782
1,0.0005,4,da_as_ss_mw_thirty_minutes_reserve,0.9710647463798523
1,0.0005,4,da_as_ss_mw_primary_reserve,0.9911768436431885
1,0.0005,4,gen_fuel_solar_mw,1.0537478923797607
1,0.0005,4,gen_fuel_coal_pct,1.0144870281219482
1,0.0005,4,congestion_price_rt,0.9835824370384216
1,0.0005,4,da_as_mcp_synchronized_reserve,0.9485260844230652
1,0.0005,4,congestion_price_da,0.9459072947502136
1,0.0005,5,da_as_as_mw_thirty_minutes_reserve,1.0259912014007568
1,0.0005,5,da_as_total_mw_thirty_minutes_reserve,1.024781346321106
1,0.0005,5,gross_sched_interchange_mw,1.0860263109207153
1,0.0005,5,gen_fuel_nuclear_mw,1.006706953048706
1,0.0005,5,gen_fuel_gas_mw,1.124096393585205
1,0.0005,5,da_as_as_req_mw_thirty_minutes_reserve,1.0287470817565918
1,0.0005,5,da_as_as_req_mw_primary_reserve,1.015321969985962
1,0.0005,5,da_as_as_req_mw_synchronized_reserve,0.9747502207756042
1,0.0005,5,total_pjm_assigned_reg,0.9810031056404114
1,0.0005,5,da_as_as_mw_primary_reserve,0.97674560546875
1,0.0005,5,da_as_total_mw_primary_reserve,1.0152029991149902
1,0.0005,5,da_as_as_mw_synchronized_reserve,1.0021778345108032
1,0.0005,5,total_pjm_reg_purchases,0.9766973257064819
1,0.0005,5,gen_fuel_other_renewables_mw,1.0663477182388306
1,0.0005,5,total_lmp_da,0.991535484790802
1,0.0005,5,total_pjm_rmpcp_cr,0.95734041929245
1,0.0005,5,forecast_load_mw_day_ahead,1.0351372957229614
1,0.0005,5,total_pjm_rmccp_cr,0.9568663835525513
1,0.0005,5,gen_fuel_wind_mw,0.9735394716262817
1,0.0005,5,da_as_total_mw_synchronized_reserve,0.983620285987854
1,0.0005,5,system_energy_price_da,1.0794283151626587
1,0.0005,5,gen_fuel_multiple_fuels_pct,1.0013588666915894
1,0.0005,5,gen_fuel_multiple_fuels_mw,0.9572353959083557
1,0.0005,5,marginal_loss_price_rt,0.9750350713729858
1,0.0005,5,gen_fuel_gas_pct,1.0603946447372437
1,0.0005,5,marginal_loss_price_da,1.0229038000106812
1,0.0005,5,total_lmp_rt,0.9562796354293823
1,0.0005,5,rmccp,0.9388772249221802
1,0.0005,5,system_energy_price_rt,0.9949964284896851
1,0.0005,5,rmpcp,0.9832494854927063
1,0.0005,5,gen_fuel_wind_pct,0.9780240654945374
1,0.0005,5,gen_fuel_coal_mw,1.1528120040893555
1,0.0005,5,wind_generation_mw,1.041086196899414
1,0.0005,5,gross_inadv_interchange_mw,1.0179498195648193
1,0.0005,5,gen_fuel_oil_mw,1.030373215675354
1,0.0005,5,da_as_mcp_primary_reserve,0.9495311975479126
1,0.0005,5,total_pjm_rt_load_mwh,1.0736145973205566
1,0.0005,5,metered_load_mw,0.955780029296875
1,0.0005,5,forecast_load_mw_latest_available,1.00062894821167
1,0.0005,5,prelim_load_avg_hourly,1.0192612409591675
1,0.0005,5,gross_actual_interchange_mw,0.9934106469154358
1,0.0005,5,gen_fuel_hydro_mw,1.0617262125015259
1,0.0005,5,total_pjm_loc_credit,0.9102001786231995
1,0.0005,5,total_losses,1.101388692855835
1,0.0005,5,net_inadv_interchange_mw,0.9129388332366943
1,0.0005,5,da_as_nsr_mw_primary_reserve,0.9535355567932129
1,0.0005,5,total_pjm_self_sched_reg,0.9672704339027405
1,0.0005,5,da_as_ss_mw_synchronized_reserve,0.9517184495925903
1,0.0005,5,da_as_ss_mw_thirty_minutes_reserve,0.9645559787750244
1,0.0005,5,da_as_ss_mw_primary_reserve,0.9794444441795349
1,0.0005,5,gen_fuel_solar_mw,1.0693247318267822
1,0.0005,5,gen_fuel_coal_pct,1.0273501873016357
1,0.0005,5,congestion_price_rt,0.9809783697128296
1,0.0005,5,da_as_mcp_synchronized_reserve,0.9376928210258484
1,0.0005,5,congestion_price_da,0.9349539875984192
1,0.0005,6,da_as_as_mw_thirty_minutes_reserve,1.0218380689620972
1,0.0005,6,da_as_total_mw_thirty_minutes_reserve,1.0239711999893188
1,0.0005,6,gross_sched_interchange_mw,1.0861244201660156
1,0.0005,6,gen_fuel_nuclear_mw,1.005697250366211
1,0.0005,6,gen_fuel_gas_mw,1.1351239681243896
1,0.0005,6,da_as_as_req_mw_thirty_minutes_reserve,1.030765175819397
1,0.0005,6,da_as_as_req_mw_primary_reserve,1.0113439559936523
1,0.0005,6,da_as_as_req_mw_synchronized_reserve,0.9692602753639221
1,0.0005,6,total_pjm_assigned_reg,0.9754083156585693
1,0.0005,6,da_as_as_mw_primary_reserve,0.967379629611969
1,0.0005,6,da_as_total_mw_primary_reserve,1.0074913501739502
1,0.0005,6,da_as_as_mw_synchronized_reserve,0.9960557222366333
1,0.0005,6,total_pjm_reg_purchases,0.9614741802215576
1,0.0005,6,gen_fuel_other_renewables_mw,1.0668835639953613
1,0.0005,6,total_lmp_da,0.9873030185699463
1,0.0005,6,total_pjm_rmpcp_cr,0.9458961486816406
1,0.0005,6,forecast_load_mw_day_ahead,1.0362825393676758
1,0.0005,6,total_pjm_rmccp_cr,0.9454123973846436
1,0.0005,6,gen_fuel_wind_mw,0.966296911239624
1,0.0005,6,da_as_total_mw_synchronized_reserve,0.9795057773590088
1,0.0005,6,system_energy_price_da,1.0796449184417725
1,0.0005,6,gen_fuel_multiple_fuels_pct,0.991638720035553
1,0.0005,6,gen_fuel_multiple_fuels_mw,0.9588595032691956
1,0.0005,6,marginal_loss_price_rt,0.974075436592102
1,0.0005,6,gen_fuel_gas_pct,1.0621981620788574
1,0.0005,6,marginal_loss_price_da,1.0147532224655151
1,0.0005,6,total_lmp_rt,0.9488114714622498
1,0.0005,6,rmccp,0.9383025765419006
1,0.0005,6,system_energy_price_rt,0.99091637134552
1,0.0005,6,rmpcp,0.9753820896148682
1,0.0005,6,gen_fuel_wind_pct,0.9560262560844421
1,0.0005,6,gen_fuel_coal_mw,1.160905361175537
1,0.0005,6,wind_generation_mw,1.0412400960922241
1,0.0005,6,gross_inadv_interchange_mw,1.0185915231704712
1,0.0005,6,gen_fuel_oil_mw,1.028336763381958
1,0.0005,6,da_as_mcp_primary_reserve,0.9459941983222961
1,0.0005,6,total_pjm_rt_load_mwh,1.0888696908950806
1,0.0005,6,metered_load_mw,0.9622074365615845
1,0.0005,6,forecast_load_mw_latest_available,1.0044001340866089
1,0.0005,6,prelim_load_avg_hourly,1.0292085409164429
1,0.0005,6,gross_actual_interchange_mw,0.999939501285553
1,0.0005,6,gen_fuel_hydro_mw,1.0653901100158691
1,0.0005,6,total_pjm_loc_credit,0.8903684616088867
1,0.0005,6,total_losses,1.0930407047271729
1,0.0005,6,net_inadv_interchange_mw,0.889728844165802
1,0.0005,6,da_as_nsr_mw_primary_reserve,0.9398019909858704
1,0.0005,6,total_pjm_self_sched_reg,0.9500049948692322
1,0.0005,6,da_as_ss_mw_synchronized_reserve,0.9469196796417236
1,0.0005,6,da_as_ss_mw_thirty_minutes_reserve,0.9559101462364197
1,0.0005,6,da_as_ss_mw_primary_reserve,0.9683822989463806
1,0.0005,6,gen_fuel_solar_mw,1.0844651460647583
1,0.0005,6,gen_fuel_coal_pct,1.0294207334518433
1,0.0005,6,congestion_price_rt,0.9789437055587769
1,0.0005,6,da_as_mcp_synchronized_reserve,0.9252281785011292
1,0.0005,6,congestion_price_da,0.9238642454147339
1,0.0005,7,da_as_as_mw_thirty_minutes_reserve,1.0198601484298706
1,0.0005,7,da_as_total_mw_thirty_minutes_reserve,1.0212565660476685
1,0.0005,7,gross_sched_interchange_mw,1.0864249467849731
1,0.0005,7,gen_fuel_nuclear_mw,1.00847327709198
1,0.0005,7,gen_fuel_gas_mw,1.1467849016189575
1,0.0005,7,da_as_as_req_mw_thirty_minutes_reserve,1.0311338901519775
1,0.0005,7,da_as_as_req_mw_primary_reserve,1.0092246532440186
1,0.0005,7,da_as_as_req_mw_synchronized_reserve,0.9599607586860657
1,0.0005,7,total_pjm_assigned_reg,0.9672144055366516
1,0.0005,7,da_as_as_mw_primary_reserve,0.9551204442977905
1,0.0005,7,da_as_total_mw_primary_reserve,0.9970675706863403
1,0.0005,7,da_as_as_mw_synchronized_reserve,0.9851188659667969
1,0.0005,7,total_pjm_reg_purchases,0.9468520879745483
1,0.0005,7,gen_fuel_other_renewables_mw,1.0641982555389404
1,0.0005,7,total_lmp_da,0.9790554642677307
1,0.0005,7,total_pjm_rmpcp_cr,0.9366340637207031
1,0.0005,7,forecast_load_mw_day_ahead,1.0350826978683472
1,0.0005,7,total_pjm_rmccp_cr,0.9379070401191711
1,0.0005,7,gen_fuel_wind_mw,0.9626724720001221
1,0.0005,7,da_as_total_mw_synchronized_reserve,0.9700744152069092
1,0.0005,7,system_energy_price_da,1.0759493112564087
1,0.0005,7,gen_fuel_multiple_fuels_pct,0.9852498769760132
1,0.0005,7,gen_fuel_multiple_fuels_mw,0.9575560688972473
1,0.0005,7,marginal_loss_price_rt,0.9727215766906738
1,0.0005,7,gen_fuel_gas_pct,1.0621923208236694
1,0.0005,7,marginal_loss_price_da,1.0046124458312988
1,0.0005,7,total_lmp_rt,0.9406548738479614
1,0.0005,7,rmccp,0.9327884912490845
1,0.0005,7,system_energy_price_rt,0.9861464500427246
1,0.0005,7,rmpcp,0.9615653157234192
1,0.0005,7,gen_fuel_wind_pct,0.9407433867454529
1,0.0005,7,gen_fuel_coal_mw,1.1691360473632812
1,0.0005,7,wind_generation_mw,1.040358066558838
1,0.0005,7,gross_inadv_interchange_mw,1.0184030532836914
1,0.0005,7,gen_fuel_oil_mw,1.0276576280593872
1,0.0005,7,da_as_mcp_primary_reserve,0.9382651448249817
1,0.0005,7,total_pjm_rt_load_mwh,1.0996949672698975
1,0.0005,7,metered_load_mw,0.9682273864746094
1,0.0005,7,forecast_load_mw_latest_available,1.0048271417617798
1,0.0005,7,prelim_load_avg_hourly,1.0337437391281128
1,0.0005,7,gross_actual_interchange_mw,0.9992617964744568
1,0.0005,7,gen_fuel_hydro_mw,1.069386601448059
1,0.0005,7,total_pjm_loc_credit,0.8812170624732971
1,0.0005,7,total_losses,1.085144281387329
1,0.0005,7,net_inadv_interchange_mw,0.8673049807548523
1,0.0005,7,da_as_nsr_mw_primary_reserve,0.9303920269012451
1,0.0005,7,total_pjm_self_sched_reg,0.9360984563827515
1,0.0005,7,da_as_ss_mw_synchronized_reserve,0.9396191835403442
1,0.0005,7,da_as_ss_mw_thirty_minutes_reserve,0.9488198161125183
1,0.0005,7,da_as_ss_mw_primary_reserve,0.9557977318763733
1,0.0005,7,gen_fuel_solar_mw,1.0981581211090088
1,0.0005,7,gen_fuel_coal_pct,1.031290888786316
1,0.0005,7,congestion_price_rt,0.9732421040534973
1,0.0005,7,da_as_mcp_synchronized_reserve,0.9192962646484375
1,0.0005,7,congestion_price_da,0.9174545407295227
1,0.0005,8,da_as_as_mw_thirty_minutes_reserve,1.0173661708831787
1,0.0005,8,da_as_total_mw_thirty_minutes_reserve,1.01766836643219
1,0.0005,8,gross_sched_interchange_mw,1.0902127027511597
1,0.0005,8,gen_fuel_nuclear_mw,1.0124309062957764
1,0.0005,8,gen_fuel_gas_mw,1.156171202659607
1,0.0005,8,da_as_as_req_mw_thirty_minutes_reserve,1.0308337211608887
1,0.0005,8,da_as_as_req_mw_primary_reserve,1.0057402849197388
1,0.0005,8,da_as_as_req_mw_synchronized_reserve,0.9531791806221008
1,0.0005,8,total_pjm_assigned_reg,0.9608181715011597
1,0.0005,8,da_as_as_mw_primary_reserve,0.9477048516273499
1,0.0005,8,da_as_total_mw_primary_reserve,0.9829950928688049
1,0.0005,8,da_as_as_mw_synchronized_reserve,0.9749490022659302
1,0.0005,8,total_pjm_reg_purchases,0.9323225021362305
1,0.0005,8,gen_fuel_other_renewables_mw,1.0596874952316284
1,0.0005,8,total_lmp_da,0.9713556170463562
1,0.0005,8,total_pjm_rmpcp_cr,0.9254822134971619
1,0.0005,8,forecast_load_mw_day_ahead,1.034057378768921
1,0.0005,8,total_pjm_rmccp_cr,0.9362117648124695
1,0.0005,8,gen_fuel_wind_mw,0.9520161747932434
1,0.0005,8,da_as_total_mw_synchronized_reserve,0.9635182619094849
1,0.0005,8,system_energy_price_da,1.0703744888305664
1,0.0005,8,gen_fuel_multiple_fuels_pct,0.9754763841629028
1,0.0005,8,gen_fuel_multiple_fuels_mw,0.9596146941184998
1,0.0005,8,marginal_loss_price_rt,0.9705201983451843
1,0.0005,8,gen_fuel_gas_pct,1.0629386901855469
1,0.0005,8,marginal_loss_price_da,0.9981427192687988
1,0.0005,8,total_lmp_rt,0.9336629509925842
1,0.0005,8,rmccp,0.9180872440338135
1,0.0005,8,system_energy_price_rt,0.9848887324333191
1,0.0005,8,rmpcp,0.9435698390007019
1,0.0005,8,gen_fuel_wind_pct,0.9256125688552856
1,0.0005,8,gen_fuel_coal_mw,1.1748853921890259
1,0.0005,8,wind_generation_mw,1.0373599529266357
1,0.0005,8,gross_inadv_interchange_mw,1.0164433717727661
1,0.0005,8,gen_fuel_oil_mw,1.0241658687591553
1,0.0005,8,da_as_mcp_primary_reserve,0.9295424818992615
1,0.0005,8,total_pjm_rt_load_mwh,1.110535740852356
1,0.0005,8,metered_load_mw,0.9756577014923096
1,0.0005,8,forecast_load_mw_latest_available,1.0039727687835693
1,0.0005,8,prelim_load_avg_hourly,1.0425878763198853
1,0.0005,8,gross_actual_interchange_mw,1.002221703529358
1,0.0005,8,gen_fuel_hydro_mw,1.0715515613555908
1,0.0005,8,total_pjm_loc_credit,0.861646831035614
1,0.0005,8,total_losses,1.077113151550293
1,0.0005,8,net_inadv_interchange_mw,0.8486466407775879
1,0.0005,8,da_as_nsr_mw_primary_reserve,0.9192886352539062
1,0.0005,8,total_pjm_self_sched_reg,0.9279153943061829
1,0.0005,8,da_as_ss_mw_synchronized_reserve,0.9312027096748352
1,0.0005,8,da_as_ss_mw_thirty_minutes_reserve,0.9425458312034607
1,0.0005,8,da_as_ss_mw_primary_reserve,0.9505473971366882
1,0.0005,8,gen_fuel_solar_mw,1.112205982208252
1,0.0005,8,gen_fuel_coal_pct,1.0325335264205933
1,0.0005,8,congestion_price_rt,0.9685025215148926
1,0.0005,8,da_as_mcp_synchronized_reserve,0.9110293984413147
1,0.0005,8,congestion_price_da,0.9020898938179016
