topk,val_mse,val_r2,mse_ratio_to_full,features
1,1.7890905141830444,-0.7561165903706626,2.54308818909071,gen_fuel_other_renewables_mw
2,1.5350927114486694,-0.5068002131615723,2.1820450741291753,gen_fuel_other_renewables_mw;total_losses
3,1.580713152885437,-0.5515798069083604,2.2468918803020452,gen_fuel_other_renewables_mw;total_losses;congestion_price_da
4,1.444900631904602,-0.41827036145200935,2.0538422747628258,gen_fuel_other_renewables_mw;total_losses;congestion_price_da;total_pjm_rt_load_mwh
5,1.328035593032837,-0.30355916028243346,1.887725413868215,gen_fuel_other_renewables_mw;total_losses;congestion_price_da;total_pjm_rt_load_mwh;marginal_loss_price_da
6,1.2472387552261353,-0.22425148492234026,1.7728774046069693,gen_fuel_other_renewables_mw;total_losses;congestion_price_da;total_pjm_rt_load_mwh;marginal_loss_price_da;gen_fuel_multiple_fuels_mw
7,1.2415282726287842,-0.21864621821712826,1.7647602854717406,gen_fuel_other_renewables_mw;total_losses;congestion_price_da;total_pjm_rt_load_mwh;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_loc_credit
8,1.2310166358947754,-0.20832839321518737,1.7498186047605908,gen_fuel_other_renewables_mw;total_losses;congestion_price_da;total_pjm_rt_load_mwh;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_loc_credit;gen_fuel_coal_pct
9,1.1599971055984497,-0.13861779057641543,1.648868469896214,gen_fuel_other_renewables_mw;total_losses;congestion_price_da;total_pjm_rt_load_mwh;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_loc_credit;gen_fuel_coal_pct;gen_fuel_multiple_fuels_pct
10,1.0399901866912842,-0.020822583693414165,1.4782856091283572,gen_fuel_other_renewables_mw;total_losses;congestion_price_da;total_pjm_rt_load_mwh;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_loc_credit;gen_fuel_coal_pct;gen_fuel_multiple_fuels_pct;total_lmp_da
11,0.9891149997711182,0.02911489356155783,1.4059694876416053,gen_fuel_other_renewables_mw;total_losses;congestion_price_da;total_pjm_rt_load_mwh;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_loc_credit;gen_fuel_coal_pct;gen_fuel_multiple_fuels_pct;total_lmp_da;da_as_as_mw_thirty_minutes_reserve
12,0.9890488386154175,0.02917983443963401,1.4058754434038738,gen_fuel_other_renewables_mw;total_losses;congestion_price_da;total_pjm_rt_load_mwh;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_loc_credit;gen_fuel_coal_pct;gen_fuel_multiple_fuels_pct;total_lmp_da;da_as_as_mw_thirty_minutes_reserve;rmccp
13,0.9941004514694214,0.02422134686695132,1.4130560174905586,gen_fuel_other_renewables_mw;total_losses;congestion_price_da;total_pjm_rt_load_mwh;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_loc_credit;gen_fuel_coal_pct;gen_fuel_multiple_fuels_pct;total_lmp_da;da_as_as_mw_thirty_minutes_reserve;rmccp;total_pjm_rmccp_cr
14,0.9928877949714661,0.025411662855772787,1.4113322967548403,gen_fuel_other_renewables_mw;total_losses;congestion_price_da;total_pjm_rt_load_mwh;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_loc_credit;gen_fuel_coal_pct;gen_fuel_multiple_fuels_pct;total_lmp_da;da_as_as_mw_thirty_minutes_reserve;rmccp;total_pjm_rmccp_cr;total_pjm_self_sched_reg
15,0.9471018314361572,0.07035372313028299,1.3462502105385645,gen_fuel_other_renewables_mw;total_losses;congestion_price_da;total_pjm_rt_load_mwh;marginal_loss_price_da;gen_fuel_multiple_fuels_mw;total_pjm_loc_credit;gen_fuel_coal_pct;gen_fuel_multiple_fuels_pct;total_lmp_da;da_as_as_mw_thirty_minutes_reserve;rmccp;total_pjm_rmccp_cr;total_pjm_self_sched_reg;da_as_total_mw_thirty_minutes_reserve
