feature,mask_mse,mask_r2,mask_sensitivity
da_as_as_mw_thirty_minutes_reserve,0.7171955704689026,0.29602270278217924,0.013684570789337158
da_as_total_mw_thirty_minutes_reserve,0.7123211622238159,0.3008072905739573,0.008810162544250488
da_as_as_req_mw_thirty_minutes_reserve,0.701478898525238,0.31144970563374696,-0.0020321011543273926
da_as_as_req_mw_primary_reserve,0.7040761709213257,0.3089003188391315,0.0005651712417602539
da_as_as_req_mw_synchronized_reserve,0.7079334855079651,0.3051140827152421,0.004422485828399658
total_pjm_assigned_reg,0.7043718099594116,0.30861014287336175,0.0008608102798461914
da_as_as_mw_primary_reserve,0.7059334516525269,0.3070772866191951,0.0024224519729614258
da_as_total_mw_primary_reserve,0.7060112357139587,0.3070009124879365,0.0025002360343933105
da_as_as_mw_synchronized_reserve,0.7012732028961182,0.31165161688494847,-0.0022377967834472656
total_pjm_reg_purchases,0.7072356343269348,0.30579910607966665,0.0037246346473693848
gen_fuel_other_renewables_mw,0.7365837097167969,0.2769919385275136,0.033072710037231445
total_lmp_da,0.7114249467849731,0.30168696507381254,0.007913947105407715
total_pjm_rmpcp_cr,0.711082398891449,0.3020232170499074,0.007571399211883545
forecast_load_mw_day_ahead,0.7148247361183167,0.2983498271349285,0.01131373643875122
total_pjm_rmccp_cr,0.7058178782463074,0.3071907044907646,0.0023068785667419434
da_as_total_mw_synchronized_reserve,0.7004441618919373,0.31246537868020696,-0.003066837787628174
system_energy_price_da,0.7072742581367493,0.305761147679101,0.003763258457183838
gen_fuel_multiple_fuels_pct,0.7183219790458679,0.2949170500331736,0.01481097936630249
gen_fuel_multiple_fuels_mw,0.7190222144126892,0.29422974001811253,0.01551121473312378
marginal_loss_price_rt,0.7047451138496399,0.3082437071088653,0.0012341141700744629
gen_fuel_gas_pct,0.7072167992591858,0.3058175707835563,0.0037057995796203613
marginal_loss_price_da,0.7133135795593262,0.29983317740281534,0.009802579879760742
total_lmp_rt,0.7078295946121216,0.30521606733362927,0.004318594932556152
rmccp,0.7062674164772034,0.3067494380841892,0.0027564167976379395
system_energy_price_rt,0.7065098881721497,0.3065114549191972,0.0029988884925842285
rmpcp,0.7065473794937134,0.30647463984394985,0.0030363798141479492
gen_fuel_wind_pct,0.7018461227416992,0.3110892723271712,-0.001664876937866211
wind_generation_mw,0.7003383636474609,0.31256924978536926,-0.003172636032104492
gross_inadv_interchange_mw,0.7038626670837402,0.30910989036996517,0.0003516674041748047
da_as_mcp_primary_reserve,0.6979067325592041,0.31495605571973073,-0.005604267120361328
total_pjm_rt_load_mwh,0.7228343486785889,0.29048786491657097,0.019323348999023438
metered_load_mw,0.7184098362922668,0.2948308433041782,0.014898836612701416
forecast_load_mw_latest_available,0.7159950137138367,0.29720112818769107,0.01248401403427124
gross_actual_interchange_mw,0.6988494992256165,0.3140306482071459,-0.004661500453948975
total_pjm_loc_credit,0.7146751880645752,0.29849663010579075,0.011164188385009766
total_losses,0.7351527214050293,0.2783965136809736,0.03164172172546387
net_inadv_interchange_mw,0.7071075439453125,0.3059248146984074,0.0035965442657470703
da_as_nsr_mw_primary_reserve,0.7011746168136597,0.3117483993731376,-0.0023363828659057617
total_pjm_self_sched_reg,0.7098479866981506,0.30323485605591405,0.006336987018585205
da_as_ss_mw_synchronized_reserve,0.7038487792015076,0.3091234959412523,0.00033777952194213867
da_as_ss_mw_thirty_minutes_reserve,0.6985931396484375,0.3142822941096909,-0.00491786003112793
da_as_ss_mw_primary_reserve,0.7057295441627502,0.30727742571615324,0.0022185444831848145
gen_fuel_coal_pct,0.7161733508110046,0.2970260850814682,0.012662351131439209
congestion_price_rt,0.6992080211639404,0.313678732674191,-0.004302978515625
da_as_mcp_synchronized_reserve,0.6991849541664124,0.3137013705154922,-0.004326045513153076
congestion_price_da,0.7239288091659546,0.28941359644755105,0.02041780948638916
