area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_hydro_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day,month_of_year
0.65024436,0.2837792,-0.08936367,0.15960707,0.71609217,0.13969393,0.038534462,0.32612324,0.3178342,0.7665141,0.59545326,0.32995915,-0.090838954,0.80029386,0.6771404,0.0012092784,0.4952915,0.88093686,0.79503155,1.2018123,0.3710057,0.043021403,0.3266842,0.4628459,0.6410102,0.4891376,1.0017036,0.49832812,0.64076734,0.22718057,0.013316454,0.8273982,0.77506834,-0.09882475,0.27535373,-0.076811664
0.65591997,0.26240477,-0.14899768,0.11295673,0.7181289,0.0929876,-0.01640465,0.2920698,0.28802255,0.7707834,0.59623665,0.30464587,-0.14349978,0.8158417,0.7083625,-0.04030923,0.50294536,0.90058124,0.81480646,1.2588259,0.39763942,-0.029505474,0.3184825,0.44684646,0.63026196,0.4959357,1.0630611,0.5236143,0.6482118,0.18853484,-0.036577564,0.8375104,0.8148862,-0.15666583,0.23708098,-0.12691186
0.6639623,0.23909423,-0.1934819,0.07241736,0.72784024,0.052370626,-0.07223117,0.27920824,0.26627475,0.77949584,0.6009061,0.29898003,-0.20502639,0.8476977,0.73669267,-0.101441175,0.5039597,0.92035866,0.83258444,1.3106582,0.42246178,-0.10739493,0.31149772,0.42870662,0.6310808,0.48470506,1.1294252,0.53630495,0.6445244,0.17408356,-0.09386093,0.85595626,0.83545476,-0.2186509,0.19864002,-0.18266371
0.6738279,0.1943675,-0.24636936,0.039137397,0.7444143,0.014365271,-0.12353421,0.25162464,0.23303902,0.79288894,0.6088627,0.28455052,-0.26404876,0.87512934,0.7556759,-0.1613485,0.5052908,0.93820035,0.8481653,1.3717171,0.44925153,-0.18596931,0.29525462,0.40083104,0.63743514,0.5083162,1.1794294,0.5685097,0.6321402,0.13369659,-0.14863212,0.86784065,0.8549509,-0.2771478,0.15279739,-0.24814749
0.6710106,0.16853109,-0.29832962,0.0038449303,0.7471385,-0.019186098,-0.17471732,0.2179589,0.19477904,0.8027495,0.608314,0.2621049,-0.3101333,0.89746785,0.7955614,-0.19972418,0.5195167,0.9515453,0.87230146,1.4009554,0.4749766,-0.24985284,0.28048417,0.40108383,0.6450183,0.5106633,1.2350476,0.60247713,0.6437971,0.12474803,-0.20476805,0.8809509,0.892177,-0.3212898,0.10340231,-0.30421245
0.6714992,0.14656293,-0.34943518,-0.027440174,0.7645582,-0.058206838,-0.22945328,0.18478514,0.163437,0.80915,0.61335623,0.22921392,-0.36649507,0.9269461,0.8315101,-0.26115596,0.53080404,0.9676388,0.89424324,1.4438212,0.5084741,-0.3204687,0.25283176,0.38815188,0.64643216,0.5201859,1.2656189,0.64415467,0.6422321,0.08534264,-0.26014635,0.89241946,0.91774744,-0.3634846,0.040314324,-0.36751357
0.67859256,0.1087783,-0.4014539,-0.053399473,0.768918,-0.09413748,-0.2747421,0.15904374,0.13045985,0.82334286,0.610582,0.20690218,-0.4095314,0.95011115,0.8711626,-0.3013858,0.52607226,0.99145174,0.92340344,1.4958508,0.53869873,-0.3850812,0.24365567,0.35994375,0.64404833,0.51969385,1.3196179,0.6669773,0.6425002,0.037608795,-0.3145955,0.907934,0.9417308,-0.4016308,-0.008658944,-0.41702202
0.67638004,0.089570045,-0.45520738,-0.099192366,0.77400666,-0.13579054,-0.32855836,0.12191667,0.084176004,0.82247734,0.6051527,0.18716747,-0.43513548,0.96902895,0.91255254,-0.34862286,0.53723705,1.0108236,0.9487444,1.5188668,0.5530848,-0.44739768,0.22691517,0.33382785,0.63702357,0.5192937,1.365672,0.7003293,0.641986,0.0029511142,-0.3718252,0.9220103,0.9694038,-0.4649476,-0.056886718,-0.45956048
0.67501813,0.05413336,-0.50348794,-0.13584398,0.77831453,-0.18655945,-0.38034648,0.09401048,0.039539434,0.82327193,0.6049494,0.16161165,-0.48331878,0.9880502,0.95179796,-0.38994324,0.55148923,1.0276183,0.9699781,1.5444529,0.56070906,-0.5050303,0.19942361,0.29423672,0.63891864,0.51728624,1.4071108,0.74994904,0.6418327,-0.029837359,-0.4214918,0.9255819,1.0023161,-0.51068336,-0.12165794,-0.51938254
0.67100126,0.02016367,-0.5449484,-0.17210832,0.7681738,-0.23598802,-0.42838994,0.05874133,-0.016622914,0.8346365,0.6018784,0.13386478,-0.51216155,0.9866475,0.9817913,-0.4340879,0.5723042,1.0391632,0.99414337,1.5911244,0.57525504,-0.55699366,0.17376444,0.2681625,0.6400436,0.5338137,1.4457078,0.8087946,0.6374678,-0.073476896,-0.4668885,0.9313234,1.0182592,-0.5487931,-0.17880751,-0.5675727
0.6724378,-0.015177923,-0.5785257,-0.2155248,0.765037,-0.28342205,-0.47304976,0.0063904934,-0.072932854,0.8315973,0.5997698,0.08757182,-0.555342,1.0001867,1.0074146,-0.475353,0.5826897,1.0512447,1.0025734,1.6208689,0.60687643,-0.6083867,0.1468491,0.2262691,0.6346761,0.54645205,1.4859823,0.87408584,0.6244942,-0.112632416,-0.51580566,0.94840235,1.0313948,-0.5838778,-0.24206892,-0.6121359
0.66585493,-0.062438346,-0.6067325,-0.25329787,0.7669897,-0.32930154,-0.5174642,-0.0365809,-0.12837431,0.8454673,0.5973199,0.05412509,-0.59054375,1.0181928,1.035101,-0.51560336,0.5948797,1.059741,1.0223557,1.6613746,0.65162325,-0.6571573,0.1183826,0.18406773,0.639981,0.55760926,1.5148063,0.9149765,0.6114878,-0.14798301,-0.5616396,0.9606232,1.0490313,-0.62017524,-0.30063298,-0.6555404
0.6575771,-0.09981098,-0.6511332,-0.2949775,0.7640761,-0.36788705,-0.5585411,-0.08634481,-0.16975805,0.86396223,0.58931744,0.017382922,-0.62264794,1.0345765,1.0641857,-0.55901486,0.59427786,1.063802,1.0372137,1.6754465,0.683325,-0.70583814,0.08587401,0.14264868,0.63140047,0.5586777,1.5471033,0.9635436,0.5964353,-0.18244143,-0.5983242,0.97625303,1.081354,-0.6355489,-0.36031035,-0.69379216
0.65953517,-0.1520031,-0.68986005,-0.33904216,0.765778,-0.41324624,-0.6000744,-0.12567893,-0.22677906,0.87468314,0.58047396,-0.025288468,-0.6537396,1.0443953,1.1033962,-0.5948668,0.6075047,1.0692172,1.0602571,1.6994227,0.71725476,-0.7609824,0.05403446,0.10425458,0.62805665,0.56477815,1.5682209,1.0166728,0.582205,-0.22456053,-0.6362028,0.98428816,1.104583,-0.67592007,-0.42566577,-0.729175
0.6471335,-0.20284422,-0.71711653,-0.37757522,0.7606485,-0.459357,-0.6271598,-0.17158347,-0.26960784,0.88250256,0.5719429,-0.068478815,-0.6850963,1.0580776,1.1422454,-0.63059944,0.6157403,1.0851563,1.0782865,1.706373,0.74163455,-0.80227035,0.019454556,0.061397262,0.6186028,0.5596637,1.5945102,1.0761945,0.5626619,-0.2643093,-0.6774698,0.9954447,1.1148847,-0.7064526,-0.47833192,-0.76671416
0.6413321,-0.25219297,-0.7470622,-0.42167723,0.7606954,-0.49396524,-0.6667472,-0.21478362,-0.32228848,0.8975925,0.5693791,-0.109766714,-0.7124157,1.0697172,1.1815095,-0.6624551,0.6074078,1.1089562,1.1212019,1.7477007,0.76821184,-0.8371271,-0.0065345694,0.011940282,0.6117155,0.5531718,1.6213962,1.1374986,0.54369146,-0.29841477,-0.7054893,1.0092547,1.1512151,-0.7455333,-0.5326633,-0.80704707
0.63181335,-0.29377988,-0.77845144,-0.4517447,0.7573743,-0.5301015,-0.70304966,-0.2769981,-0.36860874,0.89257896,0.55634534,-0.16293588,-0.7359656,1.085971,1.2206285,-0.6956186,0.6053128,1.1177421,1.147849,1.7939125,0.7995304,-0.8682286,-0.047340613,-0.041847046,0.6004885,0.55004656,1.6455449,1.1759217,0.51276904,-0.3360873,-0.7405091,1.0204669,1.1707803,-0.7737367,-0.5894117,-0.84300125
0.6192418,-0.3309227,-0.81272936,-0.49049655,0.7546632,-0.5711028,-0.7327588,-0.32449058,-0.41808996,0.9081152,0.5349975,-0.20318978,-0.7669724,1.09441,1.2432832,-0.7254278,0.6121662,1.135622,1.1776404,1.8107313,0.8204696,-0.90102684,-0.09292256,-0.08438773,0.5824664,0.5400948,1.6608638,1.2243291,0.49496394,-0.37952402,-0.7778153,1.0412598,1.1853741,-0.8037911,-0.6355009,-0.8779428
0.6127701,-0.38122568,-0.8390306,-0.5199755,0.7490824,-0.6052776,-0.759762,-0.36948958,-0.46391037,0.9208357,0.5209338,-0.24036917,-0.7914357,1.0974665,1.2762098,-0.7669422,0.6192995,1.1355673,1.1965494,1.8254529,0.8477191,-0.9309021,-0.13588591,-0.1314035,0.5700127,0.5313618,1.6839595,1.2846371,0.4590381,-0.41786984,-0.79470354,1.0613408,1.2022152,-0.82878333,-0.6859597,-0.91434896
0.6059001,-0.41666624,-0.8721639,-0.5598285,0.7493164,-0.64210004,-0.79460794,-0.4045703,-0.512355,0.9279297,0.49887976,-0.29272535,-0.81139725,1.1089532,1.2944115,-0.7930715,0.61373246,1.1419456,1.2166737,1.8473651,0.8757653,-0.9566751,-0.18391366,-0.18753277,0.56006515,0.5272523,1.7227517,1.326479,0.42435905,-0.4465657,-0.8105139,1.0843266,1.2285932,-0.8580659,-0.7256636,-0.94796133
0.5933482,-0.4616827,-0.9046723,-0.6031936,0.7457749,-0.67453676,-0.82390726,-0.45320183,-0.5602815,0.9284191,0.47638574,-0.34197915,-0.83983785,1.1095476,1.3275585,-0.82569563,0.6014953,1.1580563,1.2391857,1.8517337,0.90695125,-0.9843141,-0.23838767,-0.245851,0.53527355,0.51567125,1.7574255,1.3635162,0.390397,-0.48731047,-0.84465337,1.1028031,1.2604612,-0.8826763,-0.7601149,-0.98003614
0.5814785,-0.5033116,-0.9328344,-0.63118786,0.7497797,-0.71650547,-0.8544765,-0.5087526,-0.5995421,0.9475968,0.4679344,-0.38232997,-0.8694867,1.1185316,1.342342,-0.85563296,0.5871893,1.1658666,1.2578634,1.8776135,0.93026793,-1.0064772,-0.29080546,-0.30194032,0.53280103,0.51444554,1.772123,1.3910683,0.34936425,-0.529699,-0.8741606,1.1166393,1.2849596,-0.90454894,-0.78912854,-1.0098026
0.5742419,-0.54812455,-0.96219796,-0.66107106,0.7536885,-0.7484875,-0.8975256,-0.5495515,-0.6365527,0.9620785,0.44924623,-0.42574558,-0.89553434,1.1261034,1.3559748,-0.8814417,0.57641506,1.1828321,1.2768263,1.9048357,0.9549416,-1.0347842,-0.33755732,-0.35144386,0.52085567,0.49923635,1.7940781,1.4364555,0.30365533,-0.56476164,-0.9015026,1.126435,1.2925404,-0.92626643,-0.8278072,-1.0340357
0.56346446,-0.59479326,-0.9898775,-0.6913859,0.74674207,-0.7758425,-0.9188465,-0.58394545,-0.67100483,0.988717,0.41636017,-0.47169307,-0.9174725,1.1293683,1.3889427,-0.913459,0.56325054,1.1948612,1.2829083,1.9102095,0.9916645,-1.057656,-0.38717005,-0.40419394,0.50043464,0.48718542,1.806131,1.4778253,0.25118518,-0.596494,-0.93266624,1.1490477,1.3101912,-0.949775,-0.86399233,-1.0538341
0.54972994,-0.63370067,-1.0162252,-0.7174454,0.7378239,-0.80814594,-0.9438998,-0.6207909,-0.71271145,1.0133425,0.3909439,-0.51928777,-0.94688314,1.1389949,1.4121729,-0.94050187,0.53703874,1.2103215,1.3067214,1.9119475,1.0150356,-1.0784621,-0.4334474,-0.44789425,0.48160034,0.47744855,1.8303412,1.4989973,0.19102345,-0.62497395,-0.9561574,1.1706576,1.3304754,-0.97651744,-0.90483844,-1.0747449
0.5356709,-0.6626131,-1.0319533,-0.74370974,0.72852355,-0.8428958,-0.96746075,-0.6549635,-0.7473344,1.0447278,0.35935348,-0.55904907,-0.96583426,1.1507144,1.4477153,-0.96639735,0.5176109,1.2267277,1.3391217,1.9306608,1.0329821,-1.0999945,-0.4754715,-0.4933498,0.45938548,0.46252602,1.846212,1.5245943,0.12795538,-0.66050565,-0.98160857,1.1959096,1.3609685,-0.9969589,-0.931088,-1.0935366
0.51971704,-0.7039084,-1.0529344,-0.7696428,0.72400564,-0.87087184,-0.9879357,-0.686701,-0.7745996,1.0826088,0.32858902,-0.601164,-0.9837247,1.1622379,1.4759039,-0.9931923,0.48845926,1.2419468,1.3602229,1.9417539,1.0526251,-1.1165466,-0.5184827,-0.5382603,0.44049826,0.4485682,1.8518825,1.5604318,0.05798277,-0.6864486,-1.0028151,1.22459,1.3897798,-1.019635,-0.9587826,-1.1156713
0.4982363,-0.7405989,-1.0717983,-0.7980472,0.71528804,-0.90457356,-1.017539,-0.72007227,-0.81084526,1.1090353,0.29302263,-0.6397804,-0.99516046,1.1758691,1.5103683,-1.0177898,0.45932624,1.2593143,1.3863233,1.9510401,1.0839894,-1.1384269,-0.566909,-0.5804535,0.41090032,0.42123604,1.8664062,1.584004,-0.01592477,-0.7167608,-1.0217468,1.2394264,1.409586,-1.0408142,-0.9845751,-1.1403373
0.47504443,-0.74931544,-1.0891196,-0.82493854,0.71790874,-0.9255457,-1.0454763,-0.74840343,-0.845358,1.134212,0.25473532,-0.6761877,-1.0144249,1.1813096,1.5372006,-1.0407468,0.43335694,1.2764748,1.4171616,1.9707694,1.1068107,-1.1563025,-0.61396986,-0.62042433,0.38547277,0.4017422,1.8693926,1.6118206,-0.088817425,-0.7386824,-1.0441747,1.2725441,1.4357445,-1.0616205,-1.0081707,-1.1598835
0.45731238,-0.78041464,-1.1109198,-0.8488198,0.7149527,-0.9497798,-1.0681391,-0.7774476,-0.8811804,1.1635708,0.20895354,-0.7106624,-1.0362494,1.1863518,1.5559297,-1.0631802,0.4052324,1.3048514,1.4428225,2.006575,1.1416249,-1.1861746,-0.65470076,-0.6588969,0.35267276,0.36372346,1.8902057,1.6361654,-0.16310652,-0.78136104,-1.0643327,1.2906537,1.4634819,-1.084573,-1.0328218,-1.1852555
0.42704707,-0.80195415,-1.1281029,-0.87345755,0.7013274,-0.97204435,-1.0984036,-0.8070172,-0.9067901,1.1935505,0.16099407,-0.7506493,-1.056536,1.2096704,1.5709816,-1.0822957,0.36569682,1.327455,1.4617052,2.026296,1.1677469,-1.201152,-0.69026846,-0.7015624,0.31526694,0.32428527,1.9058223,1.660041,-0.23703569,-0.8076684,-1.0832591,1.3056178,1.4801418,-1.1075624,-1.0558597,-1.2052557
0.39477926,-0.8280077,-1.1401713,-0.89495534,0.6923482,-0.99599046,-1.1096728,-0.85077643,-0.9322803,1.2136276,0.11941887,-0.789579,-1.0730032,1.228868,1.5985318,-1.1038477,0.32178193,1.3483229,1.4869369,2.0427191,1.1863614,-1.2220296,-0.72906816,-0.7308693,0.26676604,0.28395715,1.9123266,1.6752346,-0.30972,-0.8469157,-1.0913093,1.3246303,1.5027788,-1.1234937,-1.0786343,-1.2201694
0.35883892,-0.8551137,-1.1630919,-0.92158026,0.68126917,-1.0181097,-1.129492,-0.8731625,-0.9588816,1.2384124,0.06793533,-0.81815124,-1.1025922,1.2496479,1.6290007,-1.118069,0.26330203,1.3600523,1.4998959,2.0476818,1.2109852,-1.2395706,-0.765543,-0.76854897,0.22324735,0.23069696,1.9315983,1.6936517,-0.3765066,-0.8735244,-1.1105762,1.3533121,1.5232147,-1.1404542,-1.099325,-1.224393
0.3181795,-0.87072784,-1.1743652,-0.9508738,0.66973245,-1.0229576,-1.1513423,-0.9018559,-0.98123676,1.2632291,0.0062311483,-0.8516436,-1.1217064,1.2607534,1.6487869,-1.1317554,0.19213504,1.3761505,1.5082752,2.0649617,1.2507145,-1.2568225,-0.79675853,-0.80504715,0.17448474,0.16909556,1.9530135,1.7328204,-0.43553105,-0.88898844,-1.1352798,1.3742458,1.5401514,-1.1650815,-1.1154892,-1.2489334
0.28643522,-0.9012066,-1.191351,-0.97628325,0.66716903,-1.0447197,-1.1539466,-0.9244223,-1.0049704,1.2673228,-0.051429413,-0.8762639,-1.1245947,1.2782443,1.6625419,-1.1507268,0.12840635,1.3848066,1.5137284,2.0650105,1.2772673,-1.2767159,-0.82831407,-0.8326163,0.12816443,0.10811624,1.9678605,1.7499231,-0.5037038,-0.9123344,-1.1498529,1.3941444,1.5552075,-1.1912446,-1.1379553,-1.2591761
0.24779695,-0.9167831,-1.2024584,-1.0006928,0.66162485,-1.0798275,-1.1705842,-0.9483412,-1.0264606,1.3077625,-0.10211475,-0.90468144,-1.1320372,1.3090284,1.6977773,-1.1731838,0.045195837,1.3971293,1.5207,2.088508,1.3148949,-1.292895,-0.8602815,-0.86664265,0.06413174,0.04445685,1.9695041,1.765894,-0.5632835,-0.93155265,-1.1641681,1.4145185,1.56786,-1.2058378,-1.1525185,-1.281073
0.20354325,-0.9379381,-1.2201375,-1.0272337,0.6559801,-1.0938288,-1.186495,-0.9707715,-1.0488619,1.344496,-0.16601668,-0.93083996,-1.1370592,1.3166668,1.7233046,-1.1974882,-0.0293891,1.399722,1.5446427,2.0885687,1.3382263,-1.3088249,-0.88475907,-0.89422834,0.0029121717,-0.0280916,1.9844041,1.7769166,-0.6158687,-0.9566956,-1.1883764,1.4300451,1.5901965,-1.2215414,-1.1725639,-1.3044997
0.15658024,-0.9587675,-1.240149,-1.0468256,0.6430093,-1.12342,-1.1812493,-0.99506253,-1.0684383,1.3715665,-0.22380625,-0.9522745,-1.1585658,1.3302195,1.7515138,-1.2131894,-0.10909276,1.4182692,1.5615712,2.0903268,1.3612641,-1.3276353,-0.9122774,-0.92365503,-0.06236807,-0.099470064,1.9961501,1.8082845,-0.668202,-0.9775526,-1.2070594,1.4452171,1.6112527,-1.237147,-1.1925731,-1.3181663
0.09809298,-0.97770983,-1.2590586,-1.0676694,0.6258637,-1.14077,-1.1912017,-1.0142344,-1.0848998,1.4009387,-0.2812506,-0.97697335,-1.1704656,1.3545451,1.7553825,-1.2300749,-0.19001782,1.4407579,1.5739136,2.0974858,1.394087,-1.3425244,-0.92833394,-0.94756055,-0.1330759,-0.16834353,2.0135808,1.8170084,-0.71478486,-1.0017002,-1.2255316,1.4672368,1.6184573,-1.2496166,-1.216305,-1.3323599
0.03642024,-0.9920367,-1.2809947,-1.0855172,0.61503315,-1.148197,-1.2074007,-1.0194253,-1.0989441,1.4413962,-0.33761144,-0.99320763,-1.1855491,1.3642273,1.7787442,-1.242922,-0.25907308,1.4617652,1.592789,2.1100972,1.415605,-1.3609946,-0.9607439,-0.9705483,-0.20407763,-0.23250645,2.0286899,1.845788,-0.7578189,-1.0232993,-1.2388299,1.4890565,1.639528,-1.2637895,-1.2446223,-1.346487
-0.025887063,-1.0118188,-1.3002378,-1.1067921,0.602047,-1.1693299,-1.2251121,-1.039944,-1.1192273,1.4678465,-0.3895076,-1.018849,-1.2006321,1.3752851,1.8112252,-1.2668734,-0.33612567,1.4801823,1.6148603,2.1158934,1.4387829,-1.3763323,-0.9809201,-1.00003,-0.27525216,-0.30093107,2.0400844,1.8640612,-0.8045615,-1.0443704,-1.2588027,1.5039399,1.6517707,-1.2794389,-1.2655964,-1.3605306
-0.08934348,-1.0383976,-1.3150008,-1.1264588,0.5857013,-1.1834384,-1.2467275,-1.0645723,-1.1390954,1.498713,-0.4486236,-1.0445907,-1.215677,1.3849434,1.8345534,-1.2830546,-0.40580797,1.4740804,1.6280051,2.146506,1.4678317,-1.3902549,-1.0043929,-1.032901,-0.33554873,-0.37647852,2.0473478,1.8880458,-0.8437782,-1.0683179,-1.2744344,1.5242119,1.6730484,-1.294796,-1.2788165,-1.3808197
-0.16563219,-1.0561662,-1.3296103,-1.1466932,0.5646047,-1.194906,-1.2602551,-1.083853,-1.1576645,1.5203725,-0.5016068,-1.0672876,-1.2343554,1.4157913,1.8523213,-1.2983712,-0.47309726,1.5001258,1.6390595,2.1525354,1.4873749,-1.4040772,-1.0284958,-1.0552684,-0.39799246,-0.4372466,2.0473478,1.9011022,-0.8777578,-1.089789,-1.2949775,1.5356833,1.6796288,-1.3099935,-1.2953361,-1.3934212
-0.22407255,-1.0667946,-1.3494853,-1.1654159,0.54156256,-1.2106862,-1.273807,-1.1087728,-1.1766309,1.5587574,-0.5473158,-1.089012,-1.2411505,1.4449115,1.8886606,-1.3135448,-0.5406306,1.524992,1.6457511,2.1569352,1.513359,-1.4232371,-1.047035,-1.0736095,-0.452111,-0.4936562,2.0595636,1.9126776,-0.9097823,-1.1118126,-1.3036226,1.5414419,1.6790844,-1.325048,-1.3109941,-1.4059939
-0.2813095,-1.0845073,-1.3633436,-1.1854285,0.50783575,-1.223997,-1.2873715,-1.1296707,-1.1996393,1.5843718,-0.58823687,-1.1183447,-1.2758175,1.4560623,1.9117507,-1.3215644,-0.5997159,1.5480766,1.6682734,2.1694956,1.5266182,-1.4362246,-1.0688802,-1.0922554,-0.50486547,-0.5476257,2.0628421,1.9129406,-0.94241655,-1.1333998,-1.3178778,1.5641254,1.7016239,-1.3391764,-1.3278462,-1.4185659
-0.34401423,-1.1005151,-1.377038,-1.2014371,0.47860843,-1.2423539,-1.300936,-1.1477741,-1.2186351,1.61214,-0.6363689,-1.1372206,-1.298932,1.4777955,1.9317198,-1.3340851,-0.6497175,1.5699424,1.6952102,2.1712027,1.5374731,-1.4491553,-1.0901932,-1.1168178,-0.5593421,-0.59123164,2.0794184,1.9171052,-0.97107655,-1.1498436,-1.3320613,1.5794796,1.7263668,-1.3534703,-1.3430104,-1.4311196
-0.4032889,-1.118245,-1.3928834,-1.2173345,0.4518188,-1.2576587,-1.3144935,-1.1651446,-1.2432696,1.6318477,-0.67768276,-1.1566368,-1.3094668,1.5116826,1.9527345,-1.3493311,-0.6965146,1.5861726,1.712989,2.1712027,1.5343617,-1.4620237,-1.1157284,-1.1350406,-0.60989136,-0.6379163,2.0811741,1.9373171,-0.9988215,-1.1660874,-1.343902,1.5976129,1.7433496,-1.3676447,-1.3580054,-1.4436517
