掩码分布,种子,v_全部,单发布差,互换差_小(1~4),互换差_中(15~30),互换差_大(40~44),贡献值对称误差,贡献值对称相对误差,校准偏差,校准偏差_小,校准偏差_中,校准偏差_大,耗时秒
uniform,42,0.9588943382093896,0.0489052379398619,0.04679267308495828,0.010543154597510642,0.010567791106064211,0.018645323963879176,0.19511723553463864,0.05125917085482537,0.05947791670525843,0.06629443016591396,0.014323476649934608,44.0
uniform,43,0.9475362544932153,0.02841057622766463,0.023144270794556533,0.004343193620758705,0.0009114785126751224,0.02053663754149333,0.1654313793316429,0.05124592119377995,0.05383478787670178,0.06548751083703068,0.025353020033790627,42.0
mixture,42,0.9606393867395482,0.05363492626656985,0.03078976190040268,0.005225835548472524,0.004074928167575288,0.017000022522367764,0.17447032591088876,0.04406149594209941,0.05578333518662908,0.052926239783332905,0.010251161502322248,49.1
mixture,43,0.9521640811093671,0.02607357368569041,0.021579451011683123,0.0070223979573988795,0.007470894688179626,0.0220291450950739,0.2093454444560989,0.05723758096064591,0.06948365441726646,0.06832813020918349,0.019171128538753593,43.8
kernel,42,0.9669018149897428,0.02170053278414219,0.021175046152432295,0.004850997574784247,0.001238840255230933,0.017243884985251097,0.18485854749510425,0.03589210852812873,0.0330485514530217,0.05836274513669471,0.007162378496717067,62.1
kernel,43,0.9608433486380774,0.04713506054431604,0.030238684736889527,0.005371834282446499,0.001191867298993462,0.015179571094400601,0.1394712375517382,0.05587045364591667,0.0552667789558904,0.08513816870766348,0.013025311760842442,39.2
