field,pearson,spearman,kendall,nmi,distance_corr,hsic,pearson_pass,spearman_pass,kendall_pass,nmi_pass,distance_corr_pass,hsic_pass,n_pass,kept,target
rmccp,0.1250002092684496,0.2232008915356317,0.16902162470759138,0.015789031270912496,0.20825726619447624,0.024688191093776637,1,1,1,0,1,1,5,1,net_actual_interchange_mw
total_pjm_rmccp_cr,0.1288572085722652,0.24191831841902406,0.18763230122277993,0.01754068643627993,0.22782529918329397,0.028143966266983327,1,1,1,0,1,1,5,1,net_actual_interchange_mw
gen_fuel_storage_mw,0.13588918112166123,0.1580136217569763,0.13542575885063685,0.022295242555115422,0.16433543844438725,0.016219516154480296,1,1,1,1,1,0,5,1,net_actual_interchange_mw
rmpcp,0.12318802850108891,0.18506056574556454,0.13034524159253247,0.031217090576940842,0.21031758607859263,0.043542776095417235,0,1,1,1,1,1,5,1,net_actual_interchange_mw
marginal_loss_price_da,0.07822752447134217,0.213373748474491,0.1557460287604869,0.031864259836424075,0.22275349997030836,0.06410629771793708,0,1,1,1,1,1,5,1,net_actual_interchange_mw
total_lmp_da,0.10544577609575774,0.3048815035495,0.21962936959214538,0.041080264420268055,0.2622101447183129,0.06352917912776797,0,1,1,1,1,1,5,1,net_actual_interchange_mw
system_energy_price_rt,0.09023313776027002,0.24061319086099245,0.1821420100636572,0.023890962578474086,0.20154838283645454,0.03458305402941001,0,1,1,1,1,1,5,1,net_actual_interchange_mw
total_lmp_rt,0.0905793210111851,0.24084876370871383,0.1823471735867934,0.023968545947083062,0.201903497564393,0.03459745813309282,0,1,1,1,1,1,5,1,net_actual_interchange_mw
marginal_loss_price_rt,0.10045365881439203,0.2648641366566027,0.19543832013330653,0.023757644474490358,0.23501395601838632,0.03968288744037224,0,1,1,1,1,1,5,1,net_actual_interchange_mw
da_as_mcp_synchronized_reserve,0.08697205432235207,0.1678039517771085,0.10904988212984834,0.02034164401731355,0.16083092936588567,0.014976360257225676,0,1,1,1,1,0,4,1,net_actual_interchange_mw
gen_fuel_coal_mw,0.17611188813775844,0.13261553979243487,0.08362127750284273,0.04231297520645956,0.21923322217091995,0.043921895036638924,1,0,0,1,1,1,4,1,net_actual_interchange_mw
total_losses,0.06937457358165529,0.08574795241246551,0.07712909057653752,0.027630359201796663,0.17900775233073118,0.038431001091265043,0,0,0,1,1,1,3,1,net_actual_interchange_mw
gen_fuel_other_renewables_pct,0.09918542928009078,0.12671553814869432,0.10978411933628172,0.02468978816982936,0.1526174420635027,0.019822123304605862,0,0,1,1,0,1,3,1,net_actual_interchange_mw
da_as_mcp_primary_reserve,0.08920824251977284,0.13850974878809805,0.09891568751857097,0.0195552372778041,0.15492546636919566,0.014184116631265705,0,1,1,1,0,0,3,1,net_actual_interchange_mw
gen_fuel_coal_pct,0.03728230230695349,0.06095584293530783,0.03580083580586488,0.044102768412594084,0.22210750203342156,0.055063463790611916,0,0,0,1,1,1,3,1,net_actual_interchange_mw
congestion_price_da,0.05552623778030454,0.04538006611621584,0.044079039519759874,0.020371181306171042,0.15190561234386452,0.02097473531058079,0,0,0,1,0,1,2,1,net_actual_interchange_mw
