field,pearson,spearman,kendall,nmi,distance_corr,hsic,pearson_pass,spearman_pass,kendall_pass,nmi_pass,distance_corr_pass,hsic_pass,n_pass,kept
total_gen,0.9894547600952861,0.9852938908536615,0.8976468234117058,0.5856950572198059,0.9829822428965025,0.9333908417722097,1,1,1,1,1,1,6,1
gen_fuel_oil_pct,0.6175711857614152,0.4650698331350443,0.332175620727146,0.13544289198695011,0.5749806016308869,0.14611205538599148,1,1,1,1,1,1,6,1
gen_fuel_wind_pct,0.32580264288961236,0.3077551165456906,0.21039173488583193,0.038917377969559366,0.2903446046074219,0.03975777629410796,1,1,1,1,1,1,6,1
forecast_load_mw_latest_available,0.9960773829520261,0.9958488250903537,0.9445424528362031,0.712750459991455,0.9939879394165979,0.9778335064693613,1,1,1,1,1,1,6,1
prelim_load_avg_hourly,0.9999745335168404,0.9999618482017132,0.9960290105347762,0.956892455993345,0.9999705838820054,0.9998933369137694,1,1,1,1,1,1,6,1
total_pjm_rt_load_mwh,0.9999005995976079,0.9998930399351985,0.9918179089544772,0.9177562769378508,0.9998501091413575,0.9994659629849213,1,1,1,1,1,1,6,1
total_losses,0.650058658865954,0.7054605102589528,0.505630264328214,0.135260867252137,0.6609265627772991,0.27683543095444524,1,1,1,1,1,1,6,1
da_as_as_req_mw_primary_reserve,0.2809822284051356,0.2743340063630379,0.19184143599625886,0.058660602513754906,0.24587539183026708,0.04608589774259867,1,1,1,1,1,1,6,1
da_as_as_req_mw_synchronized_reserve,0.2809778623237278,0.2743340063630379,0.19184143599625886,0.058660602513754906,0.24587481613188295,0.04608573052502096,1,1,1,1,1,1,6,1
system_energy_price_da,0.6280304804347355,0.6689653296989014,0.49108876964147496,0.13793118136603602,0.6299344145775694,0.21087396816277504,1,1,1,1,1,1,6,1
total_lmp_da,0.6369182309798697,0.6752256943479834,0.49418771740564765,0.13911498007266296,0.6402927598237077,0.21775058587771415,1,1,1,1,1,1,6,1
marginal_loss_price_da,0.5581905983395176,0.5877801510902233,0.42382333549129314,0.0925667434340722,0.6015531426507801,0.18146402010916596,1,1,1,1,1,1,6,1
system_energy_price_rt,0.42665450085221884,0.6062633791342289,0.43932081089883745,0.10689674747704069,0.5512268552105709,0.19274809029947465,1,1,1,1,1,1,6,1
total_lmp_rt,0.42689027127382884,0.6061530840893327,0.43906953476738364,0.10679674621519891,0.5508803412176764,0.19249271542667018,1,1,1,1,1,1,6,1
congestion_price_rt,0.30552840698540834,0.34476526121053,0.2272086962147349,0.03477708091421419,0.3080420335041235,0.055044212906661796,1,1,1,1,1,1,6,1
marginal_loss_price_rt,0.42703850764465584,0.6371367562102493,0.4614651933741935,0.10910024484480345,0.5724242424417498,0.21430959937569447,1,1,1,1,1,1,6,1
gross_actual_interchange_mw,0.33724338194223913,0.3732543896789528,0.264862997714615,0.04002700583154372,0.3261101452885734,0.07592314830751501,1,1,1,1,1,1,6,1
gen_fuel_other_renewables_pct,0.7057886479322454,0.6877069252703452,0.5564850775543861,0.27456097256644235,0.6811674840188244,0.2874827898507096,1,1,1,1,1,1,6,1
gross_inadv_interchange_mw,0.46344301081215694,0.4502398856288443,0.3241540770385193,0.053094370231243276,0.4377731411109093,0.10008032172508516,1,1,1,1,1,1,6,1
gen_fuel_nuclear_pct,0.9176898944909315,0.8970712618535247,0.7332980124196643,0.33603499833314604,0.8857316879460385,0.6430325659811613,1,1,1,1,1,1,6,1
gen_fuel_coal_mw,0.8410227996044193,0.8247697593231678,0.6437558690129049,0.220559789888372,0.8266050640814763,0.4930448144193837,1,1,1,1,1,1,6,1
gen_fuel_gas_mw,0.9010196765467205,0.8734924535734366,0.6873756859419756,0.2745144782412886,0.8662557074603295,0.5721687402861445,1,1,1,1,1,1,6,1
gen_fuel_gas_pct,0.3712938995808122,0.361955807952686,0.2385436687318573,0.04106035073382745,0.3486289684307438,0.05563840740046064,1,1,1,1,1,1,6,1
gen_fuel_coal_pct,0.5651840655190754,0.5859171595583448,0.4238536868478175,0.10041066762933964,0.5917177010934677,0.212791690783863,1,1,1,1,1,1,6,1
gen_fuel_hydro_mw,0.508326078188729,0.4116037761719153,0.2698871013221744,0.07654175620851128,0.4568619909591537,0.08081984884101845,1,1,1,1,1,1,6,1
gen_fuel_multiple_fuels_mw,0.4569155824118035,0.3811046794224181,0.26653964610693126,0.06055987993302243,0.410927364955712,0.07042516873036479,1,1,1,1,1,1,6,1
gen_fuel_nuclear_mw,0.5293438795513957,0.5605873822078706,0.35821337836325223,0.11543378665487565,0.5607840118144268,0.2478023756135602,1,1,1,1,1,1,6,1
gen_fuel_oil_mw,0.6874358893316881,0.5780559297245061,0.40791194095819333,0.14104955494690496,0.6631716857668426,0.19483153152762936,1,1,1,1,1,1,6,1
gen_fuel_other_renewables_mw,0.2681085781439179,0.28609031883612723,0.18556068955110294,0.03356856259518663,0.2755145597410564,0.07158554645243306,1,1,0,1,1,1,5,1
