field,pearson,spearman,kendall,nmi,distance_corr,hsic,pearson_pass,spearman_pass,kendall_pass,nmi_pass,distance_corr_pass,hsic_pass,n_pass,kept
total_gen,0.27491080029297077,0.31113967759346767,0.20342400113927567,0.03017492388300417,0.2767228412767402,0.04543435898861935,1,1,1,1,1,1,6,1
da_as_mcp_primary_reserve,0.23332143150912615,0.16185878812427712,0.1276014939378878,0.03214470888915872,0.26100398937057284,0.02423667634211252,1,1,1,1,1,1,6,1
prelim_load_avg_hourly,0.30561488470968157,0.3451885602388525,0.2274984069551649,0.034797183575481186,0.3081809730858991,0.055153741838559554,1,1,1,1,1,1,6,1
metered_load_mw,0.30552840698540834,0.34476526121053,0.2272086962147349,0.03477708091421419,0.3080420335041235,0.055044212906661796,1,1,1,1,1,1,6,1
rmccp,0.3395746118343281,0.39816883779557716,0.2743657819625813,0.04997668836679289,0.4495284986333243,0.11522620231668952,1,1,1,1,1,1,6,1
total_pjm_rt_load_mwh,0.3038234916630923,0.3437595674763345,0.22631720838078423,0.034362366583590556,0.30652129455345795,0.05439788097271017,1,1,1,1,1,1,6,1
total_losses,0.22647451533553362,0.25384028386675156,0.16603808952508328,0.021247827809796133,0.23843152157231862,0.041187366345155504,1,1,1,1,1,1,6,1
total_pjm_reg_purchases,0.18106168507809378,0.21320714406211874,0.13759513713994506,0.018337921997097373,0.17398084943283365,0.016290285673545162,1,1,1,1,1,1,6,1
total_pjm_rmccp_cr,0.3194333190838186,0.3953656422816563,0.27052590836687707,0.047371516294712215,0.4343036991069123,0.10539099139259892,1,1,1,1,1,1,6,1
da_as_mcp_synchronized_reserve,0.24310635182366178,0.17405337030792767,0.11693948755845711,0.02415532879254922,0.29568864329346406,0.03196659333432863,1,1,1,1,1,1,6,1
gen_fuel_other_renewables_pct,0.2506491289723396,0.3028160258021678,0.22119738655637083,0.045025376232787184,0.2655928942459131,0.03850619804755417,1,1,1,1,1,1,6,1
da_as_as_mw_thirty_minutes_reserve,0.265135207970252,0.16606306268743198,0.10192995426198152,0.021118536460614738,0.2568900328940348,0.01523182776938512,1,1,1,1,1,1,6,1
system_energy_price_da,0.4374665471253971,0.45206604334958944,0.30179569959054786,0.053239920857360346,0.4465652561873848,0.09367692240213002,1,1,1,1,1,1,6,1
total_lmp_da,0.4327085043655456,0.43838542720569657,0.29311926977601893,0.05197513199814121,0.4278599778243598,0.08724493528507023,1,1,1,1,1,1,6,1
marginal_loss_price_da,0.3660900983542062,0.2271768776319944,0.15138630489175658,0.026667563558147932,0.31020412580989065,0.033348919132892306,1,1,1,1,1,1,6,1
system_energy_price_rt,0.5482407094158086,0.5698837253332047,0.38636264359722067,0.09389117734029814,0.6294912399709366,0.18593642898909915,1,1,1,1,1,1,6,1
total_lmp_rt,0.5504487220741738,0.5728364541325925,0.3889225859499398,0.09504298509939416,0.6323295667548429,0.1882011973441839,1,1,1,1,1,1,6,1
marginal_loss_price_rt,0.5193750071453995,0.5560841575515074,0.38419231670432047,0.08833191164758433,0.6118180897317814,0.16351139945734533,1,1,1,1,1,1,6,1
forecast_load_mw_latest_available,0.29798171697445586,0.3359037731950424,0.2213056100975037,0.032627029385537805,0.2966770982511481,0.05068548451695635,1,1,1,1,1,1,6,1
total_pjm_loc_credit,0.20532814246200792,0.1746503310754506,0.11968070503489392,0.016549487417271438,0.20889711587206278,0.01829037222472686,1,1,1,1,1,1,6,1
gen_fuel_oil_pct,0.3901106164058625,0.30584099681965,0.2199687444383301,0.04563601227786737,0.3465924801024687,0.05351179304966069,1,1,1,1,1,1,6,1
gen_fuel_coal_pct,0.1226751758143762,0.21039208537933254,0.15493188315037626,0.017992132731565774,0.1730602711618936,0.022481384670809162,1,1,1,1,1,1,6,1
gen_fuel_coal_mw,0.21005787778137736,0.2877524263873699,0.200302193140401,0.025055105089723216,0.23516315195693488,0.038176103023426854,1,1,1,1,1,1,6,1
gen_fuel_gas_mw,0.24457762144961048,0.31463577999516124,0.2068855846165726,0.03193969020086061,0.27558342142180664,0.05631069125462631,1,1,1,1,1,1,6,1
gen_fuel_hydro_mw,0.20909896248757187,0.16601351762744015,0.09617154272542602,0.018095041623504202,0.20496941126933477,0.027726300584333768,1,1,1,1,1,1,6,1
gen_fuel_multiple_fuels_mw,0.32835624563541466,0.3316961133368459,0.22446395610229708,0.03655134183856473,0.36629512297453837,0.062043015531744856,1,1,1,1,1,1,6,1
gen_fuel_oil_mw,0.38882218624237325,0.30981116652664725,0.21082592840604095,0.0417127991890002,0.3585329257571819,0.05714822645838853,1,1,1,1,1,1,6,1
gen_fuel_storage_mw,0.21248181263012922,0.23272379722328287,0.14659864436497985,0.04014212581617288,0.24709313358538554,0.0314464576188965,1,1,1,1,1,1,6,1
gross_inadv_interchange_mw,0.1401489311200678,0.220783952284083,0.15529066980800413,0.01627279305710025,0.17315467652123778,0.03065490681224769,1,1,1,1,1,1,6,1
gen_fuel_nuclear_pct,0.2915204081602884,0.3179496910298212,0.20467197499266307,0.03048400001922479,0.2873653178940054,0.042677189854230135,1,1,1,1,1,1,6,1
gen_fuel_multiple_fuels_pct,0.27087138161918095,0.2814933212267504,0.19735258305141992,0.026815502754261256,0.31046997852079855,0.04053259331085909,1,1,1,1,1,1,6,1
net_sched_interchange_mw,0.15760120883046463,0.13408834340704923,0.0963563122817999,0.011286713525870138,0.19941836614909095,0.015447679894547796,1,1,1,0,1,1,5,1
gen_fuel_gas_pct,0.09287786902045705,0.21289574184030297,0.13300004048715305,0.017685402748980686,0.15664337276283627,0.028828564756839255,0,1,1,1,1,1,5,1
congestion_price_da,0.1457487859594477,0.022408607938105087,0.035195238514166075,0.038128823170674606,0.28242793991376314,0.06345197255599289,1,0,0,1,1,1,4,1
gen_fuel_hydro_pct,0.14976467140847322,0.12219503236144676,0.06739872406128952,0.014554523290593986,0.16349160535229365,0.02701541095619929,1,0,0,1,1,1,4,1
net_actual_interchange_mw,0.15556813012960669,0.13048193456556495,0.094372000597467,0.011205255372464022,0.19700579256784506,0.0150113066964851,1,1,0,0,1,1,4,1
total_pjm_assigned_reg,0.13889431241634922,0.15380281495562556,0.0955170547248366,0.012446834986678871,0.15408647617073634,0.009889124661849021,1,1,0,0,1,0,3,1
gross_actual_interchange_mw,0.09924237585427753,0.18484614924648307,0.13116193330239978,0.012874167592882983,0.12281904159454746,0.01951295848099645,0,1,1,0,0,1,3,1
gen_fuel_nuclear_mw,0.01156576437624554,0.10552028252708134,0.06343634822557409,0.02580908165465003,0.09863517684599639,0.014338012841685035,0,0,0,1,0,1,2,1
gen_fuel_solar_pct,0.018091235359745102,0.09215643167360757,0.065091890258128,0.02029174487413408,0.121046358646555,0.021647249619867574,0,0,0,1,0,1,2,1
solar_generation_mw,0.008645701271358492,0.07913092291857102,0.053298889711347004,0.014838231732218125,0.09856356822443671,0.015037935137464101,0,0,0,1,0,1,2,1
gen_fuel_solar_mw,0.017478493950832796,0.05187003829495413,0.029002027260752867,0.016889768720999048,0.0964561033225992,0.014113648844499135,0,0,0,1,0,1,2,1
da_as_as_req_mw_synchronized_reserve,0.03415857721131395,0.04175777027018041,0.03445462962724238,0.018810285454800922,0.07047570313945031,0.0040548536325456614,0,0,0,1,0,0,1,1
da_as_as_req_mw_primary_reserve,0.03415565461039486,0.04175777027018041,0.03445462962724238,0.018810285454800922,0.0704763712954473,0.0040550818370229,0,0,0,1,0,0,1,1
da_as_nsr_mw_primary_reserve,0.04286645858767388,0.023455979754937715,0.037461019900366474,0.01859466058848416,0.05297343862616026,0.0015816414770067184,0,0,0,1,0,0,1,1
da_as_as_req_mw_thirty_minutes_reserve,0.03096856050202943,0.034976253848261515,0.028656917436784526,0.020865007999244064,0.07672402119310702,0.0045978738106612765,0,0,0,1,0,0,1,1
wind_generation_mw,0.003380751336854708,0.0409961722315362,0.028593220184313397,0.009415983730999264,0.048709501308368236,0.003722979792045306,0,0,0,0,0,0,0,0
net_inadv_interchange_mw,0.05091985923632469,0.09489862188876715,0.06556053076584538,0.006924753402887685,0.07651998201601425,0.005629554348075708,0,0,0,0,0,0,0,0
gross_sched_interchange_mw,0.04606374199987856,0.10739398617745452,0.07377863163320647,0.010012434970279368,0.0888050722045374,0.010854266563101919,0,0,0,0,0,0,0,0
gen_fuel_wind_mw,0.004837408249317226,0.04276744862373402,0.030298822047855823,0.00939940511506833,0.04890195023434317,0.0038332748214523074,0,0,0,0,0,0,0,0
gen_fuel_wind_pct,0.043544664907635935,0.09479276909951752,0.06208449427353959,0.010126397936248498,0.07184223940127686,0.006867795407855224,0,0,0,0,0,0,0,0
rmpcp,0.0061221239304009925,0.04314078901967085,0.019154448580498442,0.008210246710530531,0.06502223108868824,0.0032654400291146743,0,0,0,0,0,0,0,0
da_as_as_mw_synchronized_reserve,0.023272931135857513,0.03980501810365679,0.017043665032593476,0.012413284326572713,0.05494038562007731,0.003654571675704,0,0,0,0,0,0,0,0
da_as_as_mw_primary_reserve,0.06557564003272932,0.054788239724311405,0.05216470652559273,0.009068958605161045,0.07177692609567152,0.001851340448799975,0,0,0,0,0,0,0,0
gen_fuel_other_renewables_mw,0.040173044668643916,0.03552659055014643,0.015451423673536267,0.010622847452289778,0.0968194625783047,0.004297123855410601,0,0,0,0,0,0,0,0
total_pjm_rmpcp_cr,0.042452046662192516,0.07150148588071838,0.040585132475333144,0.0097616732569151,0.08441173715923592,0.004482972135167544,0,0,0,0,0,0,0,0
total_pjm_self_sched_reg,0.014781853664409548,0.01796372356802628,0.012264969418886527,0.00684326598758866,0.06559567345847912,0.003526365386630953,0,0,0,0,0,0,0,0
da_as_ss_mw_primary_reserve,0.045641752071058105,0.09823629771432031,0.07327534573269019,0.011369860727157097,0.10000031479636892,0.008488622964219704,0,0,0,0,0,0,0,0
