area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_solar_mw
-0.43630776,-0.34682637,0.30692136,-0.564338,-0.34328175,-0.17804,-0.33786264,-0.40739557,1.3940991,0.36742914,0.98616004,1.3456055,1.0533664,1.1097698,-0.63682973,-0.41946048,-0.1005549,0.83331335,1.530764,0.6074686,1.2473403,1.4576077
-0.47305885,-0.38854277,0.3084344,-0.61209285,-0.38702124,-0.21046913,-0.3838209,-0.43452445,1.4248987,0.32665753,1.031912,1.3745189,1.0705936,1.1227187,-0.67798173,-0.46113992,-0.133387,0.8352128,1.559628,0.6058106,1.2666308,1.4675252
-0.52114296,-0.43933633,0.28649008,-0.65343624,-0.4283896,-0.2539207,-0.43051687,-0.47535923,1.435382,0.29822576,1.0628023,1.3925345,1.082199,1.1355004,-0.7157732,-0.4913502,-0.1688507,0.84050983,1.5790098,0.6082944,1.3045536,1.4813882
-0.5719498,-0.4804258,0.27829692,-0.6963673,-0.46860814,-0.2876966,-0.46167275,-0.5207244,1.4768296,0.2656967,1.0864993,1.4100786,1.1055717,1.1563088,-0.7488789,-0.53197414,-0.19715409,0.84479386,1.5969392,0.60549307,1.3348321,1.497413
-0.6096689,-0.52667415,0.28814834,-0.7371274,-0.51680213,-0.3277143,-0.50166684,-0.55461794,1.5089605,0.21478917,1.1385875,1.438229,1.1256251,1.1792443,-0.7764374,-0.56638837,-0.22849898,0.84541076,1.6176791,0.6076,1.3628045,1.5167795
-0.6502411,-0.57171226,0.28781706,-0.7759507,-0.5656783,-0.35120198,-0.5325153,-0.5846105,1.5277989,0.16680782,1.1703027,1.457159,1.1397927,1.2088397,-0.7963863,-0.6015779,-0.27106512,0.8478472,1.6414539,0.5957815,1.3890857,1.5250331
-0.6803807,-0.61526465,0.28301066,-0.8098131,-0.59993166,-0.3861444,-0.56090707,-0.62040806,1.5420597,0.10898152,1.2011607,1.4765011,1.1664263,1.2241157,-0.8261489,-0.6305327,-0.3062492,0.8503287,1.6632212,0.5821738,1.4087137,1.5330846
-0.70544124,-0.6520974,0.31018615,-0.84556174,-0.64880747,-0.41277134,-0.59824246,-0.6663339,1.5744556,0.055452455,1.2301185,1.4846704,1.2015313,1.2472419,-0.85545087,-0.6682263,-0.34146369,0.8717933,1.6888509,0.58115035,1.4340857,1.5432217
-0.72852266,-0.6840211,0.31179923,-0.8757418,-0.6779136,-0.45000893,-0.62987304,-0.69956225,1.6120136,0.0055442317,1.2576246,1.5138826,1.2302516,1.2613047,-0.884065,-0.70106274,-0.37041545,0.88461274,1.6986856,0.5731016,1.4563502,1.5674073
-0.76693165,-0.72237456,0.3081503,-0.90251535,-0.7130087,-0.48748675,-0.6596041,-0.7288597,1.6321293,-0.05983362,1.2918093,1.546198,1.2455593,1.2858124,-0.911763,-0.72719854,-0.40478104,0.89845073,1.7081895,0.56582594,1.4826958,1.5913031
-0.80066645,-0.7544722,0.30588168,-0.93000835,-0.7449797,-0.51448876,-0.68753684,-0.75247985,1.6607071,-0.12508722,1.329636,1.5553632,1.2789975,1.308632,-0.9403784,-0.75577927,-0.4363108,0.9172556,1.7140719,0.5583449,1.5050714,1.612225
-0.83369386,-0.7904466,0.31128573,-0.95764035,-0.77086043,-0.5493015,-0.7285381,-0.77952623,1.6764286,-0.19032876,1.3570389,1.5695959,1.2873986,1.3223668,-0.9626172,-0.79129994,-0.46605948,0.93979216,1.7338799,0.5547808,1.5288196,1.6290679
-0.8632855,-0.826079,0.31732962,-0.9842487,-0.8004205,-0.5876205,-0.7501889,-0.8115686,1.7003748,-0.25031936,1.3861754,1.5871551,1.3131548,1.3429329,-0.985113,-0.80859447,-0.49628347,0.9619968,1.748419,0.54582685,1.547923,1.6540812
-0.88710815,-0.85002464,0.318778,-1.0116855,-0.8308227,-0.6229529,-0.78212476,-0.8364889,1.7128243,-0.31587112,1.393494,1.599717,1.3353168,1.3642788,-1.0108289,-0.819882,-0.534315,0.9854119,1.7649348,0.523763,1.5902627,1.6681926
-0.91042674,-0.8778413,0.3233924,-1.0340681,-0.8529262,-0.6553846,-0.8045668,-0.8593843,1.7257118,-0.37525675,1.4329433,1.6314415,1.3583797,1.3894438,-1.0256827,-0.84142077,-0.5635499,1.005721,1.7856894,0.5070549,1.6118532,1.6912055
-0.94264585,-0.9079243,0.32109398,-1.0548362,-0.87690806,-0.6817,-0.8226817,-0.88397014,1.7372048,-0.4301497,1.4566998,1.6523656,1.3910758,1.4296523,-1.0544088,-0.87113696,-0.59632194,1.0136878,1.7926365,0.4874912,1.6194005,1.7127801
-0.96546227,-0.9305827,0.32402596,-1.076154,-0.89856744,-0.7186473,-0.84863865,-0.9093728,1.7510434,-0.48354658,1.4756614,1.6737912,1.414054,1.4412405,-1.0880903,-0.88452494,-0.6205989,1.0415305,1.807782,0.4598446,1.6315105,1.7256752
-0.98309326,-0.9505909,0.32733804,-1.1033746,-0.9270894,-0.757905,-0.8740616,-0.9330939,1.7685585,-0.5318931,1.4843751,1.7055308,1.4282085,1.4541448,-1.1130477,-0.90357274,-0.63935816,1.0831374,1.8148106,0.43145683,1.6475385,1.7381896
-1.0072848,-0.9829822,0.3388898,-1.1241918,-0.9468871,-0.7870255,-0.9138767,-0.953669,1.7737578,-0.5761305,1.509691,1.718443,1.4415557,1.4661098,-1.1310793,-0.929855,-0.66152894,1.1160004,1.8198014,0.4165477,1.6739037,1.7476052
-1.0232491,-1.0027027,0.33406663,-1.1417044,-0.9693575,-0.8108266,-0.93922794,-0.97789526,1.7801361,-0.6230546,1.5421544,1.7244036,1.448907,1.4861684,-1.1465173,-0.9485369,-0.69174266,1.124086,1.8411171,0.39132446,1.7077708,1.7690927
-1.050918,-1.0282601,0.3304314,-1.1622181,-0.9891309,-0.84299946,-0.9527824,-0.98201126,1.8141086,-0.6511483,1.5542417,1.7303663,1.481895,1.508186,-1.1631391,-0.9746945,-0.7107096,1.1491605,1.8630791,0.36517853,1.7216904,1.8037196
-1.0771006,-1.0483925,0.31416646,-1.1813548,-1.0081317,-0.86174226,-0.97148025,-1.0117185,1.8245857,-0.69578785,1.5778934,1.7344728,1.5066447,1.5177227,-1.179644,-0.9960727,-0.7307948,1.1890249,1.8815321,0.34464276,1.730772,1.8170081
-1.0924969,-1.0723505,0.31341466,-1.2001106,-1.0300676,-0.88791,-0.9955766,-1.0335974,1.8409557,-0.7395971,1.5879809,1.7365311,1.5354527,1.5293556,-1.2083608,-1.0091465,-0.7557092,1.2217698,1.8999252,0.29368824,1.7419287,1.8406739
-1.1116365,-1.0883979,0.32125977,-1.218251,-1.0486362,-0.9094189,-1.0157102,-1.0550255,1.8450922,-0.77874106,1.6051296,1.7577263,1.5566709,1.5620127,-1.222788,-1.0295542,-0.79423106,1.2449167,1.9034237,0.25317323,1.7599913,1.8462588
-1.124355,-1.109076,0.31663302,-1.2363085,-1.0665287,-0.93809944,-1.0408095,-1.0777774,1.8637856,-0.81007653,1.6206146,1.781462,1.583816,1.5665253,-1.2371701,-1.0570629,-0.8140151,1.2768465,1.9032142,0.21607126,1.7714541,1.8504022
-1.1484816,-1.1298717,0.30095235,-1.2427846,-1.0890694,-0.9533282,-1.059414,-1.1041564,1.8785496,-0.8356785,1.6539297,1.7886305,1.5998316,1.5851873,-1.2515343,-1.0810925,-0.82473636,1.3087437,1.912607,0.16513869,1.7948453,1.8532507
-1.1669183,-1.1515018,0.29239085,-1.2567335,-1.1084098,-0.97837555,-1.0752627,-1.1254721,1.8881013,-0.8752469,1.6807222,1.7950824,1.6087267,1.5955783,-1.2628955,-1.1059324,-0.8518181,1.3340188,1.9330356,0.10221329,1.8036184,1.860362
-1.1826612,-1.177463,0.28801456,-1.2723359,-1.1274481,-0.99993724,-1.0907376,-1.1354209,1.8910403,-0.90100694,1.6979734,1.8040093,1.6187674,1.6178735,-1.2835009,-1.1238005,-0.8784555,1.3516352,1.9505134,0.054642625,1.8403386,1.8866652
-1.2074908,-1.195122,0.28943017,-1.281686,-1.1433055,-1.0239689,-1.1025484,-1.1603858,1.9103987,-0.9301477,1.7157046,1.8171918,1.6323571,1.6387408,-1.2974441,-1.1409172,-0.8888313,1.3849652,1.9782817,0.0013742637,1.842807,1.8905096
-1.2244132,-1.2133139,0.28975546,-1.2958411,-1.1747981,-1.0515039,-1.1211087,-1.175499,1.9214816,-0.9567876,1.7443141,1.8289756,1.6442068,1.6555876,-1.3107537,-1.1606824,-0.9148371,1.4033774,1.9781113,-0.057404228,1.8548925,1.9001881
-1.2346797,-1.2302784,0.28017336,-1.3042163,-1.1884868,-1.0667422,-1.1397686,-1.1854692,1.9282397,-0.9874098,1.7588793,1.8285835,1.6556444,1.6882793,-1.3236778,-1.1536479,-0.93500465,1.4280515,1.9785799,-0.120357126,1.8682728,1.9156082
-1.2571355,-1.2426744,0.2664324,-1.316774,-1.202124,-1.0853132,-1.150646,-1.2004637,1.9504559,-1.0092005,1.7800244,1.8431188,1.6678536,1.6977075,-1.3366213,-1.1678691,-0.9611671,1.4472542,1.9806954,-0.18193081,1.8820585,1.9333465
-1.2755522,-1.2586969,0.2678607,-1.3293835,-1.2232596,-1.1050242,-1.1676649,-1.2131538,1.9564416,-1.0321393,1.7986641,1.8599672,1.6797274,1.7202863,-1.3529992,-1.1825824,-0.98931503,1.48528,1.9909043,-0.25386173,1.8924178,1.9332637
-1.2894336,-1.2655087,0.26977116,-1.3420306,-1.2366363,-1.1232003,-1.1845225,-1.2284844,1.9666688,-1.0583303,1.8114333,1.882533,1.699959,1.7364656,-1.365637,-1.1936857,-1.0025723,1.5166972,1.9989331,-0.3217504,1.9182082,1.9450763
-1.311219,-1.2851667,0.25752875,-1.3547032,-1.2390956,-1.142245,-1.2012146,-1.2433679,1.9667331,-1.0774269,1.8190644,1.9025359,1.7090771,1.7592034,-1.3782897,-1.2050942,-1.0298092,1.5505441,2.0111341,-0.36767513,1.9402282,1.9671642
-1.3239957,-1.2992251,0.2497155,-1.3673936,-1.2514815,-1.1599959,-1.2177373,-1.2583671,1.9823065,-1.097001,1.8286748,1.9056793,1.7296964,1.7765148,-1.3909465,-1.2313341,-1.0476164,1.5724603,2.0169404,-0.42969978,1.9569454,1.9744314
-1.3413175,-1.3141385,0.24534804,-1.3800886,-1.2642138,-1.1684049,-1.2340887,-1.2734686,1.9896995,-1.129,1.8447808,1.9237446,1.7539842,1.7868533,-1.4035962,-1.2448558,-1.0649103,1.5895203,2.0432198,-0.48966977,1.9688643,1.9768671
-1.3537475,-1.3234086,0.2405957,-1.392779,-1.2805837,-1.1859413,-1.2501574,-1.2833809,1.9944912,-1.147239,1.8639339,1.924667,1.7647743,1.8072522,-1.4162332,-1.2726867,-1.0833383,1.6077892,2.045135,-0.5466755,1.9810488,1.9776198
-1.3661703,-1.3423824,0.2501118,-1.4054571,-1.2949319,-1.2026303,-1.2681531,-1.2982758,2.0195491,-1.1598765,1.8723752,1.936654,1.7938058,1.8078668,-1.4288503,-1.2882729,-1.0949856,1.6223545,2.0565014,-0.5983882,1.9884022,1.9896817
-1.388175,-1.3567629,0.2537896,-1.4181008,-1.309812,-1.2197789,-1.2837923,-1.313213,2.0328,-1.1746624,1.8700681,1.9454768,1.7863317,1.8139293,-1.441158,-1.3104799,-1.1121236,1.6667726,2.0607758,-0.64080036,1.9997011,2.0088208
-1.4056882,-1.3586452,0.22464897,-1.430752,-1.3214381,-1.2441407,-1.2918313,-1.3280264,2.052794,-1.1793487,1.8753462,1.953912,1.7941316,1.8237783,-1.4537385,-1.3207281,-1.1408213,1.6948738,2.0732691,-0.6813701,2.0107074,2.0182562
-1.41528,-1.3832661,0.22336361,-1.457763,-1.3329993,-1.2597663,-1.3073177,-1.3427131,2.0513391,-1.1977277,1.8738191,1.9759638,1.8210173,1.832029,-1.4662806,-1.331138,-1.1567988,1.7192833,2.0714653,-0.72257406,2.0223467,2.0316548
-1.4198744,-1.397787,0.21110003,-1.4678161,-1.3433406,-1.2752459,-1.3226298,-1.3787478,2.0513391,-1.2123511,1.8895111,1.9828414,1.8345098,1.8540579,-1.4787809,-1.3416988,-1.1765244,1.7327027,2.071565,-0.7592028,2.0205736,2.0430355
-1.4310033,-1.4074851,0.19794829,-1.4840691,-1.3551124,-1.2954386,-1.3469571,-1.3963288,2.0753999,-1.2269633,1.9147027,2.0109603,1.851926,1.8677961,-1.4912337,-1.3478707,-1.1873804,1.7360207,2.0868297,-0.7952847,2.043512,2.043038
-1.4422026,-1.4173326,0.18190761,-1.4937701,-1.3669976,-1.3101006,-1.3590633,-1.4055237,2.0754035,-1.2415476,1.9159758,2.0217743,1.8546966,1.8603605,-1.503635,-1.3588525,-1.2058396,1.7542279,2.1047435,-0.8228352,2.046101,2.0525532
-1.4534615,-1.4303504,0.16326393,-1.5035876,-1.3789418,-1.3246498,-1.373686,-1.4148868,2.0759645,-1.2550744,1.9338574,2.0204399,1.8670667,1.8877183,-1.5159822,-1.3699467,-1.221239,1.7685747,2.1158364,-0.85675865,2.0487537,2.0601556
-1.4647726,-1.4402473,0.14116019,-1.5135124,-1.3909346,-1.3355652,-1.3862504,-1.4244093,2.1015244,-1.2822645,1.9450388,2.0255678,1.881263,1.8959196,-1.528272,-1.3811424,-1.2390193,1.7966535,2.1411564,-0.8890228,2.0819387,2.064542
-1.4761249,-1.450272,0.11818151,-1.5235361,-1.4029666,-1.349844,-1.3984818,-1.4340812,2.1032758,-1.2951581,1.9511588,2.032797,1.8977481,1.9025137,-1.540501,-1.4010218,-1.2525032,1.7972416,2.1489336,-0.9197894,2.081905,2.066691
-1.4875124,-1.460415,0.10107516,-1.5336488,-1.408948,-1.3642561,-1.4033843,-1.4485767,2.110298,-1.3079075,1.9600035,2.039168,1.8944685,1.9086188,-1.5526674,-1.406575,-1.2660134,1.807996,2.1524565,-0.9536428,2.081905,2.0730388
-1.4989252,-1.470667,0.090930864,-1.5438421,-1.4382837,-1.3785467,-1.4158102,-1.462234,2.1119194,-1.3255695,1.9750237,2.0421693,1.8893998,1.9127316,-1.5647693,-1.4172044,-1.2795442,1.8294282,2.152635,-0.9794191,2.09793,2.078383
-1.5103558,-1.4810177,0.06497315,-1.5541077,-1.4477423,-1.3927141,-1.4282317,-1.471828,2.1285498,-1.3416942,1.9888885,2.0614142,1.9035779,1.9233931,-1.5768049,-1.4279372,-1.2937313,1.8419144,2.1706402,-0.9976688,2.1143825,2.090029
-1.4952679,-1.4914585,0.041960526,-1.564437,-1.4570758,-1.4067585,-1.4406463,-1.4812964,2.1358154,-1.3568882,1.9888717,2.1014428,1.9191678,1.9288651,-1.5925161,-1.4271926,-1.3124468,1.8641275,2.180593,-1.0238258,2.1300166,2.1044836
-1.5034832,-1.5019801,0.0062394645,-1.5748222,-1.4665551,-1.4206798,-1.4530426,-1.4908965,2.1507204,-1.3684788,2.0115752,2.1060174,1.9341576,1.9332082,-1.6041108,-1.4466016,-1.3238372,1.89739,2.1806042,-1.0470074,2.130043,2.1084576
-1.5119463,-1.5125729,-0.018569022,-1.585256,-1.4761705,-1.4344774,-1.4654146,-1.5006188,2.1553743,-1.3787917,2.0117555,2.1122365,1.9784725,1.9559331,-1.6156023,-1.4566233,-1.3187627,1.8959596,2.1995964,-1.0724058,2.1374142,2.119194
-1.5205693,-1.5288998,-0.043937027,-1.5957301,-1.4859128,-1.4432274,-1.477757,-1.5104542,2.1553743,-1.3904883,2.021862,2.1120384,1.9874952,1.9692475,-1.6270477,-1.4667604,-1.3276545,1.9188485,2.2010274,-1.092377,2.1392987,2.1209254
-1.5293437,-1.541046,-0.087628044,-1.6062384,-1.4957728,-1.4551687,-1.4900641,-1.5203937,2.1553743,-1.4036227,2.0265663,2.1102753,1.9875623,1.975616,-1.6384442,-1.4770038,-1.3320268,1.9179347,2.1993482,-1.1146176,2.1789002,2.1394725
-1.5382618,-1.5329471,-0.122922264,-1.6167723,-1.5057414,-1.4683354,-1.5023326,-1.530428,2.151289,-1.4152774,2.034648,2.1152444,2.0077171,1.9866685,-1.6497903,-1.4999725,-1.3325015,1.926651,2.205133,-1.1335267,2.1968203,2.1638453
-1.541774,-1.5404575,-0.16779807,-1.627328,-1.515809,-1.481408,-1.5145564,-1.5405484,2.1654317,-1.4269774,2.053961,2.128014,2.0176208,1.9909745,-1.6610838,-1.5086908,-1.3430859,1.9592321,2.209162,-1.1491174,2.2105515,2.1595128
-1.539889,-1.5496899,-0.20387183,-1.6379006,-1.525967,-1.494387,-1.5267333,-1.5507468,2.162684,-1.4387152,2.0577059,2.1259067,2.0276494,1.9981103,-1.6723238,-1.5479972,-1.3538085,1.992417,2.209162,-1.1700374,2.2198887,2.1530504
-1.5488001,-1.5590398,-0.25481275,-1.648481,-1.5362061,-1.5072708,-1.5388596,-1.5610136,2.1628635,-1.4504819,2.0754073,2.129173,2.0323894,2.0212035,-1.6835091,-1.5533204,-1.3646581,2.0029373,2.226263,-1.1894454,2.2217414,2.1609583
-1.5578432,-1.5684997,-0.2948699,-1.6590704,-1.5465178,-1.520059,-1.5503117,-1.5713416,2.1628635,-1.4622694,2.0788012,2.125415,2.0307384,2.0190446,-1.6946385,-1.5584002,-1.3756237,2.006481,2.2262907,-1.2221111,2.2329733,2.161909
-1.5670099,-1.5780598,-0.33528695,-1.6696597,-1.5568947,-1.532752,-1.562371,-1.5817226,2.1699517,-1.474069,2.0782952,2.125412,2.0466578,2.0311399,-1.70571,-1.5636775,-1.3665056,2.0286396,2.2262907,-1.252704,2.2462378,2.1678572
-1.5762914,-1.5877129,-0.37975487,-1.6802324,-1.5673271,-1.5453495,-1.5743682,-1.5921482,2.1699457,-1.4858686,2.086008,2.1359618,2.055086,2.0392208,-1.7167248,-1.5691535,-1.3762379,2.0395935,2.247687,-1.2640083,2.2450063,2.180841
-1.5856799,-1.5974498,-0.42365262,-1.6908025,-1.5778083,-1.5578514,-1.5863022,-1.602613,2.1699457,-1.4976681,2.091022,2.1489298,2.0552886,2.0483675,-1.7276801,-1.5748271,-1.3862439,2.0391147,2.2595196,-1.2753139,2.2566729,2.1832275
-1.5951669,-1.6072633,-0.47609988,-1.7013578,-1.5883304,-1.5727752,-1.5981711,-1.6131096,2.1699457,-1.5094677,2.1220994,2.1515138,2.060778,2.0489535,-1.7385774,-1.5806983,-1.3963948,2.0416987,2.2673774,-1.2859104,2.2566729,2.1785324
-1.6047437,-1.6171448,-0.5218841,-1.7118949,-1.5988866,-1.5848552,-1.6099734,-1.6236299,2.1721644,-1.5212524,2.1225662,2.1616683,2.0628114,2.0679028,-1.7494143,-1.5867646,-1.4066801,2.045783,2.26739,-1.3020126,2.2566729,2.1785324
-1.6144028,-1.6469055,-0.56780916,-1.7224116,-1.6094694,-1.5968586,-1.6217082,-1.634169,2.1721644,-1.5330191,2.1248963,2.162186,2.0724447,2.075275,-1.7601929,-1.5930245,-1.3956956,2.0532324,2.26739,-1.3239853,2.2566729,2.1917245
-1.6241357,-1.6565772,-0.60173047,-1.7329068,-1.6200732,-1.6087859,-1.6494583,-1.6687857,2.1731398,-1.5447614,2.1447108,2.162186,2.0704663,2.078913,-1.7709107,-1.5994747,-1.4066775,2.0548291,2.2774808,-1.3344785,2.2566729,2.1919558
-1.6339351,-1.6622953,-0.6318114,-1.7433741,-1.630694,-1.6206362,-1.6581831,-1.6762899,2.2012615,-1.5564762,2.1754968,2.162186,2.088496,2.090577,-1.7815697,-1.606112,-1.4155761,2.0594673,2.2816806,-1.351359,2.2777712,2.1954246
-1.6437936,-1.6681985,-0.66591465,-1.7538139,-1.6413172,-1.6324095,-1.650993,-1.6804544,2.201292,-1.5681589,2.1775694,2.1694722,2.0890782,2.1149065,-1.7921685,-1.6129326,-1.4246483,2.0777225,2.287463,-1.3622804,2.2777715,2.1949983
-1.6537039,-1.6742843,-0.7066306,-1.7642226,-1.651957,-1.6441059,-1.6398736,-1.684797,2.2100842,-1.5798055,2.2079647,2.1760826,2.0929146,2.1375556,-1.8027081,-1.6199319,-1.4338863,2.0862343,2.3064318,-1.3481998,2.2845082,2.1949983
-1.6636583,-1.6805503,-0.7543233,-1.7745982,-1.6625869,-1.6348417,-1.6434823,-1.6627747,2.2351627,-1.5914125,2.2080402,2.1849542,2.1206276,2.1352973,-1.8131884,-1.6271052,-1.4603183,2.1137187,2.3064318,-1.3506999,2.2921615,2.199188
-1.6736518,-1.6869925,-0.7822045,-1.7849388,-1.6732099,-1.630568,-1.6472622,-1.6661353,2.2407293,-1.6029769,2.210921,2.1917894,2.1218507,2.1352973,-1.8236095,-1.6344465,-1.4675864,2.1342208,2.3064318,-1.357112,2.2938523,2.21124
-1.6836778,-1.7164074,-0.80800706,-1.795243,-1.6838264,-1.6359116,-1.6349757,-1.6696606,2.2407513,-1.6144959,2.218109,2.1899426,2.1256874,2.1390986,-1.8339719,-1.6419506,-1.47496,2.1375058,2.327139,-1.3662736,2.2938569,2.2121813
