field,中文名,score
area_2_fuel_coal_mw,区域2燃煤出力,0.20382645726203918
area_1_fuel_wind_mw,区域1风电出力,0.13451357185840607
area_1_load_actual_mw,区域1实时负荷,0.128208190202713
area_1_load_day_ahead_mw,区域1日前负荷,0.0922597199678421
gen_fuel_coal_mw,燃煤出力,0.08459480106830597
reserve_spin_r1_mw,区域1旋转备用,0.0727897584438324
area_1_fuel_coal_mw,区域1燃煤出力,0.04851062223315239
area_1_fuel_solar_mw,区域1光伏出力,0.02527356892824173
area_1_generation_mw,区域1发电总量,0.024211103096604347
area_3_fuel_solar_mw,区域3光伏出力,0.016366640105843544
area_2_load_day_ahead_mw,区域2日前负荷,0.01272694580256939
gen_fuel_nuclear_mw,核电出力,0.011867238208651543
area_2_fuel_natural_gas_mw,区域2燃气出力,0.011542325839400291
area_1_fuel_natural_gas_mw,区域1燃气出力,0.011402993462979794
gen_fuel_wind_mw,风电出力,0.010973956435918808
area_1_fuel_hydro_mw,区域1水电出力,0.009021658450365067
reserve_spin_r3_mw,区域3旋转备用,0.008594176732003689
reserve_spin_r2_mw,区域2旋转备用,0.008168033324182034
system_losses_mw,系统网损,0.008053405210375786
area_2_fuel_solar_mw,区域2光伏出力,0.007918978109955788
reserve_reg_down_mw,调频下备用,0.006426988169550896
hour_of_day,小时,0.00629875622689724
gen_fuel_solar_mw,光伏出力,0.006198774557560682
area_2_generation_mw,区域2发电总量,0.005923446733504534
month_of_year,月份,0.00577143020927906
area_2_load_actual_mw,区域2实时负荷,0.005505718290805817
gen_fuel_natural_gas_mw,燃气出力,0.005259565077722073
area_2_fuel_hydro_mw,区域2水电出力,0.004815071355551481
area_3_fuel_natural_gas_mw,区域3燃气出力,0.003969065845012665
reserve_reg_up_mw,调频上备用,0.0029518206138163805
area_3_fuel_wind_mw,区域3风电出力,0.0028509763069450855
system_load_actual_mw,系统实时负荷,0.0022112890146672726
area_3_fuel_coal_mw,区域3燃煤出力,0.0019828181248158216
area_3_load_actual_mw,区域3实时负荷,0.0017083793645724654
area_3_load_day_ahead_mw,区域3日前负荷,0.0014495159266516566
gen_fuel_hydro_mw,水电出力,0.0013817022554576397
system_generation_mw,系统发电量,0.0013574558543041348
area_3_generation_mw,区域3发电总量,0.0011244449997320771
area_3_fuel_hydro_mw,区域3水电出力,0.001047372235916555
system_load_day_ahead_mw,系统日前负荷,0.0009412156650796533
area_1_fuel_nuclear_mw,区域1核电出力,0.0
