area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw
0.3071691,0.18148835,0.03148841,0.019219842,0.5218866,0.07235277,0.16128021,0.009764188,0.015127723,0.36954808,0.015758432,0.016331166,0.45269626,0.38552618,0.014566396,0.94146794,0.31241852,0.19773027,0.13639607,0.5419284
0.2754184,0.16270183,0.020190846,0.011080469,0.49633917,0.053530872,0.14286086,0.004999908,0.008128087,0.34712574,0.008134322,0.009263405,0.42158732,0.37315056,0.0077888854,0.90879816,0.31221864,0.18157502,0.12865469,0.5052577
0.24886201,0.14632705,0.012636434,0.0061574285,0.47407255,0.039032858,0.13113418,0.0024078784,0.0041225366,0.32687995,0.003973146,0.004797299,0.39489916,0.36213896,0.003949188,0.88349104,0.3045379,0.17149247,0.12640119,0.4760865
0.22208016,0.13184597,0.0074284114,0.0032310965,0.4539924,0.028029807,0.121558785,0.0010905876,0.0019822414,0.30957928,0.0018037292,0.002366285,0.3701587,0.354934,0.0018812881,0.86664444,0.29170957,0.16110127,0.12389693,0.44768456
0.2043614,0.118007824,0.00413228,0.0016022583,0.44426733,0.019482424,0.109485134,0.00046178972,0.0008961037,0.29735726,0.0007581285,0.0010694938,0.35093606,0.3447572,0.0008301017,0.8384497,0.29094246,0.15165271,0.11742786,0.4234011
0.1811422,0.10460281,0.0021860762,0.00074606505,0.4235034,0.013050341,0.101592794,0.00018155102,0.00037832427,0.29330224,0.00029792366,0.0004388733,0.32795173,0.33679122,0.00034214897,0.8242478,0.27593413,0.14284746,0.11345911,0.39920303
0.16218726,0.092791215,0.0010923193,0.0003265461,0.40932205,0.008535095,0.09608285,6.60864e-05,0.0001488822,0.2859966,0.0001079115,0.00016436719,0.30774543,0.32820302,0.00013091821,0.7994906,0.26979256,0.13532577,0.1174806,0.3811124
0.14647247,0.08211125,0.0005113366,0.00013319514,0.39786297,0.005407243,0.089151114,2.2085966e-05,5.4232787e-05,0.280986,3.576016e-05,5.602338e-05,0.29086497,0.32240492,4.6080182e-05,0.7821598,0.26431698,0.12494422,0.11327971,0.35906324
0.1338046,0.072660565,0.00022614968,5.0567036e-05,0.38940442,0.0033050103,0.08670341,6.742956e-06,1.818282e-05,0.26676068,1.0812331e-05,1.735565e-05,0.27658767,0.31529245,1.4879356e-05,0.76248145,0.25929987,0.11727454,0.11326337,0.34220463
0.12080285,0.063466,9.306356e-05,1.7689708e-05,0.38169685,0.0019331676,0.08258715,1.8677853e-06,5.576801e-06,0.26055068,2.9648043e-06,4.864066e-06,0.2622103,0.30813852,4.3775194e-06,0.7413538,0.25748342,0.10910305,0.10889345,0.3237631
0.107448064,0.054824978,3.5576177e-05,5.682165e-06,0.36900312,0.0010788938,0.078806125,4.6617532e-07,1.5544834e-06,0.25952503,7.318776e-07,1.2265391e-06,0.24581078,0.30094525,1.166251e-06,0.72735465,0.25099248,0.10026417,0.11079009,0.30980065
0.097435415,0.047146026,1.2605639e-05,1.6673596e-06,0.36537328,0.000577,0.07592156,1.0402291e-07,3.9104174e-07,0.25459403,1.6133562e-07,2.765009e-07,0.23516989,0.29354534,2.7932987e-07,0.71097225,0.24561383,0.09496373,0.10549508,0.2963676
0.08758794,0.040698946,4.112069e-06,4.437122e-07,0.3569395,0.0002941061,0.07369463,2.0580593e-08,8.8092456e-08,0.24887349,3.1504282e-08,5.52686e-08,0.22203623,0.29026228,5.966983e-08,0.69130623,0.24336068,0.088645354,0.106325515,0.28312537
0.077910304,0.034099568,1.2277392e-06,1.0628861e-07,0.34740958,0.00014178689,0.07231502,3.5774224e-09,1.762537e-08,0.24473041,5.39922e-09,9.712011e-09,0.20911753,0.2827392,1.12707825e-08,0.6801593,0.23589489,0.087623864,0.10473598,0.27144274
0.067693695,0.028672494,3.3339123e-07,2.2744702e-08,0.33322537,6.466133e-05,0.06970171,5.409507e-10,3.1039002e-09,0.24404173,8.039809e-10,1.485807e-09,0.19425635,0.28102145,1.8647845e-09,0.6688327,0.22758812,0.08441668,0.10068974,0.26172274
0.06117571,0.023699878,8.175108e-08,4.3104667e-09,0.33293378,2.7786256e-05,0.068495214,7.03887e-11,4.763792e-10,0.23554717,1.0288647e-10,1.9578564e-10,0.18857501,0.27615598,2.6750052e-10,0.6527679,0.22520262,0.07905122,0.0975664,0.24940653
0.053324927,0.019255694,1.7961103e-08,7.1671524e-10,0.32485542,1.11745e-05,0.06679102,7.788677e-12,6.303834e-11,0.23333742,1.1180941e-11,2.1961665e-11,0.17715912,0.27130312,3.2899166e-11,0.63916624,0.22128412,0.078103565,0.10048161,0.24072962
0.047125995,0.015361775,3.506134e-09,1.03495656e-10,0.3217558,4.1931e-06,0.065470025,7.234575e-13,7.1084206e-12,0.22865425,1.0184145e-12,2.070322e-12,0.16920227,0.2637578,3.4268792e-12,0.6266064,0.21922533,0.07440368,0.10140014,0.23058963
0.04171996,0.012151513,6.0255123e-10,1.2835467e-11,0.31891426,1.4595729e-06,0.06439342,5.5615197e-14,6.743627e-13,0.22622347,7.6643966e-14,1.617286e-13,0.16243494,0.25889724,2.9830622e-13,0.61053264,0.21793044,0.06990424,0.09855977,0.22476627
0.035719834,0.009375495,9.025907e-11,1.3506355e-12,0.31008986,4.6857264e-07,0.06271598,3.4837828e-15,5.3073404e-14,0.22531153,4.6915567e-15,1.0308891e-14,0.15250169,0.25364876,2.1385366e-14,0.60237736,0.20981462,0.067305915,0.09487714,0.22197303
0.030727414,0.007137491,1.1657201e-11,1.1899628e-13,0.305069,1.3792095e-07,0.061643496,1.7481221e-16,3.4123171e-15,0.22234698,2.2958855e-16,5.2717277e-16,0.14508797,0.24965656,1.2424774e-15,0.5911441,0.2095544,0.06516335,0.09417366,0.21137038
0.026361298,0.0052637924,1.2827781e-12,8.651389e-15,0.3036826,3.696754e-08,0.061624944,6.8959454e-18,1.7623234e-16,0.21969941,8.8131015e-18,2.1228283e-17,0.13897395,0.24269629,5.747974e-17,0.5792889,0.20496556,0.06362819,0.096159734,0.20616445
0.022437872,0.0038547553,1.1872271e-13,5.108259e-16,0.30040565,8.959225e-09,0.061848216,2.0946479e-19,7.1767456e-18,0.21531357,2.5986654e-19,6.5942745e-19,0.13285816,0.24083683,2.0766177e-18,0.5652666,0.20145434,0.06001247,0.094417095,0.2008511
0.01870136,0.0027422647,9.111428e-15,2.4070903e-17,0.29499987,1.9478146e-09,0.05901952,4.7881124e-21,2.257818e-19,0.21581513,5.7510015e-21,1.5446627e-20,0.12658045,0.2375358,5.734513e-20,0.5544798,0.2024852,0.058463022,0.09370339,0.19358252
0.015590908,0.0018990634,5.7090825e-16,8.879264e-19,0.29318953,3.7668368e-10,0.060828935,8.029774e-23,5.3647283e-21,0.21257192,9.309513e-23,2.6604752e-22,0.121265516,0.2342318,1.1819984e-21,0.54528356,0.19440928,0.059259586,0.090506144,0.1909433
0.012641904,0.0012728644,2.871285e-17,2.5101222e-20,0.28897437,6.420318e-11,0.05918793,9.603227e-25,9.388775e-23,0.21185055,1.0711324e-24,3.2760253e-24,0.1149052,0.22737408,1.771164e-23,0.5340875,0.19226794,0.057361957,0.089064844,0.18250133
0.010201544,0.00083245087,1.1375738e-18,5.311621e-22,0.28848302,9.5485165e-12,0.059339397,7.9348375e-27,1.1769224e-24,0.20826808,8.483006e-27,2.7948482e-26,0.110542834,0.22461934,1.8734478e-25,0.51991,0.19132778,0.054997336,0.089702584,0.1804505
0.008011713,0.0005270684,3.4778163e-20,8.196499e-24,0.28210664,1.2256731e-12,0.057982735,4.3710584e-29,1.02426255e-26,0.20701768,4.4602955e-29,1.5946625e-28,0.104108036,0.22342382,1.3534647e-27,0.51367486,0.18658598,0.054975852,0.08687578,0.17561062
0.00623549,0.00032223354,8.0193535e-22,8.958863e-26,0.2783543,1.3418764e-13,0.057281125,1.5419085e-31,5.9755196e-29,0.20509857,1.4946293e-31,5.8473246e-31,0.099064164,0.22102581,6.435006e-30,0.5017784,0.18356867,0.056180976,0.08744133,0.17148827
0.0047494345,0.00018966696,1.3598233e-23,6.7134085e-28,0.27447116,1.2368425e-14,0.0575605,3.326721e-34,2.2461659e-31,0.20343098,3.046672e-34,1.3167576e-33,0.09377793,0.21605597,1.9304915e-32,0.4973077,0.17522107,0.055322245,0.08531976,0.16990629
0.003541357,0.0001073685,1.6485174e-25,3.3247818e-30,0.27507913,9.462842e-16,0.05720458,4.1643895e-37,5.2004325e-34,0.20110957,3.5806967e-37,1.7285343e-36,0.08977363,0.21055561,3.482783e-35,0.48276407,0.17598125,0.05326687,0.08634761,0.16614415
0.002576943,5.833538e-05,1.3844893e-27,1.0439154e-32,0.27006426,5.916882e-17,0.05564605,2.84487e-40,7.0423355e-37,0.19944459,2.27981e-40,1.245136e-39,0.08484009,0.20922932,3.5748716e-38,0.4750638,0.17309059,0.051970944,0.08435747,0.16761184
0.00184009,3.0254927e-05,7.774865e-30,1.9817744e-35,0.2699899,2.9725854e-18,0.055371214,9.8e-44,5.25345e-40,0.1958077,7.3e-44,4.58e-43,0.0812347,0.20432414,1.957e-41,0.46571136,0.17242573,0.051771283,0.083408676,0.16030169
0.001269991,1.4948896e-05,2.8049679e-32,2.1538491e-38,0.26720214,1.1776462e-19,0.054135684,0.0,2.02e-43,0.19211893,0.0,0.0,0.07683696,0.20239675,6e-45,0.45646814,0.1708633,0.050099123,0.08282099,0.15607417
0.00085165957,7.0054284e-06,6.211709e-35,1.2575e-41,0.26320273,3.6039334e-21,0.053993687,0.0,0.0,0.19175117,0.0,0.0,0.07220593,0.19664793,0.0,0.4486114,0.16890748,0.05048681,0.08247904,0.1510954
0.0005547627,3.103108e-06,8.0137115e-38,4e-45,0.25912437,8.32762e-23,0.052605975,0.0,0.0,0.19214822,0.0,0.0,0.0681552,0.19435368,0.0,0.439851,0.16476652,0.04855626,0.08229584,0.1495302
0.0003492379,1.293561e-06,5.6683e-41,0.0,0.25666413,1.4166727e-24,0.05268556,0.0,0.0,0.18885699,0.0,0.0,0.06409245,0.19287947,0.0,0.43286166,0.16274607,0.049069762,0.081205145,0.14906517
0.00021239175,5.050576e-07,2.1e-44,0.0,0.25584495,1.7250772e-26,0.052765828,0.0,0.0,0.18699943,0.0,0.0,0.060860585,0.1902364,0.0,0.4228709,0.16204579,0.047645908,0.080758385,0.14530028
0.00012393335,1.8377925e-07,0.0,0.0,0.2526336,1.4570901e-28,0.052652244,0.0,0.0,0.18582049,0.0,0.0,0.05658014,0.18627648,0.0,0.41610765,0.16036105,0.046898454,0.07957343,0.13927987
6.95908e-05,6.199176e-08,0.0,0.0,0.24849446,8.240795e-31,0.052758668,0.0,0.0,0.18303934,0.0,0.0,0.05305353,0.18477619,0.0,0.4085245,0.1582644,0.04612094,0.07867867,0.14096493
3.749016e-05,1.9270466e-08,0.0,0.0,0.24813615,2.9986977e-33,0.051704485,0.0,0.0,0.18068111,0.0,0.0,0.049989026,0.18261378,0.0,0.4013783,0.15642233,0.046720028,0.07743578,0.1366299
1.9234836e-05,5.4856986e-09,0.0,0.0,0.24837898,6.709062e-36,0.05148175,0.0,0.0,0.1788506,0.0,0.0,0.04770818,0.18066289,0.0,0.39326915,0.15387356,0.045265403,0.07830134,0.13522314
9.378067e-06,1.420312e-09,0.0,0.0,0.24345368,8.760492e-39,0.050793413,0.0,0.0,0.17944524,0.0,0.0,0.043699667,0.1776144,0.0,0.38829276,0.15132989,0.044860512,0.07667701,0.13222839
4.3360865e-06,3.3199477e-10,0.0,0.0,0.2428608,6.285e-42,0.051441483,0.0,0.0,0.1779358,0.0,0.0,0.040924486,0.17518502,0.0,0.37945247,0.14915965,0.043339513,0.07530128,0.13028246
1.8907359e-06,6.950071e-11,0.0,0.0,0.24186146,3e-45,0.05270975,0.0,0.0,0.17571051,0.0,0.0,0.03811717,0.17289968,0.0,0.37244284,0.14877911,0.043623302,0.07809799,0.12695299
7.749567e-07,1.2917439e-11,0.0,0.0,0.2402258,0.0,0.05157563,0.0,0.0,0.17139263,0.0,0.0,0.035429154,0.17039934,0.0,0.36834934,0.14848173,0.04262865,0.07532067,0.12720293
2.9709923e-07,2.1114768e-12,0.0,0.0,0.23835096,0.0,0.052502517,0.0,0.0,0.16961238,0.0,0.0,0.033151876,0.17082524,0.0,0.36117774,0.14491071,0.042508397,0.074488305,0.12462523
1.05980455e-07,3.0043725e-13,0.0,0.0,0.23615365,0.0,0.051610954,0.0,0.0,0.16770273,0.0,0.0,0.030285109,0.17080417,0.0,0.35526288,0.1461255,0.04265832,0.07221996,0.1212317
3.4993246e-08,3.6797754e-14,0.0,0.0,0.23505865,0.0,0.0498928,0.0,0.0,0.17058292,0.0,0.0,0.027974246,0.16625755,0.0,0.35003412,0.14301284,0.040859792,0.07202698,0.11710956
1.0630696e-08,3.8325954e-15,0.0,0.0,0.23272108,0.0,0.05265332,0.0,0.0,0.16517977,0.0,0.0,0.025380475,0.16424717,0.0,0.34310013,0.14097999,0.04041177,0.071830794,0.11805885
2.9520903e-09,3.3495754e-16,0.0,0.0,0.23075871,0.0,0.05077018,0.0,0.0,0.1644424,0.0,0.0,0.023239773,0.16452502,0.0,0.33785856,0.13995625,0.040294636,0.069422565,0.114792146
7.4421486e-10,2.4209924e-17,0.0,0.0,0.22932716,0.0,0.051697426,0.0,0.0,0.163915,0.0,0.0,0.021155568,0.16161928,0.0,0.33345988,0.13998672,0.03927666,0.06982602,0.11263513
1.6903311e-10,1.4242531e-18,0.0,0.0,0.22671485,0.0,0.05047386,0.0,0.0,0.16292176,0.0,0.0,0.018994143,0.16114245,0.0,0.3278032,0.13786563,0.04000933,0.06960448,0.11046845
3.4307803e-11,6.701643e-20,0.0,0.0,0.22496384,0.0,0.048726298,0.0,0.0,0.16264316,0.0,0.0,0.016893378,0.15673572,0.0,0.32423505,0.1368714,0.039821222,0.06983477,0.11006157
6.1672863e-12,2.4741497e-21,0.0,0.0,0.22460976,0.0,0.048739064,0.0,0.0,0.1595139,0.0,0.0,0.015285954,0.15649705,0.0,0.31391016,0.13949844,0.039724078,0.069121815,0.106841296
9.724774e-13,7.0164287e-23,0.0,0.0,0.22174045,0.0,0.04893008,0.0,0.0,0.16090858,0.0,0.0,0.013605127,0.15501684,0.0,0.31102967,0.1358845,0.0384326,0.06730687,0.10580449
1.3310159e-13,1.4930442e-24,0.0,0.0,0.22068569,0.0,0.049794395,0.0,0.0,0.15902287,0.0,0.0,0.012058416,0.15571155,0.0,0.30577388,0.13421118,0.03834371,0.06787377,0.104090884
1.5632667e-14,2.3227408e-26,0.0,0.0,0.21917371,0.0,0.0500909,0.0,0.0,0.15555902,0.0,0.0,0.010580745,0.15194918,0.0,0.300735,0.13508855,0.03766966,0.068398125,0.10299804
1.5560039e-15,2.566365e-28,0.0,0.0,0.21719402,0.0,0.049160883,0.0,0.0,0.15408593,0.0,0.0,0.009151515,0.1507244,0.0,0.29760814,0.13386762,0.036470465,0.06655475,0.10068545
1.2947911e-16,1.9496044e-30,0.0,0.0,0.21469338,0.0,0.048246633,0.0,0.0,0.15467772,0.0,0.0,0.007872812,0.15053786,0.0,0.29213732,0.13418399,0.035439268,0.066427745,0.10070635
8.874249e-18,9.818607e-33,0.0,0.0,0.21201207,0.0,0.04784807,0.0,0.0,0.15338619,0.0,0.0,0.006699065,0.14817764,0.0,0.28887466,0.13253959,0.03454081,0.06612957,0.099210516
4.9285106e-19,3.1456025e-35,0.0,0.0,0.21263747,0.0,0.049596824,0.0,0.0,0.15024945,0.0,0.0,0.005742328,0.14722052,0.0,0.28584766,0.13216421,0.03535888,0.06623443,0.09775681
2.1785601e-20,6.116048e-38,0.0,0.0,0.21051794,0.0,0.05035808,0.0,0.0,0.14866626,0.0,0.0,0.004777664,0.14487715,0.0,0.27958906,0.1360521,0.033866894,0.065537095,0.09534681
7.514991e-22,6.8365e-41,0.0,0.0,0.20860176,0.0,0.04858419,0.0,0.0,0.15016052,0.0,0.0,0.0039490275,0.1456259,0.0,0.2755802,0.1315077,0.03370601,0.06488126,0.09543712
1.9794275e-23,4e-44,0.0,0.0,0.20617768,0.0,0.04778524,0.0,0.0,0.1489782,0.0,0.0,0.0031985044,0.14583725,0.0,0.27203524,0.13036078,0.032313175,0.063573204,0.09304326
3.8863654e-25,0.0,0.0,0.0,0.2063502,0.0,0.047531083,0.0,0.0,0.14829768,0.0,0.0,0.0025901762,0.14306447,0.0,0.26954803,0.13172002,0.03219704,0.06434539,0.092754
5.5376036e-27,0.0,0.0,0.0,0.20483407,0.0,0.048124913,0.0,0.0,0.14642522,0.0,0.0,0.0020408772,0.14274526,0.0,0.2655598,0.13241844,0.03154665,0.063403964,0.0914064
5.557984e-29,0.0,0.0,0.0,0.2043723,0.0,0.047405843,0.0,0.0,0.1449293,0.0,0.0,0.0015951555,0.1409239,0.0,0.26006138,0.1306445,0.031436313,0.063097574,0.0900915
3.800266e-31,0.0,0.0,0.0,0.20244803,0.0,0.04708799,0.0,0.0,0.14446154,0.0,0.0,0.0012127154,0.13860041,0.0,0.2580552,0.13084878,0.030390956,0.06270329,0.08978987
1.7047392e-33,0.0,0.0,0.0,0.19915994,0.0,0.047817707,0.0,0.0,0.14457731,0.0,0.0,0.0009003242,0.13932297,0.0,0.25509807,0.13067856,0.031511873,0.061984055,0.08929481
4.8073533e-36,0.0,0.0,0.0,0.19779037,0.0,0.046691652,0.0,0.0,0.14189486,0.0,0.0,0.0006588221,0.13880125,0.0,0.251423,0.13148703,0.03120087,0.061801814,0.09007556
8.116441e-39,0.0,0.0,0.0,0.19697075,0.0,0.04759958,0.0,0.0,0.14134856,0.0,0.0,0.00047006365,0.13698626,0.0,0.24580161,0.12954839,0.03025438,0.06296018,0.08870402
7.755e-42,0.0,0.0,0.0,0.19291459,0.0,0.045386642,0.0,0.0,0.1436836,0.0,0.0,0.00032395992,0.13648613,0.0,0.2455252,0.12876429,0.02924326,0.059213325,0.08573339
4e-45,0.0,0.0,0.0,0.19477983,0.0,0.046731886,0.0,0.0,0.14032876,0.0,0.0,0.00022223672,0.13517924,0.0,0.23988737,0.12739591,0.029330304,0.061213613,0.08674244
0.0,0.0,0.0,0.0,0.19452609,0.0,0.04578236,0.0,0.0,0.1386937,0.0,0.0,0.00014656801,0.13503051,0.0,0.23651838,0.12773372,0.02878536,0.06042934,0.084806
0.0,0.0,0.0,0.0,0.19393422,0.0,0.046551637,0.0,0.0,0.13625875,0.0,0.0,9.345646e-05,0.13460009,0.0,0.23350485,0.12606198,0.029297743,0.060959518,0.08372675
0.0,0.0,0.0,0.0,0.19095491,0.0,0.045412496,0.0,0.0,0.13690029,0.0,0.0,5.7366415e-05,0.13508803,0.0,0.23176914,0.12728155,0.029707361,0.05969256,0.08431216
0.0,0.0,0.0,0.0,0.18944815,0.0,0.045850378,0.0,0.0,0.13405725,0.0,0.0,3.4103923e-05,0.13417847,0.0,0.22711179,0.13093159,0.028609082,0.05855283,0.08328023
0.0,0.0,0.0,0.0,0.18609029,0.0,0.045271486,0.0,0.0,0.13397689,0.0,0.0,1.9384994e-05,0.1327252,0.0,0.22414277,0.12970017,0.02845805,0.05663998,0.081560925
0.0,0.0,0.0,0.0,0.1871275,0.0,0.04543127,0.0,0.0,0.13440152,0.0,0.0,1.0641626e-05,0.13343944,0.0,0.22289725,0.12800722,0.028125433,0.058135964,0.07941133
0.0,0.0,0.0,0.0,0.18505771,0.0,0.04519168,0.0,0.0,0.13218234,0.0,0.0,5.5662667e-06,0.13293165,0.0,0.22051992,0.12586072,0.028372642,0.057983585,0.08130045
0.0,0.0,0.0,0.0,0.18575616,0.0,0.04651452,0.0,0.0,0.13025767,0.0,0.0,2.776702e-06,0.13198654,0.0,0.21831791,0.12620714,0.02761445,0.059348222,0.080843985
0.0,0.0,0.0,0.0,0.18468331,0.0,0.04586697,0.0,0.0,0.12864056,0.0,0.0,1.3135674e-06,0.13235152,0.0,0.21473718,0.12588124,0.028537989,0.056228258,0.07945611
0.0,0.0,0.0,0.0,0.18069774,0.0,0.04553668,0.0,0.0,0.12966359,0.0,0.0,5.8720946e-07,0.12998012,0.0,0.21287371,0.12378412,0.02760438,0.056084428,0.07961983
0.0,0.0,0.0,0.0,0.17810544,0.0,0.04460044,0.0,0.0,0.13041912,0.0,0.0,2.474978e-07,0.12840359,0.0,0.2103312,0.12642756,0.0273778,0.05607277,0.07767045
0.0,0.0,0.0,0.0,0.17926706,0.0,0.045615833,0.0,0.0,0.1269826,0.0,0.0,9.779495e-08,0.12888405,0.0,0.20868963,0.12495997,0.02758123,0.05521821,0.07614526
0.0,0.0,0.0,0.0,0.17897353,0.0,0.045924187,0.0,0.0,0.12715688,0.0,0.0,3.6035328e-08,0.12767781,0.0,0.20452335,0.12517819,0.026369287,0.054925203,0.076142
0.0,0.0,0.0,0.0,0.17677635,0.0,0.04532801,0.0,0.0,0.12445374,0.0,0.0,1.2319924e-08,0.12825592,0.0,0.20211929,0.12498994,0.02634315,0.0541212,0.07730103
0.0,0.0,0.0,0.0,0.17478105,0.0,0.04441384,0.0,0.0,0.12693791,0.0,0.0,3.886048e-09,0.12786093,0.0,0.20198205,0.123366125,0.026706422,0.054481458,0.07547081
0.0,0.0,0.0,0.0,0.17370778,0.0,0.044881172,0.0,0.0,0.12526828,0.0,0.0,1.1238598e-09,0.12739846,0.0,0.19890963,0.12356085,0.02698047,0.05467195,0.075599946
0.0,0.0,0.0,0.0,0.17142121,0.0,0.04539714,0.0,0.0,0.124269165,0.0,0.0,2.9599548e-10,0.12770565,0.0,0.19584683,0.12340331,0.026586946,0.05333403,0.07460466
0.0,0.0,0.0,0.0,0.1723061,0.0,0.045727007,0.0,0.0,0.12405257,0.0,0.0,7.0479865e-11,0.1257482,0.0,0.1943666,0.12436203,0.02600867,0.054741267,0.07263363
0.0,0.0,0.0,0.0,0.16886646,0.0,0.043664288,0.0,0.0,0.1242982,0.0,0.0,1.505266e-11,0.1271888,0.0,0.19234687,0.12099299,0.026320683,0.053191,0.074493945
0.0,0.0,0.0,0.0,0.17025203,0.0,0.0439623,0.0,0.0,0.12142569,0.0,0.0,2.8589505e-12,0.12604797,0.0,0.18981935,0.12360604,0.025567995,0.054170053,0.07341247
0.0,0.0,0.0,0.0,0.16911852,0.0,0.044302665,0.0,0.0,0.120378196,0.0,0.0,4.784045e-13,0.12641637,0.0,0.18773183,0.12162587,0.026287675,0.054285467,0.073864594
0.0,0.0,0.0,0.0,0.16913067,0.0,0.044136114,0.0,0.0,0.11982713,0.0,0.0,6.9820594e-14,0.12645443,0.0,0.18643682,0.12186253,0.025580421,0.05413353,0.071078695
0.0,0.0,0.0,0.0,0.16757236,0.0,0.0439719,0.0,0.0,0.11987828,0.0,0.0,8.789902e-15,0.12484708,0.0,0.18617503,0.11993815,0.025682613,0.054487113,0.07282606
0.0,0.0,0.0,0.0,0.16827959,0.0,0.044352397,0.0,0.0,0.11827959,0.0,0.0,9.43156e-16,0.1248703,0.0,0.18193786,0.11897597,0.026333146,0.054298416,0.07203912
0.0,0.0,0.0,0.0,0.1673834,0.0,0.04391625,0.0,0.0,0.11632656,0.0,0.0,8.513208e-17,0.1256913,0.0,0.18279462,0.120188706,0.026509734,0.053329777,0.07180992
0.0,0.0,0.0,0.0,0.1645853,0.0,0.0438425,0.0,0.0,0.11598615,0.0,0.0,6.3722864e-18,0.12473243,0.0,0.18207271,0.11926978,0.024747986,0.053169824,0.07134032
0.0,0.0,0.0,0.0,0.16461442,0.0,0.043538954,0.0,0.0,0.11467931,0.0,0.0,3.8939054e-19,0.1241229,0.0,0.18152739,0.12024183,0.025204474,0.053334363,0.06948184
0.0,0.0,0.0,0.0,0.16273972,0.0,0.042858988,0.0,0.0,0.1154856,0.0,0.0,1.909414e-20,0.124827534,0.0,0.17798945,0.11858238,0.025624014,0.053829994,0.0695562
0.0,0.0,0.0,0.0,0.16169286,0.0,0.042448882,0.0,0.0,0.113094755,0.0,0.0,7.3727975e-22,0.12526773,0.0,0.17936586,0.117991,0.025962431,0.05159782,0.069465026
0.0,0.0,0.0,0.0,0.1638859,0.0,0.044062473,0.0,0.0,0.11139531,0.0,0.0,2.195529e-23,0.12482637,0.0,0.17549637,0.121593654,0.024578337,0.053438447,0.0695984
0.0,0.0,0.0,0.0,0.1616908,0.0,0.043412756,0.0,0.0,0.11279139,0.0,0.0,4.927487e-25,0.124945834,0.0,0.17609867,0.11879979,0.025346747,0.05182334,0.069081314
0.0,0.0,0.0,0.0,0.1620704,0.0,0.043455344,0.0,0.0,0.11122562,0.0,0.0,8.124716e-27,0.124995,0.0,0.17458943,0.12048772,0.025468716,0.052805655,0.068002746
