area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day,day_of_week,month_of_year,is_weekend
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0.4308043,0.43758252,0.4472626,0.40676895,0.4400619,0.39038378,0.44405794,0.4133675,0.39096007,0.5717528,0.50426,0.5173896,0.40535498,0.43221477,0.47247103,0.4923721,0.48834226,0.47049502,0.42853272,0.56646657,0.5433665,0.5329574,0.50336397,0.47718507,0.4385009,0.58304065,0.55475235,0.4478853,0.40157664,0.49795023,0.4416533,0.57507664,0.40426636,0.49649766,0.48092484,0.41683486,0.5725299,0.56368667,0.3990635,0.4670619,0.40083224,0.38457647,0.43168873
0.4078336,0.4101281,0.41476518,0.34081063,0.4069316,0.3332333,0.43622395,0.35275498,0.3016296,0.6232647,0.5035745,0.52884495,0.3617627,0.38280508,0.44655114,0.5118457,0.4891249,0.5015048,0.42337576,0.6057869,0.5767441,0.5697512,0.5073072,0.5129459,0.44633907,0.6585086,0.59130424,0.44182163,0.38433796,0.5157031,0.44190326,0.5995561,0.3328396,0.51677084,0.48299456,0.39266247,0.595793,0.59691775,0.29730836,0.4325065,0.3208562,0.28296348,0.36980838
0.3624176,0.3685365,0.3759743,0.2636188,0.36527836,0.26675227,0.41918263,0.30192435,0.213517,0.6599914,0.4994378,0.5414322,0.33976045,0.3356203,0.43430606,0.5190316,0.48670992,0.5426671,0.44215912,0.6494849,0.60261315,0.59635437,0.5288673,0.5447987,0.45431784,0.72184736,0.61804134,0.42230135,0.3754998,0.53301376,0.43793267,0.60469854,0.25801885,0.5364044,0.4937986,0.36295667,0.6124258,0.63051224,0.22278619,0.3967688,0.23169243,0.19683944,0.27084523
0.33247662,0.32339346,0.32226622,0.18177487,0.33123824,0.19010355,0.3944357,0.24851926,0.13031141,0.70670027,0.50219774,0.55569077,0.31436893,0.28534898,0.41430637,0.53141963,0.47787032,0.589262,0.44436377,0.68027705,0.61818224,0.6163563,0.5289808,0.5850842,0.4524671,0.78452194,0.6380741,0.39309534,0.3806007,0.541889,0.45635694,0.6056802,0.16990416,0.5425945,0.498833,0.32874373,0.6325359,0.6584591,0.12957601,0.3521023,0.1351937,0.100584425,0.16631784
0.3061002,0.26877043,0.2595489,0.09836648,0.28972647,0.10140896,0.3553815,0.18956703,0.035975084,0.75362706,0.5050694,0.57017666,0.28434172,0.22995336,0.37861317,0.54232895,0.47756124,0.63965786,0.44280484,0.7007461,0.63904697,0.64328545,0.5645079,0.6163802,0.4642347,0.82955515,0.6667145,0.36234894,0.3852743,0.5480125,0.44548285,0.6058196,0.08849608,0.5591937,0.51093966,0.2916742,0.6435591,0.6844245,0.03471751,0.28962463,0.03858687,0.0003190038,0.05642885
0.25729877,0.21168405,0.2011545,0.014057501,0.25302497,0.0214524,0.33262062,0.13570486,-0.034951482,0.80187756,0.5172618,0.59214413,0.25176805,0.18070525,0.36023498,0.5419531,0.47166047,0.65163416,0.45220384,0.70177954,0.6619614,0.656915,0.5958501,0.6493474,0.46818236,0.87306154,0.6745628,0.33606327,0.38225606,0.55237305,0.44053143,0.60742384,-0.0056806677,0.5808475,0.5245551,0.25946757,0.64607275,0.7014672,-0.058991596,0.21648423,-0.067464575,-0.08840936,-0.055391748
0.22591572,0.15470812,0.15084307,-0.054370496,0.20826031,-0.060757186,0.30567756,0.06326067,-0.10789172,0.8261204,0.5161377,0.6016333,0.22009982,0.1240853,0.32689974,0.5502125,0.47286478,0.6714684,0.45346832,0.7143728,0.6901055,0.66896516,0.6066446,0.66451323,0.47869566,0.9070787,0.69564563,0.2994404,0.39053735,0.55667645,0.4412168,0.6158284,-0.08439514,0.5953057,0.5639216,0.22469218,0.6623231,0.7433358,-0.15451394,0.14359668,-0.16104017,-0.19119619,-0.15832902
0.1673063,0.08777337,0.09149718,-0.13218766,0.1559761,-0.14032021,0.26214522,0.008788102,-0.18322621,0.85429126,0.5190983,0.6045739,0.18161061,0.069770336,0.29897323,0.5545912,0.46967277,0.7115517,0.46238118,0.7287735,0.7164477,0.68096036,0.6308987,0.7002588,0.47797942,0.9603957,0.7108307,0.25813797,0.40679085,0.563487,0.45826063,0.6130563,-0.17636181,0.6008537,0.57952935,0.17705885,0.6785714,0.77487284,-0.24067609,0.05814705,-0.2533465,-0.30190405,-0.26709667
0.121457785,0.016201444,0.036149696,-0.2143035,0.112026505,-0.21973109,0.22827628,-0.045116942,-0.2541097,0.90829664,0.51498914,0.6152613,0.13471876,0.007958467,0.25855753,0.5645049,0.46202755,0.72688574,0.47745073,0.73892003,0.7267787,0.69656307,0.6422423,0.7189677,0.49320003,1.00748,0.7358202,0.20214789,0.41887018,0.5771985,0.4762101,0.6159111,-0.2573122,0.6204526,0.62131095,0.13406245,0.6845318,0.8118558,-0.33025956,-0.03749788,-0.34614503,-0.38483214,-0.35686064
